pattern_number,hole_number,hole_id,design_x,design_y,design_collar_rl,design_toe_rl,design_bench_height,design_hole_length,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,design_explosive_column_m,design_explosive_kg
14,44,14-H-044,363435.339,6591835.781,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.4,12.12,399.234
14,45,14-H-045,363441.809,6591840.486,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.6,12.08,398.065
14,46,14-H-046,363448.279,6591845.192,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.97,11.87,391.175
14,47,14-H-047,363454.749,6591849.897,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.5,10.83,356.934
14,48,14-H-048,363403.872,6591804.24,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.55,11.7,385.525
14,49,14-H-049,363410.342,6591808.946,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.08,11.04,363.763
14,50,14-H-050,363416.812,6591813.651,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.54,11.41,375.877
14,51,14-H-051,363423.282,6591818.356,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.15,11.55,380.732
14,52,14-H-052,363429.751,6591823.062,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.18,12.29,404.805
14,53,14-H-053,363436.221,6591827.767,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.82,11.38,375.092
14,54,14-H-054,363442.691,6591832.473,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.05,11.01,362.868
14,55,14-H-055,363449.161,6591837.178,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.72,11.24,370.434
14,56,14-H-056,363455.631,6591841.883,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.6,11.17,367.916
14,57,14-H-057,363411.224,6591800.932,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.18,11.16,367.648
14,58,14-H-058,363417.694,6591805.637,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.76,11.63,383.215
14,59,14-H-059,363424.164,6591810.343,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.02,10.79,355.669
14,60,14-H-060,363430.634,6591815.048,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.09,11.35,374.129
14,61,14-H-061,363437.104,6591819.753,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.44,12.73,419.371
14,62,14-H-062,363443.573,6591824.459,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.87,10.87,358.25
14,63,14-H-063,363450.043,6591829.164,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.01,11.06,364.27
14,64,14-H-064,363425.046,6591802.329,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.34,12.22,402.741
14,65,14-H-065,363431.516,6591807.034,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.66,11.48,378.342
14,66,14-H-066,363437.986,6591811.739,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.83,11.21,369.22
14,67,14-H-067,363444.456,6591816.445,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.02,11.44,376.924
14,68,14-H-068,363450.926,6591821.15,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.14,11.05,364.236
14,69,14-H-069,363432.398,6591799.02,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.23,11.22,369.636
14,70,14-H-070,363438.868,6591803.726,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.99,12.01,395.572
14,71,14-H-071,363445.338,6591808.431,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.69,12.06,397.344
14,72,14-H-072,363451.808,6591813.136,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.89,11.41,375.837
14,73,14-H-073,363439.75,6591795.712,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.9,11.67,384.375
14,74,14-H-074,363446.22,6591800.417,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.84,11.62,382.946
14,75,14-H-075,363452.69,6591805.123,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.73,11.36,374.351
