pattern_number,hole_number,hole_id,design_x,design_y,design_collar_rl,design_toe_rl,design_bench_height,design_hole_length,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,design_explosive_column_m,design_explosive_kg
26,28,26-H-028,363750.312,6591900.022,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.79,11.5,378.981
26,29,26-H-029,363751.56,6591907.924,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.35,11.78,388.016
26,30,26-H-030,363755.355,6591887.077,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.43,11.06,364.578
26,31,26-H-031,363756.602,6591894.979,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.4,11.92,392.908
26,32,26-H-032,363757.85,6591902.881,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.17,11.11,366.181
26,33,26-H-033,363759.098,6591910.783,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.95,11.01,362.859
26,34,26-H-034,363761.645,6591882.034,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.54,11.61,382.67
26,35,26-H-035,363762.893,6591889.936,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.84,11.0,362.516
26,36,26-H-036,363764.14,6591897.839,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.48,11.06,364.3
26,37,26-H-037,363765.388,6591905.741,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.07,10.96,361.235
26,38,26-H-038,363767.936,6591876.992,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.22,10.8,355.841
26,39,26-H-039,363769.183,6591884.894,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.03,11.48,378.302
26,40,26-H-040,363770.431,6591892.796,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.7,11.89,391.756
26,41,26-H-041,363771.679,6591900.698,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.92,11.02,363.063
26,42,26-H-042,363775.474,6591879.851,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.63,10.87,358.082
26,43,26-H-043,363776.721,6591887.753,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.29,13.27,437.157
26,44,26-H-044,363777.969,6591895.655,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.58,10.91,359.473
26,45,26-H-045,363779.217,6591903.557,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.9,11.14,367.118
