pattern_number,hole_number,hole_id,design_x,design_y,design_collar_rl,design_toe_rl,design_bench_height,design_hole_length,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,design_explosive_column_m,design_explosive_kg
15,18,15-H-018,363667.872,6591869.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.96,11.61,382.537
15,19,15-H-019,363667.872,6591861.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.31,10.8,355.871
15,20,15-H-020,363667.872,6591853.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.0,10.89,358.843
15,21,15-H-021,363667.872,6591845.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.4,11.15,367.382
15,22,15-H-022,363667.872,6591837.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.73,11.55,380.485
15,23,15-H-023,363660.872,6591865.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.82,11.83,389.853
15,24,15-H-024,363660.872,6591857.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.77,11.25,370.56
15,25,15-H-025,363660.872,6591849.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.42,11.65,383.815
15,26,15-H-026,363660.872,6591841.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.25,12.05,396.949
15,27,15-H-027,363660.872,6591833.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.79,11.53,379.985
15,28,15-H-028,363653.872,6591869.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.11,11.82,389.525
15,29,15-H-029,363653.872,6591861.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.39,11.52,379.498
15,30,15-H-030,363653.872,6591853.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.58,11.78,388.191
15,31,15-H-031,363653.872,6591845.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.3,11.34,373.703
15,32,15-H-032,363653.872,6591837.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.21,10.89,358.77
15,33,15-H-033,363646.872,6591865.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.93,11.45,377.281
15,34,15-H-034,363646.872,6591857.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.03,10.99,362.105
15,35,15-H-035,363646.872,6591849.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.83,11.5,378.982
15,36,15-H-036,363646.872,6591841.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.04,10.81,356.044
15,37,15-H-037,363646.872,6591833.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.64,11.75,387.002
15,38,15-H-038,363639.872,6591869.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.3,11.53,379.996
15,39,15-H-039,363639.872,6591861.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.85,10.71,352.887
15,40,15-H-040,363639.872,6591853.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.49,11.08,365.132
15,41,15-H-041,363639.872,6591845.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.82,10.86,357.889
15,42,15-H-042,363639.872,6591837.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.29,11.02,363.255
15,43,15-H-043,363639.872,6591829.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.51,11.73,386.542
15,44,15-H-044,363632.872,6591865.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.92,11.15,367.33
15,45,15-H-045,363632.872,6591857.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.93,10.4,342.548
15,46,15-H-046,363632.872,6591849.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.66,11.48,378.235
15,47,15-H-047,363632.872,6591841.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.4,11.34,373.574
15,48,15-H-048,363632.872,6591833.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.05,11.34,373.726
15,49,15-H-049,363625.872,6591869.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.9,11.01,362.637
15,50,15-H-050,363625.872,6591861.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.72,10.96,361.235
15,51,15-H-051,363625.872,6591853.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.63,11.61,382.429
15,52,15-H-052,363625.872,6591845.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.76,11.55,380.624
15,53,15-H-053,363625.872,6591837.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.06,11.12,366.244
15,54,15-H-054,363618.872,6591865.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.53,10.73,353.451
15,55,15-H-055,363618.872,6591857.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.85,11.02,363.095
15,56,15-H-056,363618.872,6591849.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.07,12.74,419.926
15,57,15-H-057,363618.872,6591841.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.2,10.77,354.818
15,58,15-H-058,363618.872,6591833.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.34,11.22,369.784
15,59,15-H-059,363611.872,6591869.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.97,11.35,373.882
15,60,15-H-060,363611.872,6591861.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.35,11.92,392.635
15,61,15-H-061,363611.872,6591853.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.55,11.91,392.397
15,62,15-H-062,363611.872,6591845.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.88,11.9,392.149
15,63,15-H-063,363611.872,6591837.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.89,11.11,365.984
15,64,15-H-064,363604.872,6591865.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.05,11.11,365.928
15,65,15-H-065,363604.872,6591857.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.95,10.78,355.227
15,66,15-H-066,363604.872,6591849.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.11,11.48,378.366
15,67,15-H-067,363604.872,6591841.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.32,11.21,369.353
15,68,15-H-068,363604.872,6591833.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.2,10.07,331.837
15,69,15-H-069,363597.872,6591869.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.71,11.4,375.694
15,70,15-H-070,363597.872,6591861.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.02,10.98,361.885
15,71,15-H-071,363597.872,6591853.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.75,12.02,395.984
15,72,15-H-072,363597.872,6591845.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.14,11.43,376.75
15,73,15-H-073,363597.872,6591837.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.91,10.81,356.163
15,74,15-H-074,363590.872,6591865.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.7,11.73,386.625
15,75,15-H-075,363590.872,6591857.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.15,10.78,355.048
15,76,15-H-076,363590.872,6591849.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.34,11.34,373.642
15,77,15-H-077,363590.872,6591841.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.2,11.0,362.446
15,78,15-H-078,363590.872,6591833.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.32,11.73,386.403
15,79,15-H-079,363583.872,6591869.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.7,10.79,355.655
15,80,15-H-080,363583.872,6591861.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.82,11.67,384.462
15,81,15-H-081,363583.872,6591853.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.19,10.72,353.192
15,82,15-H-082,363583.872,6591845.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.93,11.37,374.522
15,83,15-H-083,363583.872,6591837.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.1,12.09,398.277
15,84,15-H-084,363576.872,6591865.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.47,10.9,359.312
15,85,15-H-085,363576.872,6591857.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.16,10.98,361.891
15,86,15-H-086,363576.872,6591849.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.68,11.32,373.033
15,87,15-H-087,363576.872,6591841.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.96,10.87,358.08
15,88,15-H-088,363576.872,6591833.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.56,11.18,368.367
15,89,15-H-089,363569.872,6591869.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.99,11.38,374.876
15,90,15-H-090,363569.872,6591861.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.48,10.9,359.045
15,91,15-H-091,363569.872,6591853.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.24,11.35,373.835
15,92,15-H-092,363569.872,6591845.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.0,11.25,370.581
15,93,15-H-093,363569.872,6591837.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.84,10.85,357.392
