pattern_number,hole_number,hole_id,x,y,collar_rl,design_toe_rl,design_bench_height
1505708,61,{2dbec6ee-6f0c-4ff8-9e8f-9dce985ecd3e},229452.5,2729055.0,1519.3,1503.5,14.599999999999907
1505708,62,{8a9856d9-a247-45ea-b24e-13b795685822},229446.0,2729054.7,1519.3,1503.5,14.599999999999907
1505708,63,{386df431-a580-497e-97b6-9542b0dc79b5},229439.5,2729054.4,1519.2,1503.5,14.5
1505708,64,{24f099f0-3125-4325-b6ec-1cb16633e23d},229433.0,2729054.1,1519.3,1503.5,14.599999999999907
1505708,65,{1660ea6f-f68c-4d4d-9fc4-a8d93477180b},229426.5,2729053.8,1519.7,1503.5,15.0
1505708,66,{598fc8e5-9ff2-4efd-b5b7-c90b397ee769},229420.0,2729053.6,1520.1,1503.5,15.400000000000093
1505708,67,{896e61d6-b447-4435-99cc-799758f87de9},229413.5,2729053.3,1520.5,1503.5,15.799999999999956
1505708,68,{8c01bfbf-1b98-404c-9d8f-4cb589076f43},229407.0,2729053.0,1520.8,1503.5,16.09999999999991
1505708,69,{e0939fe7-e1c1-4439-b032-f176773d6b1a},229400.5,2729052.7,1520.9,1503.5,16.200000000000045
1505708,70,{f2959e14-f3b6-4693-9eec-cb5e9acb078f},229397.7,2729057.0,1520.9,1503.5,16.200000000000045
1505708,71,{81d6dd76-5456-4126-9241-124b5f98ae9b},229394.0,2729052.5,1520.8,1503.5,16.09999999999991
1505708,72,{bdf2b6dc-2b9f-40fa-923a-0dfb878d1799},229391.9,2729055.7,1520.8,1503.5,16.09999999999991
1505708,73,{0e4c95e1-dfd4-4ebc-bb98-845f4a362e1a},229389.8,2729058.9,1520.7,1503.5,16.0
1505708,74,{17be21e5-4862-4713-aabe-99c5f3173c6e},229387.9,2729051.7,1520.7,1503.5,16.0
1505708,75,{bceafd87-7ebe-42a9-baf6-f27c6fd15a59},229384.7,2729056.5,1520.7,1503.5,16.0
1505708,76,{7b116538-dcbb-41a1-9136-7a08e1848399},229382.0,2729050.3,1520.6,1503.5,15.900000000000093
1505708,77,{43d65ed2-b943-41fe-924a-797cafbbf660},229379.6,2729054.1,1520.7,1503.5,16.0
1505708,78,{74fef251-7165-4682-be6e-c135700a5c36},229374.5,2729051.6,1520.7,1503.5,16.0
1505708,79,{ae9bd607-6441-4c4a-9848-ae6aa95723a4},229369.8,2729048.7,1520.9,1503.5,16.200000000000045
1505708,80,{2a97269a-b0d1-4de9-a8e1-0b92ec75601b},229365.0,2729045.7,1520.9,1503.5,16.200000000000045
1505708,81,{41f8683c-b694-411b-8004-e21c77e25934},229372.4,2729044.7,1520.7,1503.5,16.0
1505708,82,{0551f339-bd63-4c4c-879c-2391e392116a},229378.1,2729046.2,1520.6,1503.5,15.900000000000093
1505708,83,{5b50cb9b-ed44-44fb-830e-f101ce7055fd},229384.5,2729046.6,1520.7,1503.5,16.0
1505708,84,{f9b65ebb-bfd6-4709-9708-628d01210ae7},229391.0,2729046.8,1520.8,1503.5,16.09999999999991
1505708,85,{ab7d0f0b-f3d6-411d-904c-368a01b506df},229397.5,2729047.1,1520.8,1503.5,16.09999999999991
1505708,86,{9fbc16c2-d4d7-45a9-bc7f-9c15fe7fd86d},229404.0,2729047.4,1520.8,1503.5,16.09999999999991
1505708,87,{14b16877-bc90-4247-bf2a-0c6176a839de},229410.5,2729047.7,1520.6,1503.5,15.900000000000093
1505708,88,{840b2a69-9520-49f2-81ac-874ff24a0f3d},229417.0,2729047.9,1520.3,1503.5,15.599999999999907
1505708,89,{59a62080-ed08-4f84-9f17-a64b282015b3},229423.5,2729048.2,1519.9,1503.5,15.200000000000044
1505708,90,{cbc82e24-d389-4d2b-910f-2933ff57be06},229430.0,2729048.5,1519.4,1503.5,14.700000000000044
1505708,91,{517d9264-fd6e-4fcc-aa40-904e9d6ff880},229436.5,2729048.8,1519.2,1503.5,14.5
1505708,92,{343ddc25-4857-4309-a342-8689cf2ded5a},229443.0,2729049.0,1519.2,1503.5,14.5
1505708,93,{b61fe4c6-3985-4300-a09c-be9ae09015cc},229449.4,2729049.3,1519.2,1503.5,14.5
1505708,94,{1909e5e7-b9da-4d82-b3fc-b6a18e0834d6},229455.3,2729049.6,1519.0,1503.5,14.299999999999956
1505708,95,{9da9f895-adae-49f6-83d3-30fa6b49f2c4},229461.2,2729049.8,1519.2,1503.5,14.5
1505708,96,{a0db74d9-cab2-48b7-9274-959c018b32bd},229462.2,2729044.4,1519.1,1503.5,14.400000000000093
1505708,97,{d11d2538-9e86-4cb1-bed0-7885129319fc},229457.6,2729044.2,1519.2,1503.5,14.5
1505708,98,{2d6a5604-f080-4753-9f47-22b53fda2880},229452.9,2729044.0,1519.3,1503.5,14.599999999999907
1505708,99,{150a8e40-967f-4dad-ba70-76f92bd5e948},229446.4,2729043.7,1519.4,1503.5,14.700000000000044
1505708,100,{d592c7db-7414-4ab4-9c73-8a410073c313},229439.9,2729043.4,1519.4,1503.5,14.700000000000044
1505708,101,{74cafad5-7015-43ba-8b06-35ff6e0dcbc7},229433.4,2729043.1,1519.3,1503.5,14.599999999999907
1505708,102,{e573948b-db58-40a9-b702-ceb900b30dab},229426.9,2729042.9,1519.6,1503.5,14.900000000000093
1505708,103,{b741471b-474f-4e54-9d38-42ecaa6c4418},229420.5,2729042.6,1520.1,1503.5,15.400000000000093
1505708,104,{a535c986-8fa5-42f2-bee3-4d30401de917},229414.0,2729042.3,1520.6,1503.5,15.900000000000093
1505708,105,{280e29c1-bce5-4fc7-b998-9e21066c1b85},229407.5,2729042.0,1520.8,1503.5,16.09999999999991
1505708,106,{5e340add-92d0-4213-9902-7659518a9fe7},229401.0,2729041.7,1520.9,1503.5,16.200000000000045
1505708,107,{3504bde9-3e20-465e-8252-9ed6a725be06},229394.5,2729041.5,1520.8,1503.5,16.09999999999991
1505708,108,{b04deb6a-22cf-4e8a-9d83-0e555aa661a0},229388.0,2729041.2,1520.8,1503.5,16.09999999999991
1505708,109,{6b849405-2bc7-4749-aa5e-73267acdaa60},229381.5,2729040.9,1520.6,1503.5,15.900000000000093
1505708,110,{028797e2-199b-4496-abf3-fff950175c3e},229375.0,2729040.6,1520.6,1503.5,15.900000000000093
1505708,111,{56583a7c-5e7e-445e-a9a0-b68f328f5a41},229368.5,2729040.4,1520.9,1503.5,16.200000000000045
1505708,112,{c86d4599-de4e-4bce-83eb-e3402018f15f},229362.7,2729039.0,1520.8,1503.5,16.09999999999991
1505708,113,{5362cc71-e967-4882-8ab7-e82958294178},229359.9,2729043.3,1520.7,1503.5,16.0
1505708,114,{08dd8f02-5630-436b-a954-be7656a1d0b5},229355.5,2729039.8,1520.7,1503.5,16.0
1505708,115,{0008141c-8b9f-4cb4-bd25-42d1edd6df30},229352.5,2729034.2,1520.9,1503.5,16.200000000000045
1505708,116,{cc0aeb5a-c5ce-41a5-8d9a-6c2004ae970e},229359.0,2729034.5,1520.8,1503.5,16.09999999999991
1505708,117,{ccd8dcfa-a490-430d-8a2c-c4bc41ba7792},229365.5,2729034.7,1520.7,1503.5,16.0
1505708,118,{30833924-c153-4760-b2f5-8f159b0c4f38},229372.0,2729035.0,1520.7,1503.5,16.0
1505708,119,{e2192530-d1f8-421a-a2f0-ef304bb6a639},229378.5,2729035.3,1520.6,1503.5,15.900000000000093
1505708,120,{afd1f7c3-9532-4916-8eb1-60a224357482},229385.0,2729035.6,1520.6,1503.5,15.900000000000093
1505708,121,{d88259c8-0d78-4cca-bf09-85a7d72fe91c},229391.5,2729035.8,1520.8,1503.5,16.09999999999991
1505708,122,{f103df87-7261-4344-93ec-95dd9c8a4384},229398.0,2729036.1,1520.9,1503.5,16.200000000000045
1505708,123,{3cafe44a-dfdd-44f2-881b-ed6868ac34c2},229404.5,2729036.4,1520.9,1503.5,16.200000000000045
1505708,124,{ead0a1b9-41a8-4307-a607-23cff89c37fd},229410.9,2729036.7,1521.0,1503.5,16.299999999999955
1505708,125,{2cbe4120-8bf8-4349-ac04-32cd19c15ce4},229417.4,2729036.9,1520.6,1503.5,15.900000000000093
1505708,126,{9f6ccbd1-906a-4536-9748-ca31931f6854},229423.9,2729037.2,1519.9,1503.5,15.200000000000044
1505708,127,{1a25f8e6-32c7-46cd-944d-13cc7d46cc0e},229430.4,2729037.5,1519.4,1503.5,14.700000000000044
1505708,128,{9f19f898-aa0c-44f4-900a-6faa0e8a34d9},229436.9,2729037.8,1519.5,1503.5,14.799999999999956
1505708,129,{5f955c25-27e4-46ac-abeb-c88a97f3aaa8},229443.4,2729038.1,1519.7,1503.5,15.0
1505708,130,{97ca9246-3365-407f-bf12-7db91c1f8834},229449.9,2729038.3,1519.4,1503.5,14.700000000000044
1505708,131,{0a618f16-8fd2-446a-9245-297279bda41c},229456.4,2729038.6,1519.4,1503.5,14.700000000000044
1505708,132,{b2fd6ec0-71b6-4430-8979-59d5a567faff},229462.8,2729038.9,1519.3,1503.5,14.599999999999907
1505708,133,{588561d1-8ced-45f8-a10c-808d61ee4ee7},229463.2,2729033.4,1519.4,1503.5,14.700000000000044
1505708,134,{324d1741-d00d-4ea1-a875-fc754d55e917},229458.3,2729033.2,1519.5,1503.5,14.799999999999956
1505708,135,{4c1a5e95-c577-409b-8a9d-93c66fe3ca74},229453.4,2729033.0,1519.6,1503.5,14.900000000000093
1505708,136,{7cd10c94-bc0c-4500-a115-1d64eff3bed0},229446.9,2729032.7,1519.5,1503.5,14.799999999999956
1505708,137,{180c3b76-f3f6-422a-b4f3-50388f1242f9},229440.4,2729032.4,1519.5,1503.5,14.799999999999956
1505708,138,{b0ffd03e-e8ed-4939-8dba-09d74d3033d7},229433.9,2729032.1,1519.2,1503.5,14.5
1505708,139,{e39b66fb-3e2e-430f-aa1d-ab2a215916a4},229427.4,2729031.9,1519.3,1503.5,14.599999999999907
1505708,140,{f30810ff-71d4-438a-aff8-a0ede28373b7},229420.9,2729031.6,1520.0,1503.5,15.299999999999956
1505708,141,{916b6ad4-042a-4d33-9539-5fba12bd06c7},229414.4,2729031.3,1521.0,1503.5,16.299999999999955
1505708,142,{596485cb-88e5-49c8-803f-c5b3a40a4d61},229407.9,2729031.0,1521.1,1503.5,16.40000000000009
1505708,143,{ff79312a-5cde-4406-a26a-878afaab66bd},229401.4,2729030.8,1521.0,1503.5,16.299999999999955
1505708,144,{5ee0eb06-9f9d-4f13-bdb4-3e676f47345b},229394.9,2729030.5,1520.8,1503.5,16.09999999999991
1505708,145,{2a006b3a-d236-401a-bb49-57f7de384ee6},229388.5,2729030.2,1520.8,1503.5,16.09999999999991
1505708,146,{aeec2b62-cc8b-42de-8221-d16e1f587c33},229382.0,2729029.9,1520.7,1503.5,16.0
1505708,147,{a41968d5-ee4a-4a71-be1d-c66fcd0a4a6b},229375.5,2729029.7,1520.7,1503.5,16.0
1505708,148,{c411b831-8fb6-4948-a91a-1e8489025929},229369.0,2729029.4,1520.7,1503.5,16.0
1505708,149,{592a6712-d375-431b-b883-b4563fa753e7},229362.5,2729029.1,1520.8,1503.5,16.09999999999991
1505708,150,{f48f67e8-5891-4ed2-b000-d45ddecae823},229356.3,2729028.8,1520.9,1503.5,16.200000000000045
1505708,151,{0e80a08d-eb62-436a-843a-1100990b8fc5},229350.2,2729028.6,1520.8,1503.5,16.09999999999991
1505708,152,{7474b898-8a54-4055-b770-7c094ae8eea2},229348.4,2729023.0,1520.9,1503.5,16.200000000000045
1505708,153,{5f525b9c-cf3f-46df-b297-ff62d6b44fd5},229353.9,2729023.2,1520.9,1503.5,16.200000000000045
1505708,154,{deb0a406-bbd6-4466-bb88-34826e21cb98},229359.5,2729023.5,1520.8,1503.5,16.09999999999991
1505708,155,{f17b9b59-b64b-46dc-a0f6-6ed8aac687bf},229366.0,2729023.7,1520.7,1503.5,16.0
1505708,156,{00b7fc50-5b4c-42f6-adf4-c66331156dc3},229372.5,2729024.0,1520.7,1503.5,16.0
1505708,157,{699cd750-6171-4c30-a191-a79fbd623881},229378.9,2729024.3,1520.8,1503.5,16.09999999999991
1505708,158,{a0228c43-d419-4383-b3df-11c80b64c0cb},229385.4,2729024.6,1520.7,1503.5,16.0
1505708,159,{861cedc3-ae88-41e3-97f9-3291ff58ec52},229391.9,2729024.8,1520.9,1503.5,16.200000000000045
1505708,160,{d2e3f898-415f-425f-bc9c-1a23a0640d76},229398.4,2729025.1,1521.1,1503.5,16.40000000000009
1505708,161,{30b024b2-5c40-4478-9e24-1ccbbda8043e},229404.9,2729025.4,1521.2,1503.5,16.5
1505708,162,{1ff5f710-2256-48ec-824f-1125086474a4},229411.4,2729025.7,1521.0,1503.5,16.299999999999955
1505708,163,{45e7c1ae-c518-43fe-b9de-a9afd547ccc8},229417.9,2729026.0,1520.2,1503.5,15.5
1505708,164,{bf514b3c-41a2-40d0-856d-521b9d3ff209},229424.4,2729026.2,1519.4,1503.5,14.700000000000044
1505708,165,{1f574f78-318d-4b5c-94b0-4a411fe638ec},229430.9,2729026.5,1519.3,1503.5,14.599999999999907
1505708,166,{a3ba448b-4288-4b09-8ed4-6e8c3828ce75},229437.4,2729026.8,1519.5,1503.5,14.799999999999956
1505708,167,{f6418cd2-7155-4baf-be85-f30fe47a5d6d},229443.9,2729027.1,1519.5,1503.5,14.799999999999956
1505708,168,{5f2685aa-e0be-475c-8716-cea9f4e92958},229450.4,2729027.3,1519.5,1503.5,14.799999999999956
1505708,169,{7ddcb52f-a1db-4306-8a3d-8b8f592cfc65},229456.3,2729027.6,1519.6,1503.5,14.900000000000093
1505708,170,{f08dc7bb-3891-4c83-8d47-ea9fdced07d1},229462.2,2729027.8,1519.3,1503.5,14.599999999999907
1505708,171,{91e08194-8c59-4fe5-ad30-b16805a7c3e0},229460.4,2729022.3,1519.2,1503.5,14.5
1505708,172,{8e3d46ef-786d-4d5f-ba8b-8bcb4974a91c},229453.9,2729022.0,1519.4,1503.5,14.700000000000044
1505708,173,{182f89cc-3f8c-43db-83c9-b9e598c6b205},229447.4,2729021.7,1519.4,1503.5,14.700000000000044
1505708,174,{7b1bc950-6a22-42df-9331-08b515ec61a2},229440.9,2729021.4,1519.4,1503.5,14.700000000000044
1505708,175,{bacc1d99-d718-4cbf-bf08-1217389bc07b},229434.4,2729021.2,1519.4,1503.5,14.700000000000044
1505708,176,{6e44192b-9a03-4796-b094-c9f01bb645f8},229427.9,2729020.9,1519.4,1503.5,14.700000000000044
1505708,177,{878d5495-412d-4991-8212-b5be761b3281},229421.4,2729020.6,1519.8,1503.5,15.099999999999907
1505708,178,{fd14f5dc-26e2-4405-bf36-1e99cd5afa55},229414.9,2729020.3,1520.6,1503.5,15.900000000000093
1505708,179,{975876e4-9923-4d02-bd8f-f6c32e535452},229408.4,2729020.0,1520.9,1503.5,16.200000000000045
1505708,180,{4936828b-d5f6-4104-9025-baf61c08f5aa},229401.9,2729019.8,1521.3,1503.5,16.59999999999991
1505708,181,{d9f857a3-d298-4821-8280-42286d22aa25},229395.4,2729019.5,1521.2,1503.5,16.5
1505708,182,{90a0629d-1eab-4f01-b0e1-e2fb20173a44},229388.9,2729019.2,1521.0,1503.5,16.299999999999955
1505708,183,{783fae06-bf61-4746-b8dd-6b4ffd435147},229382.4,2729018.9,1520.9,1503.5,16.200000000000045
1505708,184,{996a4647-7460-48ce-8fa5-0fd88904d067},229375.9,2729018.7,1520.9,1503.5,16.200000000000045
1505708,185,{979405e7-6dba-43b5-aa09-390c2ac2c256},229369.4,2729018.4,1520.8,1503.5,16.09999999999991
1505708,186,{95ac8136-e9c1-43ce-9e27-586845cf5484},229362.9,2729018.1,1520.8,1503.5,16.09999999999991
1505708,187,{b60f9841-333c-4032-9308-26d0e862a12b},229356.5,2729017.8,1520.8,1503.5,16.09999999999991
1505708,188,{efec3d7d-171a-4e63-9210-8f2a7767151d},229351.5,2729017.6,1520.7,1503.5,16.0
1505708,189,{ead7451f-fa81-40b7-b8b0-2fa2b7953de1},229346.6,2729017.4,1520.6,1503.5,15.900000000000093
1505708,190,{856c46e4-9742-41cd-b88e-bf386e4ec431},229344.8,2729011.8,1520.7,1503.5,16.0
1505708,191,{11165cde-157a-460d-87f2-120247a6ee3e},229349.1,2729012.0,1520.7,1503.5,16.0
1505708,192,{892ecfaf-4189-4ebb-8c9e-9a750cd605c7},229353.4,2729012.2,1520.7,1503.5,16.0
1505708,193,{741adb4e-5192-4823-9c0b-914cd9cdf56a},229359.9,2729012.5,1520.8,1503.5,16.09999999999991
1505708,194,{d75b67b2-5cfd-4f79-8bd6-a61dd2668974},229366.4,2729012.8,1521.0,1503.5,16.299999999999955
1505708,195,{0108f9d9-a38c-45a2-ac6d-57c028bf664f},229372.9,2729013.0,1521.0,1503.5,16.299999999999955
1505708,196,{75da1c31-0b31-4053-8b26-bca5031005d0},229379.4,2729013.3,1521.0,1503.5,16.299999999999955
1505708,197,{130f2bd2-7dcf-4ac2-8bb4-06ad091e613f},229385.9,2729013.6,1521.0,1503.5,16.299999999999955
1505708,198,{f030f527-05ee-4f90-b6f0-2c8b59228dcf},229392.4,2729013.9,1521.1,1503.5,16.40000000000009
1505708,199,{bdfc6b82-0109-409f-8179-b6b378ec7067},229398.9,2729014.1,1521.2,1503.5,16.5
1505708,200,{d66bfe95-f233-435b-8141-fa5d0dc0f015},229405.4,2729014.4,1521.1,1503.5,16.40000000000009
1505708,201,{94301148-9f70-4d06-9b50-31d73728cee3},229411.9,2729014.7,1520.6,1503.5,15.900000000000093
1505708,202,{c647e74f-1b66-487c-80c4-858f116aa2dd},229418.4,2729015.0,1520.1,1503.5,15.400000000000093
1505708,203,{71317a1d-bba9-44da-9d22-ccae2499c798},229424.9,2729015.2,1519.7,1503.5,15.0
1505708,204,{fc948830-8f72-47bb-a17a-5902e4e7e816},229431.4,2729015.5,1519.5,1503.5,14.799999999999956
1505708,205,{86339d00-7535-4667-9df9-c2383ffa2a60},229437.9,2729015.8,1519.3,1503.5,14.599999999999907
1505708,206,{b6fdb734-fe42-4838-b5bb-e61af5e8ed2b},229444.4,2729016.1,1519.3,1503.5,14.599999999999907
1505708,207,{b18aa40f-0221-4c0e-b264-7f5224693557},229450.8,2729016.3,1519.5,1503.5,14.799999999999956
1505708,208,{5477828c-085c-4605-9611-2d91b2436566},229457.1,2729016.6,1519.4,1503.5,14.700000000000044
1505708,209,{8184857a-f667-4338-a9f4-fd11ac5a1e0d},229463.3,2729016.9,1519.2,1503.5,14.5
1505708,210,{b171762d-ad95-4c16-a995-ac402f0c1fac},229465.6,2729011.5,1518.9,1503.5,14.200000000000044
1505708,211,{2f423bd0-ea50-4026-8346-824afdbd13be},229459.9,2729011.2,1519.3,1503.5,14.599999999999907
1505708,212,{153ebc75-23fc-4dcb-a363-bd19c596589c},229454.3,2729011.0,1519.4,1503.5,14.700000000000044
1505708,213,{18793515-3096-4df0-9123-e537b456c989},229447.8,2729010.7,1519.4,1503.5,14.700000000000044
1505708,214,{e648d22f-59b3-426a-b150-2ee823260a00},229441.3,2729010.4,1519.3,1503.5,14.599999999999907
1505708,215,{2450348d-b31c-4a54-b528-b305c099fc67},229434.8,2729010.2,1519.4,1503.5,14.700000000000044
1505708,216,{0e20aeeb-a045-4cdd-b96a-2e74e86cebb8},229428.4,2729009.9,1519.6,1503.5,14.900000000000093
1505708,217,{1aa665e3-45b9-4624-a579-fa3554e7de48},229421.9,2729009.6,1519.7,1503.5,15.0
1505708,218,{1873a3d1-de0a-4805-b536-b5ce46fd2ba9},229415.4,2729009.3,1520.3,1503.5,15.599999999999907
1505708,219,{80823ee5-05e4-4ec7-8144-cda66324c5ab},229408.9,2729009.1,1520.8,1503.5,16.09999999999991
1505708,220,{3cc45ff9-0b71-486a-a519-509a197944fe},229402.4,2729008.8,1521.2,1503.5,16.5
1505708,221,{f1224b1d-4878-4fb0-bae5-b0fd4ad6d877},229395.9,2729008.5,1521.1,1503.5,16.40000000000009
1505708,222,{5bb0a8b6-6e02-47e2-a669-28111bac15cd},229389.4,2729008.2,1521.0,1503.5,16.299999999999955
1505708,223,{e16afcba-d2c5-4e5a-9f90-b7a667971d54},229382.9,2729007.9,1521.0,1503.5,16.299999999999955
1505708,224,{449779d7-e36c-4c45-8495-c05571326b0a},229376.4,2729007.7,1521.1,1503.5,16.40000000000009
1505708,225,{852c0687-b35c-4f7b-b48e-d0db8fa671a5},229369.9,2729007.4,1521.2,1503.5,16.5
1505708,226,{a129e487-89b8-437b-ad0b-6a929a766e37},229363.4,2729007.1,1521.1,1503.5,16.40000000000009
1505708,227,{27375172-b130-4ea3-9a2e-26a6879ff24e},229356.9,2729006.8,1520.8,1503.5,16.09999999999991
1505708,228,{ed5123de-ed01-4fda-9994-5ae4fa35730f},229350.4,2729006.6,1520.7,1503.5,16.0
1505708,229,{deafa11d-f9b5-4c64-9e93-d8222fcc21c8},229343.9,2729006.3,1520.8,1503.5,16.09999999999991
1505708,230,{82067fa8-0bd0-42a3-b54a-920bf5a18931},229341.2,2729000.7,1520.8,1503.5,16.09999999999991
1505708,231,{4321fc01-6832-4f94-8a7d-291d15c6e9d6},229347.5,2729000.9,1520.7,1503.5,16.0
1505708,232,{1667bf09-0e4b-4686-90b4-16c2037ae9ba},229353.9,2729001.2,1520.7,1503.5,16.0
1505708,233,{69d69a7b-b81e-4ce6-9c3e-1c261a692a66},229360.4,2729001.5,1520.9,1503.5,16.200000000000045
1505708,234,{e4115b00-ee6f-455f-b4ad-c62ae894a458},229366.9,2729001.8,1521.3,1503.5,16.59999999999991
1505708,235,{012f94e9-09a6-43c2-bc7d-a0fc21b4df25},229373.4,2729002.0,1521.2,1503.5,16.5
1505708,236,{1f849093-336f-44ad-9de3-a3893da01b65},229379.9,2729002.3,1521.1,1503.5,16.40000000000009
1505708,237,{6e24347e-0e11-49ad-ba65-024854ad2f97},229386.4,2729002.6,1521.1,1503.5,16.40000000000009
1505708,238,{be6280b8-91db-4e21-920e-67f831689e4c},229392.9,2729002.9,1521.1,1503.5,16.40000000000009
1505708,239,{e8df6043-583d-4a6d-aa92-ed766475b7b8},229399.4,2729003.1,1521.1,1503.5,16.40000000000009
1505708,240,{05424ebc-aac4-470b-8456-c17b94460730},229405.9,2729003.4,1521.0,1503.5,16.299999999999955
1505708,241,{28520015-a4ed-4e9c-a768-883de819b12e},229412.4,2729003.7,1520.5,1503.5,15.799999999999956
