pattern_number,hole_number,hole_id,actual_x,actual_y,actual_toe_rl,actual_collar_rl,actual_hole_length,dropped,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,design_equivalent_explosive_kg_actual_hole,actual_stemming_m,actual_explosive_column_m,actual_explosive_kg,actual_explosive_delta_kg,explosive_load_changed
1505708,29,{61c1ae8a-fc5a-4e00-aa24-5107dbbe5274},229432.1,2729076.0,1502.416,1519.7,17.284,False,ANFO,0.8,165.0,4.0,227.236,4.328,12.956,221.63,-5.606,True
1505708,30,{551006ea-7053-4dd9-9917-c8d087c376dc},229426.5,2729074.569,1503.493,1519.9,16.407,False,ANFO,0.8,165.0,4.0,212.234,4.961,11.446,195.793,-16.44,True
1505708,31,{08f02d6f-b977-46ce-81a2-90faac12baf1},229419.4,2729075.562,1507.423,1520.4,12.977,False,ANFO,0.8,165.0,4.0,153.56,5.058,7.919,135.468,-18.092,True
1505708,32,{c228ca75-62cd-4850-856c-a3b7a76a6d65},229414.7,2729072.38,1502.129,1520.6,18.471,False,ANFO,0.8,165.0,4.0,247.541,2.593,15.878,271.615,24.075,True
1505708,33,{6661d898-1373-4e2b-a980-16c8005476e0},229410.0,2729069.221,1503.661,1520.8,17.139,False,ANFO,0.8,165.0,4.0,224.755,3.414,13.725,234.783,10.028,True
1505708,34,{45002d3d-849b-4cc0-83fa-39ebf833f5b3},229417.1,2729068.3,1505.836,1520.4,14.564,False,ANFO,0.8,165.0,4.0,180.707,2.751,11.813,202.074,21.367,True
1505708,35,{f4e4e61e-0ae3-4cf3-8162-1123d0695fa3},229422.7,2729070.474,1503.5,1520.1,16.6,False,ANFO,0.8,165.0,4.0,215.535,4.0,12.6,215.535,0.0,False
1505708,36,{cde46b20-afda-404b-8fd9-6758ec7e81af},229429.0,2729070.94,1500.314,1519.8,19.486,False,ANFO,0.8,165.0,4.0,264.903,3.743,15.743,269.293,4.389,True
1505708,37,{40726d75-9261-4699-bdba-c37a248f822e},229435.5,2729071.029,1503.5,1519.5,16.0,False,ANFO,0.8,165.0,4.0,205.272,4.585,11.415,195.27,-10.002,True
1505708,38,{d05290a2-b0cb-407b-9c02-27dc83bb4597},229441.1,2729071.231,1501.652,1519.4,17.748,False,ANFO,0.8,165.0,4.0,235.173,4.919,12.829,219.454,-15.719,True
1505708,39,{36205da4-425c-4c62-816d-35d20961a214},229446.7,2729071.388,1500.408,1519.2,18.792,False,ANFO,0.8,165.0,4.0,253.032,3.454,15.338,262.377,9.345,True
1505708,40,{892a4ffe-35a6-4405-b858-bd09fa4ef22d},229451.1,2729065.9,1505.545,1519.1,13.555,False,ANFO,0.8,165.0,4.0,163.448,3.958,9.597,164.171,0.723,True
1505708,41,{77b60463-7f56-4dc6-9a17-6274d9b8664b},229445.1,2729066.061,1500.478,1519.2,18.722,False,ANFO,0.8,165.0,4.0,251.834,2.762,15.96,273.018,21.184,True
1505708,42,{644bc8c6-54f1-4be2-aefb-3f5d6a303fa4},229439.0,2729065.63,1503.5,1519.4,15.9,False,ANFO,0.8,165.0,4.0,203.561,2.852,13.048,223.202,19.641,True
1505708,43,{b1c76824-13cf-4cfd-97f9-47bf7822ae53},229432.5,2729065.356,1506.06,1519.6,13.54,False,ANFO,0.8,165.0,4.0,163.191,4.648,8.892,152.1,-11.091,True
1505708,44,{0f95e34f-85c7-49d4-a419-3a760d1cb300},229426.0,2729064.8,1505.889,1519.9,14.011,False,ANFO,0.8,165.0,4.0,171.248,4.808,9.203,157.419,-13.828,True
1505708,45,{0acb6154-c3d3-4fa0-8f49-5631d130862f},229419.5,2729064.6,1500.395,1520.2,19.805,False,ANFO,0.8,165.0,4.0,270.36,3.864,15.941,272.681,2.321,True
1505708,46,{c1f1d672-06b3-4ed1-a00c-d7a0e4712371},229413.2,2729064.086,1507.385,1520.6,13.215,False,ANFO,0.8,165.0,4.0,157.632,4.288,8.927,152.702,-4.929,True
1505708,47,{fe80d819-26cd-430e-8439-6f91036a4c9c},229408.285,2729063.186,1502.385,1520.8,18.415,False,ANFO,0.8,165.0,4.0,246.583,4.717,13.698,234.325,-12.258,True
1505708,48,{f45d46b8-d214-4c26-be39-b00a7888ba4c},229405.2,2729066.1,1504.684,1520.8,16.116,False,ANFO,0.8,165.0,4.0,207.256,2.55,13.566,232.067,24.811,True
1505708,49,{567e8cd7-c3c8-42d7-bd19-bc523803015f},229400.0,2729063.718,1506.755,1520.8,14.045,False,ANFO,0.8,165.0,4.0,171.829,4.0,10.045,171.829,-0.0,True
1505708,50,{2d26288a-09c8-423d-9031-c476851a19dd},229394.9,2729061.606,1501.224,1520.8,19.576,False,ANFO,0.8,165.0,4.0,266.443,5.223,14.353,245.515,-20.928,True
1505708,51,{da5890c5-15e0-4af7-8b31-50b9484366d3},229403.5,2729058.747,1503.5,1521.0,17.5,False,ANFO,0.8,165.0,4.0,230.931,4.68,12.82,219.302,-11.629,True
1505708,52,{b07ec393-b703-49c8-8161-c08957fbc0fb},229410.0,2729058.752,1507.268,1520.8,13.532,False,ANFO,0.8,165.0,4.0,163.054,4.0,9.532,163.054,0.0,False
1505708,53,{828cf8fa-b7c9-482f-8ba0-1dcfc05fac7e},229416.5,2729059.191,1503.5,1520.4,16.9,False,ANFO,0.8,165.0,4.0,220.667,4.627,12.273,209.942,-10.725,True
1505708,54,{f2a2ae35-0913-4422-b16c-3ca80486153d},229423.0,2729059.496,1502.015,1520.0,17.985,False,ANFO,0.8,165.0,4.0,239.227,3.369,14.616,250.024,10.797,True
1505708,55,{d020a1da-f824-4f9e-bb32-a9c35f05fb62},229429.5,2729059.5,1501.798,1519.6,17.802,False,ANFO,0.8,165.0,4.0,236.097,4.383,13.419,229.55,-6.546,True
1505708,56,{d7b5cdd4-9ba2-4bc8-b2d9-cc72fa492128},229436.0,2729060.127,1506.753,1519.4,12.647,False,ANFO,0.8,165.0,4.0,147.915,3.517,9.13,156.186,8.27,True
1505708,57,{c1a07a2b-509e-46c3-8972-1b77b932e1df},229442.5,2729060.354,1501.21,1519.3,18.09,False,ANFO,0.8,165.0,4.0,241.023,5.052,13.038,223.022,-18.001,True
1505708,58,{6735582b-cebd-42e9-af13-02e35dcfdb09},229449.0,2729060.3,1503.5,1519.2,15.7,False,ANFO,0.8,165.0,4.0,200.14,3.628,12.072,206.503,6.364,True
1505708,59,{0873f158-a162-4070-b6dd-b592cc49bf75},229455.5,2729060.738,1503.5,1519.3,15.8,False,ANFO,0.8,165.0,4.0,201.85,5.323,10.477,179.227,-22.624,True
1505708,60,{0c1f3d8f-bcc6-47c5-bb02-15fb5390a877},229459.0,2729055.484,1503.5,1519.2,15.7,False,ANFO,0.8,165.0,4.0,200.14,5.175,10.525,180.037,-20.103,True
1505708,61,{2dbec6ee-6f0c-4ff8-9e8f-9dce985ecd3e},229452.5,2729055.0,1500.974,1519.3,18.326,False,ANFO,0.8,165.0,4.0,245.06,4.004,14.322,244.997,-0.063,True
1505708,62,{8a9856d9-a247-45ea-b24e-13b795685822},229446.0,2729054.886,1502.877,1519.3,16.423,False,ANFO,0.8,165.0,4.0,212.507,3.182,13.241,226.5,13.992,True
1505708,63,{386df431-a580-497e-97b6-9542b0dc79b5},229439.5,2729054.64,1505.021,1519.2,14.179,False,ANFO,0.8,165.0,4.0,174.122,3.762,10.417,178.198,4.076,True
1505708,64,{24f099f0-3125-4325-b6ec-1cb16633e23d},229433.0,2729054.187,1504.55,1519.3,14.75,False,ANFO,0.8,165.0,4.0,183.889,3.765,10.985,187.916,4.027,True
1505708,65,{1660ea6f-f68c-4d4d-9fc4-a8d93477180b},229426.5,2729054.139,1505.607,1519.7,14.093,False,ANFO,0.8,165.0,4.0,172.651,3.509,10.584,181.044,8.393,True
1505708,66,{598fc8e5-9ff2-4efd-b5b7-c90b397ee769},229420.0,2729053.715,1506.588,1520.1,13.512,False,ANFO,0.8,165.0,4.0,162.712,3.313,10.199,174.465,11.753,True
1505708,67,{896e61d6-b447-4435-99cc-799758f87de9},229414.256,2729054.203,1501.116,1520.5,19.384,False,ANFO,0.8,165.0,4.0,263.158,4.172,15.212,260.223,-2.935,True
1505708,68,{8c01bfbf-1b98-404c-9d8f-4cb589076f43},229407.0,2729053.248,1501.544,1520.8,19.256,False,ANFO,0.8,165.0,4.0,260.969,4.674,14.582,249.436,-11.533,True
1505708,69,{e0939fe7-e1c1-4439-b032-f176773d6b1a},229400.5,2729052.724,1503.5,1520.9,17.4,False,ANFO,0.8,165.0,4.0,229.22,4.575,12.825,219.382,-9.838,True
1505708,70,{f2959e14-f3b6-4693-9eec-cb5e9acb078f},229397.7,2729057.073,1500.602,1520.9,20.298,False,ANFO,0.8,165.0,4.0,278.793,5.901,14.397,246.281,-32.512,True
1505708,71,{81d6dd76-5456-4126-9241-124b5f98ae9b},229394.0,2729052.863,1500.41,1520.8,20.39,False,ANFO,0.8,165.0,4.0,280.367,5.571,14.819,253.501,-26.866,True
1505708,72,{bdf2b6dc-2b9f-40fa-923a-0dfb878d1799},229391.9,2729055.7,1504.637,1520.8,16.163,False,ANFO,0.8,165.0,4.0,208.06,3.326,12.837,219.593,11.533,True
1505708,73,{0e4c95e1-dfd4-4ebc-bb98-845f4a362e1a},229389.8,2729059.109,1503.5,1520.7,17.2,False,ANFO,0.8,165.0,4.0,225.799,3.353,13.847,236.861,11.062,True
1505708,74,{17be21e5-4862-4713-aabe-99c5f3173c6e},229387.9,2729051.744,1504.406,1520.7,16.294,False,ANFO,0.8,165.0,4.0,210.301,2.643,13.651,233.52,23.22,True
1505708,75,{bceafd87-7ebe-42a9-baf6-f27c6fd15a59},229384.7,2729056.754,1502.906,1520.7,17.794,False,ANFO,0.8,165.0,4.0,235.96,4.801,12.993,222.262,-13.698,True
1505708,76,{7b116538-dcbb-41a1-9136-7a08e1848399},229382.0,2729050.438,1503.5,1520.6,17.1,False,ANFO,0.8,165.0,4.0,224.088,5.248,11.852,202.744,-21.344,True
1505708,77,{43d65ed2-b943-41fe-924a-797cafbbf660},229379.6,2729054.1,1502.387,1520.7,18.313,False,ANFO,0.8,165.0,4.0,244.838,4.0,14.313,244.838,0.0,False
1505708,78,{74fef251-7165-4682-be6e-c135700a5c36},229374.5,2729051.605,1500.167,1520.7,20.533,False,ANFO,0.8,165.0,4.0,282.813,4.979,15.554,266.06,-16.753,True
1505708,79,{ae9bd607-6441-4c4a-9848-ae6aa95723a4},229369.8,2729049.034,1500.495,1520.9,20.405,False,ANFO,0.8,165.0,4.0,280.623,3.19,17.215,294.473,13.85,True
1505708,80,{2a97269a-b0d1-4de9-a8e1-0b92ec75601b},229365.0,2729045.902,1503.933,1520.9,16.967,False,ANFO,0.8,165.0,4.0,221.813,4.826,12.141,207.685,-14.128,True
1505708,81,{41f8683c-b694-411b-8004-e21c77e25934},229372.4,2729044.75,1503.5,1520.7,17.2,False,ANFO,0.8,165.0,4.0,225.799,5.019,12.181,208.376,-17.423,True
1505708,82,{0551f339-bd63-4c4c-879c-2391e392116a},229378.1,2729046.634,1503.5,1520.6,17.1,False,ANFO,0.8,165.0,4.0,224.088,3.915,13.185,225.542,1.454,True
1505708,83,{5b50cb9b-ed44-44fb-830e-f101ce7055fd},229384.5,2729046.996,1499.408,1520.7,21.292,False,ANFO,0.8,165.0,4.0,295.796,4.0,17.292,295.796,0.0,False
1505708,84,{f9b65ebb-bfd6-4709-9708-628d01210ae7},229391.0,2729047.253,1499.986,1520.8,20.814,False,ANFO,0.8,165.0,4.0,287.62,2.385,18.429,315.249,27.63,True
1505708,85,{ab7d0f0b-f3d6-411d-904c-368a01b506df},229397.5,2729047.559,1500.463,1520.8,20.337,False,ANFO,0.8,165.0,4.0,279.46,2.301,18.036,308.519,29.059,True
1505708,86,{9fbc16c2-d4d7-45a9-bc7f-9c15fe7fd86d},229404.0,2729047.419,1504.578,1520.8,16.222,False,ANFO,0.8,165.0,4.0,209.069,3.234,12.988,222.18,13.111,True
1505708,87,{14b16877-bc90-4247-bf2a-0c6176a839de},229410.5,2729048.173,1506.804,1520.6,13.796,False,ANFO,0.8,165.0,4.0,167.57,4.091,9.705,166.006,-1.564,True
1505708,88,{840b2a69-9520-49f2-81ac-874ff24a0f3d},229417.0,2729048.117,1504.76,1520.3,15.54,False,ANFO,0.8,165.0,4.0,197.403,3.577,11.963,204.645,7.242,True
1505708,89,{59a62080-ed08-4f84-9f17-a64b282015b3},229423.5,2729048.2,1503.396,1519.9,16.504,False,ANFO,0.8,165.0,4.0,213.893,2.765,13.739,235.026,21.133,True
1505708,90,{cbc82e24-d389-4d2b-910f-2933ff57be06},229430.0,2729048.5,1503.975,1519.4,15.425,False,ANFO,0.8,165.0,4.0,195.436,4.963,10.462,178.969,-16.467,True
1505708,91,{517d9264-fd6e-4fcc-aa40-904e9d6ff880},229436.5,2729048.917,1505.401,1519.2,13.799,False,ANFO,0.8,165.0,4.0,167.621,4.0,9.799,167.621,0.0,False
1505708,92,{343ddc25-4857-4309-a342-8689cf2ded5a},229443.0,2729049.0,1503.808,1519.2,15.392,False,ANFO,0.8,165.0,4.0,194.871,3.947,11.445,195.77,0.899,True
1505708,93,{b61fe4c6-3985-4300-a09c-be9ae09015cc},229449.4,2729049.3,1506.054,1519.2,13.146,False,ANFO,0.8,165.0,4.0,156.451,3.795,9.351,159.95,3.499,True
1505708,94,{1909e5e7-b9da-4d82-b3fc-b6a18e0834d6},229455.3,2729049.908,1506.486,1519.0,12.514,False,ANFO,0.8,165.0,4.0,145.64,4.0,8.514,145.64,0.0,False
1505708,95,{9da9f895-adae-49f6-83d3-30fa6b49f2c4},229461.2,2729049.907,1505.552,1519.2,13.648,False,ANFO,0.8,165.0,4.0,165.038,4.0,9.648,165.038,0.0,False
1505708,96,{a0db74d9-cab2-48b7-9274-959c018b32bd},229462.2,2729044.866,1503.85,1519.1,15.25,False,ANFO,0.8,165.0,4.0,192.442,4.883,10.367,177.339,-15.104,True
1505708,97,{d11d2538-9e86-4cb1-bed0-7885129319fc},229457.6,2729044.318,1502.391,1519.2,16.809,False,ANFO,0.8,165.0,4.0,219.11,4.0,12.809,219.11,0.0,False
1505708,98,{2d6a5604-f080-4753-9f47-22b53fda2880},229452.9,2729044.464,1505.624,1519.3,13.676,False,ANFO,0.8,165.0,4.0,165.517,4.502,9.174,156.928,-8.589,True
1505708,99,{150a8e40-967f-4dad-ba70-76f92bd5e948},229446.4,2729043.7,1503.504,1519.4,15.896,False,ANFO,0.8,165.0,4.0,203.493,3.647,12.249,209.532,6.04,True
1505708,100,{d592c7db-7414-4ab4-9c73-8a410073c313},229440.779,2729043.944,1506.398,1519.4,13.002,False,ANFO,0.8,165.0,4.0,153.988,4.0,9.002,153.988,0.0,False
1505708,101,{74cafad5-7015-43ba-8b06-35ff6e0dcbc7},229433.4,2729043.535,1499.917,1519.3,19.383,False,ANFO,0.8,165.0,4.0,263.141,5.578,13.805,236.152,-26.99,True
1505708,102,{e573948b-db58-40a9-b702-ceb900b30dab},229426.9,2729043.326,1505.839,1519.6,13.761,False,ANFO,0.8,165.0,4.0,166.971,4.936,8.825,150.955,-16.016,True
1505708,103,{b741471b-474f-4e54-9d38-42ecaa6c4418},229420.5,2729043.015,1503.76,1520.1,16.34,False,ANFO,0.8,165.0,4.0,211.088,5.077,11.263,192.664,-18.424,True
1505708,104,{a535c986-8fa5-42f2-bee3-4d30401de917},229414.0,2729042.457,1503.329,1520.6,17.271,False,ANFO,0.8,165.0,4.0,227.013,4.133,13.138,224.73,-2.283,True
1505708,105,{280e29c1-bce5-4fc7-b998-9e21066c1b85},229407.5,2729042.0,1503.5,1520.8,17.3,False,ANFO,0.8,165.0,4.0,227.509,4.0,13.3,227.509,0.0,False
1505708,106,{5e340add-92d0-4213-9902-7659518a9fe7},229401.0,2729041.788,1506.958,1520.9,13.942,False,ANFO,0.8,165.0,4.0,170.068,4.0,9.942,170.068,0.0,False
1505708,107,{3504bde9-3e20-465e-8252-9ed6a725be06},229394.5,2729041.528,1501.646,1520.8,19.154,False,ANFO,0.8,165.0,4.0,259.224,2.616,16.538,282.899,23.675,True
1505708,108,{b04deb6a-22cf-4e8a-9d83-0e555aa661a0},229388.0,2729041.234,1505.934,1520.8,14.866,False,ANFO,0.8,165.0,4.0,185.873,3.504,11.362,194.36,8.487,True
1505708,109,{6b849405-2bc7-4749-aa5e-73267acdaa60},229381.5,2729041.212,1505.924,1520.6,14.676,False,ANFO,0.8,165.0,4.0,182.623,3.214,11.462,196.075,13.452,True
1505708,110,{028797e2-199b-4496-abf3-fff950175c3e},229375.0,2729040.877,1502.278,1520.6,18.322,False,ANFO,0.8,165.0,4.0,244.992,4.0,14.322,244.992,0.0,False
1505708,111,{56583a7c-5e7e-445e-a9a0-b68f328f5a41},229369.007,2729041.31,1499.774,1520.9,21.126,False,ANFO,0.8,165.0,4.0,292.957,4.34,16.786,287.148,-5.809,True
1505708,112,{c86d4599-de4e-4bce-83eb-e3402018f15f},229362.7,2729039.074,1505.336,1520.8,15.464,False,ANFO,0.8,165.0,4.0,196.103,3.899,11.565,197.834,1.731,True
1505708,113,{5362cc71-e967-4882-8ab7-e82958294178},229359.9,2729043.496,1503.975,1520.7,16.725,False,ANFO,0.8,165.0,4.0,217.673,4.362,12.363,211.474,-6.2,True
1505708,114,{08dd8f02-5630-436b-a954-be7656a1d0b5},229355.5,2729039.95,1503.5,1520.7,17.2,False,ANFO,0.8,165.0,4.0,225.799,2.457,14.743,252.187,26.388,True
1505708,115,{0008141c-8b9f-4cb4-bd25-42d1edd6df30},229352.5,2729034.2,1500.812,1520.9,20.088,False,ANFO,0.8,165.0,4.0,275.201,2.515,17.573,300.605,25.404,True
1505708,116,{cc0aeb5a-c5ce-41a5-8d9a-6c2004ae970e},229359.0,2729034.623,1502.137,1520.8,18.663,False,ANFO,0.8,165.0,4.0,250.825,4.812,13.851,236.934,-13.891,True
1505708,117,{ccd8dcfa-a490-430d-8a2c-c4bc41ba7792},229365.5,2729034.7,1505.921,1520.7,14.779,False,ANFO,0.8,165.0,4.0,184.385,2.975,11.804,201.914,17.529,True
1505708,118,{30833924-c153-4760-b2f5-8f159b0c4f38},229372.0,2729035.088,1501.971,1520.7,18.729,False,ANFO,0.8,165.0,4.0,251.954,4.0,14.729,251.954,0.0,False
1505708,119,{e2192530-d1f8-421a-a2f0-ef304bb6a639},229378.5,2729035.343,1506.734,1520.6,13.866,False,ANFO,0.8,165.0,4.0,168.768,3.816,10.05,171.912,3.144,True
1505708,120,{afd1f7c3-9532-4916-8eb1-60a224357482},229385.0,2729035.861,1507.244,1520.6,13.356,False,ANFO,0.8,165.0,4.0,160.043,4.294,9.062,155.013,-5.031,True
1505708,121,{d88259c8-0d78-4cca-bf09-85a7d72fe91c},229391.5,2729035.933,1500.15,1520.8,20.65,False,ANFO,0.8,165.0,4.0,284.814,4.0,16.65,284.814,0.0,False
1505708,122,{f103df87-7261-4344-93ec-95dd9c8a4384},229398.78,2729037.027,1501.356,1520.9,19.544,False,ANFO,0.8,165.0,4.0,265.895,5.75,13.794,235.952,-29.943,True
1505708,123,{3cafe44a-dfdd-44f2-881b-ed6868ac34c2},229404.5,2729036.811,1499.837,1520.9,21.063,False,ANFO,0.8,165.0,4.0,291.879,4.0,17.063,291.879,0.0,False
1505708,124,{ead0a1b9-41a8-4307-a607-23cff89c37fd},229410.9,2729037.101,1502.094,1521.0,18.906,False,ANFO,0.8,165.0,4.0,254.982,2.545,16.361,279.877,24.895,True
1505708,125,{2cbe4120-8bf8-4349-ac04-32cd19c15ce4},229417.4,2729036.931,1502.562,1520.6,18.038,False,ANFO,0.8,165.0,4.0,240.134,2.544,15.494,265.033,24.9,True
1505708,126,{9f6ccbd1-906a-4536-9748-ca31931f6854},229423.9,2729037.37,1503.5,1519.9,16.4,False,ANFO,0.8,165.0,4.0,212.114,5.425,10.975,187.742,-24.372,True
1505708,127,{1a25f8e6-32c7-46cd-944d-13cc7d46cc0e},229430.4,2729037.536,1503.5,1519.4,15.9,False,ANFO,0.8,165.0,4.0,203.561,3.56,12.34,211.084,7.523,True
1505708,128,{9f19f898-aa0c-44f4-900a-6faa0e8a34d9},229436.9,2729038.097,1506.803,1519.5,12.697,False,ANFO,0.8,165.0,4.0,148.771,4.186,8.511,145.594,-3.177,True
1505708,129,{5f955c25-27e4-46ac-abeb-c88a97f3aaa8},229443.4,2729038.1,1500.161,1519.7,19.539,False,ANFO,0.8,165.0,4.0,265.81,3.697,15.842,271.001,5.191,True
1505708,130,{97ca9246-3365-407f-bf12-7db91c1f8834},229449.9,2729038.3,1503.5,1519.4,15.9,False,ANFO,0.8,165.0,4.0,203.561,4.0,11.9,203.561,0.0,False
1505708,131,{0a618f16-8fd2-446a-9245-297279bda41c},229456.4,2729038.898,1504.87,1519.4,14.53,False,ANFO,0.8,165.0,4.0,180.126,3.935,10.595,181.235,1.109,True
1505708,132,{b2fd6ec0-71b6-4430-8979-59d5a567faff},229462.8,2729039.236,1504.174,1519.3,15.126,False,ANFO,0.8,165.0,4.0,190.321,5.168,9.958,170.349,-19.972,True
1505708,133,{588561d1-8ced-45f8-a10c-808d61ee4ee7},229464.14,2729033.96,1506.655,1519.4,12.745,False,ANFO,0.8,165.0,4.0,149.592,3.195,9.55,163.354,13.762,True
1505708,134,{324d1741-d00d-4ea1-a875-fc754d55e917},229459.235,2729033.858,1502.135,1519.5,17.365,False,ANFO,0.8,165.0,4.0,228.621,4.0,13.365,228.621,0.0,False
1505708,135,{4c1a5e95-c577-409b-8a9d-93c66fe3ca74},229454.331,2729033.483,1500.503,1519.6,19.097,False,ANFO,0.8,165.0,4.0,258.249,5.072,14.025,239.904,-18.345,True
1505708,136,{7cd10c94-bc0c-4500-a115-1d64eff3bed0},229446.9,2729032.71,1503.5,1519.5,16.0,False,ANFO,0.8,165.0,4.0,205.272,4.0,12.0,205.272,0.0,False
1505708,137,{180c3b76-f3f6-422a-b4f3-50388f1242f9},229440.4,2729032.726,1503.5,1519.5,16.0,False,ANFO,0.8,165.0,4.0,205.272,4.0,12.0,205.272,0.0,False
1505708,138,{b0ffd03e-e8ed-4939-8dba-09d74d3033d7},229433.9,2729032.294,1503.5,1519.2,15.7,False,ANFO,0.8,165.0,4.0,200.14,3.855,11.845,202.628,2.488,True
1505708,139,{e39b66fb-3e2e-430f-aa1d-ab2a215916a4},229427.4,2729032.164,1499.815,1519.3,19.485,False,ANFO,0.8,165.0,4.0,264.886,5.514,13.971,238.981,-25.905,True
1505708,140,{f30810ff-71d4-438a-aff8-a0ede28373b7},229420.9,2729031.602,1504.544,1520.0,15.456,False,ANFO,0.8,165.0,4.0,195.966,3.748,11.708,200.272,4.306,True
1505708,141,{916b6ad4-042a-4d33-9539-5fba12bd06c7},229414.4,2729031.529,1503.5,1521.0,17.5,False,ANFO,0.8,165.0,4.0,230.931,5.332,12.168,208.142,-22.789,True
1505708,142,{596485cb-88e5-49c8-803f-c5b3a40a4d61},229407.9,2729031.388,1505.892,1521.1,15.208,False,ANFO,0.8,165.0,4.0,191.724,2.66,12.548,214.639,22.916,True
1505708,143,{ff79312a-5cde-4406-a26a-878afaab66bd},229401.4,2729031.141,1507.212,1521.0,13.788,False,ANFO,0.8,165.0,4.0,167.433,3.718,10.07,172.249,4.816,True
1505708,144,{5ee0eb06-9f9d-4f13-bdb4-3e676f47345b},229394.9,2729030.5,1506.458,1520.8,14.342,False,ANFO,0.8,165.0,4.0,176.91,5.103,9.239,158.036,-18.874,True
1505708,145,{2a006b3a-d236-401a-bb49-57f7de384ee6},229388.5,2729030.446,1502.407,1520.8,18.393,False,ANFO,0.8,165.0,4.0,246.206,5.038,13.355,228.452,-17.754,True
1505708,146,{aeec2b62-cc8b-42de-8221-d16e1f587c33},229382.725,2729030.744,1503.104,1520.7,17.596,False,ANFO,0.8,165.0,4.0,232.573,3.01,14.586,249.502,16.93,True
1505708,147,{a41968d5-ee4a-4a71-be1d-c66fcd0a4a6b},229375.5,2729030.047,1504.673,1520.7,16.027,False,ANFO,0.8,165.0,4.0,205.734,3.13,12.897,220.615,14.881,True
1505708,148,{c411b831-8fb6-4948-a91a-1e8489025929},229369.0,2729029.714,1505.524,1520.7,15.176,False,ANFO,0.8,165.0,4.0,191.176,4.0,11.176,191.176,0.0,False
1505708,149,{592a6712-d375-431b-b883-b4563fa753e7},229362.5,2729029.129,1499.401,1520.8,21.399,False,ANFO,0.8,165.0,4.0,297.627,4.243,17.156,293.473,-4.154,True
1505708,150,{f48f67e8-5891-4ed2-b000-d45ddecae823},229356.3,2729028.849,1501.858,1520.9,19.042,False,ANFO,0.8,165.0,4.0,257.308,2.955,16.087,275.185,17.876,True
1505708,151,{0e80a08d-eb62-436a-843a-1100990b8fc5},229350.2,2729028.6,1506.961,1520.8,13.839,False,ANFO,0.8,165.0,4.0,168.306,4.112,9.727,166.381,-1.924,True
1505708,152,{7474b898-8a54-4055-b770-7c094ae8eea2},229348.4,2729023.091,1504.986,1520.9,15.914,False,ANFO,0.8,165.0,4.0,203.801,5.23,10.684,182.764,-21.037,True
1505708,153,{5f525b9c-cf3f-46df-b297-ff62d6b44fd5},229353.9,2729023.544,1502.064,1520.9,18.836,False,ANFO,0.8,165.0,4.0,253.784,5.779,13.057,223.357,-30.428,True
