pattern_id,pattern_type,point_id,x,y,floor_rl
A185-001-02,Slot,15,363524.41301241296,6591667.093773218,185.0
A185-001-02,Slot,16,363515.3249245293,6591668.614232812,185.0
A185-001-02,Slot,17,363506.21799767856,6591670.127473444,185.0
A185-001-02,Slot,18,363497.2149856985,6591671.850849434,185.0
A185-001-02,Slot,19,363490.7742350973,6591672.817927419,185.0
A185-001-02,Slot,20,363495.2287975972,6591702.485365343,185.0
A185-001-03,Production,1,363494.9403318274,6591702.528678446,185.0
A185-001-03,Production,2,363494.6518115135,6591702.571999739,185.0
A185-001-03,Production,3,363504.9893271667,6591781.895565629,185.0
A185-001-03,Production,4,363564.4077124879,6591774.152110308,185.0
A185-001-03,Production,5,363554.080355676,6591694.906,185.0
A185-001-03,Production,6,363552.95527568535,6591694.968,185.0
A185-001-03,Production,7,363494.9403318274,6591702.528678446,185.0
A185-001-04,Production,1,363597.88332574896,6591691.81470136,185.0
A185-001-04,Production,2,363575.46801903774,6591695.016888033,185.0
A185-001-04,Production,3,363554.6538056631,6591697.418528037,185.0
A185-001-04,Production,4,363555.5855299663,6591706.456253777,185.0
A185-001-04,Production,5,363564.4077124879,6591774.152110308,185.0
A185-001-04,Production,6,363562.58891998086,6591774.38913692,185.0
A185-001-04,Production,7,363562.65927234566,6591775.071554858,185.0
A185-001-04,Production,8,363605.8887924315,6591771.869368185,185.0
A185-001-04,Production,9,363597.88332574896,6591691.81470136,185.0
A185-001-05,Production,1,363471.6218488556,6591708.391040434,185.0
A185-001-05,Production,2,363471.4038244576,6591708.463023411,185.0
A185-001-05,Production,3,363464.4686733692,6591710.647104735,185.0
A185-001-05,Production,4,363458.4106345431,6591713.138381535,185.0
A185-001-05,Production,5,363451.2302278874,6591716.216612219,185.0
A185-001-05,Production,6,363450.1391336324,6591716.659222567,185.0
A185-001-05,Production,7,363447.942738142,6591717.500398036,185.0
A185-001-05,Production,8,363454.6225808048,6591790.978667326,185.0
A185-001-05,Production,9,363503.3758729016,6591782.012544642,185.0
A185-001-05,Production,10,363493.84936754935,6591703.558971153,185.0
A185-001-05,Production,11,363471.6218488556,6591708.391040434,185.0
A185-001-06,Production,1,363422.54271613626,6591728.51263623,185.0
A185-001-06,Production,2,363392.6743199437,6591747.453570401,185.0
A185-001-06,Production,3,363400.6877920929,6591801.3623830415,185.0
A185-001-06,Production,4,363453.8681072652,6591791.163418488,185.0
A185-001-06,Production,5,363446.583132584,6591719.042169145,185.0
A185-001-06,Production,6,363422.54271613626,6591728.51263623,185.0
A185-001-07,Production,1,363644.0059464426,6591772.222484317,185.0
A185-001-07,Production,2,363646.9199363151,6591695.001752697,185.0
A185-001-07,Production,3,363610.49506290944,6591692.087762824,185.0
A185-001-07,Production,4,363597.9801591387,6591692.783035257,185.0
A185-001-07,Production,5,363605.8887924315,6591771.869368185,185.0
A185-001-07,Production,6,363605.3638690538,6591771.908251398,185.0
A185-001-07,Production,7,363605.3955806327,6591772.222484317,185.0
A185-001-07,Production,8,363644.0059464426,6591772.222484317,185.0
A185-001-08,Production,1,363568.2422097589,6591829.04528683,185.0
A185-001-08,Production,2,363561.68573254585,6591775.136474189,185.0
A185-001-08,Production,3,363519.5310313601,6591780.000478173,185.0
A185-001-08,Production,4,363504.9893271667,6591781.895565629,185.0
A185-001-08,Production,5,363504.96144099406,6591781.681584753,185.0
A185-001-08,Production,6,363504.86293003306,6591781.692951403,185.0
A185-001-08,Production,7,363503.3757618736,6591782.011630294,185.0
A185-001-08,Production,8,363503.3758729016,6591782.012544642,185.0
A185-001-08,Production,9,363503.3449903477,6591782.018224193,185.0
A185-001-08,Production,10,363453.8681072652,6591792.620413424,185.0
A185-001-08,Production,11,363458.9675895419,6591841.429743788,185.0
A185-001-08,Production,12,363568.2422097589,6591829.04528683,185.0
A185-001-09,Production,1,363695.7292666786,6591780.235956467,185.0
A185-001-09,Production,2,363703.7427388279,6591704.472219783,185.0
A185-001-09,Production,3,363689.2762732244,6591700.771496024,185.0
A185-001-09,Production,4,363686.25580494094,6591700.060583529,185.0
A185-001-09,Production,5,363685.5940206974,6591699.896864985,185.0
A185-001-09,Production,6,363677.7790864924,6591697.869030148,185.0
A185-001-09,Production,7,363670.75426121306,6591696.438905455,185.0
A185-001-09,Production,8,363670.49835449393,6591696.405442267,185.0
A185-001-09,Production,9,363646.8917118059,6591695.749702192,185.0
A185-001-09,Production,10,363644.0059464426,6591772.222484317,185.0
A185-001-09,Production,11,363643.304939445,6591772.222484317,185.0
A185-001-09,Production,12,363643.2774489745,6591772.950981786,185.0
A185-001-09,Production,13,363695.7292666786,6591780.235956467,185.0
A185-001-10,Production,1,363642.5489515064,6591828.316789362,185.0
A185-001-10,Production,2,363642.5489515064,6591772.950981786,185.0
A185-001-10,Production,3,363604.6670831645,6591772.950981786,185.0
A185-001-10,Production,4,363562.414230014,6591775.864971657,185.0
A185-001-10,Production,5,363564.6538675003,6591799.54113937,185.0
A185-001-10,Production,6,363568.2422097589,6591829.04528683,185.0
A185-001-10,Production,7,363567.4532584942,6591829.134701306,185.0
A185-001-10,Production,8,363567.5137122908,6591829.773784298,185.0
A185-001-10,Production,9,363642.5489515064,6591828.316789362,185.0
A185-001-11,Production,1,363745.2670945103,6591793.348910892,185.0
A185-001-11,Production,2,363763.4795312132,6591724.141651422,185.0
A185-001-11,Production,3,363745.9955919784,6591715.399681805,185.0
A185-001-11,Production,4,363722.68367299886,6591709.571702059,185.0
A185-001-11,Production,5,363703.7427388279,6591705.200717251,185.0
A185-001-11,Production,6,363702.9065504299,6591712.378001001,185.0
A185-001-11,Production,7,363695.7292666786,6591780.235956467,185.0
A185-001-11,Production,8,363695.0123694887,6591780.136387412,185.0
A185-001-11,Production,9,363695.0007692105,6591780.235956467,185.0
A185-001-11,Production,10,363745.2670945103,6591793.348910892,185.0
A185-001-12,Production,1,363457.5105946057,6591842.158241256,185.0
A185-001-12,Production,2,363458.9675895419,6591886.59658681,185.0
A185-001-12,Production,3,363491.5771103986,6591895.428332043,185.0
A185-001-12,Production,4,363494.47715859866,6591895.955504877,185.0
A185-001-12,Production,5,363495.8120036435,6591896.229610235,185.0
A185-001-12,Production,6,363504.3135295856,6591898.177586816,185.0
A185-001-12,Production,7,363512.89817383385,6591900.000258401,185.0
A185-001-12,Production,8,363513.17484447535,6591900.060366239,185.0
A185-001-12,Production,9,363520.8805283104,6591901.772574693,185.0
A185-001-12,Production,10,363527.02311485406,6591902.683593136,185.0
A185-001-12,Production,11,363552.810170185,6591905.999071679,185.0
A185-001-12,Production,12,363555.5508192602,6591906.303075088,185.0
A185-001-12,Production,13,363564.48862350825,6591907.185402615,185.0
A185-001-12,Production,14,363571.840333547,6591907.767044616,185.0
A185-001-12,Production,15,363566.7852148227,6591829.773784298,185.0
A185-001-12,Production,16,363457.5105946057,6591842.158241256,185.0
A185-001-13,Production,1,363732.8826375524,6591839.972748851,185.0
A185-001-13,Production,2,363744.5385970422,6591794.07740836,185.0
A185-001-13,Production,3,363694.2722717424,6591780.964453935,185.0
A185-001-13,Production,4,363642.5489515064,6591773.780659458,185.0
A185-001-13,Production,5,363642.5489515064,6591828.316789362,185.0
A185-001-13,Production,6,363641.8204540383,6591828.330934944,185.0
A185-001-13,Production,7,363641.8204540383,6591829.04528683,185.0
A185-001-13,Production,8,363732.8826375524,6591839.972748851,185.0
A185-001-14,Production,1,363400.6877920929,6591858.185185554,185.0
A185-001-14,Production,2,363408.7012642421,6591864.0131653,185.0
A185-001-14,Production,3,363424.7282085407,6591872.026637449,185.0
A185-001-14,Production,4,363458.2390920738,6591886.59658681,185.0
A185-001-14,Production,5,363456.7820971376,6591842.886738724,185.0
A185-001-14,Production,6,363452.4111123289,6591791.8919159565,185.0
A185-001-14,Production,7,363399.9592946248,6591802.819377977,185.0
A185-001-14,Production,8,363400.6877920929,6591858.185185554,185.0
A185-001-15,Production,1,363699.3717540192,6591873.483632385,185.0
A185-001-15,Production,2,363699.3717540192,6591838.515753916,185.0
A185-001-15,Production,3,363641.8204540383,6591829.04528683,185.0
A185-001-15,Production,4,363567.5137122908,6591832.68777417,185.0
A185-001-15,Production,5,363568.1759827164,6591851.231346087,185.0
A185-001-15,Production,6,363569.618260532,6591873.483632385,185.0
A185-001-15,Production,7,363699.3717540192,6591873.483632385,185.0
A185-001-16,Production,1,363390.4888275393,6591748.910565337,185.0
A185-001-16,Production,2,363368.86923452106,6591771.971464557,185.0
A185-001-16,Production,3,363368.8083974326,6591772.086254208,185.0
A185-001-16,Production,4,363367.4961818153,6591774.254130175,185.0
A185-001-16,Production,5,363364.8865418478,6591778.9142015455,185.0
A185-001-16,Production,6,363364.3531042138,6591780.1091885865,185.0
A185-001-16,Production,7,363363.0027068264,6591782.933498045,185.0
A185-001-16,Production,8,363362.0995496928,6591785.733114896,185.0
A185-001-16,Production,9,363361.5160201311,6591787.376799389,185.0
A185-001-16,Production,10,363359.7472533305,6591791.934275593,185.0
A185-001-16,Production,11,363359.2777789833,6591793.205397866,185.0
A185-001-16,Production,12,363359.08490305,6591794.61662612,185.0
A185-001-16,Production,13,363359.0258751775,6591795.0273296805,185.0
A185-001-16,Production,14,363358.2880706815,6591799.920282047,185.0
A185-001-16,Production,15,363358.0541023053,6591801.263971235,185.0
A185-001-16,Production,16,363357.7258034184,6591802.925032615,185.0
A185-001-16,Production,17,363357.74447127903,6591804.523402616,185.0
A185-001-16,Production,18,363357.7434417982,6591805.30330725,185.0
A185-001-16,Production,19,363357.7209239007,6591806.875810903,185.0
A185-001-16,Production,20,363357.842450005,6591807.49109064,185.0
A185-001-16,Production,21,363358.8637572379,6591811.374853309,185.0
A185-001-16,Production,22,363358.883370924,6591811.44983263,185.0
A185-001-16,Production,23,363359.390639933,6591813.399305386,185.0
A185-001-16,Production,24,363360.37107986433,6591815.470046767,185.0
A185-001-16,Production,25,363360.7508131866,6591816.3048200365,185.0
A185-001-16,Production,26,363362.22303993226,6591819.67706561,185.0
A185-001-16,Production,27,363363.1681024342,6591821.372262286,185.0
A185-001-16,Production,28,363363.7757987043,6591822.418850307,185.0
A185-001-16,Production,29,363366.0595264609,6591825.964681347,185.0
A185-001-16,Production,30,363366.9927944285,6591827.5144577725,185.0
A185-001-16,Production,31,363368.4352928298,6591830.081983404,185.0
A185-001-16,Production,32,363370.5122140313,6591832.711838084,185.0
A185-001-16,Production,33,363372.0049579592,6591834.776552446,185.0
A185-001-16,Production,34,363373.44909410446,6591836.964006654,185.0
A185-001-16,Production,35,363375.0003256519,6591838.554471606,185.0
A185-001-16,Production,36,363378.6337762911,6591841.889390646,185.0
A185-001-16,Production,37,363382.6454828052,6591845.341659465,185.0
A185-001-16,Production,38,363387.3558138001,6591849.076956576,185.0
A185-001-16,Production,39,363388.58290878695,6591850.104533719,185.0
A185-001-16,Production,40,363389.73293890303,6591851.120978255,185.0
A185-001-16,Production,41,363392.7075087562,6591853.517159525,185.0
A185-001-16,Production,42,363395.553019873,6591855.3813282205,185.0
A185-001-16,Production,43,363398.4906025903,6591857.272811889,185.0
A185-001-16,Production,44,363397.7738022205,6591801.3623830415,185.0
A185-001-16,Production,45,363390.4888275393,6591748.910565337,185.0
A185-001-17,Production,1,363785.3344552565,6591847.986221001,185.0
A185-001-17,Production,2,363807.917876768,6591749.639062806,185.0
A185-001-17,Production,3,363763.3853057461,6591724.499708196,185.0
A185-001-17,Production,4,363745.2670945103,6591793.348910892,185.0
A185-001-17,Production,5,363744.6278991224,6591793.1821642695,185.0
A185-001-17,Production,6,363744.4022353595,6591794.041835748,185.0
A185-001-17,Production,7,363744.5385970422,6591794.07740836,185.0
A185-001-17,Production,8,363732.8826375524,6591839.972748851,185.0
A185-001-17,Production,9,363732.3617777533,6591839.910245676,185.0
A185-001-17,Production,10,363732.1541400843,6591840.701246319,185.0
A185-001-17,Production,11,363785.3344552565,6591847.986221001,185.0
A185-001-18,Production,1,363571.88469709945,6591907.723013386,185.0
A185-001-18,Production,2,363574.1394491401,6591907.901020126,185.0
A185-001-18,Production,3,363581.970084983,6591908.186596216,185.0
A185-001-18,Production,4,363583.0715938139,6591908.2470636815,185.0
A185-001-18,Production,5,363591.6990405224,6591908.87995944,185.0
A185-001-18,Production,6,363600.1738152047,6591908.977216638,185.0
A185-001-18,Production,7,363608.55070337007,6591908.972765949,185.0
A185-001-18,Production,8,363634.5354793572,6591906.26601845,185.0
A185-001-18,Production,9,363672.4681530952,6591902.938590929,185.0
A185-001-18,Production,10,363680.3313846221,6591901.766307962,185.0
A185-001-18,Production,11,363680.7467767216,6591901.707345805,185.0
A185-001-18,Production,12,363682.1087383136,6591901.523730515,185.0
A185-001-18,Production,13,363700.10025148734,6591898.252546301,185.0
A185-001-18,Production,14,363699.3717540192,6591872.755134917,185.0
A185-001-18,Production,15,363699.3717540192,6591873.483632385,185.0
A185-001-18,Production,16,363569.618260532,6591873.483632385,185.0
A185-001-18,Production,17,363571.7638562872,6591906.587109751,185.0
A185-001-18,Production,18,363571.88469709945,6591907.723013386,185.0
A185-001-19,Production,1,363761.2940388089,6591878.583114661,185.0
A185-001-19,Production,2,363781.691967916,6591869.112647576,185.0
A185-001-19,Production,3,363783.1489628522,6591850.171713405,185.0
A185-001-19,Production,4,363731.4256426162,6591841.429743788,185.0
A185-001-19,Production,5,363700.10025148734,6591838.515753916,185.0
A185-001-19,Production,6,363700.10025148734,6591896.795551364,185.0
A185-001-19,Production,7,363761.2940388089,6591878.583114661,185.0
A185-001-20,Production,1,363782.0041811167,6591865.053875967,185.0
A185-001-20,Production,2,363781.80915249535,6591867.589248044,185.0
A185-001-20,Production,3,363803.5468919594,6591855.271195682,185.0
A185-001-20,Production,4,363819.98944622936,6591844.520294813,185.0
A185-001-20,Production,5,363821.1573089949,6591843.3663418535,185.0
A185-001-20,Production,6,363824.1505865747,6591840.386732058,185.0
A185-001-20,Production,7,363824.6380161241,6591839.768963233,185.0
A185-001-20,Production,8,363836.8142282036,6591822.113455717,185.0
A185-001-20,Production,9,363837.0954289002,6591821.539856353,185.0
A185-001-20,Production,10,363837.1367906943,6591821.421675569,185.0
A185-001-20,Production,11,363842.1572577694,6591799.905388106,185.0
A185-001-20,Production,12,363837.05777549255,6591780.235956467,185.0
A185-001-20,Production,13,363831.6226310131,6591771.038019655,185.0
A185-001-20,Production,14,363831.1544429088,6591770.407969684,185.0
A185-001-20,Production,15,363828.506372843,6591766.547986698,185.0
A185-001-20,Production,16,363825.5073533859,6591762.731233076,185.0
A185-001-20,Production,17,363825.4511898106,6591762.648002424,185.0
A185-001-20,Production,18,363808.64637423615,6591750.367560274,185.0
A185-001-20,Production,19,363797.6526851714,6591794.3423165325,185.0
A185-001-20,Production,20,363785.3344552565,6591847.986221001,185.0
A185-001-20,Production,21,363784.2778927036,6591847.841486405,185.0
A185-001-20,Production,22,363783.8774603203,6591849.443215937,185.0
A185-001-20,Production,23,363782.0041811167,6591865.053875967,185.0
A185-001-21,Trim,1,363467.5658844438,6591678.060841535,185.0
A185-001-21,Trim,2,363462.3922712889,6591679.848483235,185.0
A185-001-21,Trim,3,363454.23944460566,6591682.416046113,185.0
A185-001-21,Trim,4,363450.9338921224,6591683.775404554,185.0
A185-001-21,Trim,5,363436.9734454295,6591691.014154691,185.0
A185-001-21,Trim,6,363418.10078678594,6591697.5016311,185.0
A185-001-21,Trim,7,363417.2815736539,6591697.888437039,185.0
A185-001-21,Trim,8,363410.0399673121,6591701.00078176,185.0
A185-001-21,Trim,9,363403.97366480826,6591704.691493479,185.0
A185-001-21,Trim,10,363397.7739113633,6591708.394018701,185.0
A185-001-21,Trim,11,363391.6917004315,6591712.104262394,185.0
A185-001-21,Trim,12,363385.84395291767,6591715.923542352,185.0
A185-001-21,Trim,13,363379.8746351712,6591719.709707156,185.0
A185-001-21,Trim,14,363376.6823504636,6591721.800044097,185.0
A185-001-21,Trim,15,363389.6158829885,6591749.188701209,185.0
A185-001-21,Trim,16,363390.4136906689,6591748.668009036,185.0
A185-001-21,Trim,17,363390.4516071976,6591748.643221831,185.0
A185-001-21,Trim,18,363396.1269498955,6591744.926956027,185.0
A185-001-21,Trim,19,363397.9567584189,6591743.766361647,185.0
A185-001-21,Trim,20,363420.9625120643,6591727.839301431,185.0
A185-001-21,Trim,21,363444.978912112,6591718.232741412,185.0
A185-001-21,Trim,22,363455.9913187205,6591714.175538977,185.0
A185-001-21,Trim,23,363458.4106345431,6591713.138381535,185.0
A185-001-21,Trim,24,363464.4686733692,6591710.647104735,185.0
A185-001-21,Trim,25,363471.4038244576,6591708.463023411,185.0
A185-001-21,Trim,26,363471.4185682472,6591708.458155599,185.0
A185-001-21,Trim,27,363471.6218488579,6591708.391040433,185.0
A185-001-21,Trim,28,363472.1898056636,6591708.203523707,185.0
A185-001-21,Trim,29,363472.371176524,6591708.140854523,185.0
A185-001-21,Trim,30,363475.3996855058,6591707.025088056,185.0
A185-001-21,Trim,31,363475.8467796185,6591706.9399272725,185.0
A185-001-21,Trim,32,363478.4841891588,6591706.028621551,185.0
A185-001-21,Trim,33,363485.56008843466,6591704.476325381,185.0
A185-001-21,Trim,34,363492.0853628713,6591703.047118265,185.0
A185-001-21,Trim,35,363487.4078855296,6591674.202674658,185.0
A185-001-21,Trim,36,363467.5658844438,6591678.060841535,185.0
A185-001-22,Trim,1,363375.33135197376,6591723.836568089,185.0
A185-001-22,Trim,2,363363.7747371232,6591731.348367742,185.0
A185-001-22,Trim,3,363363.67903934,6591731.434878852,185.0
A185-001-22,Trim,4,363359.5181807095,6591735.87850389,185.0
A185-001-22,Trim,5,363354.4312531188,6591739.933692923,185.0
A185-001-22,Trim,6,363351.25392466167,6591744.332063219,185.0
A185-001-22,Trim,7,363347.92550685856,6591748.884495346,185.0
A185-001-22,Trim,8,363344.78321138566,6591753.354314584,185.0
A185-001-22,Trim,9,363342.3010740847,6591758.037702364,185.0
A185-001-22,Trim,10,363339.2069163667,6591762.548154177,185.0
A185-001-22,Trim,11,363337.2877374826,6591767.16832603,185.0
A185-001-22,Trim,12,363335.06937881786,6591771.8079464985,185.0
A185-001-22,Trim,13,363333.54845481936,6591776.52252417,185.0
A185-001-22,Trim,14,363331.6906272513,6591781.309477955,185.0
A185-001-22,Trim,15,363329.9986005017,6591785.890714184,185.0
A185-001-22,Trim,16,363329.3612279628,6591790.554220513,185.0
A185-001-22,Trim,17,363328.6234234668,6591795.44717288,185.0
A185-001-22,Trim,18,363327.691491478,6591800.162376913,185.0
A185-001-22,Trim,19,363327.74651716434,6591804.873758057,185.0
A185-001-22,Trim,20,363327.6788772511,6591809.597290107,185.0
A185-001-22,Trim,21,363328.5917208499,6591814.218965204,185.0
A185-001-22,Trim,22,363328.7927131005,6591814.983285845,185.0
A185-001-22,Trim,23,363356.91877860384,6591810.295608262,185.0
A185-001-22,Trim,24,363358.5198719404,6591795.085221564,185.0
A185-001-22,Trim,25,363359.6531364567,6591792.1891011335,185.0
A185-001-22,Trim,26,363359.7472533305,6591791.934275593,185.0
A185-001-22,Trim,27,363361.5160201311,6591787.376799389,185.0
A185-001-22,Trim,28,363362.0995496928,6591785.733114896,185.0
A185-001-22,Trim,29,363363.0027068264,6591782.933498045,185.0
A185-001-22,Trim,30,363364.3531042138,6591780.1091885865,185.0
A185-001-22,Trim,31,363364.5715106014,6591779.619922764,185.0
A185-001-22,Trim,32,363365.7247919547,6591776.672648194,185.0
A185-001-22,Trim,33,363367.1525058272,6591774.82190799,185.0
A185-001-22,Trim,34,363367.4961818152,6591774.254130175,185.0
A185-001-22,Trim,35,363368.8083974326,6591772.086254208,185.0
A185-001-22,Trim,36,363370.4086080834,6591769.066918008,185.0
A185-001-22,Trim,37,363372.3075408329,6591766.365744229,185.0
A185-001-22,Trim,38,363375.4715004114,6591762.038249279,185.0
A185-001-22,Trim,39,363375.572391699,6591761.89942389,185.0
A185-001-22,Trim,40,363376.3440688067,6591760.831192602,185.0
A185-001-22,Trim,41,363378.2186452373,6591759.336820676,185.0
A185-001-22,Trim,42,363381.2766444701,6591756.512839378,185.0
A185-001-22,Trim,43,363387.3395519976,6591748.653514805,185.0
A185-001-22,Trim,44,363375.33135197376,6591723.836568089,185.0
A185-001-23,Trim,1,363329.8501691544,6591819.0045129685,185.0
A185-001-23,Trim,2,363331.0682993457,6591823.685878432,185.0
A185-001-23,Trim,3,363333.25672848703,6591828.307957399,185.0
A185-001-23,Trim,4,363335.3112504571,6591833.013993776,185.0
A185-001-23,Trim,5,363337.85716783686,6591837.580708328,185.0
A185-001-23,Trim,6,363340.8379806565,6591842.208868838,185.0
A185-001-23,Trim,7,363343.4332757608,6591846.828275484,185.0
A185-001-23,Trim,8,363346.9688668476,6591851.305138044,185.0
A185-001-23,Trim,9,363349.9829998852,6591855.870689579,185.0
A185-001-23,Trim,10,363354.1032316917,6591860.095129378,185.0
A185-001-23,Trim,11,363358.7015991106,6591864.315685697,185.0
A185-001-23,Trim,12,363363.5334340146,6591868.473714935,185.0
A185-001-23,Trim,13,363368.7154510416,6591872.583059533,185.0
A185-001-23,Trim,14,363373.4414071876,6591876.760056495,185.0
A185-001-23,Trim,15,363379.2121877634,6591880.540645659,185.0
A185-001-23,Trim,16,363385.1708199048,6591884.377356474,185.0
A185-001-23,Trim,17,363390.7471185767,6591888.313435373,185.0
A185-001-23,Trim,18,363396.94995877,6591891.953049427,185.0
A185-001-23,Trim,19,363403.2873704278,6591895.556774321,185.0
A185-001-23,Trim,20,363410.1253027546,6591898.933035781,185.0
A185-001-23,Trim,21,363416.9126242523,6591902.332288478,185.0
A185-001-23,Trim,22,363424.3080911959,6591905.442583443,185.0
A185-001-23,Trim,23,363431.1064972368,6591908.885501139,185.0
A185-001-23,Trim,24,363438.8706630247,6591911.677746268,185.0
A185-001-23,Trim,25,363446.5654941683,6591914.593817114,185.0
A185-001-23,Trim,26,363449.41972534347,6591915.5551708285,185.0
A185-001-23,Trim,27,363459.3887521406,6591887.948635082,185.0
A185-001-23,Trim,28,363428.9679787469,6591875.940435058,185.0
A185-001-23,Trim,29,363407.353218704,6591864.732781703,185.0
A185-001-23,Trim,30,363383.3368186563,6591847.921301669,185.0
A185-001-23,Trim,31,363374.5308053055,6591839.915834987,185.0
A185-001-23,Trim,32,363366.5253386229,6591827.107088295,185.0
A185-001-23,Trim,33,363356.91877860384,6591811.096154929,185.0
A185-001-23,Trim,34,363329.3798261145,6591817.21592215,185.0
A185-001-23,Trim,35,363329.8501691544,6591819.0045129685,185.0
A185-001-24,Trim,1,363458.73398512695,6591889.761836043,185.0
A185-001-24,Trim,2,363453.91132756846,6591903.116887744,185.0
A185-001-24,Trim,3,363450.27520650486,6591915.843311466,185.0
A185-001-24,Trim,4,363454.5237751852,6591917.27430182,185.0
A185-001-24,Trim,5,363462.75949224096,6591919.718679247,185.0
A185-001-24,Trim,6,363471.3735577172,6591921.829160588,185.0
A185-001-24,Trim,7,363480.067595169,6591923.827759148,185.0
A185-001-24,Trim,8,363489.1116659651,6591925.471796799,185.0
A185-001-24,Trim,9,363497.847623787,6591927.473489361,185.0
A185-001-24,Trim,10,363506.6675309687,6591929.3461114215,185.0
A185-001-24,Trim,11,363515.41930545965,6591931.290761967,185.0
A185-001-24,Trim,12,363524.5762328167,6591932.648842908,185.0
A185-001-24,Trim,13,363533.6803201527,6591934.141272883,185.0
A185-001-24,Trim,14,363543.047653232,6591935.100172825,185.0
A185-001-24,Trim,15,363552.4233738379,6591936.140164063,185.0
A185-001-24,Trim,16,363561.8317048245,6591937.068941332,185.0
A185-001-24,Trim,17,363567.4681896799,6591937.514880618,185.0
A185-001-24,Trim,18,363569.86419236,6591908.762848456,185.0
A185-001-24,Trim,19,363551.7588934287,6591905.882459991,185.0
A185-001-24,Trim,20,363546.3550841283,6591905.283048536,185.0
A185-001-24,Trim,21,363546.1026796136,6591905.256131313,185.0
A185-001-24,Trim,22,363537.638007344,6591904.389633487,185.0
A185-001-24,Trim,23,363529.42934632505,6591903.043990446,185.0
A185-001-24,Trim,24,363528.9774465084,6591902.973443702,185.0
A185-001-24,Trim,25,363520.8805283104,6591901.772574693,185.0
A185-001-24,Trim,26,363520.3509039184,6591901.654891775,185.0
A185-001-24,Trim,27,363504.21936556295,6591899.956835106,185.0
A185-001-24,Trim,28,363458.73398512695,6591889.761836043,185.0
A185-001-25,Trim,1,363569.80335634376,6591908.753169999,185.0
A185-001-25,Trim,2,363569.86419236,6591908.762848456,185.0
A185-001-25,Trim,3,363569.0636456921,6591918.369408471,185.0
A185-001-25,Trim,4,363567.5901746783,6591937.524531651,185.0
A185-001-25,Trim,5,363571.28525214095,6591937.816873465,185.0
A185-001-25,Trim,6,363580.876739395,6591938.166666186,185.0
A185-001-25,Trim,7,363590.4282723902,6591938.867351444,185.0
A185-001-25,Trim,8,363600.0096489341,6591938.977308095,185.0
