timestamp,date,shift,tph,power_kw,util,css_mm,pattern,notes
2026-05-19T15:00:00,2026-05-19,D,3965.0,1711.7,95.6,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-20T12:00:00,2026-05-20,D,3756.9,1515.1,97.0,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-20T13:00:00,2026-05-20,D,3990.8,1614.2,100.0,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-20T14:00:00,2026-05-20,D,3776.1,1564.3,94.9,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-20T15:00:00,2026-05-20,D,4211.0,1524.3,94.2,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-20T16:00:00,2026-05-20,D,4038.2,1735.2,85.1,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-20T17:00:00,2026-05-20,D,3897.9,1573.7,93.7,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-20T18:00:00,2026-05-20,N,3827.1,1585.0,87.6,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-20T19:00:00,2026-05-20,N,3879.3,1552.5,90.4,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-20T20:00:00,2026-05-20,N,4329.1,1874.6,91.7,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-20T21:00:00,2026-05-20,N,4050.2,1583.0,90.1,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-20T22:00:00,2026-05-20,N,4141.4,1632.7,87.6,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-20T23:00:00,2026-05-20,N,3849.9,1539.3,92.0,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-21T00:00:00,2026-05-21,N,3882.3,1480.9,89.3,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-21T01:00:00,2026-05-21,N,4179.8,1641.7,90.5,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-21T02:00:00,2026-05-21,N,4457.5,1804.3,89.7,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-21T03:00:00,2026-05-21,N,4498.9,1787.9,93.1,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-21T04:00:00,2026-05-21,N,4609.3,1719.0,83.4,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-21T05:00:00,2026-05-21,N,3990.2,1564.4,90.0,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-21T06:00:00,2026-05-21,D,3818.7,1574.3,91.8,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-21T07:00:00,2026-05-21,D,3962.6,1520.9,89.7,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-21T08:00:00,2026-05-21,D,4068.2,1713.6,100.0,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-21T09:00:00,2026-05-21,D,4103.0,1514.6,87.8,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-21T10:00:00,2026-05-21,D,4163.6,1629.8,89.4,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-21T11:00:00,2026-05-21,D,4205.0,1683.8,95.5,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-21T12:00:00,2026-05-21,D,4348.9,1732.0,83.7,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-21T13:00:00,2026-05-21,D,4624.3,1870.0,94.2,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-21T14:00:00,2026-05-21,D,4662.1,1990.6,96.7,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-21T15:00:00,2026-05-21,D,4508.5,1724.0,84.0,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-21T16:00:00,2026-05-21,D,4831.8,1986.7,95.1,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-21T17:00:00,2026-05-21,D,4272.2,1761.6,94.7,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-21T18:00:00,2026-05-21,N,3881.7,1578.1,87.4,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-21T19:00:00,2026-05-21,N,4053.2,1672.0,100.0,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-21T20:00:00,2026-05-21,N,3619.5,1485.5,79.8,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-21T21:00:00,2026-05-21,N,4056.2,1559.3,88.5,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-21T22:00:00,2026-05-21,N,3815.1,1587.4,91.6,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-21T23:00:00,2026-05-21,N,3955.4,1733.0,96.0,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-22T00:00:00,2026-05-22,N,4064.6,1546.2,84.8,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-22T01:00:00,2026-05-22,N,4003.4,1640.6,92.9,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-22T02:00:00,2026-05-22,N,3532.5,1389.7,87.5,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-22T03:00:00,2026-05-22,N,3576.9,1448.4,85.0,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-22T04:00:00,2026-05-22,N,3614.7,1382.3,93.2,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-22T05:00:00,2026-05-22,N,3535.5,1414.9,91.0,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-22T06:00:00,2026-05-22,D,3698.7,1403.1,91.3,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-22T07:00:00,2026-05-22,D,4079.6,1685.3,89.1,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-22T08:00:00,2026-05-22,D,3796.5,1570.2,91.9,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-22T09:00:00,2026-05-22,D,3761.1,1432.2,85.7,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-22T10:00:00,2026-05-22,D,3771.3,1648.1,89.7,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-22T11:00:00,2026-05-22,D,4161.2,1579.6,95.4,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-22T12:00:00,2026-05-22,D,4800.0,1899.2,88.2,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-22T13:00:00,2026-05-22,D,4385.5,1675.6,86.6,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-22T14:00:00,2026-05-22,D,4592.5,1753.0,84.5,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-22T15:00:00,2026-05-22,D,4546.3,1746.6,90.4,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-22T16:00:00,2026-05-22,D,4111.4,1536.0,83.5,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-22T17:00:00,2026-05-22,D,4653.7,1897.1,90.4,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-22T18:00:00,2026-05-22,N,4284.2,1769.1,88.6,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-22T19:00:00,2026-05-22,N,4253.6,1811.0,85.7,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-22T20:00:00,2026-05-22,N,3973.4,1588.5,82.0,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-22T21:00:00,2026-05-22,N,3895.5,1611.9,96.9,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-22T22:00:00,2026-05-22,N,4051.4,1727.1,100.0,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-22T23:00:00,2026-05-22,N,3781.5,1514.2,95.8,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-23T00:00:00,2026-05-23,N,4010.0,1513.7,89.6,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-23T01:00:00,2026-05-23,N,4064.6,1613.2,92.8,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-23T02:00:00,2026-05-23,N,4289.6,1636.5,92.2,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-23T03:00:00,2026-05-23,N,4014.8,1610.8,86.5,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-23T04:00:00,2026-05-23,N,4535.5,1742.7,95.5,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-23T05:00:00,2026-05-23,N,4134.8,1664.3,85.2,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-23T06:00:00,2026-05-23,D,4285.4,1703.8,92.7,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-23T07:00:00,2026-05-23,D,4443.7,1690.0,80.8,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-23T08:00:00,2026-05-23,D,4389.7,1861.9,93.9,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-23T09:00:00,2026-05-23,D,4386.1,1792.6,87.9,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-23T10:00:00,2026-05-23,D,4080.2,1598.1,92.4,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-23T11:00:00,2026-05-23,D,3830.1,1537.3,94.6,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-23T12:00:00,2026-05-23,D,4059.2,1617.2,87.3,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-23T13:00:00,2026-05-23,D,3892.5,1663.3,96.6,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-23T14:00:00,2026-05-23,D,3597.9,1405.3,87.2,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-23T15:00:00,2026-05-23,D,3809.1,1584.2,85.6,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-23T16:00:00,2026-05-23,D,3887.7,1565.0,84.1,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-23T17:00:00,2026-05-23,D,3713.7,1451.3,85.7,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-23T18:00:00,2026-05-23,N,4377.7,1761.6,86.8,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-23T19:00:00,2026-05-23,N,4290.8,1724.8,87.8,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-23T20:00:00,2026-05-23,N,4301.6,1702.7,85.4,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-23T21:00:00,2026-05-23,N,4058.6,1600.2,82.4,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-23T22:00:00,2026-05-23,N,4269.8,1649.8,91.0,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-23T23:00:00,2026-05-23,N,4155.8,1726.6,94.4,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-24T00:00:00,2026-05-24,N,3958.4,1615.2,93.9,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-24T01:00:00,2026-05-24,N,4398.7,1764.1,92.1,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-24T02:00:00,2026-05-24,N,4043.6,1537.8,85.1,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-24T03:00:00,2026-05-24,N,4154.6,1575.7,90.8,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-24T04:00:00,2026-05-24,N,4197.2,1599.7,92.1,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-24T05:00:00,2026-05-24,N,3451.0,1339.9,84.2,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-24T06:00:00,2026-05-24,D,3945.8,1594.5,97.9,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-24T07:00:00,2026-05-24,D,4245.8,1687.0,92.2,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-24T08:00:00,2026-05-24,D,4182.8,1758.5,93.1,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-24T09:00:00,2026-05-24,D,4146.2,1682.4,88.0,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-24T10:00:00,2026-05-24,D,4684.9,1858.1,94.4,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-24T11:00:00,2026-05-24,D,4513.9,1745.5,93.8,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-24T12:00:00,2026-05-24,D,4342.9,1744.2,92.4,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-24T13:00:00,2026-05-24,D,4004.0,1313.6,70.1,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-24T14:00:00,2026-05-24,D,4055.6,1568.2,82.4,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-24T15:00:00,2026-05-24,D,4230.2,1655.7,99.1,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-24T16:00:00,2026-05-24,D,3740.7,1497.1,90.6,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-24T17:00:00,2026-05-24,D,3621.9,1407.5,93.0,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-24T18:00:00,2026-05-24,N,3634.5,1445.6,88.0,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-24T19:00:00,2026-05-24,N,3618.3,1420.1,90.7,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-24T20:00:00,2026-05-24,N,3389.2,1411.0,90.5,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-24T21:00:00,2026-05-24,N,3711.3,1410.2,87.5,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-24T22:00:00,2026-05-24,N,3633.3,1368.2,95.2,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-24T23:00:00,2026-05-24,N,4211.0,1716.9,84.4,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-25T00:00:00,2026-05-25,N,4312.4,1672.3,90.2,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-25T01:00:00,2026-05-25,N,3596.1,1460.9,89.2,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-25T02:00:00,2026-05-25,N,3713.7,1511.2,90.9,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-25T03:00:00,2026-05-25,N,3717.9,1574.7,88.4,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-25T04:00:00,2026-05-25,N,3554.7,1522.6,94.8,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-25T05:00:00,2026-05-25,N,3563.7,1419.8,87.7,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-25T06:00:00,2026-05-25,D,3226.6,1133.2,67.9,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-25T07:00:00,2026-05-25,D,3951.2,1567.8,87.5,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-25T08:00:00,2026-05-25,D,3455.2,1343.2,80.8,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-25T09:00:00,2026-05-25,D,4081.4,1629.5,92.1,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-25T10:00:00,2026-05-25,D,4018.4,1500.1,87.9,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-25T11:00:00,2026-05-25,D,4229.6,1713.7,87.8,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-25T12:00:00,2026-05-25,D,4156.4,1611.8,91.2,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-25T13:00:00,2026-05-25,D,4036.4,1769.4,95.9,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-25T14:00:00,2026-05-25,D,3899.1,1576.5,84.9,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-25T15:00:00,2026-05-25,D,3895.5,1465.5,90.1,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-25T16:00:00,2026-05-25,D,3942.8,1531.8,90.8,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-25T17:00:00,2026-05-25,D,3878.7,1549.7,91.5,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-25T18:00:00,2026-05-25,N,3981.2,1558.4,86.6,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-25T19:00:00,2026-05-25,N,3604.5,1450.1,87.5,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-25T20:00:00,2026-05-25,N,3493.5,1503.3,88.2,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-25T21:00:00,2026-05-25,N,4079.6,1629.4,79.7,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-25T22:00:00,2026-05-25,N,3780.9,1473.4,85.3,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-25T23:00:00,2026-05-25,N,3743.7,1419.0,87.1,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-26T00:00:00,2026-05-26,N,4006.4,1526.5,85.9,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
2026-05-26T01:00:00,2026-05-26,N,4073.6,1559.6,84.5,130.0,A-185-08-23,A-185-08-23 hourly synthetic crusher dataset; Bozshakol-scaled tph/power assumptions
