Date,Recovery_Percentage,Ultrafines_Fraction
2025-01-30,88.44106897313317,79.84454189506657
2025-01-31,90.7448269197473,77.69901587301588
2025-02-01,90.7448269197473,78.85677392040644
2025-02-02,89.9202106439001,78.43761081893312
2025-02-03,90.56940933662794,75.77037352071007
2025-02-04,89.69937853723326,76.07323030907278
2025-02-05,89.16734225772646,75.74406451612904
2025-02-06,89.73065849354509,79.35
2025-02-07,88.60381368693692,68.50995825602969
2025-02-08,88.57768052516413,72.16357484369254
2025-02-09,88.54022485734203,74.38543205317578
2025-02-10,89.72611799490362,78.38830018761726
2025-02-11,88.60283265405603,76.26116853932585
2025-02-12,87.72170891573877,77.58935779816514
2025-02-13,88.52477521858832,79.07567032967033
2025-02-14,88.64645881082718,71.21855474452556
2025-02-15,88.73360330220467,76.89668246445498
2025-02-16,88.00455217761156,70.40647144948757
2025-02-17,87.6306383512395,74.63200914982845
2025-02-18,88.33561222869061,77.80538575667656
2025-02-19,88.63666110747536,78.98523300229182
2025-02-20,88.24142242457167,75.0046005620233
2025-02-21,88.58296816429967,76.30986715867158
2025-02-22,89.8076019137935,80.78613253463122
2025-02-23,89.44626892902755,75.95436641221374
2025-02-24,89.68602074796766,72.60296891747052
2025-02-25,89.35163608999144,75.46925994793604
2025-02-26,89.32371916508538,76.14402096593037
2025-02-27,89.31412464766679,75.58261358899541
2025-02-28,89.61879771445956,79.95264957264958
2025-03-01,89.80692450973989,72.320205066345
2025-03-02,89.28361417326676,74.03346636259977
2025-03-03,88.4637321159991,79.56993426458506
2025-03-04,89.74520739226622,78.61816640986133
2025-03-05,88.53521115746588,80.28670224933283
2025-03-06,88.64961232180595,78.93799999999999
2025-03-07,88.58452722291106,77.75846791793977
2025-03-08,89.30170663754022,78.96723065531285
2025-03-09,89.52121384032331,75.27546357615894
2025-03-10,88.71428780838183,78.79322593320236
2025-03-11,87.47551364755651,75.8987300380228
2025-03-12,89.60694782249553,82.03386209645276
2025-03-13,89.67830302142002,76.44867101303912
2025-03-14,89.16892892398816,80.00505713232585
2025-03-15,88.23764864563269,76.88890618598936
2025-03-16,88.72932559325439,72.75275905118602
2025-03-17,88.27531344835356,72.4548490077653
2025-03-18,86.45241122256887,73.65715408118724
2025-03-19,86.63875547058572,75.6051282051282
2025-03-20,86.355602008002,73.14667760459393
2025-03-21,89.00383080303956,70.05
2025-03-22,88.61189144929413,75.00942762186115
2025-03-23,88.40798814298687,76.52516155419224
2025-03-24,88.16531434986732,78.7942188071716
2025-03-25,89.14544669831679,77.71610826627652
2025-03-26,89.02114727111561,77.97311119573496
2025-03-27,87.85979434591081,73.06117647058825
2025-03-28,88.5086978710111,73.29963688760806
2025-03-29,87.186665239953,74.22515358361775
2025-03-30,88.00524752917165,75.73481927710844
2025-03-31,91.3526235422262,75.13091770951839
2025-04-01,91.58820718333948,79.52853691275169
2025-04-02,90.69825228672266,80.00493602362205
2025-04-03,90.06783657219313,76.62596657804785
2025-04-04,89.64695652963557,78.80240881763527
2025-04-05,89.68035077997737,78.28726792452831
2025-04-06,89.26401818934792,77.13903415783275
2025-04-07,89.76018542100812,78.38586445899115
2025-04-08,89.99872324126484,77.2113813005002
2025-04-09,89.40235700122473,76.2226868588178
2025-04-10,89.25482132174581,73.97299072642967
2025-04-11,89.46630228892842,72.82506702412869
2025-04-12,88.75570646096803,73.15755905511811
2025-04-13,89.44128031660415,77.36688756515265
2025-04-14,88.78800983355347,78.19092034029389
2025-04-15,88.64215114051733,78.58861702127659
2025-04-16,88.00718048871762,77.92
2025-04-17,87.77076061300573,74.91425438596492
2025-04-18,88.77251981104843,78.60370716510904
2025-04-19,89.46681846019496,79.96992045454546
2025-04-20,89.72254577437944,80.4299689802249
2025-04-21,91.34953067778217,75.56191879266979
2025-04-22,91.4644667415497,79.58312887915298
2025-04-23,92.00730954178368,79.49736801242237
2025-04-24,90.7103476594301,81.77264705882352
2025-04-25,91.22275615477464,78.8227819548872
2025-04-26,91.1881830949826,78.76471518987341
2025-04-27,89.15265491572725,78.77064269319051
2025-04-28,90.40451780954322,81.06117739403454
2025-04-29,88.32534259503944,77.56102064220184
2025-04-30,89.39643596332782,77.78723529411765
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
