Date,Leach_Feed_Throughput_M3Hr,Leach_Feed_Throughput_M3Day,Percentsolids,Leach_Feed_Grade_Au_Gt_Ds,Leach_Feed_Grade_Au_Gt_Ns,Au_Grade,Leach_Feed_Grade_Ag_Gt_Ds,Leach_Feed_Grade_Ag_Gt_Ns,Leach_Feed_Grade_Ag_Gt_Day,Cn_Added_Free_Cn_Ppm_Leach_Tank_1,Cn_Added_Free_Cn_Ppm_Leach_Tank_2,Daily_Nacn_Consumption_Kgt,Mtd_Nacn_Consumption_Kgt,Nacn_Used_T,Au_Feed_g,CN_Tailings_Concentration,Au_Tailings_g,Leach_Feed_Gt_150um_Day,Leach_Feed_Gt_75um_Day,Leach_Feed_Lt_75um_Day,Cyanide_Profile_Ppm_Leach_Tank_1,Cyanide_Profile_Ppm_Leach_Tank_2,Cyanide_Profile_Ppm_Cil_Tank_01,Cyanide_Profile_Ppm_Cil_Tank_02,Cyanide_Profile_Ppm_Cil_Tank_03,Cyanide_Profile_Ppm_Cil_Tank_04,Cyanide_Profile_Ppm_Cil_Tank_05,Cyanide_Profile_Ppm_Cil_Tank_06,Cyanide_Profile_Ppm_Cil_Tank_07,Cyanide_Profile_Ppm_Cil_Tank_08,Cyanide_Profile_Ppm_Cil_Tank_09,Dissolved_Oxygen_Profile_Ppm_Leach_Tank_01,Dissolved_Oxygen_Profile_Ppm_Leach_Tank_02,Dissolved_Oxygen_Profile_Ppm_Cil_Tank_01,Dissolved_Oxygen_Profile_Ppm_Cil_Tank_02,Dissolved_Oxygen_Profile_Ppm_Cil_Tank_03,Dissolved_Oxygen_Profile_Ppm_Cil_Tank_04,Dissolved_Oxygen_Profile_Ppm_Cil_Tank_05,Dissolved_Oxygen_Profile_Ppm_Cil_Tank_06,Dissolved_Oxygen_Profile_Ppm_Cil_Tank_07,Dissolved_Oxygen_Profile_Ppm_Cil_Tank_08,Dissolved_Oxygen_Profile_Ppm_Cil_Tank_09,Carbon_Concentration_Profile_Gl_Cil_Tank_01,Carbon_Concentration_Profile_Gl_Cil_Tank_02,Carbon_Concentration_Profile_Gl_Cil_Tank_03,Carbon_Concentration_Profile_Gl_Cil_Tank_04,Carbon_Concentration_Profile_Gl_Cil_Tank_05,Carbon_Concentration_Profile_Gl_Cil_Tank_06,Carbon_Concentration_Profile_Gl_Cil_Tank_07,Carbon_Concentration_Profile_Gl_Cil_Tank_08,Carbon_Concentration_Profile_Gl_Cil_Tank_09,Gold_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_01,Gold_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_02,Gold_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_03,Gold_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_04,Gold_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_05,Gold_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_06,Gold_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_07,Gold_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_08,Gold_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_09,Silver_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_01,Silver_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_02,Silver_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_03,Silver_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_04,Silver_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_05,Silver_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_06,Silver_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_07,Silver_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_08,Silver_Carbon_Loadings_Profile_Gt_Of_Carbon_Cil_Tank_09,Dissolved_Gold_Metal_Profile_G_Milled_Tons_Leach_Tank_01,Dissolved_Gold_Metal_Profile_G_Milled_Tons_Leach_Tank_02,Dissolved_Gold_Metal_Profile_G_Milled_Tons_Cil_Tank_01,Dissolved_Gold_Metal_Profile_G_Milled_Tons_Cil_Tank_02,Dissolved_Gold_Metal_Profile_G_Milled_Tons_Cil_Tank_03,Dissolved_Gold_Metal_Profile_G_Milled_Tons_Cil_Tank_04,Dissolved_Gold_Metal_Profile_G_Milled_Tons_Cil_Tank_05,Dissolved_Gold_Metal_Profile_G_Milled_Tons_Cil_Tank_06,Dissolved_Gold_Metal_Profile_G_Milled_Tons_Cil_Tank_07,Dissolved_Gold_Metal_Profile_G_Milled_Tons_Cil_Tank_08,Dissolved_Gold_Metal_Profile_G_Milled_Tons_Cil_Tank_09,Dissolved_Silver_Metal_Profile_Gmilled_Tons_Leach_Tank_01,Dissolved_Silver_Metal_Profile_Gmilled_Tons_Leach_Tank_02,Dissolved_Silver_Metal_Profile_Gmilled_Tons_Cil_Tank_01,Dissolved_Silver_Metal_Profile_Gmilled_Tons_Cil_Tank_02,Dissolved_Silver_Metal_Profile_Gmilled_Tons_Cil_Tank_03,Dissolved_Silver_Metal_Profile_Gmilled_Tons_Cil_Tank_04,Dissolved_Silver_Metal_Profile_Gmilled_Tons_Cil_Tank_05,Dissolved_Silver_Metal_Profile_Gmilled_Tons_Cil_Tank_06,Dissolved_Silver_Metal_Profile_Gmilled_Tons_Cil_Tank_07,Dissolved_Silver_Metal_Profile_Gmilled_Tons_Cil_Tank_08,Undissolved_Gold_Profile_Au_Grams_Per_Day_Per_Tank_Leach_Tank_01,Undissolved_Gold_Profile_Au_Grams_Per_Day_Per_Tank_Leach_Tank_02,Undissolved_Gold_Profile_Au_Grams_Per_Day_Per_Tank_Cil_Tank_01,Undissolved_Gold_Profile_Au_Grams_Per_Day_Per_Tank_Cil_Tank_02,Undissolved_Gold_Profile_Au_Grams_Per_Day_Per_Tank_Cil_Tank_03,Undissolved_Gold_Profile_Au_Grams_Per_Day_Per_Tank_Cil_Tank_04,Undissolved_Gold_Profile_Au_Grams_Per_Day_Per_Tank_Cil_Tank_05,Undissolved_Gold_Profile_Au_Grams_Per_Day_Per_Tank_Cil_Tank_06,Undissolved_Gold_Profile_Au_Grams_Per_Day_Per_Tank_Cil_Tank_07,Undissolved_Gold_Profile_Au_Grams_Per_Day_Per_Tank_Cil_Tank_08,Undissolved_Gold_Profile_Au_Grams_Per_Day_Per_Tank_Cil_Tank_09,Leach_Feed_Dry_t,Ph_Leach_Tank_01,Ph_Leach_Tank_02,Ph_Cil_Tank_01,Ph_Cil_Tank_02,Ph_Cil_Tank_03,Ph_Cil_Tank_04,Ph_Cil_Tank_05,Ph_Cil_Tank_06,Ph_Cil_Tank_07,Ph_Cil_Tank_08,Ph_Cil_Tank_09,Dissolved_Au_Metal_Profile_G_Leach_Tank_01,Dissolved_Au_Metal_Profile_G_Leach_Tank_02,Dissolved_Au_Metal_Profile_G_Cil_Tank_01,Dissolved_Au_Metal_Profile_G_Cil_Tank_02,Dissolved_Au_Metal_Profile_G_Cil_Tank_03,Dissolved_Au_Metal_Profile_G_Cil_Tank_04,Dissolved_Au_Metal_Profile_G_Cil_Tank_05,Dissolved_Au_Metal_Profile_G_Cil_Tank_06,Dissolved_Au_Metal_Profile_G_Cil_Tank_07,Dissolved_Au_Metal_Profile_G_Cil_Tank_08,Dissolved_Au_Metal_Profile_G_Cil_Tank_09,Au_on_Carbon_g,Undissolved_Au_g,Total_Au_Grams,Residence_Time,Tonnes_Processed,Leach_Cn_Adds_To_Tank_1,Leach_Cn_Adds_To_Tank_2,CN_Concentration_PL_01,Solids_Fraction,Liquid_Fraction,Slurry_Mass_Kg,Solution_Mass_Kg,NaCN_Used_Kg,CN_Kg_T,Dissolved_Oxygen_Profile_Ppm_Leach_Tank_01_Imputed,Dissolved_Oxygen_PL_01,Leach_Feed_Grade_Au_Gt,Fines_Fraction,Grade_x_Fines,Particle_Size,Au_Recovery_g,Au_Recovery_pct,Total_Au_in_Solution_g,Au_Residual_g,Au_Accounted_g,Au_Unaccounted_g,Au_Inventory_g
2024-07-03,137.96043807408884,2875.3254635274684,48.90909090909091,2.29,2.24,2.267089219330855,5.23,6.28,5.755000000000001,330.0,310.0,0.0,0.5919732920593768,0.0,4606.863132704833,218.0,622.9626095286245,19.54,20.725,59.735,330.0,310,295,285,270,290,290,285.0,285,285,270,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.75,10.125,7.125,8.125,8.25,9.0,9.625,11.0,14.1875,800.5,615.0,356.5,217.5,138.5,98.0,86.5,57.5,49.0,1080.5,894.0,691.5,538.0,353.5,272.5,250.5,180.0,168.0,1.76,2.12,1.122,0.688,0.441,0.08,0.01,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.5721514060523,459.37043884402055,100.920151795271,90.1072783886348,97.3158606597256,82.89869611754403,75.69011384645324,72.08582271090785,64.87724043981706,68.48153157536245,61.27294930427168,2030.1881693736295,12.11,11.965,11.9,11.875,11.905,11.565,11.815,11.825,11.78,11.715,11.73,1299.320813466965,1565.0909798579355,211.22083973922355,129.51866108786612,83.01995572637931,15.060309428821643,1.8825386786027052,0.1882538678602705,0.1882538678602705,0.1882538678602705,0.1882538678602705,677.5432068838086,1653.5922350880603,5947.715625000001,30.80593291330101,3796.9979712,True,False,330.0,0.4890909090909091,0.510909090909091,4150942.353737905,2120754.1843642755,699.8488808402109,0.3447211895910781,21.86,21.410967741935483,2.267089219330855,0.59735,1.3542457451672865,87.378125,3983.900523176209,86.47750993281922,3305.8671134572346,-1300.9960192475987,6259.965164957728,-1653.1020322528948,2627.8337037382603
2024-07-04,149.17269968057923,3580.144792333901,48.91666666666666,2.22,2.19,2.2065664395229985,6.74,6.04,6.390000000000001,365.0,365.0,1.580565555596255,0.8613448696409988,4.0,5584.245289188501,196.0,827.7760700846678,17.174999999999997,17.545,65.28,365.0,365,365,380,335,345,360,315.0,335,315,310,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0625,8.125,8.6875,6.5,7.25,8.25,8.5625,10.5625,19.3125,877.5,753.5,326.5,184.0,141.0,90.5,82.0,67.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,1.92,0.841,0.645,0.243,0.04,0.01,0.006,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516.0238169573167,614.9872887025556,136.99372017305205,100.9427411801436,97.33764328085276,93.73254538156192,90.12744748227108,82.9172516836894,75.7070558851077,75.7070558851077,61.28666428794434,2528.943130172101,11.825,11.955,11.94,11.965,11.92,11.925,11.88,11.845,11.885000000000002,11.805,11.81,1358.2730475893136,1417.328397484501,158.30893827215556,121.41410842513716,45.7420594531912,7.529557111636413,1.8823892779091032,1.1294335667454618,0.1882389277909103,0.1882389277909103,0.1882389277909103,1646.201873230105,1945.763230899603,6175.781249999999,28.490467820857617,4728.476234475001,False,True,365.0,0.4891666666666666,0.5108333333333334,5169900.77718317,2640957.6470110696,963.9495411590405,0.3811669505962521,19.205,21.406774193548387,2.2065664395229985,0.6528,1.4404465717206134,82.434375,4756.469219103834,85.17658112749271,3112.172647963962,-2472.0726412245394,7531.913822178338,-1947.6685329898364,1467.8760768240904
2024-07-05,147.1164693606479,3530.795264655549,49.41666666666666,2.21,2.07,2.1446062394603707,5.13,7.66,6.395,405.0,370.0,0.0,0.6767793919727653,0.0,5432.050840024283,280.0,827.0781520080945,17.915,18.445,63.64,405.0,370,370,360,355,355,375,340.0,345,340,325,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.875,6.5,9.1875,7.5625,10.375,8.1875,8.625,10.1875,16.75,978.5,739.0,291.0,218.0,142.5,102.5,91.5,82.5,56.5,1478.0,1155.5,733.0,579.5,411.0,336.5,313.5,240.5,208.5,1.92,1.963,1.08,0.685,0.284,0.281,0.08,0.006,0.002,0.001,0.001,0.0,4.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.2018459608406,523.6807204623863,95.12337470316773,87.80619203369326,84.14760069895605,80.48900936421883,80.48900936421883,76.8304180294816,73.1718266947444,69.51323536000717,62.19605269053274,2527.449395728647,11.885000000000002,11.86,11.875,11.885,11.895,11.905,11.915,11.93,11.935,11.93,11.9,1409.8696178144185,1441.4448227967207,202.22817330525567,128.26509140194457,53.1785196469376,52.61677472108967,14.979864689278198,1.123489851695865,0.3744966172319549,0.1872483086159774,0.1872483086159774,1294.5073429263848,1778.6492853622474,6537.9609375,28.888675880205906,4710.963581866668,True,False,405.0,0.4941666666666666,0.5058333333333334,5114568.760327784,2587119.3645991376,1047.7833426626507,0.4145615514333896,19.205,21.40258064516129,2.1446062394603707,0.6364,1.3648274107925795,83.921875,4604.972688016189,84.77410877832658,3304.4553474618046,-2127.5954925624787,7204.690127758531,-1772.6392877342478,2003.9380069074205
2024-07-06,142.975278205554,2966.737022765246,49.875,1.84,1.86,1.8515075187969927,3.12,5.36,4.24,315.0,325.0,0.0,0.5723395254138477,0.0,3993.750320117482,204.0,682.7150263674812,15.05,21.6,63.35,315.0,325,315,305,340,335,310,300.0,305,280,280,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6875,7.875,7.3125,9.75,9.875,8.75,7.6875,9.3125,16.3125,961.5,434.0,337.5,205.0,125.0,102.5,85.0,69.5,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,1.8,0.844,0.602,0.32,0.12,0.04,0.02,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516.2198825673213,458.05426199635554,155.73844907876088,133.49009921036648,100.11757440777488,88.99339947357765,81.57728285077953,74.16116622798138,74.16116622798138,70.45310791658231,66.74504960518324,2155.269974324925,11.97,11.935,11.91,11.885000000000002,11.875,11.87,11.85,11.785,11.77,11.78,11.74,1344.5150840251065,1315.2864952419518,157.26442194776268,112.17201660255112,59.62632111763514,22.35987041911318,7.453290139704393,3.726645069852197,0.1863322534926098,0.1863322534926098,0.1863322534926098,288.6253792634935,1819.7114395626645,6029.945156249999,29.725418641185097,3995.08224328125,False,True,325.0,0.49875,0.50125,4321343.306917142,2166073.3325922173,703.9738330924706,0.3266290726817041,19.205,21.398387096774197,1.8515075187969927,0.6335000000000001,1.172930013157895,82.3125,3311.03529375,82.9054154204763,3022.963141324155,-970.7871787933263,5814.014986517794,-1820.2646664003123,2734.89098889831
2024-07-07,146.45640521885522,3514.9537252525256,49.5,1.87,1.82,1.8659141414141416,5.77,5.76,5.765,335.0,325.0,0.0,0.4846892732347594,0.0,4716.476399812122,268.0,800.0945332545455,15.22,20.7,64.08,335.0,325,320,315,305,325,350,310.0,305,285,290,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.125,9.75,6.3125,7.25,7.75,6.625,8.4375,9.1875,14.5,853.5,488.5,246.0,179.5,140.5,89.0,80.5,61.0,54.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,1.68,0.881,0.643,0.4,0.247,0.04,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596.8765133171913,532.1549636803875,102.69152542372883,84.3537530266344,80.6861985472155,84.3537530266344,80.6861985472155,77.01864406779661,77.01864406779661,69.68353510895884,62.34842615012107,2499.370985240262,11.725,11.775,11.8,11.82,11.8,11.715,11.78,11.78,11.735,11.75,11.765,1203.1961259079903,1232.542372881356,164.81952784503633,120.29393462469734,74.83292978208233,46.20933414043584,7.483292978208233,0.1870823244552058,0.1870823244552058,0.1870823244552058,0.1870823244552058,1026.1839581916906,1847.872154963681,5744.56828125,29.018874207987476,4697.735653800001,True,False,335.0,0.495,0.505,5049234.313616691,2549863.328376429,854.2042150061037,0.3417676767676768,21.92,21.3859375,1.8659141414141416,0.6408,1.195677781818182,81.9625,3916.381866557576,83.03618071137986,2850.1258474576275,-1866.350552354494,6524.276493867545,-1807.800094055423,1783.869828357679
2024-07-08,145.88684534026382,3473.322642809448,49.458333333333336,1.67,1.81,1.7425547598989048,3.95,4.96,4.455,595.0,490.0,0.0,0.421049720795746,0.0,4347.171224644061,224.0,789.6581241864365,16.85,21.935,61.215,595.0,490,400,370,350,335,340,305.0,305,305,300,21.92,10.72,9.12,9.03,8.72,8.13,8.87,8.96,9.23,9.42,8.95,11.25,12.1875,12.75,10.1875,11.0625,9.0,8.8125,6.5,13.375,986.5,521.5,268.0,145.0,108.5,88.0,67.5,56.0,50.5,1353.5,943.0,704.5,515.0,370.5,291.0,247.5,197.0,164.5,1.72,1.52,0.88,0.682,0.364,0.01,0.04,0.04,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.1394634813204,474.0445081912104,98.90292239080254,91.57677999148385,80.58756639250578,80.58756639250578,73.26142399318707,69.59835279352771,65.93528159386835,62.27221039420901,58.609139194549655,2491.0539030933146,12.055,11.989999999999998,11.95,11.9,11.87,11.82,11.79,11.81,11.8,11.805,11.82,1262.448622845745,1115.6522713520535,164.70550637592163,127.64676744133926,68.12818672822212,1.871653481544564,7.486613926178255,7.486613926178255,0.1871653481544563,0.1871653481544563,0.1871653481544563,800.1281244039607,1672.5152148091704,6623.53734375,29.132167400613657,4638.188224141667,True,False,595.0,0.4945833333333334,0.5054166666666666,5036671.75014655,2545617.8470532354,1514.642618996675,0.6080328559393429,21.92,21.3765625,1.7425547598989048,0.6121500000000001,1.0667048962721148,84.771875,3557.5131004576247,81.83512718086938,2755.987732121646,-1591.1834925224152,6018.2891955212135,-1671.1179708771524,1954.462363785667
2024-07-09,146.66865882854404,3446.7134824707846,49.91666666666666,1.45,1.77,1.6120066777963271,3.69,4.0,3.845,300.0,380.0,1.195668809305173,0.5114093722373941,3.0,4044.6150269649406,346.0,743.947670223706,18.14,20.37,61.49,300.0,380,425,445,445,445,475,415.0,430,400,365,21.97,11.23,8.69,8.74,8.64,7.54,8.72,8.45,9.3,8.89,8.6,13.0,8.6875,8.75,9.25,7.625,9.875,10.0,8.5,13.0,802.5,413.5,236.5,154.5,105.5,75.0,60.5,51.5,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,0.88,0.824,0.612,0.44,0.326,0.04,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516.8488094702255,429.49408110906063,111.37727866048522,77.96409506233965,74.25151910699014,74.25151910699014,70.53894315164064,70.53894315164064,66.82636719629113,63.11379124094163,59.40121528559212,2505.9326463350976,11.92,11.815,11.815,11.82,11.78,11.795,11.739999999999998,11.75,11.775,11.735,11.715,934.8949003015708,642.74024395733,153.46884097762975,113.9841391727056,81.94938110455958,60.71704145474187,7.449943736778144,0.1862485934194536,0.1862485934194536,0.1862485934194536,0.1862485934194536,1304.380544252152,1614.6065625421973,5280.81890625,28.976879136586764,4645.308096,False,True,380.0,0.4991666666666666,0.5008333333333334,5020232.346581164,2514299.7002460663,955.4338860935052,0.3812687813021703,21.97,21.3671875,1.6120066777963271,0.6149,0.9912229061769616,85.40625,3300.6673567412345,81.60646525654728,1995.949485078993,-2048.6655418859477,5658.884262097048,-1614.2692351321075,691.2316134167519
2024-07-10,146.09142715275195,3506.194251666047,49.833333333333336,1.85,2.21,2.033020066889632,4.99,5.62,5.305,345.0,300.0,0.0,0.4572790488589133,0.0,5176.366114532776,224.0,767.6885957663878,16.37,18.655,64.975,345.0,300,295,285,270,290,290,315.0,315,295,295,21.94,11.2,8.72,8.65,8.55,7.6,8.78,8.54,8.45,8.8,8.9,14.0,10.4375,8.8125,9.375,9.875,7.4375,7.0625,9.8125,18.75,874.5,444.0,259.0,198.0,131.5,80.5,69.5,63.0,50.0,1246.5,842.5,652.0,506.5,387.5,232.5,215.5,190.0,164.5,1.76,1.92,0.766,0.521,0.363,0.08,0.04,0.01,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493.8058828820726,472.0203292255105,88.88505891877305,85.18151479715752,77.77442655392643,74.07088243231088,66.6637941890798,66.6637941890798,62.96025006746426,62.96025006746426,59.25670594584871,2542.363780455786,11.645,11.6,11.71,11.71,11.74,11.695,11.69,11.7,11.605,11.625,11.64,1286.6348835117385,1403.6016911037148,142.7945407933795,97.12265764145005,67.6689534046955,14.913267967976973,7.456633983988486,1.8641584959971216,0.1864158495997121,0.1864158495997121,0.1864158495997121,1383.3514144115247,1610.242889268688,6364.736250000001,29.09137163508052,4717.584365616667,True,False,345.0,0.4983333333333333,0.5016666666666667,5101733.338707264,2559369.5582514773,882.9824975967597,0.3473076923076924,21.94,21.31546875,2.033020066889632,0.6497499999999999,1.3209547884615382,82.121875,4408.677518766388,85.16935280889264,3022.61603445174,-2153.750080081036,6783.898933898341,-1607.532819365565,1636.5545501370914
2024-07-11,134.88573827160494,3237.2577185185182,50.0,2.09,2.07,2.0815,5.61,5.04,5.325,295.0,290.0,0.0,0.4163881810463307,0.0,4917.1757408,200.0,747.6752928,15.125,23.68,61.195,295.0,290,300,330,305,315,305,315.0,315,310,300,21.89,10.82,9.43,9.12,8.76,8.13,9.94,9.04,9.27,8.98,8.35,11.875,7.1875,6.875,9.0625,9.5,8.5625,8.875,10.125,22.9375,705.5,373.0,246.0,183.0,145.5,90.5,63.5,56.5,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,1.2,1.0,0.724,0.44,0.361,0.04,0.025,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488.9189189189189,445.1351351351351,115.37027027027024,89.31891891891891,85.59729729729729,78.15405405405404,70.71081081081081,74.43243243243244,66.98918918918918,63.26756756756757,59.545945945945945,2360.6208292097044,11.775,11.84,11.79,11.8,11.75,11.645,11.69,11.69,11.64,11.66,11.675,1109.1891891891892,875.6756756756756,186.08108108108107,134.7227027027027,81.87567567567567,67.17527027027026,7.443243243243243,4.652027027027027,0.186081081081081,0.186081081081081,0.186081081081081,1702.6635866908343,1637.4405405405405,4794.56578125,31.508149448996832,4370.29792,True,False,295.0,0.5,0.5,4721241.658419409,2360620.8292097044,696.3831446168628,0.295,21.89,21.13828125,2.0815,0.61195,1.273773925,83.70625,4169.500448000001,84.79461926495317,2467.3731081081087,-2449.802632691892,6555.152528139483,-1637.976787339483,765.245768216217
2024-07-12,143.5008,3444.0192,50.0,1.89,2.41,2.1515,4.99,5.78,5.385,320.0,340.0,1.1936957584647354,0.4839123369504692,3.0,5407.1566848,204.0,769.0401792,15.59,21.87,62.54,320.0,340,310,305,300,310,320,305.0,295,265,265,21.94,11.2,8.72,8.69,8.6,7.72,8.8,8.53,9.36,8.94,8.7,11.25,9.75,7.6875,9.0,8.5625,8.875,6.9375,8.625,16.125,665.5,428.0,266.0,131.0,97.0,65.0,58.5,48.0,43.5,1088.0,850.0,647.0,411.0,309.5,217.5,209.5,160.5,73.27,2.04,2.08,0.724,0.643,0.36,0.08,0.04,0.01,0.002,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488.9189189189189,423.2432432432432,78.15405405405404,70.71081081081081,74.43243243243244,66.98918918918918,63.26756756756757,66.98918918918918,63.26756756756757,63.26756756756757,59.545945945945945,2511.4510248663723,11.88,11.845,11.795,11.8,11.765,11.735,11.74,11.675,11.715,11.685,11.72,1488.6486486486483,1517.8378378378377,134.7227027027027,119.65013513513512,66.98918918918918,14.886486486486486,7.443243243243243,1.8608108108108108,0.3721621621621621,0.186081081081081,0.186081081081081,1284.610939037378,1518.7864864864864,4542.17953125,29.616559628935867,4649.425920000001,False,True,340.0,0.5,0.5,5022902.049732745,2511451.0248663723,853.8933484545666,0.34,21.94,20.8153125,2.1515,0.6254,1.3455480999999998,83.15625,4638.1165056,85.77736462932836,3352.7833783783785,-2054.3733064216217,6925.220983102243,-1518.0642983022426,2067.450251156757
2024-07-13,135.3221841049383,3247.732418518519,50.0,2.34,2.67,2.5064999999999995,4.98,6.31,5.645,325.0,400.0,1.2658404638478282,0.5431166446745692,3.0,5940.32203485,288.0,761.9443583500001,14.79,19.005000000000003,66.20500000000001,325.0,400,425,430,425,360,365,325.0,280,265,300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.75,9.25,10.6875,7.375,6.75,7.1875,6.875,7.375,12.0625,677.0,417.5,221.5,173.5,133.5,74.5,67.0,59.0,54.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,2.0,1.0,0.841,0.568,0.421,0.16,0.08,0.002,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671.3513513513514,620.2702702702702,160.02972972972972,137.7,104.2054054054054,100.48378378378378,89.31891891891891,89.31891891891891,70.71081081081081,66.98918918918918,57.68513513513513,2368.5486074207065,12.07,11.93,12.0,11.89,11.825,11.77,11.75,11.755,11.695,11.71,11.695,1430.2702702702702,1459.4594594594594,186.08108108108107,156.49418918918917,105.69405405405404,78.34013513513513,29.772972972972973,14.886486486486486,0.3721621621621621,0.3721621621621621,0.186081081081081,1716.9024760713196,2168.063513513513,4878.20578125,31.40652826519747,4384.438765000001,False,True,400.0,0.5,0.5,4737097.214841413,2368548.6074207067,947.4194429682829,0.4000000000000001,21.94,20.3440625,2.5064999999999995,0.6620500000000001,1.659428325,80.36562500000001,5178.3776765,87.17334929184122,3461.9290540540537,-2478.392980795946,8108.8394019888865,-2168.5173671388866,1745.4804316081077
2024-07-14,138.3948513888889,3321.4764333333333,50.0,2.02,2.67,2.3515,5.26,5.84,5.55,495.0,450.0,0.0,0.5040829705031833,0.0,5699.518905149999,362.0,803.4831031499999,11.695,19.15,69.155,495.0,450,400,420,390,405,420,425.0,440,405,385,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1875,9.8125,10.4375,11.125,6.375,8.4375,5.5625,9.25,15.9375,821.0,426.5,264.0,195.5,118.5,76.5,61.0,51.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,2.4,1.241,0.526,0.361,0.208,0.04,0.006,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,459.7297297297297,119.09189189189188,96.76216216216216,78.15405405405404,74.43243243243244,66.98918918918918,63.26756756756757,59.545945945945945,59.545945945945945,55.82432432432432,2417.0803038486074,12.11,12.12,12.07,12.08,12.06,11.975,12.0,12.01,11.989999999999998,11.965,11.95,1838.9189189189187,1751.3513513513512,230.9266216216216,97.87864864864864,67.17527027027026,38.70486486486486,7.443243243243243,1.1164864864864863,0.186081081081081,0.186081081081081,0.186081081081081,852.0541855813109,1673.3432432432433,5602.573125,30.709234898179265,4483.993185,True,False,495.0,0.5,0.5,4834160.607697215,2417080.3038486075,1196.4547504050608,0.495,19.205,20.3015625,2.3515,0.69155,1.6261798249999997,76.5875,4896.035801999999,85.90261535190305,4034.073648648649,-1665.4452565013507,7362.954180623203,-1663.4352754732035,3172.1114952972976
