Leach_Feed_Throughput_M3Day,Leach_Feed_Dry_t,Percent_Solids
3165.996559380539,2285.12,49.625
1134.1846769767624,750.2719999999999,46.7
3468.6990355456123,2506.66,49.666666666666664
1236.0855988158673,823.0644,46.916666666666664
3339.584753295669,1310.496,31.466666666666665
3635.354217064846,2563.4448,48.833333333333336
3603.7584002066305,2575.749,49.291666666666664
3622.6294304713797,2605.1354499999998,49.5
3670.5683821677653,2559.6730500000003,48.458333333333336
3705.5804419789615,2648.52525,49.291666666666664
3801.457260515186,2628.0474,48.166666666666664
5200.272129487931,2050.0976499999997,31.583333333333332
2457.9031491424307,1776.2069999999999,49.666666666666664
3717.191073015873,2634.0888,49.0
3556.392621308037,2541.8948,49.291666666666664
6169.8540438302625,2586.4575,33.166666666666664
3601.021047979798,2589.59625,49.5
3552.3470546095355,2585.9526000000005,49.916666666666664
3563.0953680393254,2593.7769000000003,49.916666666666664
3635.1395839675292,2550.68,48.666666666666664
3537.082456125356,2488.0078999999996,48.75
3695.428663161202,2532.60175,47.875
2448.095015862742,1540.1566000000003,45.0625
3576.576643692564,2600.4224999999997,49.875
3156.564189617486,2028.4281,45.75
3510.89090653833,2527.8698,49.541666666666664
3458.842095886842,2505.6436000000003,49.75
3442.5673059277497,2570.6200000000003,50.791666666666664
3282.3730730975353,2525.6196,51.833333333333336
3327.637601515962,2566.5639,51.916666666666664
3485.3425370063005,2558.8541,50.208333333333336
3269.122459586057,2506.4294500000005,51.708333333333336
3545.7913173913034,2574.9008999999996,49.833333333333336
3279.6599511378854,2526.5445000000004,51.875
3286.2374530035327,2343.6755999999996,49.21739130434783
3550.9224740740738,2541.0971,49.333333333333336
3608.6495813115866,2630.1374,49.958333333333336
3429.7915942650875,2623.3353499999994,51.625
3440.5778542068074,2544.423,50.458333333333336
3469.856255371394,2552.6400000000003,50.27777777777778
3110.1905786807474,2297.30785,50.416666666666664
3507.4021955500057,2562.5697000000005,50.041666666666664
3355.506982272263,2445.6362999999997,49.958333333333336
3125.8429377630123,2292.1344,50.166666666666664
3364.428399044205,2482.09,50.375
3345.320515960913,2525.2128000000002,51.166666666666664
2869.0826640326973,2096.4339,50.04545454545455
3385.740506172839,2516.009,50.625
3055.413660377359,2585.628,55.208333333333336
3566.858491066443,2583.8925,49.75
947.7698993578517,643.8888000000001,47.583333333333336
2528.9093803778187,1960.4988000000003,52.095238095238095
3198.803298817966,2535.4662,52.875
3307.5098401944892,2514.7097999999996,51.416666666666664
3397.1858652685787,2503.2219,50.333333333333336
3439.735537322294,2513.13125,50.041666666666664
3387.2160376487686,2541.5087999999996,50.958333333333336
3308.2413629183397,2548.5627,51.875
2858.04345303661,2059.6115,49.57142857142857
3455.7411612588894,2530.96865,50.125
3571.6618000000008,2606.3478000000005,50.0
3486.412624798711,2603.3599999999997,50.791666666666664
3521.1193958732765,2622.939,50.708333333333336
3468.590852860286,2568.24525,50.5
3420.7938716744907,2517.564,50.291666666666664
2899.5154519174034,2020.1921999999997,48.42857142857143
3487.2970306808857,2604.0204,50.791666666666664
3685.0697481789107,2702.20715,50.166666666666664
3615.3983783287426,2670.474,50.416666666666664
3052.303309401709,2359.8203999999996,52.0
2976.332592365836,2109.0991000000004,49.0
3542.247150559651,2651.4375,50.875
3504.838445289955,2585.6768,50.375
3413.615544095264,2617.212,51.708333333333336
3559.257298820428,2600.4559499999996,50.041666666666664
3472.925690802265,2546.64505,50.166666666666664
3114.072412081442,2073.54745,46.916666666666664
3305.8078521481475,2561.9062000000004,52.083333333333336
3416.3643023965137,2566.4667999999997,51.0
3417.7048907407407,2539.76235,50.625
3204.0404435154214,2326.7264999999998,49.833333333333336
3694.068783557047,2669.5237500000003,49.666666666666664
3369.7044610794674,2546.676,51.208333333333336
3406.9022669595456,2528.6772,50.583333333333336
3341.73483971903,2492.3185000000003,50.75
1583.3920882400644,1149.3264,49.81818181818182
3335.4277862062722,2511.7005000000004,51.083333333333336
3564.4343976208306,2560.1523500000003,49.458333333333336
3492.926552654881,2589.3940000000002,50.541666666666664
3424.168170825371,2563.0532000000003,50.875
3417.045992813454,2490.4885499999996,49.958333333333336
3296.037112552654,2367.3762,49.458333333333336
1910.4492666666663,1367.14815,49.333333333333336
3245.3075094936717,2557.16325,52.666666666666664
3283.2959331926863,2587.0964999999997,52.666666666666664
3271.6387953064354,2478.5051999999996,51.291666666666664
3418.6452234226917,2589.8733,51.291666666666664
3530.560207750796,2601.499,50.333333333333336
3585.1533436069235,2597.1456,49.75
3434.607463485438,2500.2433499999997,49.916666666666664
3177.1856856579984,2248.6607000000004,48.958333333333336
3431.1382873563216,2558.997,50.75
3286.816932316254,2277.9097,48.25
998.6694095238095,737.2989,50.4
2709.0461343717548,2032.3122,50.95238095238095
3366.8697720797713,2562.91,51.458333333333336
3276.4661227686697,2449.5414,50.833333333333336
3340.209299832495,2419.7039999999997,49.75
3127.154836963453,2304.2491,50.333333333333336
3434.2741225736677,2607.9614,51.375
3577.340347235906,2668.0368,50.75
2589.3368293779213,1973.4025,51.5
3055.215386597938,2269.3162500000003,50.608695652173914
1554.1198329093672,1092.7528,48.73684210526316
2918.473392592593,2129.6968,50.0
3593.1122833472705,2669.6501500000004,50.61904761904762
3587.4840218555187,2656.2772,50.5
3616.650108695652,2626.3575,49.833333333333336
3516.6124999999997,2613.2625,50.625
2261.1188377431026,1608.5947500000002,49.13333333333333
3642.9237043010744,2687.5485,50.375
3594.916249318058,2694.105,50.916666666666664
3565.8217322373403,2681.9682500000004,51.041666666666664
3604.0259083820665,2681.458,50.666666666666664
3474.8791481542103,2604.1467000000002,50.916666666666664
3571.2226382104877,2644.2368,50.5
3308.746104639282,2555.0371,51.958333333333336
3322.478520246106,2489.9345000000003,50.916666666666664
3674.7158218931418,2658.781,49.708333333333336
3511.1197029009304,2618.6484,50.75
6206.8793985578495,2581.3550000000005,32.958333333333336
2451.7080716705154,1838.6631,50.94117647058823
3442.4422185782555,2636.16115,51.666666666666664
3433.5222856166843,2616.7787,51.5
3325.526583716475,2527.85715,51.40909090909091
3542.8267752688175,2506.6322999999998,48.94736842105263
1509.2310331626556,792.2752999999999,39.45454545454545
5925.0201969396185,2523.3921,33.583333333333336
3174.808686225896,2345.0373,50.416666666666664
3708.337502365801,2497.352,47.291666666666664
3206.3906225955197,2529.49005,52.708333333333336
3120.5152768610183,2310.5199999999995,50.5
3045.137632321151,2257.43685,50.541666666666664
3474.7288987876586,2604.0341,50.916666666666664
3501.7214985257992,2621.1033,50.875
3330.0268741830064,2501.60775,51.0
3358.3881216607815,2532.0325000000003,51.125
3267.7889146341463,2472.6195,51.25
2668.1465785906057,1966.9813,50.35
3439.5445859981933,2602.5809,51.25
3132.123319383617,2378.5104,51.375
3266.5277590909086,2349.0526499999996,49.5
3011.040991577364,2287.6342,51.391304347826086
3066.919387969177,2216.3134,49.666666666666664
3283.5140679455085,2393.1647999999996,49.958333333333336
3131.1847896587255,2346.575,50.916666666666664
2090.9986391196308,1624.3247999999999,52.166666666666664
3499.4357826451555,2613.0846,50.791666666666664
3267.0817979988806,2358.08025,49.625
3459.4785932178934,2623.9533,51.333333333333336
3523.4610641975314,2618.3518000000004,50.625
3374.8957844054585,2510.9812,50.666666666666664
2670.484026045996,1955.85,50.125
2242.3891174060336,1663.3445,50.5625
3411.798242668863,2532.3111000000004,50.583333333333336
3562.4639290464415,2640.9438,50.541666666666664
3329.7471126715086,2546.8145999999997,51.625
2932.6934535336677,2134.8720000000003,49.916666666666664
2539.330490271205,1957.324,51.89473684210526
3249.206127219564,2530.0497000000005,52.25
3193.4452345377167,2407.675,51.125
3317.107929522621,2558.4425,51.916666666666664
3303.1845037712887,2508.41295,51.375
3320.4890051442,2509.4811,51.208333333333336
3850.4810685185184,2560.66475,46.875
2789.998791748297,2013.73625,49.625
3403.648409969414,2553.8384000000005,50.958333333333336
3363.3855416367983,2575.62095,51.666666666666664
3509.993465921076,2630.4620999999997,50.916666666666664
3450.78590831462,2633.0858,51.541666666666664
3423.309007881773,2553.1578,50.75
2430.5411474537036,1762.1569000000002,49.77777777777778
1367.8228624952596,964.5108,48.833333333333336
3345.8123953161594,2689.7616,53.375
3195.921910268563,2524.2156,52.75
2212.357746625789,1737.472,52.55
3326.852077312864,2543.4098000000004,51.608695652173914
3550.049840003596,2705.58745,51.5
3603.6549979996366,2700.654,50.916666666666664
3432.1878614833195,2532.0792,50.375
3190.9666247310815,2275.1236,49.208333333333336
3310.1501655374886,2504.6727499999997,51.25
2897.3464390572385,2127.7228,50.21739130434783
3350.6501460032628,2523.1635,51.083333333333336
3307.4382632996635,2508.6334,51.333333333333336
3314.571457971796,2529.1488,51.541666666666664
2852.111913043478,2189.322,51.75
