pattern_number,hole_number,hole_id,actual_x,actual_y,actual_collar_rl,actual_toe_rl,actual_hole_length_m,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,actual_stemming_m,design_explosive_column_m,actual_explosive_column_m,design_explosive_kg,actual_explosive_kg,charge_factor_kg_per_m,charge_variance_pct,charge_status
17,25,17-H-025,363797.256,6591748.962,200.034,183.777,16.257,ANFO,0.8,229.0,4.6,4.57,11.65,11.68,383.968,384.937,23.678,0.25,As charged
17,26,17-H-026,363768.133,6591845.021,200.025,183.89,16.135,ANFO,0.8,229.0,4.62,3.74,11.52,12.4,379.56,408.512,25.318,7.63,Minor variance
17,27,17-H-027,363770.049,6591836.48,200.031,183.565,16.466,ANFO,0.8,229.0,4.7,3.84,11.76,12.63,387.561,416.147,25.273,7.38,Minor variance
17,28,17-H-028,363771.856,6591829.331,200.093,184.215,15.878,ANFO,0.8,229.0,4.76,4.96,11.12,10.92,366.387,359.854,22.664,-1.78,As charged
17,29,17-H-029,363772.844,6591820.937,200.094,184.104,15.99,ANFO,0.8,229.0,4.6,4.01,11.39,11.98,375.287,394.84,24.693,5.21,As charged
17,30,17-H-030,363775.395,6591813.677,199.967,183.031,16.936,ANFO,0.8,229.0,4.9,6.63,12.03,10.31,396.459,339.615,20.053,-14.34,Undercharged - review
17,31,17-H-031,363777.337,6591805.798,199.968,183.528,16.44,ANFO,0.8,229.0,4.98,5.82,11.46,10.62,377.565,349.902,21.284,-7.33,Minor variance
17,32,17-H-032,363779.639,6591798.498,199.866,184.642,15.224,ANFO,0.8,229.0,4.5,4.58,10.73,10.65,353.426,350.794,23.042,-0.74,As charged
17,33,17-H-033,363780.416,6591790.069,200.028,183.646,16.382,ANFO,0.8,229.0,4.93,4.15,11.45,12.23,377.261,402.951,24.597,6.81,Minor variance
17,34,17-H-034,363782.025,6591782.359,199.966,183.973,15.993,ANFO,0.8,229.0,5.29,5.02,10.7,10.98,352.533,361.666,22.614,2.59,As charged
17,35,17-H-035,363784.632,6591774.603,200.035,184.141,15.894,ANFO,0.8,229.0,4.57,4.85,11.32,11.04,373.096,363.859,22.893,-2.48,As charged
17,36,17-H-036,363785.868,6591766.993,199.968,182.507,17.461,ANFO,0.8,229.0,5.55,6.44,11.91,11.03,392.317,363.293,20.806,-7.4,Minor variance
17,37,17-H-037,363787.977,6591759.019,199.94,182.894,17.046,ANFO,0.8,229.0,5.3,5.61,11.75,11.44,387.041,376.976,22.115,-2.6,As charged
17,38,17-H-038,363789.455,6591751.432,200.035,184.278,15.757,ANFO,0.8,229.0,4.64,4.78,11.12,10.98,366.41,361.671,22.953,-1.29,As charged
17,39,17-H-039,363791.298,6591743.556,200.035,184.077,15.958,ANFO,0.8,229.0,4.65,5.2,11.3,10.76,372.477,354.401,22.208,-4.85,As charged
17,40,17-H-040,363762.33,6591838.837,200.001,183.244,16.757,ANFO,0.8,229.0,4.91,4.72,11.85,12.04,390.418,396.73,23.675,1.62,As charged
17,41,17-H-041,363763.826,6591831.5,200.122,183.767,16.355,ANFO,0.8,229.0,4.86,4.16,11.49,12.19,378.675,401.794,24.567,6.11,Minor variance
17,42,17-H-042,363765.713,6591824.209,200.014,183.216,16.798,ANFO,0.8,229.0,5.01,4.28,11.79,12.51,388.36,412.35,24.548,6.18,Minor variance
17,43,17-H-043,363767.446,6591815.551,199.895,182.589,17.306,ANFO,0.8,229.0,5.03,4.74,12.27,12.57,404.43,414.159,23.932,2.41,As charged
17,44,17-H-044,363769.429,6591808.082,200.045,184.251,15.794,ANFO,0.8,229.0,4.76,4.78,11.04,11.01,363.699,362.796,22.971,-0.25,As charged
17,45,17-H-045,363771.35,6591800.587,200.028,183.944,16.084,ANFO,0.8,229.0,4.85,4.98,11.23,11.11,370.091,366.014,22.756,-1.1,As charged
17,46,17-H-046,363772.74,6591792.918,199.919,183.793,16.126,ANFO,0.8,229.0,4.95,5.64,11.17,10.49,368.14,345.647,21.434,-6.11,Minor variance
17,48,17-H-048,363776.713,6591776.93,199.97,185.188,14.782,ANFO,0.8,229.0,4.2,3.99,10.59,10.79,348.794,355.509,24.05,1.93,As charged
17,49,17-H-049,363778.311,6591769.432,199.925,184.329,15.596,ANFO,0.8,229.0,4.89,4.52,10.71,11.08,352.784,364.952,23.4,3.45,As charged
17,50,17-H-050,363780.068,6591761.353,200.104,184.846,15.258,ANFO,0.8,229.0,4.28,4.64,10.98,10.62,361.757,349.919,22.934,-3.27,As charged
17,51,17-H-051,363782.242,6591753.572,200.04,185.69,14.35,ANFO,0.8,229.0,4.44,3.9,9.91,10.45,326.404,344.237,23.989,5.46,As charged
17,52,17-H-052,363783.523,6591745.918,199.941,183.624,16.317,ANFO,0.8,229.0,5.34,5.89,10.97,10.43,361.527,343.683,21.063,-4.94,As charged
17,53,17-H-053,363785.599,6591738.136,199.969,183.432,16.537,ANFO,0.8,229.0,4.87,4.98,11.67,11.56,384.465,380.86,23.031,-0.94,As charged
17,54,17-H-054,363754.345,6591841.377,200.003,184.529,15.474,ANFO,0.8,229.0,4.6,4.16,10.87,11.31,358.193,372.713,24.086,4.05,As charged
17,55,17-H-055,363756.498,6591833.825,199.954,183.898,16.056,ANFO,0.8,229.0,4.65,4.26,11.41,11.8,375.923,388.741,24.212,3.41,As charged
17,56,17-H-056,363758.111,6591826.145,200.087,183.572,16.515,ANFO,0.8,229.0,4.81,4.8,11.71,11.71,385.773,385.979,23.371,0.05,As charged
17,57,17-H-057,363760.056,6591818.747,199.833,183.61,16.223,ANFO,0.8,229.0,4.53,4.86,11.7,11.36,385.413,374.285,23.071,-2.89,As charged
17,58,17-H-058,363761.659,6591810.451,199.974,182.882,17.092,ANFO,0.8,229.0,5.23,5.7,11.86,11.39,390.806,375.198,21.952,-3.99,As charged
17,59,17-H-059,363763.363,6591802.753,200.038,183.813,16.225,ANFO,0.8,229.0,4.99,5.29,11.24,10.93,370.311,360.184,22.199,-2.73,As charged
17,60,17-H-060,363764.853,6591795.182,200.042,183.416,16.626,ANFO,0.8,229.0,4.97,4.59,11.66,12.04,384.141,396.604,23.854,3.24,As charged
17,61,17-H-061,363766.93,6591787.348,199.949,181.819,18.13,ANFO,0.8,229.0,4.87,5.84,13.26,12.29,436.814,404.831,22.329,-7.32,Minor variance
17,62,17-H-062,363768.887,6591779.597,199.964,183.847,16.117,ANFO,0.8,229.0,4.82,4.83,11.3,11.29,372.386,371.863,23.073,-0.14,As charged
17,63,17-H-063,363770.425,6591771.802,199.971,183.482,16.489,ANFO,0.8,229.0,4.87,4.92,11.62,11.57,382.818,381.262,23.122,-0.41,As charged
17,64,17-H-064,363772.15,6591764.597,200.046,184.284,15.762,ANFO,0.8,229.0,4.45,5.62,11.31,10.14,372.76,334.129,21.198,-10.36,Minor variance
17,65,17-H-065,363773.431,6591756.076,200.036,183.737,16.299,ANFO,0.8,229.0,4.85,4.7,11.45,11.59,377.166,382.036,23.439,1.29,As charged
17,66,17-H-066,363776.388,6591748.296,199.988,183.742,16.246,ANFO,0.8,229.0,4.92,4.26,11.32,11.99,373.074,395.059,24.317,5.89,As charged
17,67,17-H-067,363777.743,6591740.44,199.939,184.206,15.733,ANFO,0.8,229.0,4.71,5.43,11.02,10.31,363.171,339.556,21.582,-6.5,Minor variance
17,68,17-H-068,363748.666,6591836.681,200.049,183.875,16.174,ANFO,0.8,229.0,4.66,5.01,11.51,11.17,379.348,367.947,22.749,-3.01,As charged
17,69,17-H-069,363750.027,6591828.882,200.085,183.607,16.478,ANFO,0.8,229.0,4.69,4.87,11.79,11.6,388.439,382.326,23.202,-1.57,As charged
17,70,17-H-070,363752.057,6591820.449,200.025,184.108,15.917,ANFO,0.8,229.0,4.73,4.47,11.19,11.45,368.582,377.125,23.693,2.32,As charged
17,71,17-H-071,363753.933,6591812.784,199.979,183.492,16.487,ANFO,0.8,229.0,4.46,4.54,12.03,11.95,396.319,393.683,23.878,-0.67,As charged
17,72,17-H-072,363755.526,6591805.162,200.057,183.668,16.389,ANFO,0.8,229.0,4.88,5.76,11.51,10.63,379.238,350.367,21.378,-7.61,Minor variance
17,73,17-H-073,363757.386,6591797.295,200.045,183.741,16.304,ANFO,0.8,229.0,4.49,4.42,11.82,11.88,389.339,391.412,24.007,0.53,As charged
17,74,17-H-074,363759.08,6591789.644,200.068,183.202,16.866,ANFO,0.8,229.0,4.76,4.48,12.11,12.38,399.001,408.053,24.194,2.27,As charged
17,75,17-H-075,363761.181,6591781.645,200.005,185.989,14.016,ANFO,0.8,229.0,4.28,5.42,9.73,8.59,320.739,283.173,20.204,-11.71,Minor variance
17,76,17-H-076,363763.33,6591774.619,200.073,184.186,15.887,ANFO,0.8,229.0,4.64,4.64,11.25,11.25,370.67,370.616,23.328,-0.01,As charged
17,77,17-H-077,363764.717,6591765.684,199.989,183.294,16.695,ANFO,0.8,229.0,5.04,5.04,11.66,11.65,384.055,383.999,23.001,-0.01,As charged
17,78,17-H-078,363766.484,6591758.044,200.075,183.599,16.476,ANFO,0.8,229.0,4.94,5.41,11.53,11.06,379.962,364.555,22.126,-4.05,As charged
17,79,17-H-079,363768.595,6591750.484,200.041,183.479,16.562,ANFO,0.8,229.0,4.96,5.06,11.6,11.51,382.165,379.109,22.89,-0.8,As charged
17,80,17-H-080,363771.35,6591742.481,200.01,183.75,16.26,ANFO,0.8,229.0,4.95,4.96,11.31,11.3,372.686,372.313,22.897,-0.1,As charged
17,81,17-H-081,363772.112,6591735.065,199.993,183.328,16.665,ANFO,0.8,229.0,4.99,4.76,11.67,11.91,384.656,392.285,23.539,1.98,As charged
17,82,17-H-082,363740.8,6591838.659,200.064,183.898,16.166,ANFO,0.8,229.0,5.34,5.85,10.82,10.32,356.561,339.879,21.024,-4.68,As charged
17,83,17-H-083,363742.6,6591831.27,199.948,184.297,15.651,ANFO,0.8,229.0,4.63,3.96,11.02,11.69,363.099,385.333,24.62,6.12,Minor variance
17,84,17-H-084,363744.231,6591822.966,200.038,184.341,15.697,ANFO,0.8,229.0,4.47,5.15,11.23,10.55,369.989,347.533,22.14,-6.07,Minor variance
17,85,17-H-085,363745.041,6591815.75,199.95,184.302,15.648,ANFO,0.8,229.0,4.78,5.2,10.87,10.45,358.028,344.262,22.0,-3.85,As charged
17,86,17-H-086,363748.459,6591807.456,200.033,183.963,16.07,ANFO,0.8,229.0,5.25,4.01,10.82,12.06,356.472,397.258,24.72,11.44,Over design - review
17,87,17-H-087,363749.695,6591799.811,200.032,184.391,15.641,ANFO,0.8,229.0,4.51,4.42,11.13,11.22,366.703,369.571,23.628,0.78,As charged
17,88,17-H-088,363751.693,6591792.006,199.909,183.917,15.992,ANFO,0.8,229.0,4.79,4.64,11.2,11.35,369.065,373.982,23.386,1.33,As charged
17,89,17-H-089,363753.358,6591783.92,199.967,184.344,15.623,ANFO,0.8,229.0,4.16,4.32,11.46,11.3,377.645,372.343,23.833,-1.4,As charged
17,90,17-H-090,363755.114,6591776.202,200.033,183.434,16.599,ANFO,0.8,229.0,5.1,4.7,11.5,11.9,378.802,392.175,23.626,3.53,As charged
17,91,17-H-091,363756.945,6591768.816,199.891,183.426,16.465,ANFO,0.8,229.0,4.75,5.29,11.71,11.17,385.977,368.1,22.356,-4.63,As charged
17,92,17-H-092,363758.493,6591760.796,200.043,183.929,16.114,ANFO,0.8,229.0,4.95,5.09,11.17,11.03,367.959,363.394,22.551,-1.24,As charged
17,93,17-H-093,363760.569,6591753.044,199.888,183.416,16.472,ANFO,0.8,229.0,4.92,6.69,11.55,9.78,380.591,322.331,19.568,-15.31,Undercharged - review
17,94,17-H-094,363762.311,6591745.242,200.029,183.46,16.569,ANFO,0.8,229.0,5.15,5.32,11.42,11.25,376.14,370.626,22.369,-1.47,As charged
17,95,17-H-095,363764.178,6591736.964,199.952,183.814,16.138,ANFO,0.8,229.0,4.75,3.86,11.39,12.28,375.197,404.488,25.064,7.81,Minor variance
17,96,17-H-096,363765.784,6591729.335,200.046,183.325,16.721,ANFO,0.8,229.0,4.52,4.55,12.2,12.17,401.922,401.102,23.988,-0.2,As charged
17,97,17-H-097,363734.975,6591833.209,200.065,184.033,16.032,ANFO,0.8,229.0,4.93,4.46,11.11,11.57,365.94,381.213,23.778,4.17,As charged
17,99,17-H-ADD-001,363774.459,6591785.948,200.123,183.498,16.625,ANFO,0.8,165.0,5.01,6.2,11.61,10.43,198.65,178.411,10.731,-10.19,Minor variance
