pattern_number,hole_number,hole_id,actual_x,actual_y,actual_collar_rl,actual_toe_rl,actual_hole_length_m,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,actual_stemming_m,design_explosive_column_m,actual_explosive_column_m,design_explosive_kg,actual_explosive_kg,charge_factor_kg_per_m,charge_variance_pct,charge_status
16,13,16-H-013,363389.658,6591775.455,199.954,183.69,16.264,ANFO,0.8,229.0,4.81,3.89,11.45,12.38,377.434,407.777,25.072,8.04,Minor variance
16,14,16-H-014,363384.117,6591781.476,199.917,184.013,15.904,ANFO,0.8,229.0,4.77,4.54,11.13,11.37,366.801,374.553,23.551,2.11,As charged
16,15,16-H-015,363378.649,6591787.136,200.022,184.043,15.979,ANFO,0.8,229.0,4.97,5.32,11.01,10.66,362.781,351.344,21.988,-3.15,As charged
16,16,16-H-016,363372.914,6591793.016,199.964,182.776,17.188,ANFO,0.8,229.0,5.04,4.66,12.15,12.53,400.208,412.949,24.025,3.18,As charged
16,17,16-H-017,363367.73,6591798.478,200.075,182.953,17.122,ANFO,0.8,229.0,5.33,5.19,11.79,11.93,388.418,393.001,22.953,1.18,As charged
16,18,16-H-018,363362.435,6591804.847,200.031,183.149,16.882,ANFO,0.8,229.0,4.59,4.56,12.3,12.32,405.119,406.022,24.051,0.22,As charged
16,19,16-H-019,363392.466,6591783.168,200.024,183.778,16.246,ANFO,0.8,229.0,4.99,4.85,11.25,11.4,370.755,375.634,23.122,1.32,As charged
16,20,16-H-020,363386.704,6591789.036,200.043,184.037,16.006,ANFO,0.8,229.0,4.66,4.59,11.34,11.41,373.769,376.1,23.497,0.62,As charged
16,21,16-H-021,363381.073,6591794.885,200.011,183.485,16.526,ANFO,0.8,229.0,4.94,4.99,11.59,11.54,381.845,380.084,22.999,-0.46,As charged
16,22,16-H-022,363375.23,6591801.048,200.052,183.274,16.778,ANFO,0.8,229.0,5.17,4.26,11.61,12.52,382.453,412.628,24.593,7.89,Minor variance
16,23,16-H-023,363369.729,6591806.544,200.058,183.904,16.154,ANFO,0.8,229.0,4.82,6.22,11.33,9.94,373.424,327.444,20.27,-12.31,Undercharged - review
16,24,16-H-024,363364.783,6591812.407,199.966,183.734,16.232,ANFO,0.8,229.0,4.8,5.19,11.43,11.04,376.587,363.734,22.408,-3.41,As charged
16,25,16-H-025,363394.207,6591791.051,200.084,183.988,16.096,ANFO,0.8,229.0,5.27,4.73,10.82,11.37,356.679,374.538,23.269,5.01,As charged
16,26,16-H-026,363388.632,6591796.905,200.09,185.04,15.05,ANFO,0.8,229.0,4.53,4.21,10.52,10.84,346.665,357.116,23.729,3.01,As charged
16,27,16-H-027,363383.431,6591802.324,199.978,184.599,15.379,ANFO,0.8,229.0,4.58,3.85,10.8,11.53,355.828,379.911,24.703,6.77,Minor variance
16,28,16-H-028,363378.429,6591808.359,200.04,182.818,17.222,ANFO,0.8,229.0,5.18,5.89,12.04,11.33,396.696,373.447,21.684,-5.86,As charged
16,29,16-H-029,363372.681,6591814.171,199.986,183.303,16.683,ANFO,0.8,229.0,5.15,5.41,11.53,11.27,380.045,371.434,22.264,-2.27,As charged
16,30,16-H-030,363367.112,6591819.899,200.019,184.717,15.302,ANFO,0.8,229.0,4.77,4.13,10.54,11.17,347.138,367.98,24.048,6.0,Minor variance
16,31,16-H-031,363396.867,6591798.808,199.905,186.097,13.808,ANFO,0.8,229.0,4.06,3.95,9.75,9.86,321.131,324.977,23.535,1.2,As charged
16,32,16-H-032,363391.245,6591804.251,199.99,183.312,16.678,ANFO,0.8,229.0,5.17,4.88,11.51,11.8,379.233,388.816,23.313,2.53,As charged
16,33,16-H-033,363385.724,6591810.255,200.009,183.568,16.441,ANFO,0.8,229.0,5.19,4.67,11.25,11.77,370.629,387.85,23.59,4.65,As charged
16,34,16-H-034,363380.256,6591816.342,199.992,185.612,14.38,ANFO,0.8,229.0,4.03,3.58,10.35,10.8,340.92,355.712,24.737,4.34,As charged
16,35,16-H-035,363374.731,6591822.119,199.979,185.275,14.704,ANFO,0.8,229.0,4.05,4.19,10.65,10.51,350.961,346.403,23.558,-1.3,As charged
16,36,16-H-036,363369.273,6591827.709,199.973,183.625,16.348,ANFO,0.8,229.0,5.41,4.92,10.93,11.43,360.284,376.623,23.038,4.53,As charged
16,37,16-H-037,363393.472,6591812.481,200.009,184.145,15.864,ANFO,0.8,229.0,4.4,3.67,11.47,12.19,377.867,401.653,25.319,6.29,Minor variance
16,38,16-H-038,363388.366,6591817.964,200.018,184.268,15.75,ANFO,0.8,229.0,4.85,3.9,10.9,11.85,359.247,390.564,24.798,8.72,Minor variance
16,39,16-H-039,363382.714,6591823.838,199.962,184.708,15.254,ANFO,0.8,229.0,4.42,4.01,10.83,11.24,356.843,370.453,24.286,3.81,As charged
16,40,16-H-040,363377.417,6591829.596,199.937,183.296,16.641,ANFO,0.8,229.0,5.06,4.62,11.58,12.02,381.651,396.175,23.807,3.81,As charged
16,41,16-H-041,363396.451,6591819.927,200.127,184.065,16.062,ANFO,0.8,229.0,4.69,4.52,11.37,11.54,374.549,380.176,23.669,1.5,As charged
16,42,16-H-042,363390.404,6591825.808,199.89,183.802,16.088,ANFO,0.8,229.0,5.08,5.13,11.0,10.96,362.599,361.026,22.441,-0.43,As charged
16,43,16-H-043,363385.115,6591831.621,200.064,183.83,16.234,ANFO,0.8,229.0,4.68,4.37,11.56,11.87,380.808,390.951,24.082,2.66,As charged
16,44,16-H-044,363379.223,6591837.845,199.929,184.014,15.915,ANFO,0.8,229.0,5.14,4.46,10.77,11.45,354.939,377.343,23.71,6.31,Minor variance
16,45,16-H-045,363392.899,6591833.389,199.983,184.34,15.643,ANFO,0.8,229.0,4.3,4.06,11.34,11.58,373.797,381.684,24.4,2.11,As charged
16,46,16-H-046,363387.403,6591839.332,199.998,183.273,16.725,ANFO,0.8,229.0,5.27,5.93,11.46,10.8,377.595,355.75,21.271,-5.79,As charged
16,47,16-H-047,363395.167,6591841.837,199.943,183.717,16.226,ANFO,0.8,229.0,5.17,4.77,11.06,11.46,364.43,377.611,23.272,3.62,As charged
16,48,16-H-048,363389.842,6591847.04,200.028,185.269,14.759,ANFO,0.8,229.0,4.34,4.38,10.42,10.38,343.323,342.0,23.172,-0.39,As charged
16,49,16-H-049,363397.457,6591848.874,200.002,183.877,16.125,ANFO,0.8,229.0,5.09,4.76,11.04,11.36,363.627,374.398,23.219,2.96,As charged
