pattern_number,hole_number,hole_id,actual_x,actual_y,actual_collar_rl,actual_toe_rl,actual_hole_length_m,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,actual_stemming_m,design_explosive_column_m,actual_explosive_column_m,design_explosive_kg,actual_explosive_kg,charge_factor_kg_per_m,charge_variance_pct,charge_status
15,15,15-H-015,363675.569,6591857.521,200.103,183.933,16.17,ANFO,0.8,229.0,5.21,4.63,10.96,11.54,361.056,380.371,23.523,5.35,As charged
15,16,15-H-016,363674.377,6591850.015,199.995,184.07,15.925,ANFO,0.8,229.0,4.61,3.42,11.31,12.5,372.792,411.931,25.867,10.5,Over design - review
15,17,15-H-017,363674.885,6591841.408,199.988,183.993,15.995,ANFO,0.8,229.0,4.81,3.93,11.18,12.07,368.514,397.68,24.863,7.91,Minor variance
15,18,15-H-018,363667.448,6591869.539,199.957,183.388,16.569,ANFO,0.8,229.0,4.96,4.4,11.61,12.17,382.537,400.903,24.196,4.8,As charged
15,19,15-H-019,363667.769,6591861.595,199.951,183.841,16.11,ANFO,0.8,229.0,5.31,4.83,10.8,11.28,355.871,371.645,23.069,4.43,As charged
15,20,15-H-020,363668.294,6591852.867,200.105,184.217,15.888,ANFO,0.8,229.0,5.0,4.98,10.89,10.91,358.843,359.527,22.629,0.19,As charged
15,21,15-H-021,363667.751,6591845.182,199.951,184.403,15.548,ANFO,0.8,229.0,4.4,4.12,11.15,11.43,367.382,376.578,24.22,2.5,As charged
15,22,15-H-022,363668.088,6591837.476,199.97,183.692,16.278,ANFO,0.8,229.0,4.73,4.19,11.55,12.09,380.485,398.43,24.477,4.72,As charged
15,23,15-H-023,363660.615,6591864.286,200.02,183.364,16.656,ANFO,0.8,229.0,4.82,4.37,11.83,12.29,389.853,404.803,24.304,3.83,As charged
15,24,15-H-024,363660.71,6591857.845,200.005,183.988,16.017,ANFO,0.8,229.0,4.77,4.37,11.25,11.64,370.56,383.613,23.95,3.52,As charged
15,25,15-H-025,363660.696,6591849.587,200.044,183.978,16.066,ANFO,0.8,229.0,4.42,3.82,11.65,12.25,383.815,403.503,25.115,5.13,As charged
15,26,15-H-026,363660.632,6591840.991,199.998,182.703,17.295,ANFO,0.8,229.0,5.25,5.59,12.05,11.7,396.949,385.558,22.293,-2.87,As charged
15,27,15-H-027,363660.716,6591833.676,200.085,183.761,16.324,ANFO,0.8,229.0,4.79,4.27,11.53,12.05,379.985,397.107,24.327,4.51,As charged
15,28,15-H-028,363653.807,6591869.662,199.923,182.994,16.929,ANFO,0.8,229.0,5.11,4.53,11.82,12.4,389.525,408.571,24.134,4.89,As charged
15,29,15-H-029,363654.267,6591861.464,200.083,184.178,15.905,ANFO,0.8,229.0,4.39,3.69,11.52,12.21,379.498,402.407,25.301,6.04,Minor variance
15,30,15-H-030,363653.813,6591853.708,200.097,183.739,16.358,ANFO,0.8,229.0,4.58,4.28,11.78,12.08,388.191,397.881,24.323,2.5,As charged
15,31,15-H-031,363654.279,6591845.333,200.072,184.43,15.642,ANFO,0.8,229.0,4.3,3.54,11.34,12.11,373.703,398.885,25.501,6.74,Minor variance
15,32,15-H-032,363653.766,6591837.67,199.968,183.872,16.096,ANFO,0.8,229.0,5.21,5.4,10.89,10.7,358.77,352.583,21.905,-1.72,As charged
15,33,15-H-033,363646.502,6591865.317,199.984,183.607,16.377,ANFO,0.8,229.0,4.93,4.31,11.45,12.07,377.281,397.74,24.286,5.42,As charged
15,34,15-H-034,363646.849,6591857.387,199.895,183.872,16.023,ANFO,0.8,229.0,5.03,4.13,10.99,11.89,362.105,391.921,24.46,8.23,Minor variance
15,35,15-H-035,363646.871,6591849.515,199.973,183.637,16.336,ANFO,0.8,229.0,4.83,4.5,11.5,11.84,378.982,389.994,23.873,2.91,As charged
15,36,15-H-036,363647.341,6591841.07,199.921,184.071,15.85,ANFO,0.8,229.0,5.04,4.88,10.81,10.97,356.044,361.537,22.81,1.54,As charged
15,37,15-H-037,363646.997,6591833.769,200.031,183.648,16.383,ANFO,0.8,229.0,4.64,4.42,11.75,11.96,387.002,394.124,24.057,1.84,As charged
15,38,15-H-038,363639.683,6591869.53,199.929,183.095,16.834,ANFO,0.8,229.0,5.3,4.59,11.53,12.24,379.996,403.36,23.961,6.15,Minor variance
15,39,15-H-039,363640.607,6591860.888,199.948,184.387,15.561,ANFO,0.8,229.0,4.85,4.7,10.71,10.86,352.887,357.758,22.991,1.38,As charged
15,40,15-H-040,363640.037,6591853.653,199.839,183.271,16.568,ANFO,0.8,229.0,5.49,4.59,11.08,11.98,365.132,394.719,23.824,8.1,Minor variance
15,41,15-H-041,363639.956,6591845.288,199.946,184.266,15.68,ANFO,0.8,229.0,4.82,4.9,10.86,10.78,357.889,355.237,22.655,-0.74,As charged
15,42,15-H-042,363639.657,6591837.588,199.95,183.636,16.314,ANFO,0.8,229.0,5.29,5.73,11.02,10.59,363.255,348.848,21.383,-3.97,As charged
15,43,15-H-043,363639.824,6591829.67,200.029,183.791,16.238,ANFO,0.8,229.0,4.51,4.35,11.73,11.89,386.542,391.662,24.12,1.32,As charged
15,44,15-H-044,363632.857,6591865.526,200.063,183.993,16.07,ANFO,0.8,229.0,4.92,4.91,11.15,11.16,367.33,367.734,22.883,0.11,As charged
15,45,15-H-045,363632.783,6591857.603,200.106,184.779,15.327,ANFO,0.8,229.0,4.93,3.76,10.4,11.57,342.548,381.126,24.866,11.26,Over design - review
15,46,15-H-046,363632.993,6591849.964,199.954,183.81,16.144,ANFO,0.8,229.0,4.66,4.93,11.48,11.21,378.235,369.388,22.881,-2.34,As charged
15,47,15-H-047,363632.618,6591841.689,199.908,183.17,16.738,ANFO,0.8,229.0,5.4,5.96,11.34,10.78,373.574,355.222,21.223,-4.91,As charged
15,48,15-H-048,363632.854,6591833.656,200.041,183.649,16.392,ANFO,0.8,229.0,5.05,4.66,11.34,11.73,373.726,386.461,23.576,3.41,As charged
15,49,15-H-049,363625.525,6591869.364,200.014,184.107,15.907,ANFO,0.8,229.0,4.9,4.08,11.01,11.83,362.637,389.653,24.496,7.45,Minor variance
15,50,15-H-050,363625.646,6591861.455,199.92,184.241,15.679,ANFO,0.8,229.0,4.72,3.47,10.96,12.21,361.235,402.297,25.658,11.37,Over design - review
15,51,15-H-051,363625.483,6591853.496,199.99,183.758,16.232,ANFO,0.8,229.0,4.63,3.49,11.61,12.74,382.429,419.684,25.855,9.74,Minor variance
15,52,15-H-052,363626.025,6591845.612,200.013,183.706,16.307,ANFO,0.8,229.0,4.76,4.3,11.55,12.01,380.624,395.703,24.266,3.96,As charged
15,53,15-H-053,363625.591,6591837.522,199.981,183.804,16.177,ANFO,0.8,229.0,5.06,5.12,11.12,11.05,366.244,364.247,22.516,-0.55,As charged
15,54,15-H-054,363618.893,6591865.575,200.049,184.793,15.256,ANFO,0.8,229.0,4.53,4.13,10.73,11.13,353.451,366.619,24.031,3.73,As charged
15,55,15-H-055,363619.127,6591857.216,199.958,184.092,15.866,ANFO,0.8,229.0,4.85,4.4,11.02,11.47,363.095,377.786,23.811,4.05,As charged
15,56,15-H-056,363618.921,6591849.522,200.031,182.219,17.812,ANFO,0.8,229.0,5.07,4.19,12.74,13.63,419.926,448.94,25.204,6.91,Minor variance
15,57,15-H-057,363618.94,6591841.464,199.975,184.008,15.967,ANFO,0.8,229.0,5.2,5.55,10.77,10.42,354.818,343.174,21.493,-3.28,As charged
15,58,15-H-058,363618.904,6591833.513,199.978,184.412,15.566,ANFO,0.8,229.0,4.34,3.69,11.22,11.87,369.784,391.233,25.134,5.8,As charged
15,59,15-H-059,363611.875,6591869.398,199.966,183.649,16.317,ANFO,0.8,229.0,4.97,3.85,11.35,12.46,373.882,410.682,25.169,9.84,Minor variance
15,60,15-H-060,363611.939,6591860.989,199.981,182.713,17.268,ANFO,0.8,229.0,5.35,4.94,11.92,12.32,392.635,406.066,23.516,3.42,As charged
15,61,15-H-061,363611.587,6591853.582,200.087,183.624,16.463,ANFO,0.8,229.0,4.55,3.17,11.91,13.29,392.397,438.021,26.606,11.63,Over design - review
15,62,15-H-062,363611.546,6591845.847,200.054,183.276,16.778,ANFO,0.8,229.0,4.88,4.68,11.9,12.1,392.149,398.643,23.76,1.66,As charged
15,63,15-H-063,363611.822,6591837.53,199.991,183.992,15.999,ANFO,0.8,229.0,4.89,4.57,11.11,11.43,365.984,376.704,23.545,2.93,As charged
15,64,15-H-064,363604.66,6591865.769,200.025,183.865,16.16,ANFO,0.8,229.0,5.05,6.38,11.11,9.78,365.928,322.148,19.935,-11.96,Minor variance
15,65,15-H-065,363604.744,6591857.305,200.097,184.364,15.733,ANFO,0.8,229.0,4.95,3.91,10.78,11.82,355.227,389.499,24.757,9.65,Minor variance
15,66,15-H-066,363605.204,6591849.325,200.042,183.45,16.592,ANFO,0.8,229.0,5.11,4.5,11.48,12.09,378.366,398.298,24.005,5.27,As charged
15,67,15-H-067,363604.542,6591841.545,200.027,183.501,16.526,ANFO,0.8,229.0,5.32,6.28,11.21,10.25,369.353,337.662,20.432,-8.58,Minor variance
15,68,15-H-068,363604.718,6591833.307,199.969,185.693,14.276,ANFO,0.8,229.0,4.2,3.68,10.07,10.6,331.837,349.243,24.464,5.25,As charged
15,69,15-H-069,363597.127,6591868.899,199.937,183.827,16.11,ANFO,0.8,229.0,4.71,4.01,11.4,12.1,375.694,398.575,24.741,6.09,Minor variance
15,70,15-H-070,363597.713,6591861.336,200.02,184.016,16.004,ANFO,0.8,229.0,5.02,4.15,10.98,11.86,361.885,390.744,24.415,7.97,Minor variance
15,71,15-H-071,363597.873,6591853.38,199.879,183.115,16.764,ANFO,0.8,229.0,4.75,4.39,12.02,12.37,395.984,407.7,24.32,2.96,As charged
15,72,15-H-072,363597.759,6591845.538,199.981,183.406,16.575,ANFO,0.8,229.0,5.14,5.27,11.43,11.31,376.75,372.659,22.483,-1.09,As charged
15,73,15-H-073,363597.839,6591837.642,200.018,184.298,15.72,ANFO,0.8,229.0,4.91,5.25,10.81,10.47,356.163,344.899,21.94,-3.16,As charged
15,74,15-H-074,363590.703,6591865.641,199.994,183.561,16.433,ANFO,0.8,229.0,4.7,4.38,11.73,12.05,386.625,397.054,24.162,2.7,As charged
15,75,15-H-075,363590.751,6591857.378,199.966,184.045,15.921,ANFO,0.8,229.0,5.15,5.15,10.78,10.77,355.048,354.814,22.286,-0.07,As charged
15,76,15-H-076,363590.602,6591849.54,199.928,184.252,15.676,ANFO,0.8,229.0,4.34,4.13,11.34,11.54,373.642,380.314,24.261,1.79,As charged
15,78,15-H-078,363590.953,6591833.526,199.998,182.952,17.046,ANFO,0.8,229.0,5.32,5.23,11.73,11.82,386.403,389.417,22.845,0.78,As charged
15,79,15-H-079,363583.589,6591869.453,200.026,184.537,15.489,ANFO,0.8,229.0,4.7,4.04,10.79,11.44,355.655,377.101,24.346,6.03,Minor variance
15,80,15-H-080,363583.873,6591861.642,200.038,183.549,16.489,ANFO,0.8,229.0,4.82,3.71,11.67,12.78,384.462,420.933,25.528,9.49,Minor variance
15,81,15-H-081,363583.813,6591853.194,200.032,184.125,15.907,ANFO,0.8,229.0,5.19,4.25,10.72,11.65,353.192,383.94,24.137,8.71,Minor variance
15,82,15-H-082,363583.807,6591845.096,200.148,183.847,16.301,ANFO,0.8,229.0,4.93,4.6,11.37,11.7,374.522,385.582,23.654,2.95,As charged
15,83,15-H-083,363583.693,6591837.846,199.939,182.755,17.184,ANFO,0.8,229.0,5.1,4.29,12.09,12.89,398.277,424.756,24.718,6.65,Minor variance
15,84,15-H-084,363576.85,6591865.422,199.957,183.583,16.374,ANFO,0.8,229.0,5.47,4.68,10.9,11.7,359.312,385.397,23.537,7.26,Minor variance
15,85,15-H-085,363576.675,6591857.522,199.978,183.832,16.146,ANFO,0.8,229.0,5.16,4.43,10.98,11.72,361.891,386.013,23.908,6.67,Minor variance
15,86,15-H-086,363576.832,6591849.301,200.05,184.052,15.998,ANFO,0.8,229.0,4.68,4.49,11.32,11.51,373.033,379.144,23.699,1.64,As charged
15,87,15-H-087,363576.791,6591841.453,199.994,184.165,15.829,ANFO,0.8,229.0,4.96,3.95,10.87,11.87,358.08,391.249,24.717,9.26,Minor variance
15,88,15-H-088,363577.424,6591833.188,199.959,183.216,16.743,ANFO,0.8,229.0,5.56,5.08,11.18,11.66,368.367,384.138,22.943,4.28,As charged
15,89,15-H-089,363570.215,6591869.458,200.021,183.65,16.371,ANFO,0.8,229.0,4.99,4.27,11.38,12.1,374.876,398.708,24.355,6.36,Minor variance
15,90,15-H-090,363569.854,6591861.15,199.974,183.598,16.376,ANFO,0.8,229.0,5.48,5.03,10.9,11.34,359.045,373.809,22.827,4.11,As charged
15,91,15-H-091,363569.775,6591853.667,199.91,183.323,16.587,ANFO,0.8,229.0,5.24,4.21,11.35,12.37,373.835,407.72,24.581,9.06,Minor variance
15,92,15-H-092,363569.503,6591845.578,200.102,183.857,16.245,ANFO,0.8,229.0,5.0,4.66,11.25,11.59,370.581,381.853,23.506,3.04,As charged
15,93,15-H-093,363569.672,6591837.246,199.975,184.292,15.683,ANFO,0.8,229.0,4.84,3.96,10.85,11.72,357.392,386.293,24.631,8.09,Minor variance
