pattern_number,hole_number,hole_id,actual_x,actual_y,actual_collar_rl,actual_toe_rl,actual_hole_length_m,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,actual_stemming_m,design_explosive_column_m,actual_explosive_column_m,design_explosive_kg,actual_explosive_kg,charge_factor_kg_per_m,charge_variance_pct,charge_status
22,18,22-H-018,363375.486,6591753.492,200.021,183.724,16.297,ANFO,0.8,229.0,5.02,6.1,11.28,10.19,371.532,335.887,20.61,-9.59,Minor variance
22,19,22-H-019,363368.391,6591757.274,199.973,184.509,15.464,ANFO,0.8,229.0,4.59,5.45,10.87,10.01,358.155,329.91,21.334,-7.89,Minor variance
22,20,22-H-020,363362.05,6591761.854,199.982,183.922,16.06,ANFO,0.8,229.0,4.95,3.67,11.11,12.39,365.963,408.177,25.416,11.54,Over design - review
22,21,22-H-021,363355.427,6591766.37,200.024,185.006,15.018,ANFO,0.8,229.0,4.55,5.14,10.47,9.88,345.072,325.426,21.669,-5.69,As charged
22,23,22-H-023,363341.855,6591775.146,200.055,184.141,15.914,ANFO,0.8,229.0,4.74,5.18,11.18,10.73,368.229,353.68,22.224,-3.95,As charged
22,24,22-H-024,363334.861,6591779.332,199.983,183.984,15.999,ANFO,0.8,229.0,4.76,4.68,11.24,11.32,370.357,373.054,23.317,0.73,As charged
22,25,22-H-025,363375.532,6591761.187,200.064,184.409,15.655,ANFO,0.8,229.0,4.29,4.67,11.36,10.99,374.456,361.982,23.122,-3.33,As charged
22,26,22-H-026,363368.788,6591765.739,199.953,183.22,16.733,ANFO,0.8,229.0,4.84,5.15,11.89,11.59,391.784,381.753,22.814,-2.56,As charged
22,27,22-H-027,363362.542,6591769.592,199.945,183.934,16.011,ANFO,0.8,229.0,4.84,3.86,11.17,12.16,368.0,400.526,25.016,8.84,Minor variance
22,28,22-H-028,363355.262,6591774.366,200.006,183.366,16.64,ANFO,0.8,229.0,5.25,5.7,11.39,10.94,375.335,360.424,21.66,-3.97,As charged
22,29,22-H-029,363349.185,6591778.834,200.001,183.995,16.006,ANFO,0.8,229.0,4.99,5.46,11.01,10.54,362.845,347.416,21.705,-4.25,As charged
22,30,22-H-030,363342.275,6591783.553,200.045,183.899,16.146,ANFO,0.8,229.0,5.02,4.51,11.12,11.63,366.493,383.255,23.737,4.57,As charged
22,31,22-H-031,363335.636,6591786.953,200.023,183.194,16.829,ANFO,0.8,229.0,5.23,6.62,11.6,10.21,382.208,336.402,19.989,-11.98,Minor variance
22,32,22-H-032,363362.681,6591778.374,200.019,184.119,15.9,ANFO,0.8,229.0,4.92,5.33,10.98,10.57,361.789,348.238,21.902,-3.75,As charged
22,33,22-H-033,363355.925,6591781.988,199.919,183.808,16.111,ANFO,0.8,229.0,4.87,4.65,11.24,11.46,370.364,377.539,23.434,1.94,As charged
22,35,22-H-035,363342.757,6591790.792,200.053,183.602,16.451,ANFO,0.8,229.0,4.61,5.02,11.84,11.43,390.236,376.509,22.887,-3.52,As charged
22,36,22-H-036,363335.624,6591795.395,200.002,184.343,15.659,ANFO,0.8,229.0,5.03,4.85,10.63,10.81,350.163,356.294,22.753,1.75,As charged
22,37,22-H-037,363329.523,6591799.99,199.985,183.305,16.68,ANFO,0.8,229.0,4.96,5.28,11.72,11.4,386.325,375.629,22.52,-2.77,As charged
22,38,22-H-038,363356.536,6591790.356,199.994,185.857,14.137,ANFO,0.8,229.0,4.25,4.29,9.89,9.85,325.826,324.404,22.947,-0.44,As charged
22,39,22-H-039,363350.124,6591794.755,199.962,183.759,16.203,ANFO,0.8,229.0,4.84,4.34,11.37,11.86,374.498,390.771,24.117,4.35,As charged
22,40,22-H-040,363342.92,6591798.844,199.947,183.169,16.778,ANFO,0.8,229.0,4.74,5.31,12.04,11.47,396.55,377.848,22.52,-4.72,As charged
22,41,22-H-041,363336.67,6591803.354,200.017,182.343,17.674,ANFO,0.8,229.0,5.0,5.39,12.67,12.28,417.451,404.746,22.901,-3.04,As charged
22,42,22-H-042,363329.409,6591807.863,200.063,184.036,16.027,ANFO,0.8,229.0,4.85,5.84,11.17,10.18,368.209,335.527,20.935,-8.88,Minor variance
22,43,22-H-043,363356.969,6591797.957,199.935,183.498,16.437,ANFO,0.8,229.0,4.93,4.98,11.51,11.46,379.292,377.639,22.975,-0.44,As charged
22,44,22-H-044,363350.18,6591802.265,200.068,183.869,16.199,ANFO,0.8,229.0,5.21,5.25,10.99,10.95,362.057,360.743,22.269,-0.36,As charged
22,45,22-H-045,363343.699,6591807.066,200.004,183.978,16.026,ANFO,0.8,229.0,4.92,4.98,11.1,11.05,365.818,363.953,22.71,-0.51,As charged
22,46,22-H-046,363337.443,6591811.59,199.972,185.76,14.212,ANFO,0.8,229.0,4.44,5.22,9.78,8.99,322.138,296.271,20.847,-8.03,Minor variance
22,47,22-H-047,363350.596,6591811.074,200.08,183.041,17.039,ANFO,0.8,229.0,5.07,5.28,11.97,11.76,394.415,387.42,22.737,-1.77,As charged
22,48,22-H-ADD-001,363348.603,6591785.946,200.001,184.138,15.863,ANFO,0.8,165.0,4.76,5.54,11.1,10.33,189.91,176.645,11.136,-6.99,Minor variance
