pattern_number,hole_number,hole_id,actual_x,actual_y,actual_collar_rl,actual_toe_rl,actual_hole_length_m,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,actual_stemming_m,design_explosive_column_m,actual_explosive_column_m,design_explosive_kg,actual_explosive_kg,charge_factor_kg_per_m,charge_variance_pct,charge_status
7,23,7-H-023,363627.787,6591745.088,200.058,184.404,15.654,ANFO,0.8,229.0,4.97,5.39,10.68,10.26,352.064,338.148,21.601,-3.95,As charged
7,24,7-H-024,363627.514,6591736.828,200.051,183.797,16.254,ANFO,0.8,229.0,4.89,5.2,11.37,11.06,374.527,364.323,22.414,-2.72,As charged
7,25,7-H-025,363627.944,6591729.594,200.059,183.555,16.504,ANFO,0.8,229.0,4.91,4.24,11.59,12.26,381.861,404.055,24.482,5.81,As charged
7,26,7-H-026,363628.593,6591720.723,200.097,183.769,16.328,ANFO,0.8,229.0,5.01,5.39,11.32,10.94,372.899,360.406,22.073,-3.35,As charged
7,27,7-H-027,363628.701,6591713.344,199.903,186.438,13.465,ANFO,0.8,229.0,3.97,4.6,9.49,8.86,312.724,291.938,21.681,-6.65,Minor variance
7,28,7-H-028,363629.492,6591704.827,200.007,183.581,16.426,ANFO,0.8,229.0,4.8,5.2,11.62,11.22,382.918,369.767,22.511,-3.43,As charged
7,29,7-H-029,363629.001,6591697.104,200.011,184.353,15.658,ANFO,0.8,229.0,4.72,3.98,10.94,11.68,360.455,384.844,24.578,6.77,Minor variance
7,30,7-H-030,363619.376,6591764.533,199.897,183.568,16.329,ANFO,0.8,229.0,5.06,7.06,11.27,9.27,371.323,305.554,18.712,-17.71,Undercharged - review
7,31,7-H-031,363620.291,6591756.855,200.021,183.406,16.615,ANFO,0.8,229.0,5.07,4.77,11.55,11.84,380.559,390.141,23.481,2.52,As charged
7,32,7-H-032,363620.358,6591748.972,199.996,183.626,16.37,ANFO,0.8,229.0,5.4,4.82,10.97,11.55,361.578,380.503,23.244,5.23,As charged
7,33,7-H-033,363620.554,6591740.942,199.959,183.595,16.364,ANFO,0.8,229.0,5.22,5.24,11.15,11.12,367.242,366.481,22.396,-0.21,As charged
7,34,7-H-034,363621.211,6591732.677,199.984,183.639,16.345,ANFO,0.8,229.0,5.25,6.11,11.1,10.24,365.684,337.318,20.637,-7.76,Minor variance
7,35,7-H-035,363621.769,6591724.832,199.916,183.11,16.806,ANFO,0.8,229.0,5.23,5.29,11.57,11.52,381.307,379.43,22.577,-0.49,As charged
7,36,7-H-036,363621.654,6591716.802,200.003,184.077,15.926,ANFO,0.8,229.0,4.96,4.04,10.97,11.89,361.345,391.754,24.598,8.42,Minor variance
7,37,7-H-037,363621.865,6591709.244,200.015,183.319,16.696,ANFO,0.8,229.0,5.09,4.98,11.6,11.72,382.262,386.032,23.121,0.99,As charged
7,38,7-H-038,363622.002,6591700.71,199.969,184.596,15.373,ANFO,0.8,229.0,4.18,4.89,11.19,10.48,368.823,345.452,22.471,-6.34,Minor variance
7,39,7-H-039,363613.136,6591768.293,200.062,184.509,15.553,ANFO,0.8,229.0,4.88,3.52,10.67,12.03,351.737,396.431,25.489,12.71,Over design - review
7,40,7-H-040,363612.849,6591760.544,199.975,183.297,16.678,ANFO,0.8,229.0,5.19,6.17,11.49,10.51,378.523,346.229,20.76,-8.53,Minor variance
7,41,7-H-041,363613.096,6591752.573,199.942,183.408,16.534,ANFO,0.8,229.0,5.07,4.44,11.46,12.09,377.663,398.379,24.095,5.49,As charged
7,42,7-H-042,363613.843,6591744.773,200.04,183.754,16.286,ANFO,0.8,229.0,4.78,4.47,11.51,11.81,379.252,389.209,23.898,2.63,As charged
7,43,7-H-043,363613.681,6591736.733,200.058,184.043,16.015,ANFO,0.8,229.0,5.08,4.75,10.94,11.27,360.336,371.211,23.179,3.02,As charged
7,44,7-H-044,363613.998,6591729.087,199.936,183.681,16.255,ANFO,0.8,229.0,4.53,4.49,11.73,11.77,386.479,387.733,23.853,0.32,As charged
7,45,7-H-045,363614.821,6591720.62,199.963,183.654,16.309,ANFO,0.8,229.0,5.11,5.66,11.2,10.65,368.903,350.82,21.511,-4.9,As charged
7,46,7-H-046,363614.337,6591712.613,199.984,183.539,16.445,ANFO,0.8,229.0,5.41,4.92,11.04,11.52,363.659,379.641,23.086,4.39,As charged
7,47,7-H-047,363614.906,6591704.231,199.916,184.31,15.606,ANFO,0.8,229.0,4.76,4.11,10.85,11.49,357.504,378.705,24.267,5.93,As charged
7,48,7-H-048,363615.427,6591695.982,200.023,184.629,15.394,ANFO,0.8,229.0,4.48,4.74,10.91,10.65,359.483,350.979,22.8,-2.37,As charged
7,49,7-H-049,363605.672,6591763.873,199.918,183.306,16.612,ANFO,0.8,229.0,4.9,4.73,11.71,11.88,385.849,391.366,23.559,1.43,As charged
7,50,7-H-050,363606.218,6591756.431,200.021,185.095,14.926,ANFO,0.8,229.0,4.9,4.7,10.03,10.23,330.473,337.078,22.583,2.0,As charged
7,51,7-H-051,363606.331,6591747.8,200.054,184.459,15.595,ANFO,0.8,229.0,4.65,4.44,10.95,11.16,360.705,367.608,23.572,1.91,As charged
7,52,7-H-052,363606.933,6591740.522,199.943,184.085,15.858,ANFO,0.8,229.0,4.61,4.68,11.25,11.18,370.708,368.429,23.233,-0.61,As charged
7,53,7-H-053,363606.739,6591732.132,200.018,183.125,16.893,ANFO,0.8,229.0,4.83,4.6,12.07,12.29,397.546,405.036,23.977,1.88,As charged
7,54,7-H-054,363607.68,6591724.268,199.96,183.543,16.417,ANFO,0.8,229.0,5.03,4.69,11.39,11.73,375.173,386.356,23.534,2.98,As charged
7,55,7-H-055,363607.614,6591715.854,199.909,183.499,16.41,ANFO,0.8,229.0,4.69,4.3,11.72,12.11,386.116,399.18,24.325,3.38,As charged
7,56,7-H-056,363607.752,6591707.907,199.891,182.828,17.063,ANFO,0.8,229.0,5.18,4.85,11.88,12.21,391.467,402.432,23.585,2.8,As charged
7,57,7-H-057,363608.212,6591700.22,199.888,183.538,16.35,ANFO,0.8,229.0,4.83,4.45,11.52,11.9,379.447,392.159,23.985,3.35,As charged
7,58,7-H-058,363608.757,6591692.331,199.951,183.947,16.004,ANFO,0.8,229.0,4.85,4.97,11.16,11.03,367.557,363.525,22.715,-1.1,As charged
7,59,7-H-059,363600.905,6591711.782,200.014,184.085,15.929,ANFO,0.8,229.0,5.04,4.3,10.89,11.63,358.822,383.248,24.06,6.81,Minor variance
7,60,7-H-060,363600.869,6591703.762,200.032,182.348,17.684,ANFO,0.8,229.0,5.6,5.32,12.08,12.36,398.164,407.393,23.037,2.32,As charged
7,61,7-H-061,363601.056,6591696.124,200.051,184.341,15.71,ANFO,0.8,229.0,4.75,4.48,10.96,11.23,361.11,369.99,23.551,2.46,As charged
