pattern_number,hole_number,hole_id,actual_x,actual_y,actual_collar_rl,actual_toe_rl,actual_hole_length_m,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,actual_stemming_m,design_explosive_column_m,actual_explosive_column_m,design_explosive_kg,actual_explosive_kg,charge_factor_kg_per_m,charge_variance_pct,charge_status
26,13,26-H-013,363722.952,6591904.411,199.814,183.828,15.986,ANFO,0.8,229.0,4.9,6.27,11.09,9.71,365.375,320.099,20.024,-12.39,Undercharged - review
26,14,26-H-014,363723.94,6591912.289,200.029,184.05,15.979,ANFO,0.8,229.0,4.21,3.45,11.77,12.53,387.731,412.835,25.836,6.47,Minor variance
26,16,26-H-016,363729.061,6591899.149,200.038,183.531,16.507,ANFO,0.8,229.0,4.95,5.27,11.56,11.24,380.908,370.304,22.433,-2.78,As charged
26,17,26-H-017,363730.388,6591907.253,199.993,184.604,15.389,ANFO,0.8,229.0,4.65,3.68,10.74,11.71,353.957,385.694,25.063,8.97,Minor variance
26,18,26-H-018,363731.291,6591915.048,199.975,184.02,15.955,ANFO,0.8,229.0,4.67,4.61,11.29,11.35,371.914,373.851,23.432,0.52,As charged
26,19,26-H-019,363735.077,6591894.078,199.999,183.748,16.251,ANFO,0.8,229.0,4.27,4.24,11.98,12.01,394.809,395.738,24.352,0.24,As charged
26,21,26-H-021,363737.976,6591910.072,199.991,184.036,15.955,ANFO,0.8,229.0,4.72,5.21,11.23,10.75,370.084,354.191,22.199,-4.29,As charged
26,22,26-H-022,363738.923,6591917.761,199.949,183.361,16.588,ANFO,0.8,229.0,5.22,6.03,11.37,10.56,374.526,348.038,20.981,-7.07,Minor variance
26,23,26-H-023,363741.433,6591888.973,200.065,184.27,15.795,ANFO,0.8,229.0,4.47,5.41,11.32,10.38,373.08,342.046,21.655,-8.32,Minor variance
26,24,26-H-024,363742.231,6591897.344,200.026,184.075,15.951,ANFO,0.8,229.0,5.07,5.32,10.88,10.63,358.567,350.159,21.952,-2.34,As charged
26,25,26-H-025,363743.458,6591905.078,199.938,183.604,16.334,ANFO,0.8,229.0,4.99,5.19,11.35,11.14,373.847,367.137,22.477,-1.79,As charged
26,26,26-H-026,363744.806,6591913.311,200.001,183.375,16.626,ANFO,0.8,229.0,5.35,5.44,11.28,11.18,371.692,368.467,22.162,-0.87,As charged
26,27,26-H-027,363747.919,6591891.559,200.017,183.371,16.646,ANFO,0.8,229.0,5.3,5.53,11.34,11.12,373.768,366.277,22.004,-2.0,As charged
26,28,26-H-028,363750.51,6591899.852,200.035,183.74,16.295,ANFO,0.8,229.0,4.79,4.56,11.5,11.74,378.981,386.683,23.73,2.03,As charged
26,29,26-H-029,363751.477,6591907.662,199.96,182.831,17.129,ANFO,0.8,229.0,5.35,6.13,11.78,11.0,388.016,362.559,21.166,-6.56,Minor variance
26,30,26-H-030,363755.177,6591887.378,200.032,183.536,16.496,ANFO,0.8,229.0,5.43,5.57,11.06,10.92,364.578,359.9,21.817,-1.28,As charged
26,31,26-H-031,363757.143,6591894.88,200.037,182.715,17.322,ANFO,0.8,229.0,5.4,5.53,11.92,11.79,392.908,388.417,22.423,-1.14,As charged
26,32,26-H-032,363758.031,6591902.821,200.002,184.716,15.286,ANFO,0.8,229.0,4.17,5.19,11.11,10.1,366.181,332.694,21.765,-9.15,Minor variance
26,33,26-H-033,363759.176,6591912.048,199.948,183.983,15.965,ANFO,0.8,229.0,4.95,4.49,11.01,11.48,362.859,378.159,23.687,4.22,As charged
26,34,26-H-034,363761.705,6591881.558,200.029,183.876,16.153,ANFO,0.8,229.0,4.54,5.09,11.61,11.06,382.67,364.519,22.567,-4.74,As charged
26,35,26-H-035,363762.822,6591889.897,200.121,184.279,15.842,ANFO,0.8,229.0,4.84,4.82,11.0,11.03,362.516,363.323,22.934,0.22,As charged
26,36,26-H-036,363764.327,6591897.663,200.022,184.484,15.538,ANFO,0.8,229.0,4.48,5.26,11.06,10.28,364.3,338.613,21.793,-7.05,Minor variance
26,37,26-H-037,363765.228,6591905.503,199.984,183.953,16.031,ANFO,0.8,229.0,5.07,5.29,10.96,10.74,361.235,353.942,22.079,-2.02,As charged
26,38,26-H-038,363767.985,6591877.221,199.936,183.916,16.02,ANFO,0.8,229.0,5.22,5.79,10.8,10.23,355.841,337.158,21.046,-5.25,As charged
26,39,26-H-039,363769.617,6591885.03,199.972,183.465,16.507,ANFO,0.8,229.0,5.03,5.62,11.48,10.88,378.302,358.568,21.722,-5.22,As charged
26,40,26-H-040,363770.151,6591893.017,200.078,183.493,16.585,ANFO,0.8,229.0,4.7,4.98,11.89,11.6,391.756,382.318,23.052,-2.41,As charged
26,41,26-H-041,363771.526,6591900.982,199.988,184.05,15.938,ANFO,0.8,229.0,4.92,5.45,11.02,10.49,363.063,345.499,21.678,-4.84,As charged
26,42,26-H-042,363775.907,6591880.176,199.925,184.431,15.494,ANFO,0.8,229.0,4.63,4.89,10.87,10.61,358.082,349.472,22.555,-2.4,As charged
26,43,26-H-043,363776.548,6591887.936,200.051,181.495,18.556,ANFO,0.8,229.0,5.29,5.71,13.27,12.85,437.157,423.435,22.819,-3.14,As charged
26,44,26-H-044,363778.107,6591895.704,199.997,183.512,16.485,ANFO,0.8,229.0,5.58,5.92,10.91,10.56,359.473,348.003,21.11,-3.19,As charged
26,45,26-H-045,363779.4,6591903.61,199.974,183.929,16.045,ANFO,0.8,229.0,4.9,5.69,11.14,10.36,367.118,341.312,21.272,-7.03,Minor variance
