pattern_number,hole_number,hole_id,actual_x,actual_y,actual_collar_rl,actual_toe_rl,actual_hole_length_m,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,actual_stemming_m,design_explosive_column_m,actual_explosive_column_m,design_explosive_kg,actual_explosive_kg,charge_factor_kg_per_m,charge_variance_pct,charge_status
13,44,13-H-044,363681.271,6591830.357,200.115,182.765,17.35,ANFO,0.8,229.0,4.8,5.0,12.55,12.35,413.45,406.782,23.446,-1.61,As charged
13,45,13-H-045,363682.739,6591822.996,200.038,183.566,16.472,ANFO,0.8,229.0,4.92,6.53,11.55,9.94,380.567,327.619,19.889,-13.91,Undercharged - review
13,46,13-H-046,363685.046,6591815.039,200.01,182.024,17.986,ANFO,0.8,229.0,5.46,6.18,12.52,11.8,412.627,388.946,21.625,-5.74,As charged
13,47,13-H-047,363686.953,6591807.473,199.95,183.778,16.172,ANFO,0.8,229.0,4.97,4.97,11.2,11.2,369.139,369.121,22.825,-0.0,As charged
13,48,13-H-048,363688.786,6591799.885,200.03,183.689,16.341,ANFO,0.8,229.0,4.45,4.56,11.89,11.78,391.929,388.292,23.762,-0.93,As charged
13,49,13-H-049,363690.77,6591791.841,199.919,183.685,16.234,ANFO,0.8,229.0,4.88,5.84,11.36,10.39,374.221,342.318,21.087,-8.52,Minor variance
13,50,13-H-050,363693.184,6591784.29,199.976,182.976,17.0,ANFO,0.8,229.0,5.04,6.02,11.96,10.98,393.945,361.73,21.278,-8.18,Minor variance
13,51,13-H-051,363675.654,6591825.108,200.046,183.817,16.229,ANFO,0.8,229.0,4.63,4.7,11.59,11.52,382.051,379.734,23.398,-0.61,As charged
13,52,13-H-052,363676.671,6591817.625,200.065,184.019,16.046,ANFO,0.8,229.0,4.6,4.95,11.44,11.1,377.078,365.773,22.795,-3.0,As charged
13,53,13-H-053,363678.931,6591809.944,200.019,183.795,16.224,ANFO,0.8,229.0,4.39,4.77,11.83,11.46,389.857,377.506,23.268,-3.17,As charged
13,54,13-H-054,363680.919,6591801.921,200.017,184.335,15.682,ANFO,0.8,229.0,4.43,5.04,11.25,10.65,370.718,350.764,22.367,-5.38,As charged
13,55,13-H-055,363682.868,6591794.33,200.062,183.04,17.022,ANFO,0.8,229.0,4.57,6.17,12.45,10.85,410.201,357.529,21.004,-12.84,Undercharged - review
13,56,13-H-056,363684.967,6591786.439,200.041,183.414,16.627,ANFO,0.8,229.0,5.02,5.1,11.6,11.53,382.346,379.754,22.84,-0.68,As charged
13,57,13-H-057,363668.262,6591827.677,200.035,184.028,16.007,ANFO,0.8,229.0,4.61,4.53,11.4,11.48,375.661,378.12,23.622,0.65,As charged
13,58,13-H-058,363669.136,6591819.681,200.062,183.436,16.626,ANFO,0.8,229.0,4.76,5.53,11.87,11.09,391.039,365.469,21.982,-6.54,Minor variance
13,59,13-H-059,363671.601,6591811.789,199.974,183.162,16.812,ANFO,0.8,229.0,4.88,5.7,11.93,11.11,393.014,366.002,21.77,-6.87,Minor variance
13,60,13-H-060,363673.247,6591804.955,200.007,184.141,15.866,ANFO,0.8,229.0,4.44,4.57,11.43,11.3,376.531,372.346,23.468,-1.11,As charged
13,61,13-H-061,363675.107,6591796.585,199.943,184.499,15.444,ANFO,0.8,229.0,4.39,4.05,11.05,11.39,364.238,375.282,24.3,3.03,As charged
13,62,13-H-062,363677.302,6591788.461,199.996,183.778,16.218,ANFO,0.8,229.0,4.84,5.45,11.38,10.77,374.934,354.857,21.88,-5.35,As charged
13,63,13-H-063,363679.426,6591780.733,199.975,183.746,16.229,ANFO,0.8,229.0,4.92,5.44,11.31,10.79,372.698,355.619,21.913,-4.58,As charged
13,64,13-H-064,363659.989,6591828.996,199.925,183.419,16.506,ANFO,0.8,229.0,4.63,4.88,11.87,11.62,391.186,383.038,23.206,-2.08,As charged
13,65,13-H-065,363661.795,6591821.497,199.955,183.679,16.276,ANFO,0.8,229.0,5.0,4.7,11.28,11.58,371.577,381.427,23.435,2.65,As charged
13,66,13-H-066,363663.258,6591813.569,200.084,184.05,16.034,ANFO,0.8,229.0,4.78,4.78,11.25,11.26,370.74,370.908,23.133,0.05,As charged
13,67,13-H-067,363665.258,6591806.143,199.98,183.607,16.373,ANFO,0.8,229.0,5.6,5.78,10.77,10.59,354.967,348.958,21.313,-1.69,As charged
13,68,13-H-068,363667.503,6591798.605,200.042,183.695,16.347,ANFO,0.8,229.0,4.69,4.89,11.66,11.46,384.106,377.451,23.09,-1.73,As charged
13,69,13-H-069,363669.803,6591790.843,199.971,184.532,15.439,ANFO,0.8,229.0,4.29,3.97,11.15,11.47,367.33,377.939,24.479,2.89,As charged
13,70,13-H-070,363671.775,6591782.714,199.934,182.909,17.025,ANFO,0.8,229.0,4.91,5.79,12.12,11.23,399.328,370.107,21.739,-7.32,Minor variance
13,71,13-H-071,363654.183,6591823.692,199.901,183.798,16.103,ANFO,0.8,229.0,4.8,5.14,11.3,10.97,372.392,361.342,22.439,-2.97,As charged
13,72,13-H-072,363655.449,6591815.857,200.017,183.947,16.07,ANFO,0.8,229.0,4.74,5.01,11.33,11.06,373.31,364.42,22.677,-2.38,As charged
13,73,13-H-073,363657.775,6591808.193,199.978,183.944,16.034,ANFO,0.8,229.0,5.05,5.15,10.99,10.88,362.064,358.548,22.362,-0.97,As charged
13,74,13-H-074,363660.246,6591800.387,200.048,183.116,16.932,ANFO,0.8,229.0,5.2,6.15,11.73,10.79,386.42,355.392,20.989,-8.03,Minor variance
13,75,13-H-075,363661.327,6591793.181,199.976,183.27,16.706,ANFO,0.8,229.0,4.96,4.24,11.74,12.46,386.915,410.636,24.58,6.13,Minor variance
13,76,13-H-076,363663.595,6591785.272,200.058,183.534,16.524,ANFO,0.8,229.0,4.61,5.78,11.91,10.74,392.583,354.009,21.424,-9.83,Minor variance
13,77,13-H-077,363665.613,6591777.173,200.04,183.924,16.116,ANFO,0.8,229.0,5.05,6.12,11.06,10.0,364.467,329.453,20.443,-9.61,Minor variance
13,78,13-H-078,363646.307,6591825.709,199.93,183.347,16.583,ANFO,0.8,229.0,4.79,5.26,11.79,11.32,388.46,373.151,22.502,-3.94,As charged
13,79,13-H-079,363648.375,6591818.444,200.044,183.173,16.871,ANFO,0.8,229.0,5.06,4.85,11.81,12.02,389.08,395.961,23.47,1.77,As charged
13,80,13-H-080,363650.272,6591810.836,199.933,183.541,16.392,ANFO,0.8,229.0,4.77,4.63,11.62,11.76,382.933,387.62,23.647,1.22,As charged
13,81,13-H-081,363651.953,6591802.694,200.066,184.25,15.816,ANFO,0.8,229.0,4.62,5.7,11.19,10.12,368.868,333.346,21.077,-9.63,Minor variance
13,82,13-H-082,363654.133,6591795.071,199.879,183.526,16.353,ANFO,0.8,229.0,5.0,4.49,11.36,11.86,374.177,390.781,23.897,4.44,As charged
13,83,13-H-083,363656.179,6591787.53,200.003,184.486,15.517,ANFO,0.8,229.0,5.03,5.45,10.49,10.06,345.583,331.632,21.372,-4.04,As charged
13,84,13-H-084,363657.911,6591779.387,199.962,183.463,16.499,ANFO,0.8,229.0,4.58,5.24,11.92,11.26,392.682,371.093,22.492,-5.5,As charged
13,85,13-H-085,363644.255,6591804.727,199.925,183.973,15.952,ANFO,0.8,229.0,4.67,4.68,11.28,11.28,371.745,371.508,23.289,-0.06,As charged
13,86,13-H-086,363646.518,6591796.649,200.038,185.595,14.443,ANFO,0.8,229.0,4.38,5.36,10.06,9.08,331.626,299.126,20.711,-9.8,Minor variance
13,87,13-H-087,363648.226,6591789.195,200.053,184.148,15.905,ANFO,0.8,229.0,4.96,4.92,10.95,10.98,360.776,361.828,22.749,0.29,As charged
13,88,13-H-088,363650.371,6591781.807,200.058,183.473,16.585,ANFO,0.8,229.0,4.82,7.19,11.76,9.39,387.589,309.53,18.663,-20.14,Undercharged - review
13,89,13-H-089,363644.539,6591776.046,199.868,183.887,15.981,ANFO,0.8,229.0,4.83,4.9,11.15,11.08,367.524,365.23,22.854,-0.62,As charged
13,90,13-H-ADD-001,363708.801,6591808.889,199.945,183.314,16.631,ANFO,0.8,165.0,4.77,4.92,11.86,11.71,202.876,200.291,12.043,-1.27,As charged
