particle_id,column_id,layer,pre_x,pre_y,pre_z,pre_volume_m3,pre_cell_area_m2,z_fraction_from_floor,depth_fraction_from_top,pre_floor_z_m,pre_top_z_m,nearest_hole_id,nearest_hole_distance_m,lithology,mineral_domain,structure_domain,digability,coarse_risk
11,2,3,363448.942738142,6591718.558971153,189.6875,7.139122801127087,3.807532160601113,0.3125,0.6875,185.0,200.0,5-H-006,3.479159713717912,propylitic_volcanics,waste,background,hard,bad
12,2,4,363448.942738142,6591718.558971153,191.5625,7.139122801127087,3.807532160601113,0.4375,0.5625,185.0,200.0,5-H-006,3.479159713717912,propylitic_volcanics,waste,background,hard,bad
13,2,5,363448.942738142,6591718.558971153,193.4375,7.139122801127087,3.807532160601113,0.5625,0.4375,185.0,200.0,5-H-006,3.479159713717912,propylitic_volcanics,waste,background,hard,bad
14,2,6,363448.942738142,6591718.558971153,195.3125,7.139122801127087,3.807532160601113,0.6875,0.3125,185.0,200.0,5-H-006,3.479159713717912,propylitic_volcanics,waste,background,hard,bad
15,2,7,363448.942738142,6591718.558971153,197.1875,7.139122801127087,3.807532160601113,0.8125,0.1875,185.0,200.0,5-H-006,3.479159713717912,propylitic_volcanics,waste,background,hard,bad
16,2,8,363448.942738142,6591718.558971153,199.0625,7.139122801127087,3.807532160601113,0.9375,0.0625,185.0,200.0,5-H-006,3.479159713717912,propylitic_volcanics,waste,background,hard,bad
17,3,1,363448.942738142,6591720.558971153,185.9375,6.4573046192890615,3.443895796954166,0.0625,0.9375,185.0,200.0,5-H-006,4.083189552624383,propylitic_volcanics,waste,background,hard,bad
18,3,2,363448.942738142,6591720.558971153,187.8125,6.4573046192890615,3.443895796954166,0.1875,0.8125,185.0,200.0,5-H-006,4.083189552624383,propylitic_volcanics,waste,background,hard,bad
19,3,3,363448.942738142,6591720.558971153,189.6875,6.4573046192890615,3.443895796954166,0.3125,0.6875,185.0,200.0,5-H-006,4.083189552624383,propylitic_volcanics,waste,background,hard,bad
20,3,4,363448.942738142,6591720.558971153,191.5625,6.4573046192890615,3.443895796954166,0.4375,0.5625,185.0,200.0,5-H-006,4.083189552624383,propylitic_volcanics,waste,background,hard,bad
21,3,5,363448.942738142,6591720.558971153,193.4375,6.4573046192890615,3.443895796954166,0.5625,0.4375,185.0,200.0,5-H-006,4.083189552624383,propylitic_volcanics,waste,background,hard,bad
22,3,6,363448.942738142,6591720.558971153,195.3125,6.4573046192890615,3.443895796954166,0.6875,0.3125,185.0,200.0,5-H-006,4.083189552624383,propylitic_volcanics,waste,background,hard,bad
23,3,7,363448.942738142,6591720.558971153,197.1875,6.4573046192890615,3.443895796954166,0.8125,0.1875,185.0,200.0,5-H-006,4.083189552624383,propylitic_volcanics,waste,background,hard,bad
24,3,8,363448.942738142,6591720.558971153,199.0625,6.4573046192890615,3.443895796954166,0.9375,0.0625,185.0,200.0,5-H-006,4.083189552624383,propylitic_volcanics,waste,background,hard,bad
25,4,1,363448.942738142,6591722.558971153,185.9375,5.775486437451036,3.0802594333072193,0.0625,0.9375,185.0,200.0,5-H-012,4.199483580162641,propylitic_volcanics,waste,background,hard,bad
26,4,2,363448.942738142,6591722.558971153,187.8125,5.775486437451036,3.0802594333072193,0.1875,0.8125,185.0,200.0,5-H-012,4.199483580162641,propylitic_volcanics,waste,background,hard,bad
27,4,3,363448.942738142,6591722.558971153,189.6875,5.775486437451036,3.0802594333072193,0.3125,0.6875,185.0,200.0,5-H-012,4.199483580162641,propylitic_volcanics,waste,background,hard,bad
28,4,4,363448.942738142,6591722.558971153,191.5625,5.775486437451036,3.0802594333072193,0.4375,0.5625,185.0,200.0,5-H-012,4.199483580162641,propylitic_volcanics,waste,background,hard,bad
29,4,5,363448.942738142,6591722.558971153,193.4375,5.775486437451036,3.0802594333072193,0.5625,0.4375,185.0,200.0,5-H-012,4.199483580162641,propylitic_volcanics,waste,background,hard,bad
30,4,6,363448.942738142,6591722.558971153,195.3125,5.775486437451036,3.0802594333072193,0.6875,0.3125,185.0,200.0,5-H-012,4.199483580162641,propylitic_volcanics,waste,background,hard,bad
31,4,7,363448.942738142,6591722.558971153,197.1875,5.775486437451036,3.0802594333072193,0.8125,0.1875,185.0,200.0,5-H-012,4.199483580162641,propylitic_volcanics,waste,background,hard,bad
32,4,8,363448.942738142,6591722.558971153,199.0625,5.775486437451036,3.0802594333072193,0.9375,0.0625,185.0,200.0,5-H-012,4.199483580162641,propylitic_volcanics,waste,background,hard,bad
33,5,1,363448.942738142,6591724.558971153,185.9375,5.093668255613011,2.7166230696602724,0.0625,0.9375,185.0,200.0,5-H-012,2.5689583396268536,propylitic_volcanics,waste,background,hard,bad
34,5,2,363448.942738142,6591724.558971153,187.8125,5.093668255613011,2.7166230696602724,0.1875,0.8125,185.0,200.0,5-H-012,2.5689583396268536,propylitic_volcanics,waste,background,hard,bad
35,5,3,363448.942738142,6591724.558971153,189.6875,5.093668255613011,2.7166230696602724,0.3125,0.6875,185.0,200.0,5-H-012,2.5689583396268536,propylitic_volcanics,waste,background,hard,bad
36,5,4,363448.942738142,6591724.558971153,191.5625,5.093668255613011,2.7166230696602724,0.4375,0.5625,185.0,200.0,5-H-012,2.5689583396268536,propylitic_volcanics,waste,background,hard,bad
37,5,5,363448.942738142,6591724.558971153,193.4375,5.093668255613011,2.7166230696602724,0.5625,0.4375,185.0,200.0,5-H-012,2.5689583396268536,propylitic_volcanics,waste,background,hard,bad
38,5,6,363448.942738142,6591724.558971153,195.3125,5.093668255613011,2.7166230696602724,0.6875,0.3125,185.0,200.0,5-H-012,2.5689583396268536,propylitic_volcanics,waste,background,hard,bad
39,5,7,363448.942738142,6591724.558971153,197.1875,5.093668255613011,2.7166230696602724,0.8125,0.1875,185.0,200.0,5-H-012,2.5689583396268536,propylitic_volcanics,waste,background,hard,bad
40,5,8,363448.942738142,6591724.558971153,199.0625,5.093668255613011,2.7166230696602724,0.9375,0.0625,185.0,200.0,5-H-012,2.5689583396268536,propylitic_volcanics,waste,background,hard,bad
41,6,1,363448.942738142,6591726.558971153,185.9375,4.4118500737749855,2.3529867060133256,0.0625,0.9375,185.0,200.0,5-H-012,1.8877053693362975,propylitic_volcanics,waste,background,hard,bad
42,6,2,363448.942738142,6591726.558971153,187.8125,4.4118500737749855,2.3529867060133256,0.1875,0.8125,185.0,200.0,5-H-012,1.8877053693362975,propylitic_volcanics,waste,background,hard,bad
43,6,3,363448.942738142,6591726.558971153,189.6875,4.4118500737749855,2.3529867060133256,0.3125,0.6875,185.0,200.0,5-H-012,1.8877053693362975,propylitic_volcanics,waste,background,hard,bad
44,6,4,363448.942738142,6591726.558971153,191.5625,4.4118500737749855,2.3529867060133256,0.4375,0.5625,185.0,200.0,5-H-012,1.8877053693362975,propylitic_volcanics,waste,background,hard,bad
45,6,5,363448.942738142,6591726.558971153,193.4375,4.4118500737749855,2.3529867060133256,0.5625,0.4375,185.0,200.0,5-H-012,1.8877053693362975,propylitic_volcanics,waste,background,hard,bad
46,6,6,363448.942738142,6591726.558971153,195.3125,4.4118500737749855,2.3529867060133256,0.6875,0.3125,185.0,200.0,5-H-012,1.8877053693362975,propylitic_volcanics,waste,background,hard,bad
47,6,7,363448.942738142,6591726.558971153,197.1875,4.4118500737749855,2.3529867060133256,0.8125,0.1875,185.0,200.0,5-H-012,1.8877053693362975,propylitic_volcanics,waste,background,hard,bad
48,6,8,363448.942738142,6591726.558971153,199.0625,4.4118500737749855,2.3529867060133256,0.9375,0.0625,185.0,200.0,5-H-012,1.8877053693362975,propylitic_volcanics,waste,background,hard,bad
49,7,1,363448.942738142,6591728.558971153,185.9375,3.7300318920460995,1.9893503424245864,0.0625,0.9375,185.0,200.0,5-H-012,2.9201568745709214,propylitic_volcanics,waste,background,hard,bad
50,7,2,363448.942738142,6591728.558971153,187.8125,3.7300318920460995,1.9893503424245864,0.1875,0.8125,185.0,200.0,5-H-012,2.9201568745709214,propylitic_volcanics,waste,background,hard,bad
51,7,3,363448.942738142,6591728.558971153,189.6875,3.7300318920460995,1.9893503424245864,0.3125,0.6875,185.0,200.0,5-H-012,2.9201568745709214,propylitic_volcanics,waste,background,hard,bad
52,7,4,363448.942738142,6591728.558971153,191.5625,3.7300318920460995,1.9893503424245864,0.4375,0.5625,185.0,200.0,5-H-012,2.9201568745709214,propylitic_volcanics,waste,background,hard,bad
53,7,5,363448.942738142,6591728.558971153,193.4375,3.7300318920460995,1.9893503424245864,0.5625,0.4375,185.0,200.0,5-H-012,2.9201568745709214,propylitic_volcanics,waste,background,hard,bad
54,7,6,363448.942738142,6591728.558971153,195.3125,3.7300318920460995,1.9893503424245864,0.6875,0.3125,185.0,200.0,5-H-012,2.9201568745709214,propylitic_volcanics,waste,background,hard,bad
55,7,7,363448.942738142,6591728.558971153,197.1875,3.7300318920460995,1.9893503424245864,0.8125,0.1875,185.0,200.0,5-H-012,2.9201568745709214,propylitic_volcanics,waste,background,hard,bad
56,7,8,363448.942738142,6591728.558971153,199.0625,3.7300318920460995,1.9893503424245864,0.9375,0.0625,185.0,200.0,5-H-012,2.9201568745709214,propylitic_volcanics,waste,background,hard,bad
57,8,1,363448.942738142,6591730.558971153,185.9375,3.0482137103172136,1.6257139788358472,0.0625,0.9375,185.0,200.0,5-H-012,4.635860306651457,propylitic_volcanics,waste,background,hard,bad
58,8,2,363448.942738142,6591730.558971153,187.8125,3.0482137103172136,1.6257139788358472,0.1875,0.8125,185.0,200.0,5-H-012,4.635860306651457,propylitic_volcanics,waste,background,hard,bad
59,8,3,363448.942738142,6591730.558971153,189.6875,3.0482137103172136,1.6257139788358472,0.3125,0.6875,185.0,200.0,5-H-012,4.635860306651457,propylitic_volcanics,waste,background,hard,bad
60,8,4,363448.942738142,6591730.558971153,191.5625,3.0482137103172136,1.6257139788358472,0.4375,0.5625,185.0,200.0,5-H-012,4.635860306651457,propylitic_volcanics,waste,background,hard,bad
61,8,5,363448.942738142,6591730.558971153,193.4375,3.0482137103172136,1.6257139788358472,0.5625,0.4375,185.0,200.0,5-H-012,4.635860306651457,propylitic_volcanics,waste,background,hard,bad
62,8,6,363448.942738142,6591730.558971153,195.3125,3.0482137103172136,1.6257139788358472,0.6875,0.3125,185.0,200.0,5-H-012,4.635860306651457,propylitic_volcanics,waste,background,hard,bad
63,8,7,363448.942738142,6591730.558971153,197.1875,3.0482137103172136,1.6257139788358472,0.8125,0.1875,185.0,200.0,5-H-012,4.635860306651457,propylitic_volcanics,waste,background,hard,bad
64,8,8,363448.942738142,6591730.558971153,199.0625,3.0482137103172136,1.6257139788358472,0.9375,0.0625,185.0,200.0,5-H-012,4.635860306651457,propylitic_volcanics,waste,background,hard,bad
65,9,1,363448.942738142,6591732.558971153,185.9375,2.366395528479188,1.2620776151889004,0.0625,0.9375,185.0,200.0,5-H-012,6.515756701525101,propylitic_volcanics,waste,background,hard,bad
66,9,2,363448.942738142,6591732.558971153,187.8125,2.366395528479188,1.2620776151889004,0.1875,0.8125,185.0,200.0,5-H-012,6.515756701525101,propylitic_volcanics,waste,background,hard,bad
67,9,3,363448.942738142,6591732.558971153,189.6875,2.366395528479188,1.2620776151889004,0.3125,0.6875,185.0,200.0,5-H-012,6.515756701525101,propylitic_volcanics,waste,background,hard,bad
68,9,4,363448.942738142,6591732.558971153,191.5625,2.366395528479188,1.2620776151889004,0.4375,0.5625,185.0,200.0,5-H-012,6.515756701525101,propylitic_volcanics,waste,background,hard,bad
69,9,5,363448.942738142,6591732.558971153,193.4375,2.366395528479188,1.2620776151889004,0.5625,0.4375,185.0,200.0,5-H-012,6.515756701525101,propylitic_volcanics,waste,background,hard,bad
70,9,6,363448.942738142,6591732.558971153,195.3125,2.366395528479188,1.2620776151889004,0.6875,0.3125,185.0,200.0,5-H-012,6.515756701525101,propylitic_volcanics,waste,background,hard,bad
71,9,7,363448.942738142,6591732.558971153,197.1875,2.366395528479188,1.2620776151889004,0.8125,0.1875,185.0,200.0,5-H-012,6.515756701525101,propylitic_volcanics,waste,background,hard,bad
72,9,8,363448.942738142,6591732.558971153,199.0625,2.366395528479188,1.2620776151889004,0.9375,0.0625,185.0,200.0,5-H-012,6.515756701525101,propylitic_volcanics,waste,background,hard,bad
73,10,1,363448.942738142,6591734.558971153,185.9375,1.6845773466411629,0.8984412515419535,0.0625,0.9375,185.0,200.0,5-H-024,8.045899613129357,propylitic_volcanics,stockwork_ore,background,hard,bad
74,10,2,363448.942738142,6591734.558971153,187.8125,1.6845773466411629,0.8984412515419535,0.1875,0.8125,185.0,200.0,5-H-024,8.045899613129357,propylitic_volcanics,stockwork_ore,background,hard,bad
75,10,3,363448.942738142,6591734.558971153,189.6875,1.6845773466411629,0.8984412515419535,0.3125,0.6875,185.0,200.0,5-H-024,8.045899613129357,propylitic_volcanics,stockwork_ore,background,hard,bad
76,10,4,363448.942738142,6591734.558971153,191.5625,1.6845773466411629,0.8984412515419535,0.4375,0.5625,185.0,200.0,5-H-024,8.045899613129357,propylitic_volcanics,stockwork_ore,background,hard,bad
77,10,5,363448.942738142,6591734.558971153,193.4375,1.6845773466411629,0.8984412515419535,0.5625,0.4375,185.0,200.0,5-H-024,8.045899613129357,propylitic_volcanics,stockwork_ore,background,hard,bad
78,10,6,363448.942738142,6591734.558971153,195.3125,1.6845773466411629,0.8984412515419535,0.6875,0.3125,185.0,200.0,5-H-024,8.045899613129357,propylitic_volcanics,stockwork_ore,background,hard,bad
79,10,7,363448.942738142,6591734.558971153,197.1875,1.6845773466411629,0.8984412515419535,0.8125,0.1875,185.0,200.0,5-H-024,8.045899613129357,propylitic_volcanics,stockwork_ore,background,hard,bad
80,10,8,363448.942738142,6591734.558971153,199.0625,1.6845773466411629,0.8984412515419535,0.9375,0.0625,185.0,200.0,5-H-024,8.045899613129357,propylitic_volcanics,stockwork_ore,background,hard,bad
81,11,1,363448.942738142,6591736.558971153,185.9375,1.0027591648031375,0.5348048878950067,0.0625,0.9375,185.0,200.0,5-H-024,6.965944673638424,propylitic_volcanics,stockwork_ore,background,hard,bad
82,11,2,363448.942738142,6591736.558971153,187.8125,1.0027591648031375,0.5348048878950067,0.1875,0.8125,185.0,200.0,5-H-024,6.965944673638424,propylitic_volcanics,stockwork_ore,background,hard,bad
83,11,3,363448.942738142,6591736.558971153,189.6875,1.0027591648031375,0.5348048878950067,0.3125,0.6875,185.0,200.0,5-H-024,6.965944673638424,propylitic_volcanics,stockwork_ore,background,hard,bad
84,11,4,363448.942738142,6591736.558971153,191.5625,1.0027591648031375,0.5348048878950067,0.4375,0.5625,185.0,200.0,5-H-024,6.965944673638424,propylitic_volcanics,stockwork_ore,background,hard,bad
85,11,5,363448.942738142,6591736.558971153,193.4375,1.0027591648031375,0.5348048878950067,0.5625,0.4375,185.0,200.0,5-H-024,6.965944673638424,propylitic_volcanics,stockwork_ore,background,hard,bad
86,11,6,363448.942738142,6591736.558971153,195.3125,1.0027591648031375,0.5348048878950067,0.6875,0.3125,185.0,200.0,5-H-024,6.965944673638424,propylitic_volcanics,stockwork_ore,background,hard,bad
87,11,7,363448.942738142,6591736.558971153,197.1875,1.0027591648031375,0.5348048878950067,0.8125,0.1875,185.0,200.0,5-H-024,6.965944673638424,propylitic_volcanics,stockwork_ore,background,hard,bad
88,11,8,363448.942738142,6591736.558971153,199.0625,1.0027591648031375,0.5348048878950067,0.9375,0.0625,185.0,200.0,5-H-024,6.965944673638424,propylitic_volcanics,stockwork_ore,background,hard,bad
89,12,1,363448.942738142,6591738.558971153,185.9375,0.32123338156327363,0.17132447016707927,0.0625,0.9375,185.0,200.0,5-H-024,6.349194421958421,propylitic_volcanics,stockwork_ore,background,hard,bad
90,12,2,363448.942738142,6591738.558971153,187.8125,0.32123338156327363,0.17132447016707927,0.1875,0.8125,185.0,200.0,5-H-024,6.349194421958421,propylitic_volcanics,stockwork_ore,background,hard,bad
91,12,3,363448.942738142,6591738.558971153,189.6875,0.32123338156327363,0.17132447016707927,0.3125,0.6875,185.0,200.0,5-H-024,6.349194421958421,propylitic_volcanics,stockwork_ore,background,hard,bad
92,12,4,363448.942738142,6591738.558971153,191.5625,0.32123338156327363,0.17132447016707927,0.4375,0.5625,185.0,200.0,5-H-024,6.349194421958421,propylitic_volcanics,stockwork_ore,background,hard,bad
93,12,5,363448.942738142,6591738.558971153,193.4375,0.32123338156327363,0.17132447016707927,0.5625,0.4375,185.0,200.0,5-H-024,6.349194421958421,propylitic_volcanics,stockwork_ore,background,hard,bad
94,12,6,363448.942738142,6591738.558971153,195.3125,0.32123338156327363,0.17132447016707927,0.6875,0.3125,185.0,200.0,5-H-024,6.349194421958421,propylitic_volcanics,stockwork_ore,background,hard,bad
95,12,7,363448.942738142,6591738.558971153,197.1875,0.32123338156327363,0.17132447016707927,0.8125,0.1875,185.0,200.0,5-H-024,6.349194421958421,propylitic_volcanics,stockwork_ore,background,hard,bad
96,12,8,363448.942738142,6591738.558971153,199.0625,0.32123338156327363,0.17132447016707927,0.9375,0.0625,185.0,200.0,5-H-024,6.349194421958421,propylitic_volcanics,stockwork_ore,background,hard,bad
97,13,1,363450.942738142,6591716.558971153,185.9375,4.608298685302573,2.457759298828039,0.0625,0.9375,185.0,200.0,5-H-006,2.373103510679773,propylitic_volcanics,waste,background,hard,bad
98,13,2,363450.942738142,6591716.558971153,187.8125,4.608298685302573,2.457759298828039,0.1875,0.8125,185.0,200.0,5-H-006,2.373103510679773,propylitic_volcanics,waste,background,hard,bad
99,13,3,363450.942738142,6591716.558971153,189.6875,4.608298685302573,2.457759298828039,0.3125,0.6875,185.0,200.0,5-H-006,2.373103510679773,propylitic_volcanics,waste,background,hard,bad
100,13,4,363450.942738142,6591716.558971153,191.5625,4.608298685302573,2.457759298828039,0.4375,0.5625,185.0,200.0,5-H-006,2.373103510679773,propylitic_volcanics,waste,background,hard,bad
101,13,5,363450.942738142,6591716.558971153,193.4375,4.608298685302573,2.457759298828039,0.5625,0.4375,185.0,200.0,5-H-006,2.373103510679773,propylitic_volcanics,waste,background,hard,bad
102,13,6,363450.942738142,6591716.558971153,195.3125,4.608298685302573,2.457759298828039,0.6875,0.3125,185.0,200.0,5-H-006,2.373103510679773,propylitic_volcanics,waste,background,hard,bad
103,13,7,363450.942738142,6591716.558971153,197.1875,4.608298685302573,2.457759298828039,0.8125,0.1875,185.0,200.0,5-H-006,2.373103510679773,propylitic_volcanics,waste,background,hard,bad
104,13,8,363450.942738142,6591716.558971153,199.0625,4.608298685302573,2.457759298828039,0.9375,0.0625,185.0,200.0,5-H-006,2.373103510679773,propylitic_volcanics,waste,background,hard,bad
105,14,1,363450.942738142,6591718.558971153,185.9375,7.5,4.0,0.0625,0.9375,185.0,200.0,5-H-006,1.4830727836164574,propylitic_volcanics,waste,background,hard,bad
106,14,2,363450.942738142,6591718.558971153,187.8125,7.5,4.0,0.1875,0.8125,185.0,200.0,5-H-006,1.4830727836164574,propylitic_volcanics,waste,background,hard,bad
107,14,3,363450.942738142,6591718.558971153,189.6875,7.5,4.0,0.3125,0.6875,185.0,200.0,5-H-006,1.4830727836164574,propylitic_volcanics,waste,background,hard,bad
108,14,4,363450.942738142,6591718.558971153,191.5625,7.5,4.0,0.4375,0.5625,185.0,200.0,5-H-006,1.4830727836164574,propylitic_volcanics,waste,background,hard,bad
109,14,5,363450.942738142,6591718.558971153,193.4375,7.5,4.0,0.5625,0.4375,185.0,200.0,5-H-006,1.4830727836164574,propylitic_volcanics,waste,background,hard,bad
110,14,6,363450.942738142,6591718.558971153,195.3125,7.5,4.0,0.6875,0.3125,185.0,200.0,5-H-006,1.4830727836164574,propylitic_volcanics,waste,background,hard,bad
111,14,7,363450.942738142,6591718.558971153,197.1875,7.5,4.0,0.8125,0.1875,185.0,200.0,5-H-006,1.4830727836164574,propylitic_volcanics,waste,background,hard,bad
112,14,8,363450.942738142,6591718.558971153,199.0625,7.5,4.0,0.9375,0.0625,185.0,200.0,5-H-006,1.4830727836164574,propylitic_volcanics,waste,background,hard,bad
113,15,1,363450.942738142,6591720.558971153,185.9375,7.5,4.0,0.0625,0.9375,185.0,200.0,5-H-006,2.601420667751963,propylitic_volcanics,waste,background,hard,bad
114,15,2,363450.942738142,6591720.558971153,187.8125,7.5,4.0,0.1875,0.8125,185.0,200.0,5-H-006,2.601420667751963,propylitic_volcanics,waste,background,hard,bad
115,15,3,363450.942738142,6591720.558971153,189.6875,7.5,4.0,0.3125,0.6875,185.0,200.0,5-H-006,2.601420667751963,propylitic_volcanics,waste,background,hard,bad
116,15,4,363450.942738142,6591720.558971153,191.5625,7.5,4.0,0.4375,0.5625,185.0,200.0,5-H-006,2.601420667751963,propylitic_volcanics,waste,background,hard,bad
117,15,5,363450.942738142,6591720.558971153,193.4375,7.5,4.0,0.5625,0.4375,185.0,200.0,5-H-006,2.601420667751963,propylitic_volcanics,waste,background,hard,bad
118,15,6,363450.942738142,6591720.558971153,195.3125,7.5,4.0,0.6875,0.3125,185.0,200.0,5-H-006,2.601420667751963,propylitic_volcanics,waste,background,hard,bad
119,15,7,363450.942738142,6591720.558971153,197.1875,7.5,4.0,0.8125,0.1875,185.0,200.0,5-H-006,2.601420667751963,propylitic_volcanics,waste,background,hard,bad
120,15,8,363450.942738142,6591720.558971153,199.0625,7.5,4.0,0.9375,0.0625,185.0,200.0,5-H-006,2.601420667751963,propylitic_volcanics,waste,background,hard,bad
121,16,1,363450.942738142,6591722.558971153,185.9375,7.5,4.0,0.0625,0.9375,185.0,200.0,5-H-012,3.7611985999106903,propylitic_volcanics,waste,background,hard,bad
122,16,2,363450.942738142,6591722.558971153,187.8125,7.5,4.0,0.1875,0.8125,185.0,200.0,5-H-012,3.7611985999106903,propylitic_volcanics,waste,background,hard,bad
123,16,3,363450.942738142,6591722.558971153,189.6875,7.5,4.0,0.3125,0.6875,185.0,200.0,5-H-012,3.7611985999106903,propylitic_volcanics,waste,background,hard,bad
124,16,4,363450.942738142,6591722.558971153,191.5625,7.5,4.0,0.4375,0.5625,185.0,200.0,5-H-012,3.7611985999106903,propylitic_volcanics,waste,background,hard,bad
125,16,5,363450.942738142,6591722.558971153,193.4375,7.5,4.0,0.5625,0.4375,185.0,200.0,5-H-012,3.7611985999106903,propylitic_volcanics,waste,background,hard,bad
126,16,6,363450.942738142,6591722.558971153,195.3125,7.5,4.0,0.6875,0.3125,185.0,200.0,5-H-012,3.7611985999106903,propylitic_volcanics,waste,background,hard,bad
127,16,7,363450.942738142,6591722.558971153,197.1875,7.5,4.0,0.8125,0.1875,185.0,200.0,5-H-012,3.7611985999106903,propylitic_volcanics,waste,background,hard,bad
128,16,8,363450.942738142,6591722.558971153,199.0625,7.5,4.0,0.9375,0.0625,185.0,200.0,5-H-012,3.7611985999106903,propylitic_volcanics,waste,background,hard,bad
129,17,1,363450.942738142,6591724.558971153,185.9375,7.5,4.0,0.0625,0.9375,185.0,200.0,5-H-012,1.763660828689253,propylitic_volcanics,waste,background,hard,bad
130,17,2,363450.942738142,6591724.558971153,187.8125,7.5,4.0,0.1875,0.8125,185.0,200.0,5-H-012,1.763660828689253,propylitic_volcanics,waste,background,hard,bad
131,17,3,363450.942738142,6591724.558971153,189.6875,7.5,4.0,0.3125,0.6875,185.0,200.0,5-H-012,1.763660828689253,propylitic_volcanics,waste,background,hard,bad
132,17,4,363450.942738142,6591724.558971153,191.5625,7.5,4.0,0.4375,0.5625,185.0,200.0,5-H-012,1.763660828689253,propylitic_volcanics,waste,background,hard,bad
133,17,5,363450.942738142,6591724.558971153,193.4375,7.5,4.0,0.5625,0.4375,185.0,200.0,5-H-012,1.763660828689253,propylitic_volcanics,waste,background,hard,bad
134,17,6,363450.942738142,6591724.558971153,195.3125,7.5,4.0,0.6875,0.3125,185.0,200.0,5-H-012,1.763660828689253,propylitic_volcanics,waste,background,hard,bad
135,17,7,363450.942738142,6591724.558971153,197.1875,7.5,4.0,0.8125,0.1875,185.0,200.0,5-H-012,1.763660828689253,propylitic_volcanics,waste,background,hard,bad
136,17,8,363450.942738142,6591724.558971153,199.0625,7.5,4.0,0.9375,0.0625,185.0,200.0,5-H-012,1.763660828689253,propylitic_volcanics,waste,background,hard,bad
137,18,1,363450.942738142,6591726.558971153,185.9375,7.5,4.0,0.0625,0.9375,185.0,200.0,5-H-012,0.2727345400487226,propylitic_volcanics,waste,background,hard,bad
138,18,2,363450.942738142,6591726.558971153,187.8125,7.5,4.0,0.1875,0.8125,185.0,200.0,5-H-012,0.2727345400487226,propylitic_volcanics,waste,background,hard,bad
139,18,3,363450.942738142,6591726.558971153,189.6875,7.5,4.0,0.3125,0.6875,185.0,200.0,5-H-012,0.2727345400487226,propylitic_volcanics,waste,background,hard,bad
140,18,4,363450.942738142,6591726.558971153,191.5625,7.5,4.0,0.4375,0.5625,185.0,200.0,5-H-012,0.2727345400487226,propylitic_volcanics,waste,background,hard,bad
141,18,5,363450.942738142,6591726.558971153,193.4375,7.5,4.0,0.5625,0.4375,185.0,200.0,5-H-012,0.2727345400487226,propylitic_volcanics,waste,background,hard,bad
142,18,6,363450.942738142,6591726.558971153,195.3125,7.5,4.0,0.6875,0.3125,185.0,200.0,5-H-012,0.2727345400487226,propylitic_volcanics,waste,background,hard,bad
143,18,7,363450.942738142,6591726.558971153,197.1875,7.5,4.0,0.8125,0.1875,185.0,200.0,5-H-012,0.2727345400487226,propylitic_volcanics,waste,background,hard,bad
144,18,8,363450.942738142,6591726.558971153,199.0625,7.5,4.0,0.9375,0.0625,185.0,200.0,5-H-012,0.2727345400487226,propylitic_volcanics,waste,background,hard,bad
