pattern_id,pattern_type,point_id,x,y
19,Production,3,363783.1489628522,6591850.171713405
19,Production,4,363731.4256426162,6591841.429743788
19,Production,5,363700.10025148734,6591838.515753916
19,Production,6,363700.10025148734,6591896.795551364
19,Production,7,363761.2940388089,6591878.583114661
20,Production,1,363782.0041811167,6591865.053875967
20,Production,2,363781.80915249535,6591867.589248044
20,Production,3,363803.5468919594,6591855.271195682
20,Production,4,363819.98944622936,6591844.520294813
20,Production,5,363821.1573089949,6591843.3663418535
20,Production,6,363824.1505865747,6591840.386732058
20,Production,7,363824.6380161241,6591839.768963233
20,Production,8,363836.8142282036,6591822.113455717
20,Production,9,363837.0954289002,6591821.539856353
20,Production,10,363837.1367906943,6591821.421675569
20,Production,11,363842.1572577694,6591799.905388106
20,Production,12,363837.05777549255,6591780.235956467
20,Production,13,363831.6226310131,6591771.038019655
20,Production,14,363831.1544429088,6591770.407969684
20,Production,15,363828.506372843,6591766.547986698
20,Production,16,363825.5073533859,6591762.731233076
20,Production,17,363825.4511898106,6591762.648002424
20,Production,18,363808.64637423615,6591750.367560274
20,Production,19,363797.6526851714,6591794.3423165325
20,Production,20,363785.3344552565,6591847.986221001
20,Production,21,363784.2778927036,6591847.841486405
20,Production,22,363783.8774603203,6591849.443215937
20,Production,23,363782.0041811167,6591865.053875967
21,Trim,1,363467.5658844438,6591678.060841535
21,Trim,2,363462.3922712889,6591679.848483235
21,Trim,3,363454.23944460566,6591682.416046113
21,Trim,4,363450.93389212235,6591683.775404554
21,Trim,5,363436.97344542947,6591691.014154691
21,Trim,6,363418.10078678594,6591697.5016311
21,Trim,7,363417.2815736539,6591697.888437039
21,Trim,8,363410.0399673121,6591701.00078176
21,Trim,9,363403.97366480826,6591704.691493479
21,Trim,10,363397.7739113633,6591708.394018701
21,Trim,11,363391.6917004315,6591712.104262394
21,Trim,12,363385.84395291767,6591715.923542352
21,Trim,13,363379.87463517115,6591719.709707156
21,Trim,14,363376.6823504636,6591721.800044097
21,Trim,15,363389.6158829885,6591749.188701209
21,Trim,16,363390.4136906689,6591748.668009036
21,Trim,17,363390.4516071976,6591748.643221831
21,Trim,18,363396.1269498955,6591744.926956027
21,Trim,19,363397.9567584189,6591743.766361647
21,Trim,20,363420.9625120643,6591727.839301431
21,Trim,21,363444.978912112,6591718.232741412
21,Trim,22,363455.9913187205,6591714.175538977
21,Trim,23,363458.4106345431,6591713.138381535
21,Trim,24,363464.46867336915,6591710.647104735
21,Trim,25,363471.40382445755,6591708.463023411
21,Trim,26,363471.4185682472,6591708.4581555985
21,Trim,27,363471.6218488579,6591708.391040433
21,Trim,28,363472.1898056636,6591708.203523707
21,Trim,29,363472.37117652403,6591708.140854523
21,Trim,30,363475.3996855058,6591707.025088056
21,Trim,31,363475.8467796185,6591706.9399272725
21,Trim,32,363478.48418915883,6591706.028621551
21,Trim,33,363485.56008843466,6591704.476325381
21,Trim,34,363492.0853628713,6591703.047118265
21,Trim,35,363487.4078855296,6591674.202674658
21,Trim,36,363467.5658844438,6591678.060841535
22,Trim,1,363375.33135197376,6591723.836568089
22,Trim,2,363363.77473712317,6591731.348367742
22,Trim,3,363363.67903933994,6591731.434878852
22,Trim,4,363359.51818070945,6591735.87850389
22,Trim,5,363354.4312531188,6591739.933692923
22,Trim,6,363351.25392466167,6591744.332063219
22,Trim,7,363347.92550685856,6591748.884495346
22,Trim,8,363344.78321138566,6591753.354314584
22,Trim,9,363342.3010740847,6591758.037702364
22,Trim,10,363339.2069163667,6591762.548154177
22,Trim,11,363337.28773748263,6591767.16832603
22,Trim,12,363335.06937881786,6591771.8079464985
22,Trim,13,363333.54845481936,6591776.52252417
22,Trim,14,363331.6906272513,6591781.309477955
22,Trim,15,363329.9986005017,6591785.890714184
22,Trim,16,363329.36122796277,6591790.554220513
22,Trim,17,363328.62342346675,6591795.44717288
22,Trim,18,363327.69149147795,6591800.162376913
22,Trim,19,363327.74651716434,6591804.873758057
22,Trim,20,363327.67887725105,6591809.597290107
22,Trim,21,363328.5917208499,6591814.2189652035
22,Trim,22,363328.79271310044,6591814.983285845
22,Trim,23,363356.91877860384,6591810.295608262
22,Trim,24,363358.51987194037,6591795.085221564
22,Trim,25,363359.6531364567,6591792.1891011335
22,Trim,26,363359.7472533305,6591791.934275593
22,Trim,27,363361.5160201311,6591787.376799389
22,Trim,28,363362.0995496928,6591785.733114896
22,Trim,29,363363.0027068264,6591782.933498045
22,Trim,30,363364.3531042138,6591780.1091885865
22,Trim,31,363364.5715106014,6591779.619922764
22,Trim,32,363365.7247919547,6591776.672648194
22,Trim,33,363367.15250582714,6591774.82190799
22,Trim,34,363367.49618181516,6591774.254130175
22,Trim,35,363368.8083974326,6591772.086254208
22,Trim,36,363370.40860808344,6591769.066918008
22,Trim,37,363372.3075408329,6591766.365744229
22,Trim,38,363375.4715004114,6591762.038249279
22,Trim,39,363375.572391699,6591761.89942389
22,Trim,40,363376.3440688067,6591760.831192602
22,Trim,41,363378.2186452373,6591759.336820676
22,Trim,42,363381.2766444701,6591756.512839378
22,Trim,43,363387.3395519976,6591748.653514805
22,Trim,44,363375.33135197376,6591723.836568089
23,Trim,1,363329.8501691544,6591819.0045129685
23,Trim,2,363331.0682993457,6591823.685878432
23,Trim,3,363333.25672848703,6591828.307957399
23,Trim,4,363335.3112504571,6591833.0139937755
23,Trim,5,363337.85716783686,6591837.580708328
23,Trim,6,363340.83798065654,6591842.208868838
23,Trim,7,363343.4332757608,6591846.828275484
23,Trim,8,363346.96886684763,6591851.305138044
23,Trim,9,363349.98299988516,6591855.870689579
23,Trim,10,363354.1032316917,6591860.095129378
23,Trim,11,363358.7015991106,6591864.315685697
23,Trim,12,363363.5334340146,6591868.473714935
23,Trim,13,363368.71545104164,6591872.583059533
23,Trim,14,363373.4414071876,6591876.760056495
23,Trim,15,363379.2121877634,6591880.540645659
23,Trim,16,363385.17081990483,6591884.377356474
23,Trim,17,363390.7471185767,6591888.313435373
23,Trim,18,363396.94995877,6591891.953049427
23,Trim,19,363403.2873704278,6591895.556774321
23,Trim,20,363410.1253027546,6591898.933035781
23,Trim,21,363416.9126242523,6591902.332288478
23,Trim,22,363424.3080911959,6591905.442583443
23,Trim,23,363431.1064972368,6591908.885501139
23,Trim,24,363438.87066302466,6591911.677746268
23,Trim,25,363446.5654941683,6591914.593817114
23,Trim,26,363449.41972534347,6591915.5551708285
23,Trim,27,363459.3887521406,6591887.948635082
23,Trim,28,363428.9679787469,6591875.940435058
23,Trim,29,363407.353218704,6591864.732781703
23,Trim,30,363383.3368186563,6591847.921301669
23,Trim,31,363374.53080530546,6591839.915834987
23,Trim,32,363366.5253386229,6591827.107088295
23,Trim,33,363356.91877860384,6591811.096154929
23,Trim,34,363329.3798261145,6591817.21592215
23,Trim,35,363329.8501691544,6591819.0045129685
24,Trim,1,363458.73398512695,6591889.761836043
24,Trim,2,363453.91132756846,6591903.116887744
24,Trim,3,363450.27520650486,6591915.843311466
24,Trim,4,363454.5237751852,6591917.27430182
24,Trim,5,363462.75949224096,6591919.718679247
24,Trim,6,363471.3735577172,6591921.829160588
24,Trim,7,363480.067595169,6591923.827759148
24,Trim,8,363489.1116659651,6591925.4717967985
24,Trim,9,363497.847623787,6591927.473489361
24,Trim,10,363506.6675309687,6591929.3461114215
24,Trim,11,363515.41930545965,6591931.290761967
24,Trim,12,363524.5762328167,6591932.6488429075
24,Trim,13,363533.68032015266,6591934.141272883
24,Trim,14,363543.047653232,6591935.100172825
24,Trim,15,363552.4233738379,6591936.140164063
24,Trim,16,363561.8317048245,6591937.0689413315
24,Trim,17,363567.4681896799,6591937.514880618
24,Trim,18,363569.86419235996,6591908.762848456
24,Trim,19,363551.7588934287,6591905.882459991
24,Trim,20,363546.3550841283,6591905.283048536
24,Trim,21,363546.10267961357,6591905.256131313
24,Trim,22,363537.638007344,6591904.389633487
24,Trim,23,363529.42934632505,6591903.043990446
24,Trim,24,363528.9774465084,6591902.973443702
24,Trim,25,363520.8805283104,6591901.772574693
24,Trim,26,363520.3509039184,6591901.654891775
24,Trim,27,363504.21936556295,6591899.956835106
24,Trim,28,363458.73398512695,6591889.761836043
25,Trim,1,363569.80335634376,6591908.753169999
25,Trim,2,363569.86419235996,6591908.762848456
25,Trim,3,363569.06364569213,6591918.369408471
25,Trim,4,363567.59017467825,6591937.524531651
25,Trim,5,363571.28525214095,6591937.816873465
25,Trim,6,363580.876739395,6591938.166666186
25,Trim,7,363590.4282723902,6591938.867351444
25,Trim,8,363600.0096489341,6591938.9773080945
25,Trim,9,363609.61141848064,6591938.972206619
25,Trim,10,363619.15600885876,6591938.519717551
25,Trim,11,363628.67100731336,6591937.756450715
25,Trim,12,363638.20195097517,6591937.084776082
25,Trim,13,363647.6997189794,6591936.377023115
25,Trim,14,363657.1189853712,6591935.534665624
25,Trim,15,363666.3402908071,6591934.239114577
25,Trim,16,363675.5244798488,6591932.814500081
25,Trim,17,363684.7550184332,6591931.438373342
25,Trim,18,363694.0266212601,6591930.188405606
25,Trim,19,363701.14944799984,6591928.736933576
25,Trim,20,363697.9516592809,6591899.956835106
25,Trim,21,363661.92705920944,6591905.560661783
25,Trim,22,363634.70847248874,6591907.962301789
25,Trim,23,363620.9004049539,6591908.283419638
25,Trim,24,363617.2457725526,6591908.576584132
25,Trim,25,363608.89273388556,6591908.972584226
25,Trim,26,363600.17462284595,6591908.977216208
25,Trim,27,363600.1738152047,6591908.977216638
25,Trim,28,363600.17381520465,6591908.977216638
25,Trim,29,363591.6990405224,6591908.87995944
25,Trim,30,363584.40658120264,6591908.344996232
25,Trim,31,363569.86419235996,6591907.962301789
25,Trim,32,363569.80335634376,6591908.753169999
26,Trim,1,363697.1511126127,6591899.956835106
26,Trim,2,363697.1703037999,6591900.078379292
26,Trim,3,363697.9516592809,6591899.956835106
26,Trim,4,363699.85295761796,6591917.068520139
26,Trim,5,363701.67832195625,6591928.629160948
26,Trim,6,363702.8883695523,6591928.38258044
26,Trim,7,363711.7015294401,6591926.42044581
26,Trim,8,363720.64818818605,6591924.589536187
26,Trim,9,363729.447261199,6591922.648083523
26,Trim,10,363737.73437763465,6591920.249527224
26,Trim,11,363745.5968275326,6591917.44170885
26,Trim,12,363753.53343131166,6591914.611552167
26,Trim,13,363761.91146276915,6591912.178000686
26,Trim,14,363769.48852195696,6591909.224621568
26,Trim,15,363776.9461800285,6591906.212925053
26,Trim,16,363783.5519129577,6591902.645064022
26,Trim,17,363785.0100534023,6591901.980607284
26,Trim,18,363779.7341756034,6591871.079037319
26,Trim,19,363776.9500733596,6591872.685484393
26,Trim,20,363771.11198609194,6591875.345829242
26,Trim,21,363769.29507807316,6591876.2491806485
26,Trim,22,363764.1612650848,6591879.022034395
26,Trim,23,363758.4237491653,6591881.339069653
26,Trim,24,363752.26078922546,6591883.741262475
26,Trim,25,363745.16525721655,6591885.802288686
26,Trim,26,363743.4570593233,6591886.354398603
26,Trim,27,363735.50737123133,6591889.189224507
26,Trim,28,363732.4062429256,6591890.2966916645
26,Trim,29,363723.56915266515,6591893.55246176
26,Trim,30,363697.1511126127,6591899.956835106
27,Trim,1,363832.54796398495,6591829.193759525
27,Trim,2,363830.9538353743,6591831.997274961
27,Trim,3,363830.15706005745,6591833.354119583
27,Trim,4,363828.42578075046,6591835.174518981
27,Trim,5,363826.6127081666,6591837.266236052
27,Trim,6,363824.1505865747,6591840.386732058
27,Trim,7,363821.1573089949,6591843.3663418535
27,Trim,8,363819.98944622936,6591844.520294813
27,Trim,9,363819.98944622837,6591844.520294814
27,Trim,10,363818.5044902959,6591845.987564209
27,Trim,11,363814.87491955335,6591848.620264053
27,Trim,12,363813.4693910023,6591849.704646016
27,Trim,13,363809.1923189875,6591853.2111353455
27,Trim,14,363805.6396068041,6591855.739697404
27,Trim,15,363800.563317856,6591858.706344427
27,Trim,16,363794.2230357175,6591862.400466093
27,Trim,17,363792.68280335085,6591863.361445367
27,Trim,18,363787.9763961618,6591866.499596559
27,Trim,19,363782.64305385994,6591869.410364135
27,Trim,20,363782.02166518185,6591869.759139335
27,Trim,21,363779.7341756034,6591871.079037319
27,Trim,22,363783.0243869299,6591890.350275089
27,Trim,23,363785.52579732216,6591901.745589098
27,Trim,24,363790.6981921531,6591899.388592137
27,Trim,25,363797.01497902593,6591895.743760555
27,Trim,26,363803.5142653793,6591892.196658024
27,Trim,27,363809.3258153541,6591888.32161667
27,Trim,28,363815.68320534605,6591884.617527231
27,Trim,29,363821.93869984895,6591880.961737671
27,Trim,30,363827.4213857724,6591877.059560717
27,Trim,31,363832.4894766457,6591872.904567182
27,Trim,32,363833.30534708657,6591872.312777647
27,Trim,33,363835.645686221,6591825.505994958
27,Trim,34,363832.54796398495,6591829.193759525
