x,y,z,muckpile_height_m,post_volume_m3,post_volume_m3_raw,pre_volume_m3,particle_count,mean_horizontal_displacement_m,p95_horizontal_displacement_m,mean_dx_m,mean_dy_m,mean_vertical_heave_m,grid_resolution_m,cell_area_m2,topo_i,topo_j
363449.0,6591769.0,185.05499688276984,0.05499688276985485,0.2199875310794194,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,-1,33
363449.0,6591771.0,185.04765148818737,0.047651488187358745,0.19060595274943498,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,-1,34
363449.0,6591773.0,185.04067173604338,0.04067173604336925,0.162686944173477,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,-1,35
363449.0,6591775.0,185.03343580101478,0.03343580101478085,0.1337432040591234,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,-1,36
363449.0,6591777.0,185.02619451103206,0.026194511032057805,0.10477804412823122,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,-1,37
363451.0,6591711.0,185.0240211999429,0.02402119994289575,0.096084799771583,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0,4
363451.0,6591713.0,185.30349486234118,0.3034948623411794,1.2139794493647176,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0,5
363451.0,6591715.0,186.72372109773798,1.7237210977379815,6.894884390951926,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0,6
363451.0,6591717.0,189.96072350072387,4.960723500723869,19.842894002895477,14.138240362431453,11.58872160855037,7,2.6654443934479928,2.8599559261494956,2.614131051992724,0.44039375264768515,2.7527596335962867,2.0,4.0,0,7
363451.0,6591719.0,193.49503621773678,8.495036217736791,33.980144870947164,69.67783853900036,57.112982409016695,8,2.6534072822038133,2.8673578947396687,2.549308958569627,0.7103823525222676,2.7700725872667027,2.0,4.0,0,8
363451.0,6591721.0,195.22657865364502,10.22657865364503,40.90631461458012,63.02329308426124,51.65843695431249,8,2.7350714818334008,2.899391610889323,2.6078579581373247,0.8030968694098852,2.7700725872667027,2.0,4.0,0,9
363451.0,6591723.0,195.16090058486822,10.160900584868214,40.64360233947286,56.36874762952211,46.20389149960829,8,2.7259537492697437,3.000397465103075,2.6662388692330516,0.5273350068448145,2.770072587266703,2.0,4.0,0,10
363451.0,6591725.0,194.30580329627327,9.305803296273282,37.22321318509313,43.49992690293511,35.655677789291076,7,2.74210725758194,3.028989966519618,2.6864310107175733,0.5126485625999595,2.757706191787834,2.0,4.0,0,11
363451.0,6591727.0,193.57531202276977,8.575312022769765,34.30124809107906,37.67719963003837,30.8829505164249,7,2.7695409164162887,3.0148987040155135,2.64622915770952,0.8070613940133085,2.7527596335962867,2.0,4.0,0,12
363451.0,6591729.0,193.2890447702615,8.289044770261505,33.15617908104602,36.40511126636993,29.840255136368796,8,2.7079505546238085,2.995475769307046,2.583390945187829,0.7913642786638712,2.770072587266703,2.0,4.0,0,13
363451.0,6591731.0,192.90804187715455,7.908041877154549,31.632167508618195,29.750565812696003,24.38570968253771,8,2.68083689116043,2.906562354911094,2.5317997893529522,0.8458852413869732,2.770072587266703,2.0,4.0,0,14
363451.0,6591733.0,192.3134288982423,7.3134288982422975,29.25371559296919,23.096020357956878,18.931164227833506,8,2.593921978981147,2.8531316409200103,2.4647053642342,0.7822141056433103,2.7700725872667027,2.0,4.0,0,15
363451.0,6591735.0,191.67489036182153,6.67489036182152,26.69956144728608,16.44147490321775,13.476618773129303,8,2.4787012124503516,2.7431359728398115,2.422827405798649,0.5067204837329583,2.770072587266703,2.0,4.0,0,16
363451.0,6591737.0,191.01746869602587,6.017468696025859,24.069874784103437,9.786929448478622,8.0220733184251,8,2.4741613250867296,2.7147619464025734,2.424415939460754,0.4758598051990864,2.770072587266703,2.0,4.0,0,17
363451.0,6591739.0,190.37315824586733,5.373158245867326,21.492632983469303,3.135237804057551,2.569867052506189,8,2.524077666112565,2.8346144358994145,2.4564744601567456,0.5432811188078487,2.770072587266702,2.0,4.0,0,18
363451.0,6591741.0,189.8819000400024,4.8819000400023835,19.527600160009534,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0,19
363451.0,6591743.0,189.53376392922618,4.53376392922617,18.13505571690468,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0,20
363451.0,6591745.0,189.1471460558763,4.147146055876296,16.588584223505183,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0,21
363451.0,6591747.0,188.71277681880784,3.7127768188078356,14.851107275231342,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0,22
363451.0,6591749.0,188.35270789926355,3.3527078992635504,13.410831597054202,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0,23
363451.0,6591751.0,188.02780483248765,3.0278048324876594,12.111219329950638,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0,24
363451.0,6591753.0,187.62716829021585,2.627168290215844,10.508673160863376,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0,25
363451.0,6591755.0,187.19438389364996,2.1943838936499565,8.777535574599826,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0,26
363451.0,6591757.0,186.8559892935147,1.8559892935147044,7.423957174058818,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0,27
363451.0,6591759.0,186.56635080488198,1.566350804881973,6.265403219527892,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0,28
363451.0,6591761.0,186.24436300826775,1.2443630082677442,4.977452033070977,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0,29
363451.0,6591763.0,186.00715428752537,1.0071542875253798,4.028617150101519,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0,30
363451.0,6591765.0,185.9049156330411,0.9049156330411103,3.6196625321644413,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0,31
363451.0,6591767.0,185.8106630546603,0.8106630546602818,3.242652218641127,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0,32
363451.0,6591769.0,185.7051113022116,0.7051113022115937,2.8204452088463747,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0,33
363451.0,6591771.0,185.6189005406356,0.6189005406355897,2.475602162542359,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0,34
363451.0,6591773.0,185.53674828078468,0.5367482807846756,2.1469931231387025,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0,35
363451.0,6591775.0,185.4453260575048,0.4453260575047734,1.7813042300190935,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0,36
363451.0,6591777.0,185.35371759306994,0.353717593069939,1.414870372279756,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0,37
363451.0,6591779.0,185.27310145355625,0.2731014535562386,1.0924058142249544,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0,38
363451.0,6591781.0,185.19771601640204,0.1977160164020306,0.7908640656081224,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0,39
363451.0,6591783.0,185.1309271695788,0.130927169578788,0.523708678315152,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0,40
363451.0,6591785.0,185.08815245469026,0.08815245469026581,0.35260981876106323,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0,41
363451.0,6591787.0,185.06968991646633,0.0696899164663245,0.278759665865298,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0,42
363451.0,6591789.0,185.0547071608978,0.054707160897793074,0.2188286435911723,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0,43
363451.0,6591791.0,185.0327897933404,0.032789793340424145,0.13115917336169658,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0,44
363453.0,6591711.0,185.0472282128086,0.04722821280860276,0.18891285123441104,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1,4
363453.0,6591713.0,185.50810550399106,0.5081055039910622,2.032422015964249,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1,5
363453.0,6591715.0,187.55799604092994,2.557996040929943,10.231984163719773,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1,6
363453.0,6591717.0,191.57694888157965,6.576948881579647,26.30779552631859,46.99674379175761,38.521921140784926,9,2.8160423440857785,3.1072331794647696,2.773838408234947,0.42883495832041346,2.775874235895326,2.0,4.0,1,7
363453.0,6591719.0,195.48933198775833,10.489331987758337,41.95732795103335,54.900000000000006,45.0,6,2.842202595518889,3.0499813008574903,2.754566667759189,0.6752490453936045,2.7326801629497885,2.0,4.0,1,8
363453.0,6591721.0,197.68108947512147,12.681089475121468,50.72435790048587,73.2,60.0,8,2.772223305207995,3.0039969378785356,2.636705154331767,0.8259232252658791,2.761450607512288,2.0,4.0,1,9
363453.0,6591723.0,198.1086149462324,13.108614946232398,52.434459784929594,73.2,60.0,8,2.6830623422688404,2.921408378339762,2.6310005719044836,0.4625741985129728,2.761450607512289,2.0,4.0,1,10
363453.0,6591725.0,197.43905813851845,12.439058138518458,49.75623255407383,79.41427527184787,65.09366825561301,9,2.8682403946118686,3.0681121204191424,2.8530203612888014,0.23804829467143904,2.772026912857455,2.0,4.0,1,11
363453.0,6591727.0,196.8153977051825,11.8153977051825,47.26159082073,60.28245709000548,49.411850073774986,7,2.9188955177519675,3.2064241031069387,2.7488667960291737,0.950210776137404,2.7701308545290493,2.0,4.0,1,12
363453.0,6591729.0,196.83059766210783,11.830597662107849,47.322390648431394,82.35000000000001,67.5,9,2.7812269266437344,3.0189060789385094,2.6181321281226193,0.8865575883465042,2.759532638096597,2.0,4.0,1,13
363453.0,6591731.0,196.91084703153763,11.910847031537626,47.643388126150505,73.2,60.0,8,2.687207274720334,2.9915837144170494,2.548749611079418,0.8057394514368347,2.761450607512288,2.0,4.0,1,14
363453.0,6591733.0,196.75461402953363,11.754614029533636,47.018456118134544,73.2,60.0,8,2.568463648120872,2.7483754602731123,2.4506487548723257,0.7205456342810651,2.761450607512289,2.0,4.0,1,15
363453.0,6591735.0,196.4351764819954,11.435176481995406,45.74070592798162,73.2,60.0,8,2.522760540548865,2.7348953686855095,2.4354712368686493,0.6401271181161683,2.7614506075122884,2.0,4.0,1,16
363453.0,6591737.0,195.9158415246877,10.9158415246877,43.6633660987508,73.2,60.0,8,2.539662299002819,2.759727598977987,2.45014239713904,0.6462520228694804,2.7614506075122884,2.0,4.0,1,17
363453.0,6591739.0,195.2596723139281,10.259672313928087,41.03868925571235,73.19714618987277,59.99766081137113,8,2.5532787679356677,2.8473636905979185,2.4390527540078253,0.6929936748904266,2.761450607512288,2.0,4.0,1,18
363453.0,6591741.0,194.8868480900429,9.886848090042886,39.54739236017154,69.67783853900036,57.112982409016695,8,2.543284887935407,2.7481519169155586,2.441925832916819,0.6838912266596386,2.7614506075122884,2.0,4.0,1,19
363453.0,6591743.0,194.71141306630733,9.711413066307344,38.845652265229376,63.02329308426124,51.65843695431249,8,2.5222415620565974,2.7410525162724455,2.4067771830534515,0.708701432779635,2.7614506075122884,2.0,4.0,1,20
363453.0,6591745.0,194.1296188979151,9.129618897915098,36.51847559166039,56.36874762952211,46.20389149960829,8,2.5191075098518443,2.6864120331896775,2.472381043040825,0.44370722614877467,2.761450607512288,2.0,4.0,1,21
363453.0,6591747.0,193.29628759037334,8.29628759037333,33.18515036149332,49.71420217478298,40.74934604490409,8,2.5854915037178663,2.804568380327561,2.5082248109383936,0.6015782372951589,2.761450607512289,2.0,4.0,1,22
363453.0,6591749.0,192.82715669158583,7.827156691585824,31.308626766343295,43.059656720043854,35.294800590199884,8,2.5609026892131714,2.7684923820330627,2.416362257833515,0.784614069351768,2.761450607512288,2.0,4.0,1,23
363453.0,6591751.0,192.52509105280902,7.525091052809016,30.100364211236062,36.40511126530473,29.84025513549568,8,2.523341946450825,2.7356494474401103,2.418426883837233,0.6832791253538641,2.7614506075122884,2.0,4.0,1,24
363453.0,6591753.0,191.84571807480535,6.845718074805334,27.382872299221336,29.750565810565604,24.38570968079148,8,2.586292461746759,2.7973385057897198,2.5340651762107287,0.36916323795430883,2.7614506075122884,2.0,4.0,1,25
363453.0,6591755.0,191.0217322933909,6.02173229339091,24.08692917356364,23.096020355826475,18.931164226087276,8,2.6438189055751793,2.877246232792088,2.5452970060699256,0.6348116697576268,2.7614506075122884,2.0,4.0,1,26
363453.0,6591757.0,190.63294201058272,5.632942010582734,22.531768042330935,16.44147490108735,13.476618771383073,8,2.5998811722802024,2.779689219317402,2.483777093647943,0.7575162626653836,2.761450607512288,2.0,4.0,1,27
363453.0,6591759.0,190.4449148252608,5.444914825260802,21.779659301043207,9.786929446348221,8.02207331667887,8,2.489485647533528,2.7178361621710008,2.3349022371018155,0.8559983773144375,2.7614506075122884,2.0,4.0,1,28
363453.0,6591761.0,189.9554304717087,4.955430471708692,19.82172188683477,3.135237801519541,2.569867050425853,8,2.3856862379233035,2.584252800818836,2.2076055915775696,0.8693277401637179,2.7614506075122884,2.0,4.0,1,29
363453.0,6591763.0,189.4957249717053,4.4957249717053065,17.982899886821226,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1,30
363453.0,6591765.0,189.2791547466404,4.279154746640395,17.11661898656158,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1,31
363453.0,6591767.0,188.89065363712282,3.8906536371228166,15.562614548491267,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1,32
363453.0,6591769.0,188.41826096933923,3.4182609693392205,13.673043877356882,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1,33
363453.0,6591771.0,188.08720121168767,3.087201211687675,12.3488048467507,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1,34
363453.0,6591773.0,187.77046089334084,2.7704608933408363,11.081843573363345,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1,35
363453.0,6591775.0,187.3436339114174,2.3436339114174163,9.374535645669665,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1,36
363453.0,6591777.0,186.91491090066532,1.9149109006653258,7.659643602661303,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1,37
363453.0,6591779.0,186.61043913311818,1.6104391331181729,6.4417565324726915,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1,38
363453.0,6591781.0,186.34777095677498,1.3477709567749785,5.391083827099914,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1,39
363453.0,6591783.0,186.08617231224804,1.0861723122480338,4.344689248992135,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1,40
363453.0,6591785.0,185.89638378108378,0.8963837810837767,3.585535124335107,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1,41
363453.0,6591787.0,185.78724723578483,0.7872472357848184,3.1489889431392735,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1,42
363453.0,6591789.0,185.6301757557894,0.6301757557893819,2.5207030231575276,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1,43
363453.0,6591791.0,185.37805765630503,0.37805765630503857,1.5122306252201543,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1,44
363453.0,6591793.0,185.1386386697085,0.13863866970850816,0.5545546788340326,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1,45
363453.0,6591795.0,185.0249398500277,0.024939850027706493,0.09975940011082597,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1,46
363455.0,6591711.0,185.09065578599674,0.09065578599675121,0.36262314398700485,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2,4
363455.0,6591713.0,185.75674048816109,0.7567404881610719,3.0269619526442875,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2,5
363455.0,6591715.0,188.22292081002277,3.2229208100227673,12.89168324009107,3.404788775079549,2.7908104713766795,5,2.868284020756136,2.982831820137301,2.8317505081541596,0.36213488634854374,2.5787995084879833,2.0,4.0,2,6
363455.0,6591717.0,192.4028234664361,7.402823466436104,29.611293865744415,35.27629792534857,28.914998299466045,4,2.9472477420002834,3.0839762461457165,2.900128763615143,0.4755087333613871,2.5632207964896376,2.0,4.0,2,7
363455.0,6591719.0,195.7495392693562,10.749539269356191,42.998157077424764,36.6,30.0,4,3.0711325248071257,3.187931063897554,3.011157706440226,0.5187440550095459,2.6925095945002604,2.0,4.0,2,8
363455.0,6591721.0,197.25843629446996,12.258436294469973,49.033745177879894,64.05,52.5,7,3.0714834147953676,3.238252590796218,2.891572153952475,1.009103593631618,2.6161132365531437,2.0,4.0,2,9
363455.0,6591723.0,197.6796972235958,12.679697223595799,50.718788894383195,73.2,60.0,8,2.919254680537204,3.1933040982788166,2.711826831253002,1.0523514693269302,2.6152046993872937,2.0,4.0,2,10
363455.0,6591725.0,197.41665262347294,12.416652623472933,49.66661049389173,45.75,37.5,5,2.8131974152913197,2.8771283001276693,2.712487309381154,0.7194341593285001,2.5718825224290702,2.0,4.0,2,11
363455.0,6591727.0,197.06824226637033,12.068242266370335,48.27296906548134,54.900000000000006,45.0,6,2.999636632551033,3.2164302299532546,2.9196290863181757,0.6209974214420707,2.6292868308972683,2.0,4.0,2,12
363455.0,6591729.0,197.0948313052993,12.094831305299282,48.37932522119713,45.75,37.5,5,2.8857085406021925,3.074780252376678,2.743955943521992,0.8775600742834438,2.58559154536002,2.0,4.0,2,13
363455.0,6591731.0,197.32159035314325,12.321590353143247,49.28636141257299,64.05,52.5,7,2.867276054297971,3.068739821780219,2.7595828489263496,0.6733597901696985,2.611261781644546,2.0,4.0,2,14
