x,y,block_id,x_m,y_m,z_top_m,z_bottom_m,bench_name,location,oxidation,density_tpm3,au_gpt,cu_pct,ag_gpt,Axb,BWi_kWht,DWi_kWhm3,UCS_MPa,RMR,digability,sulfides_pct,carbonate_pct,clays_pct,fault_dist_m,cn_demand_kgt,rec_au,rec_cu,rec_ag,pf_target_kgpm3,target_p80_mm,wet,latitude,longitude,lithology,alteration_domain,mineral_domain,structure_domain
443836.6912489614,6812290.128649618,B_013_008,130.0,-370.0,200.0,185.0,RL185-200,waste,transition,2.63,0.060,0.0073,0.41,52.3,17.66,5.78,91.5,47.3,medium,0.45,0.44,2.80,58.9,0.278,0.86,0.72,0.71,0.88,155,True,-28.693853751347465,122.42261124777502,propylitic_volcanics,propylitic_halo,waste,background
443846.6912489614,6812290.128649618,B_014_008,140.0,-370.0,200.0,185.0,RL185-200,waste,transition,2.60,0.073,0.0083,0.44,52.3,18.35,6.09,86.5,49.3,medium,0.29,0.41,2.55,49.0,0.233,0.88,0.72,0.71,0.86,150,True,-28.693853751347465,122.42271365145002,propylitic_volcanics,propylitic_halo,waste,background
443856.6912489614,6812290.128649618,B_015_008,150.0,-370.0,200.0,185.0,RL185-200,waste,transition,2.61,0.084,0.0087,0.47,53.0,18.06,6.07,87.5,47.1,medium,0.19,0.59,2.71,39.1,0.255,0.88,0.72,0.69,0.92,155,True,-28.693853751347465,122.42281605512504,propylitic_volcanics,propylitic_halo,waste,background
443866.6912489614,6812290.128649618,B_016_008,160.0,-370.0,200.0,185.0,RL185-200,waste,transition,2.61,0.085,0.0099,0.47,52.2,18.64,5.87,93.1,50.1,medium,0.85,0.54,3.01,29.1,0.282,0.87,0.69,0.67,0.89,145,True,-28.693853751347465,122.42291845880004,propylitic_volcanics,propylitic_halo,waste,cross_fault
443876.6912489614,6812290.128649618,B_017_008,170.0,-370.0,200.0,185.0,RL185-200,waste,transition,2.61,0.086,0.0101,0.49,51.6,18.45,5.36,85.3,50.7,medium,0.65,0.50,3.59,19.2,0.291,0.85,0.71,0.65,0.87,155,True,-28.693853751347465,122.42302086247504,propylitic_volcanics,propylitic_halo,waste,cross_fault
443886.6912489614,6812290.128649618,B_018_008,180.0,-370.0,200.0,185.0,RL185-200,waste,transition,2.52,0.077,0.0097,0.44,57.1,16.79,5.61,73.8,30.1,soft,0.72,0.56,4.33,9.3,0.342,0.84,0.68,0.64,0.72,165,True,-28.693853751347465,122.42312326615004,propylitic_volcanics,propylitic_halo,waste,cross_fault
443896.6912489614,6812290.128649618,B_019_008,190.0,-370.0,200.0,185.0,RL185-200,waste,transition,2.58,0.077,0.0101,0.43,58.6,16.00,4.70,49.2,21.5,soft,0.73,0.63,4.78,0.6,0.342,0.80,0.69,0.62,0.70,175,True,-28.693853751347465,122.42322566982504,propylitic_volcanics,propylitic_halo,waste,cross_fault
443906.6912489614,6812290.128649618,B_020_008,200.0,-370.0,200.0,185.0,RL185-200,waste,transition,2.56,0.079,0.0098,0.44,55.0,17.56,4.98,59.3,30.8,soft,0.18,0.56,4.30,10.5,0.284,0.83,0.68,0.66,0.71,170,True,-28.693853751347465,122.42332807350004,propylitic_volcanics,propylitic_halo,waste,cross_fault
443916.6912489614,6812290.128649618,B_021_008,210.0,-370.0,200.0,185.0,RL185-200,waste,fresh,2.70,0.082,0.0122,0.49,48.4,18.27,6.41,102.2,55.7,hard,1.10,0.73,2.23,20.4,0.294,0.86,0.83,0.67,0.93,150,False,-28.693853751347465,122.42343047717505,propylitic_volcanics,propylitic_halo,waste,cross_fault
443926.6912489614,6812290.128649618,B_022_008,220.0,-370.0,200.0,185.0,RL185-200,waste,fresh,2.67,0.092,0.0125,0.51,46.6,18.93,6.79,101.7,59.6,medium,0.33,0.50,1.97,30.4,0.258,0.86,0.85,0.71,0.96,145,False,-28.693853751347465,122.42353288085005,propylitic_volcanics,propylitic_halo,waste,cross_fault
443936.6912489614,6812290.128649618,B_023_008,230.0,-370.0,200.0,185.0,RL185-200,waste,fresh,2.68,0.085,0.0119,0.49,47.1,18.76,6.23,120.9,57.9,hard,0.78,0.63,1.90,40.3,0.284,0.87,0.84,0.70,1.05,140,False,-28.693853751347465,122.42363528452503,propylitic_volcanics,propylitic_halo,waste,background
443946.6912489614,6812290.128649618,B_024_008,240.0,-370.0,200.0,185.0,RL185-200,waste,fresh,2.67,0.084,0.0103,0.45,48.0,19.11,7.25,120.3,58.6,hard,0.78,0.40,1.59,50.2,0.256,0.88,0.83,0.72,1.00,130,False,-28.693853751347465,122.42373768820003,propylitic_volcanics,propylitic_halo,waste,background
443956.6912489614,6812290.128649618,B_025_008,250.0,-370.0,200.0,185.0,RL185-200,waste,fresh,2.67,0.073,0.0098,0.45,47.7,19.68,7.02,113.1,60.0,hard,0.49,0.39,1.79,60.1,0.243,0.89,0.83,0.69,1.02,145,False,-28.693853751347465,122.42384009187504,propylitic_volcanics,propylitic_halo,waste,background
444416.6912489614,6812290.128649618,B_071_008,710.0,-370.0,200.0,185.0,RL185-200,waste,transition,2.61,0.087,0.0061,0.34,50.9,18.82,6.81,92.1,57.8,medium,0.82,0.68,1.69,376.6,0.272,0.86,0.71,0.69,0.90,150,True,-28.693853751347465,122.42855066092514,propylitic_volcanics,propylitic_halo,waste,background
444426.6912489614,6812290.128649618,B_072_008,720.0,-370.0,200.0,185.0,RL185-200,waste,transition,2.60,0.084,0.0058,0.33,50.6,18.45,6.67,97.5,49.3,medium,0.51,0.61,1.84,372.2,0.245,0.88,0.71,0.71,0.97,150,True,-28.693853751347465,122.42865306460014,propylitic_volcanics,propylitic_halo,waste,background
444436.6912489614,6812290.128649618,B_073_008,730.0,-370.0,200.0,185.0,RL185-200,waste,transition,2.61,0.075,0.0059,0.33,53.7,17.91,5.98,95.4,53.5,medium,0.18,0.58,2.01,367.8,0.239,0.89,0.73,0.72,0.96,145,True,-28.693853751347465,122.42875546827514,propylitic_volcanics,propylitic_halo,waste,background
444446.6912489614,6812290.128649618,B_074_008,740.0,-370.0,200.0,185.0,RL185-200,waste,transition,2.59,0.074,0.0058,0.31,52.4,17.55,6.38,85.6,57.3,medium,0.32,0.35,2.02,363.2,0.220,0.89,0.73,0.71,0.92,150,True,-28.693853751347465,122.42885787195014,propylitic_volcanics,propylitic_halo,waste,background
444456.6912489614,6812290.128649618,B_075_008,750.0,-370.0,200.0,185.0,RL185-200,waste,transition,2.59,0.079,0.0054,0.32,52.3,19.53,6.42,92.3,47.7,medium,0.36,0.40,2.11,358.6,0.243,0.87,0.71,0.72,0.94,150,True,-28.693853751347465,122.42896027562514,propylitic_volcanics,propylitic_halo,waste,background
444466.6912489614,6812290.128649618,B_076_008,760.0,-370.0,200.0,185.0,RL185-200,waste,transition,2.60,0.073,0.0055,0.31,52.5,17.29,5.88,97.5,52.0,medium,0.57,0.45,1.83,353.9,0.231,0.88,0.73,0.71,0.92,150,True,-28.693853751347465,122.42906267930016,propylitic_volcanics,propylitic_halo,waste,background
444476.6912489614,6812290.128649618,B_077_008,770.0,-370.0,200.0,185.0,RL185-200,waste,transition,2.58,0.075,0.0050,0.30,53.1,17.91,5.93,95.0,55.6,medium,0.18,0.55,1.95,349.0,0.243,0.89,0.72,0.72,0.94,145,True,-28.693853751347465,122.42916508297516,propylitic_volcanics,propylitic_halo,waste,background
444486.6912489614,6812290.128649618,B_078_008,780.0,-370.0,200.0,185.0,RL185-200,waste,transition,2.62,0.065,0.0051,0.28,52.0,18.26,6.11,98.4,57.2,medium,0.66,0.28,1.85,344.1,0.265,0.88,0.72,0.71,0.91,140,True,-28.693853751347465,122.42926748665016,propylitic_volcanics,propylitic_halo,waste,background
444496.6912489614,6812290.128649618,B_079_008,790.0,-370.0,200.0,185.0,RL185-200,waste,transition,2.60,0.067,0.0053,0.27,51.9,17.77,6.53,99.7,54.2,medium,0.39,0.32,1.87,339.1,0.235,0.89,0.73,0.70,0.95,145,True,-28.693853751347465,122.42936989032516,propylitic_volcanics,propylitic_halo,waste,background
444506.6912489614,6812290.128649618,B_080_008,800.0,-370.0,200.0,185.0,RL185-200,waste,transition,2.57,0.068,0.0056,0.29,51.8,18.61,5.98,91.9,49.2,medium,0.27,0.29,1.87,333.9,0.222,0.88,0.72,0.72,0.92,150,True,-28.693853751347465,122.42947229400016,propylitic_volcanics,propylitic_halo,waste,background
444516.6912489614,6812290.128649618,B_081_008,810.0,-370.0,200.0,185.0,RL185-200,waste,transition,2.55,0.062,0.0051,0.26,53.2,18.57,5.99,106.0,52.9,medium,0.60,0.41,2.16,328.7,0.264,0.89,0.72,0.69,0.95,135,True,-28.693853751347465,122.42957469767516,propylitic_volcanics,propylitic_halo,waste,background
444526.6912489614,6812290.128649618,B_082_008,820.0,-370.0,200.0,185.0,RL185-200,waste,transition,2.64,0.058,0.0047,0.25,51.7,18.93,5.58,98.4,52.3,medium,0.45,0.48,2.08,323.4,0.255,0.87,0.71,0.71,0.95,140,True,-28.693853751347465,122.42967710135017,propylitic_volcanics,propylitic_halo,waste,background
444536.6912489614,6812290.128649618,B_083_008,830.0,-370.0,200.0,185.0,RL185-200,waste,transition,2.58,0.060,0.0049,0.26,51.8,18.72,6.89,92.6,47.9,medium,0.46,0.43,2.26,318.0,0.246,0.87,0.73,0.69,0.91,155,True,-28.693853751347465,122.42977950502517,propylitic_volcanics,propylitic_halo,waste,background
444546.6912489614,6812290.128649618,B_084_008,840.0,-370.0,200.0,185.0,RL185-200,waste,transition,2.68,0.060,0.0048,0.27,52.9,17.75,6.13,90.6,47.4,medium,0.80,0.41,2.32,312.5,0.246,0.88,0.72,0.69,0.92,150,True,-28.693853751347465,122.42988190870015,propylitic_volcanics,propylitic_halo,waste,background
444556.6912489614,6812290.128649618,B_085_008,850.0,-370.0,200.0,185.0,RL185-200,waste,transition,2.67,0.062,0.0048,0.27,53.1,17.69,5.98,86.8,49.1,medium,0.49,0.47,2.42,306.9,0.247,0.88,0.72,0.69,0.90,145,True,-28.693853751347465,122.42998431237515,propylitic_volcanics,propylitic_halo,waste,background
444566.6912489614,6812290.128649618,B_086_008,860.0,-370.0,200.0,185.0,RL185-200,waste,transition,2.63,0.059,0.0049,0.26,52.7,17.88,6.68,88.2,56.8,medium,0.60,0.21,2.48,301.2,0.281,0.88,0.73,0.69,0.91,145,True,-28.693853751347465,122.43008671605016,propylitic_volcanics,propylitic_halo,waste,background
444576.6912489614,6812290.128649618,B_087_008,870.0,-370.0,200.0,185.0,RL185-200,waste,transition,2.65,0.054,0.0048,0.26,52.3,18.00,5.63,103.0,64.1,hard,0.41,0.60,2.47,295.4,0.268,0.87,0.72,0.71,0.97,145,True,-28.693853751347465,122.43018911972516,propylitic_volcanics,propylitic_halo,waste,background
444586.6912489614,6812290.128649618,B_088_008,880.0,-370.0,200.0,185.0,RL185-200,waste,transition,2.64,0.052,0.0051,0.26,52.3,17.51,6.51,89.8,54.4,medium,0.65,0.25,2.77,289.6,0.262,0.87,0.71,0.68,0.92,150,True,-28.693853751347465,122.43029152340016,propylitic_volcanics,propylitic_halo,waste,background
443766.6912489614,6812300.128649618,B_006_009,60.0,-360.0,200.0,185.0,RL185-200,waste,transition,2.58,0.037,0.0057,0.33,54.3,17.82,6.72,88.4,51.2,medium,0.56,0.38,2.51,128.2,0.258,0.88,0.71,0.70,0.91,145,True,-28.69376392022997,122.42189442205,propylitic_volcanics,propylitic_halo,waste,background
443776.6912489614,6812300.128649618,B_007_009,70.0,-360.0,200.0,185.0,RL185-200,waste,transition,2.61,0.040,0.0056,0.33,52.9,18.92,6.01,86.7,50.1,medium,0.32,0.46,2.68,118.3,0.267,0.87,0.72,0.71,0.91,150,True,-28.69376392022997,122.421996825725,propylitic_volcanics,propylitic_halo,waste,background
443786.6912489614,6812300.128649618,B_008_009,80.0,-360.0,200.0,185.0,RL185-200,waste,fresh,2.71,0.043,0.0068,0.37,46.1,18.94,6.66,103.8,60.9,hard,0.73,0.44,1.55,108.3,0.253,0.88,0.84,0.72,1.00,140,False,-28.69376392022997,122.42209922940002,propylitic_volcanics,propylitic_halo,waste,background
443796.6912489614,6812300.128649618,B_009_009,90.0,-360.0,200.0,185.0,RL185-200,waste,fresh,2.64,0.043,0.0073,0.38,47.8,19.47,7.08,117.6,63.8,hard,0.47,0.33,1.49,98.4,0.227,0.88,0.85,0.72,1.03,130,False,-28.69376392022997,122.42220163307502,propylitic_volcanics,propylitic_halo,waste,background
443806.6912489614,6812300.128649618,B_010_009,100.0,-360.0,200.0,185.0,RL185-200,waste,fresh,2.70,0.050,0.0076,0.39,46.3,19.79,7.62,115.5,59.7,hard,0.45,0.69,1.52,88.5,0.244,0.88,0.85,0.73,1.03,130,False,-28.69376392022997,122.42230403675002,propylitic_volcanics,propylitic_halo,waste,background
443816.6912489614,6812300.128649618,B_011_009,110.0,-360.0,200.0,185.0,RL185-200,waste,fresh,2.69,0.053,0.0078,0.40,46.3,19.55,5.93,115.3,56.9,hard,0.74,0.48,1.62,78.6,0.262,0.88,0.84,0.71,1.01,140,False,-28.69376392022997,122.42240644042502,propylitic_volcanics,propylitic_halo,waste,background
443826.6912489614,6812300.128649618,B_012_009,120.0,-360.0,200.0,185.0,RL185-200,waste,transition,2.61,0.059,0.0068,0.41,53.5,18.66,5.75,84.9,51.1,medium,0.24,0.43,2.68,68.7,0.245,0.88,0.71,0.70,0.91,150,True,-28.69376392022997,122.42250884410002,propylitic_volcanics,propylitic_halo,waste,background
443836.6912489614,6812300.128649618,B_013_009,130.0,-360.0,200.0,185.0,RL185-200,waste,transition,2.59,0.067,0.0069,0.41,52.0,18.74,6.40,91.7,48.0,medium,0.54,0.50,2.92,58.8,0.281,0.88,0.73,0.68,0.92,145,True,-28.69376392022997,122.42261124777502,propylitic_volcanics,propylitic_halo,waste,background
443846.6912489614,6812300.128649618,B_014_009,140.0,-360.0,200.0,185.0,RL185-200,waste,transition,2.63,0.076,0.0084,0.45,53.0,18.28,6.61,105.0,51.0,medium,0.60,0.56,2.72,48.8,0.293,0.87,0.72,0.69,0.97,145,True,-28.69376392022997,122.42271365145002,propylitic_volcanics,propylitic_halo,waste,background
443856.6912489614,6812300.128649618,B_015_009,150.0,-360.0,200.0,185.0,RL185-200,waste,transition,2.65,0.082,0.0090,0.46,52.0,17.35,5.88,93.9,52.0,medium,0.29,0.70,2.64,38.9,0.263,0.87,0.71,0.70,0.91,150,True,-28.69376392022997,122.42281605512504,propylitic_volcanics,propylitic_halo,waste,background
443866.6912489614,6812300.128649618,B_016_009,160.0,-360.0,200.0,185.0,RL185-200,waste,transition,2.57,0.091,0.0102,0.50,53.2,19.06,5.88,86.6,45.4,medium,0.61,0.60,2.98,29.0,0.292,0.86,0.73,0.68,0.89,145,True,-28.69376392022997,122.42291845880004,propylitic_volcanics,propylitic_halo,waste,cross_fault
443876.6912489614,6812300.128649618,B_017_009,170.0,-360.0,200.0,185.0,RL185-200,waste,transition,2.57,0.093,0.0101,0.49,56.5,18.23,5.70,71.3,42.4,medium,0.56,0.36,3.72,19.1,0.297,0.85,0.69,0.66,0.82,155,True,-28.69376392022997,122.42302086247504,propylitic_volcanics,propylitic_halo,waste,cross_fault
443886.6912489614,6812300.128649618,B_018_009,180.0,-360.0,200.0,185.0,RL185-200,waste,transition,2.56,0.087,0.0099,0.45,56.3,16.86,5.11,60.8,30.7,soft,0.30,0.44,4.32,9.2,0.327,0.84,0.69,0.65,0.75,155,True,-28.69376392022997,122.42312326615004,propylitic_volcanics,propylitic_halo,waste,cross_fault
443896.6912489614,6812300.128649618,B_019_009,190.0,-360.0,200.0,185.0,RL185-200,waste,transition,2.52,0.089,0.0095,0.45,59.7,17.04,4.58,41.1,26.1,soft,0.67,0.42,5.00,0.7,0.342,0.82,0.67,0.61,0.65,175,True,-28.69376392022997,122.42322566982504,propylitic_volcanics,propylitic_halo,waste,cross_fault
443906.6912489614,6812300.128649618,B_020_009,200.0,-360.0,200.0,185.0,RL185-200,waste,transition,2.54,0.088,0.0101,0.46,55.9,16.09,4.88,63.1,27.8,soft,0.31,0.51,4.43,10.7,0.326,0.83,0.68,0.65,0.75,160,True,-28.69376392022997,122.42332807350004,propylitic_volcanics,propylitic_halo,waste,cross_fault
443916.6912489614,6812300.128649618,B_021_009,210.0,-360.0,200.0,185.0,RL185-200,waste,fresh,2.68,0.096,0.0129,0.52,49.2,18.13,6.21,104.7,49.6,medium,0.44,0.66,2.45,20.6,0.277,0.86,0.83,0.69,0.98,140,False,-28.69376392022997,122.42343047717505,propylitic_volcanics,propylitic_halo,waste,cross_fault
443926.6912489614,6812300.128649618,B_022_009,220.0,-360.0,200.0,185.0,RL185-200,waste,fresh,2.66,0.097,0.0127,0.54,46.4,19.66,7.01,114.4,57.5,hard,0.57,0.62,2.22,30.5,0.263,0.87,0.85,0.71,1.02,140,False,-28.69376392022997,122.42353288085005,propylitic_volcanics,propylitic_halo,waste,cross_fault
443936.6912489614,6812300.128649618,B_023_009,230.0,-360.0,200.0,185.0,RL185-200,waste,fresh,2.70,0.094,0.0119,0.51,47.9,19.24,6.48,102.0,52.6,medium,0.51,0.44,1.70,40.4,0.265,0.88,0.85,0.70,1.01,145,False,-28.69376392022997,122.42363528452503,propylitic_volcanics,propylitic_halo,waste,background
443946.6912489614,6812300.128649618,B_024_009,240.0,-360.0,200.0,185.0,RL185-200,waste,fresh,2.65,0.085,0.0104,0.46,47.3,19.66,6.22,113.6,54.7,hard,0.63,0.55,1.95,50.3,0.260,0.87,0.85,0.70,0.99,145,False,-28.69376392022997,122.42373768820003,propylitic_volcanics,propylitic_halo,waste,background
443956.6912489614,6812300.128649618,B_025_009,250.0,-360.0,200.0,185.0,RL185-200,waste,fresh,2.73,0.085,0.0097,0.46,47.1,19.49,6.73,118.4,66.2,hard,0.56,0.51,2.19,60.2,0.273,0.88,0.84,0.69,1.01,140,False,-28.69376392022997,122.42384009187504,propylitic_volcanics,propylitic_halo,waste,background
443966.6912489614,6812300.128649618,B_026_009,260.0,-360.0,200.0,185.0,RL185-200,waste,fresh,2.65,0.077,0.0092,0.43,46.1,18.79,6.89,116.7,60.1,hard,0.74,0.52,1.87,70.2,0.256,0.87,0.84,0.70,1.00,140,False,-28.69376392022997,122.42394249555004,propylitic_volcanics,propylitic_halo,waste,background
443976.6912489614,6812300.128649618,B_027_009,270.0,-360.0,200.0,185.0,RL185-200,waste,fresh,2.68,0.074,0.0088,0.43,48.6,19.06,7.06,111.7,60.7,hard,0.66,0.46,2.09,80.1,0.243,0.87,0.84,0.71,0.97,140,False,-28.69376392022997,122.42404489922504,propylitic_volcanics,propylitic_halo,waste,background
443986.6912489614,6812300.128649618,B_028_009,280.0,-360.0,200.0,185.0,RL185-200,waste,fresh,2.70,0.070,0.0074,0.40,43.5,19.64,7.34,111.6,58.2,hard,0.32,0.28,2.11,90.0,0.234,0.87,0.81,0.70,0.98,135,False,-28.69376392022997,122.42414730290004,propylitic_volcanics,propylitic_halo,waste,background
443996.6912489614,6812300.128649618,B_029_009,290.0,-360.0,200.0,185.0,RL185-200,waste,fresh,2.76,0.037,0.0037,0.23,43.9,21.27,7.57,126.9,64.8,hard,0.32,0.52,2.19,99.9,0.244,0.86,0.79,0.70,1.11,130,False,-28.69376392022997,122.42424970657504,late_mafic_dyke,barren_intrusive,waste,background
444356.6912489614,6812300.128649618,B_065_009,650.0,-360.0,200.0,185.0,RL185-200,waste,transition,2.61,0.110,0.0072,0.42,52.6,18.71,6.99,94.4,63.5,medium,0.66,0.63,1.66,362.4,0.263,0.88,0.72,0.70,0.97,140,True,-28.69376392022997,122.42793623887512,propylitic_volcanics,propylitic_halo,waste,background
444366.6912489614,6812300.128649618,B_066_009,660.0,-360.0,200.0,185.0,RL185-200,waste,transition,2.62,0.104,0.0067,0.39,51.8,18.68,6.80,101.0,59.2,medium,0.69,0.56,1.83,364.6,0.241,0.89,0.72,0.70,0.95,140,True,-28.69376392022997,122.42803864255012,propylitic_volcanics,propylitic_halo,waste,background
444376.6912489614,6812300.128649618,B_067_009,670.0,-360.0,200.0,185.0,RL185-200,waste,transition,2.63,0.106,0.0067,0.39,53.5,17.81,6.26,98.6,58.2,medium,0.37,0.53,2.05,366.9,0.257,0.89,0.71,0.70,0.92,135,True,-28.69376392022997,122.42814104622514,propylitic_volcanics,propylitic_halo,waste,background
444386.6912489614,6812300.128649618,B_068_009,680.0,-360.0,200.0,185.0,RL185-200,waste,transition,2.62,0.106,0.0064,0.39,51.2,18.34,6.14,98.5,55.7,medium,0.63,0.51,1.74,369.2,0.245,0.88,0.74,0.71,0.93,150,True,-28.69376392022997,122.42824344990014,propylitic_volcanics,propylitic_halo,waste,background
444396.6912489614,6812300.128649618,B_069_009,690.0,-360.0,200.0,185.0,RL185-200,waste,transition,2.64,0.097,0.0064,0.37,49.7,18.64,6.47,101.2,51.0,medium,0.71,0.50,1.51,371.4,0.250,0.88,0.73,0.70,0.94,140,True,-28.69376392022997,122.42834585357514,propylitic_volcanics,propylitic_halo,waste,background
444406.6912489614,6812300.128649618,B_070_009,700.0,-360.0,200.0,185.0,RL185-200,waste,transition,2.58,0.095,0.0060,0.36,51.1,17.80,5.79,97.1,51.3,medium,0.72,0.48,1.80,372.2,0.264,0.87,0.72,0.71,0.96,140,True,-28.69376392022997,122.42844825725014,propylitic_volcanics,propylitic_halo,waste,background
444416.6912489614,6812300.128649618,B_071_009,710.0,-360.0,200.0,185.0,RL185-200,waste,transition,2.59,0.098,0.0061,0.37,51.7,18.47,6.35,91.5,57.7,medium,0.52,0.42,1.74,367.9,0.226,0.87,0.74,0.72,0.90,145,True,-28.69376392022997,122.42855066092514,propylitic_volcanics,propylitic_halo,waste,background
444426.6912489614,6812300.128649618,B_072_009,720.0,-360.0,200.0,185.0,RL185-200,waste,transition,2.61,0.090,0.0061,0.35,51.3,18.22,6.79,91.2,52.6,medium,0.48,0.24,1.61,363.6,0.236,0.89,0.72,0.71,0.91,150,True,-28.69376392022997,122.42865306460014,propylitic_volcanics,propylitic_halo,waste,background
444436.6912489614,6812300.128649618,B_073_009,730.0,-360.0,200.0,185.0,RL185-200,waste,transition,2.56,0.086,0.0059,0.34,52.4,18.67,5.80,98.4,49.3,medium,0.55,0.51,1.77,359.1,0.238,0.88,0.72,0.71,0.90,150,True,-28.69376392022997,122.42875546827514,propylitic_volcanics,propylitic_halo,waste,background
444446.6912489614,6812300.128649618,B_074_009,740.0,-360.0,200.0,185.0,RL185-200,waste,transition,2.61,0.089,0.0057,0.34,50.4,18.17,6.29,105.0,57.2,hard,0.53,0.41,1.98,354.6,0.249,0.89,0.73,0.70,0.99,150,True,-28.69376392022997,122.42885787195014,propylitic_volcanics,propylitic_halo,waste,background
444456.6912489614,6812300.128649618,B_075_009,750.0,-360.0,200.0,185.0,RL185-200,waste,transition,2.64,0.074,0.0058,0.31,53.7,18.84,6.09,103.4,56.5,hard,0.56,0.48,1.74,349.9,0.255,0.88,0.72,0.71,0.99,145,True,-28.69376392022997,122.42896027562514,propylitic_volcanics,propylitic_halo,waste,background
