pattern_number,hole_number,hole_id,deck,deck_type,actual_x,actual_y,actual_collar_rl,actual_toe_rl,actual_hole_length_m,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,actual_stemming_m,design_explosive_column_m,actual_explosive_column_m,design_explosive_kg,actual_explosive_kg,charge_factor_kg_per_m,charge_variance_pct,charge_status
18,46,18-H-046,1,charge,363680.158,6591891.861,200.043,185.687,14.356,ANFO,0.8,229.0,4.36,4.13,10.0,10.23,329.38,336.919,23.469,2.29,As charged
18,47,18-H-047,1,charge,363688.145,6591892.343,200.038,183.63,16.408,ANFO,0.8,229.0,5.05,5.18,11.36,11.23,374.404,369.94,22.546,-1.19,As charged
18,48,18-H-048,1,charge,363696.28,6591893.003,200.026,183.496,16.53,ANFO,0.8,229.0,4.81,3.89,11.72,12.64,386.286,416.513,25.197,7.83,Minor variance
18,49,18-H-049,1,charge,363573.539,6591876.532,200.032,183.973,16.059,ANFO,0.8,229.0,4.92,5.01,11.14,11.05,366.996,364.182,22.678,-0.77,As charged
18,50,18-H-050,1,charge,363581.268,6591877.011,199.997,184.693,15.304,ANFO,0.8,229.0,4.81,5.14,10.49,10.17,345.757,334.948,21.886,-3.13,As charged
18,51,18-H-051,1,charge,363589.492,6591877.227,200.008,183.232,16.776,ANFO,0.8,229.0,4.96,4.54,11.81,12.23,389.243,403.052,24.026,3.55,As charged
18,52,18-H-052,1,charge,363597.175,6591878.227,199.943,183.617,16.326,ANFO,0.8,229.0,5.25,4.91,11.07,11.42,364.879,376.26,23.047,3.12,As charged
18,53,18-H-053,1,charge,363605.181,6591879.087,200.011,184.128,15.883,ANFO,0.8,229.0,4.38,4.42,11.51,11.46,379.18,377.544,23.77,-0.43,As charged
18,55,18-H-055,1,charge,363620.851,6591880.265,200.026,183.842,16.184,ANFO,0.8,229.0,4.9,4.96,11.29,11.23,371.958,369.87,22.854,-0.56,As charged
18,56,18-H-056,1,charge,363629.034,6591881.284,199.849,183.903,15.946,ANFO,0.8,229.0,4.93,5.5,11.02,10.45,363.105,344.353,21.595,-5.16,As charged
18,57,18-H-057,1,charge,363636.96,6591881.346,200.042,184.118,15.924,ANFO,0.8,229.0,4.46,5.61,11.47,10.31,377.875,339.695,21.332,-10.1,Minor variance
18,58,18-H-058,1,charge,363645.21,6591882.052,200.04,183.934,16.106,ANFO,0.8,229.0,4.91,4.52,11.19,11.59,368.868,381.783,23.704,3.5,As charged
18,59,18-H-059,1,charge,363653.137,6591882.798,199.989,183.637,16.352,ANFO,0.8,229.0,5.01,6.23,11.35,10.12,373.849,333.598,20.401,-10.77,Minor variance
18,60,18-H-060,1,charge,363660.874,6591883.261,200.028,185.033,14.995,ANFO,0.8,229.0,4.7,4.35,10.29,10.64,339.164,350.665,23.385,3.39,As charged
18,61,18-H-061,1,charge,363669.002,6591883.934,200.111,184.113,15.998,ANFO,0.8,229.0,4.87,5.35,11.13,10.64,366.575,350.707,21.922,-4.33,As charged
18,62,18-H-062,1,charge,363677.31,6591884.501,200.095,183.232,16.863,ANFO,0.8,229.0,4.86,6.5,12.01,10.36,395.588,341.467,20.249,-13.68,Undercharged - review
18,63,18-H-063,1,charge,363685.151,6591884.915,200.02,184.035,15.985,ANFO,0.8,229.0,4.68,4.1,11.31,11.89,372.513,391.648,24.501,5.14,As charged
18,64,18-H-064,1,charge,363692.547,6591885.7,200.045,184.378,15.667,ANFO,0.8,229.0,4.61,3.72,11.06,11.95,364.379,393.725,25.131,8.05,Minor variance
18,65,18-H-065,1,charge,363634.038,6591874.28,199.963,183.831,16.132,ANFO,0.8,229.0,5.12,4.69,11.01,11.44,362.862,376.986,23.369,3.89,As charged
18,66,18-H-066,1,charge,363641.91,6591874.466,200.051,186.35,13.701,ANFO,0.8,229.0,4.37,4.85,9.33,8.85,307.426,291.697,21.29,-5.12,As charged
18,67,18-H-067,1,charge,363649.56,6591875.307,199.958,184.401,15.557,ANFO,0.8,229.0,4.63,4.55,10.92,11.0,359.962,362.594,23.307,0.73,As charged
18,68,18-H-068,1,charge,363657.341,6591876.252,200.081,183.979,16.102,ANFO,0.8,229.0,4.99,4.84,11.11,11.26,366.234,371.062,23.044,1.32,As charged
18,69,18-H-069,1,charge,363665.489,6591876.428,199.958,183.675,16.283,ANFO,0.8,229.0,4.77,5.11,11.51,11.17,379.298,368.131,22.608,-2.94,As charged
18,70,18-H-070,1,charge,363673.506,6591877.336,199.975,183.092,16.883,ANFO,0.8,229.0,5.2,4.79,11.69,12.09,385.105,398.392,23.597,3.45,As charged
18,71,18-H-071,1,charge,363680.831,6591877.441,200.124,183.595,16.529,ANFO,0.8,229.0,5.06,6.68,11.47,9.85,377.908,324.533,19.634,-14.12,Undercharged - review
18,72,18-H-072,1,charge,363689.571,6591878.327,200.081,183.463,16.618,ANFO,0.8,229.0,5.15,5.17,11.46,11.45,377.756,377.155,22.696,-0.16,As charged
18,73,18-H-073,1,charge,363697.807,6591879.024,199.982,183.524,16.458,ANFO,0.8,229.0,5.08,6.18,11.38,10.28,375.053,338.654,20.577,-9.7,Minor variance
