MEASURE_WHILE_DRILLING_PK,DATE_TIME,DRILL_PATTERN,PATTERN_HOLE_NUMBER,X,Y,Z,BOTTOM_Z,TOP_Z,CURRENT_DEPTH,TOTAL_DEPTH,MINE_HOLE_NUMBER,MWD_DRILL_NUMBER,MWD_DIAMETER,MWD_PEN,MWD_RPM,MWD_TORQUE,MWD_WOB,ACTUAL_MAST_ANGLE,ACTUAL_DRILL_HEADING,AUDIT_JOB_SK,AUDIT_ETL_SK,ODW_INSERT_DATE,ODW_UPDATE_DATE,GUID_HOLE_BY_HOLE,GUID_HOLE_DATA
47277760,2024.08.11 09:57:08,B102_396_801,61.0,801580.97,7513447.262,406.0121,403.1531,407.6943,1.6822509766,4.5412597656,5100001453884,9,251,0.2316009402,62.5222206116,1987.5173339844,7.2677359581,0.0,298.07,871958,25060152,2024.08.11 11:22:20,2024.08.11 11:22:20,26606603-8557-EF11-8F78-0030646A8092,504A0D31-8457-EF11-8F78-0030646A8092
47277761,2024.08.11 09:57:08,B102_396_801,61.0,801580.97,7513447.262,406.3169,403.1531,407.6943,1.3774414063,4.5412597656,5100001453884,9,251,0.152565822,62.8076095581,2053.1740722656,7.2354564667,0.0,298.07,871958,25060152,2024.08.11 11:22:20,2024.08.11 11:22:20,26606603-8557-EF11-8F78-0030646A8092,B8AE3802-8457-EF11-8F78-0030646A8092
47277762,2024.08.11 09:57:08,B102_396_801,61.0,801580.97,7513447.262,406.6218,403.1531,407.6943,1.0725097656,4.5412597656,5100001453884,9,251,0.1830589771,63.1278457642,2267.9938964844,7.3188719749,0.0,298.07,871958,25060152,2024.08.11 11:22:20,2024.08.11 11:22:20,26606603-8557-EF11-8F78-0030646A8092,FB38A3BA-8357-EF11-8F78-0030646A8092
47277763,2024.08.11 09:57:08,B102_396_801,61.0,801580.97,7513447.262,406.9267,403.1531,407.6943,0.767578125,4.5412597656,5100001453884,9,251,0.2290733904,63.5819129944,2374.5776367188,7.4294734001,0.0,298.07,871958,25060152,2024.08.11 11:22:20,2024.08.11 11:22:20,26606603-8557-EF11-8F78-0030646A8092,743FE87E-8357-EF11-8F78-0030646A8092
47277764,2024.08.11 09:57:08,B102_396_801,61.0,801580.97,7513447.262,407.232,403.1531,407.6943,0.4622802734,4.5412597656,5100001453884,9,251,0.5924166441,62.459236145,2209.0571289063,7.636967659,0.0,298.07,871958,25060152,2024.08.11 11:22:20,2024.08.11 11:22:20,26606603-8557-EF11-8F78-0030646A8092,56192C4F-8357-EF11-8F78-0030646A8092
47277765,2024.08.11 09:57:08,B102_396_801,61.0,801580.97,7513447.262,407.5381,403.1531,407.6943,0.15625,4.5412597656,5100001453884,9,251,0.8523727655,52.8365516663,1544.8557128906,5.0140843391,0.0,298.07,871958,25060152,2024.08.11 11:22:20,2024.08.11 11:22:20,26606603-8557-EF11-8F78-0030646A8092,C3F8AE3C-8357-EF11-8F78-0030646A8092
47278036,2024.08.11 10:13:08,B102_396_801,63.0,801583.414,7513452.881,403.7365,403.7365,407.8025,4.0660400391,4.0660400391,5100001453766,9,251,0.7540876269,115.9976501465,2929.9223632813,7.920981884,0.0,302.88,871958,25060152,2024.08.11 11:22:20,2024.08.11 11:22:20,F188F73F-8757-EF11-8F78-0030646A8092,813BF905-8757-EF11-8F78-0030646A8092
47278037,2024.08.11 10:13:08,B102_396_801,63.0,801583.414,7513452.881,403.9626,403.7365,407.8025,3.83984375,4.0660400391,5100001453766,9,251,0.4066755176,115.9998397827,2975.3498535156,8.049041748,0.0,302.88,871958,25060152,2024.08.11 11:22:20,2024.08.11 11:22:20,F188F73F-8757-EF11-8F78-0030646A8092,AF0596ED-8657-EF11-8F78-0030646A8092
47278038,2024.08.11 10:13:08,B102_396_801,63.0,801583.414,7513452.881,404.2676,403.7365,407.8025,3.5349121094,4.0660400391,5100001453766,9,251,0.6155785322,116.2069396973,2904.5590820313,9.2852649689,0.0,302.88,871958,25060152,2024.08.11 11:22:20,2024.08.11 11:22:20,F188F73F-8757-EF11-8F78-0030646A8092,7F4083D2-8657-EF11-8F78-0030646A8092
47278039,2024.08.11 10:13:08,B102_396_801,63.0,801583.414,7513452.881,404.5753,403.7365,407.8025,3.2271728516,4.0660400391,5100001453766,9,251,0.6345288754,116.26222229,2918.4350585938,9.8878965378,0.0,302.88,871958,25060152,2024.08.11 11:22:20,2024.08.11 11:22:20,F188F73F-8757-EF11-8F78-0030646A8092,93CEBDC0-8657-EF11-8F78-0030646A8092
47278040,2024.08.11 10:13:08,B102_396_801,63.0,801583.414,7513452.881,404.882,403.7365,407.8025,2.9205322266,4.0660400391,5100001453766,9,251,0.8337292671,116.4083099365,2893.0036621094,10.5728788376,0.0,302.88,871958,25060152,2024.08.11 11:22:20,2024.08.11 11:22:20,F188F73F-8757-EF11-8F78-0030646A8092,7000C9AF-8657-EF11-8F78-0030646A8092
47278041,2024.08.11 10:13:08,B102_396_801,63.0,801583.414,7513452.881,405.1876,403.7365,407.8025,2.6148681641,4.0660400391,5100001453766,9,251,0.9181908369,116.4183349609,2910.8420410156,9.0136547089,0.0,302.88,871958,25060152,2024.08.11 11:22:20,2024.08.11 11:22:20,F188F73F-8757-EF11-8F78-0030646A8092,430568A2-8657-EF11-8F78-0030646A8092
47278042,2024.08.11 10:13:08,B102_396_801,63.0,801583.414,7513452.881,405.4937,403.7365,407.8025,2.3088378906,4.0660400391,5100001453766,9,251,0.4395531118,99.6455459595,2503.9985351563,7.5014266968,0.0,302.88,871958,25060152,2024.08.11 11:22:20,2024.08.11 11:22:20,F188F73F-8757-EF11-8F78-0030646A8092,02244196-8657-EF11-8F78-0030646A8092
47278043,2024.08.11 10:13:08,B102_396_801,63.0,801583.414,7513452.881,405.8159,403.7365,407.8025,1.9865722656,4.0660400391,5100001453766,9,251,0.0730212033,61.0947914124,1742.6785888672,7.4210510254,0.0,302.88,871958,25060152,2024.08.11 11:22:20,2024.08.11 11:22:20,F188F73F-8757-EF11-8F78-0030646A8092,BB9E9574-8657-EF11-8F78-0030646A8092
47278044,2024.08.11 10:13:08,B102_396_801,63.0,801583.414,7513452.881,406.121,403.7365,407.8025,1.6815185547,4.0660400391,5100001453766,9,251,0.4705401659,60.5236282349,1929.5954589844,7.3523139954,0.0,302.88,871958,25060152,2024.08.11 11:22:20,2024.08.11 11:22:20,F188F73F-8757-EF11-8F78-0030646A8092,A9E229DE-8557-EF11-8F78-0030646A8092
47278045,2024.08.11 10:13:08,B102_396_801,63.0,801583.414,7513452.881,406.4268,403.7365,407.8025,1.3757324219,4.0660400391,5100001453766,9,251,0.3164304793,60.644443512,1861.4617919922,7.3366866112,0.0,302.88,871958,25060152,2024.08.11 11:22:20,2024.08.11 11:22:20,F188F73F-8757-EF11-8F78-0030646A8092,20498BC6-8557-EF11-8F78-0030646A8092
47278046,2024.08.11 10:13:08,B102_396_801,63.0,801583.414,7513452.881,406.7325,403.7365,407.8025,1.0699462891,4.0660400391,5100001453766,9,251,0.4066755176,60.8284721375,1843.1314697266,7.3155441284,0.0,302.88,871958,25060152,2024.08.11 11:22:20,2024.08.11 11:22:20,F188F73F-8757-EF11-8F78-0030646A8092,F15725A4-8557-EF11-8F78-0030646A8092
47278047,2024.08.11 10:13:08,B102_396_801,63.0,801583.414,7513452.881,407.0375,403.7365,407.8025,0.7650146484,4.0660400391,5100001453766,9,251,0.5392917395,60.852935791,1806.0646972656,7.3151259422,0.0,302.88,871958,25060152,2024.08.11 11:22:20,2024.08.11 11:22:20,F188F73F-8757-EF11-8F78-0030646A8092,E8309289-8557-EF11-8F78-0030646A8092
47278048,2024.08.11 10:13:08,B102_396_801,63.0,801583.414,7513452.881,407.343,403.7365,407.8025,0.4594726563,4.0660400391,5100001453766,9,251,0.4945837259,57.8740844727,1848.0610351563,7.3106598854,0.0,302.88,871958,25060152,2024.08.11 11:22:20,2024.08.11 11:22:20,F188F73F-8757-EF11-8F78-0030646A8092,07275975-8557-EF11-8F78-0030646A8092
47278049,2024.08.11 10:13:08,B102_396_801,63.0,801583.414,7513452.881,407.6479,403.7365,407.8025,0.1545410156,4.0660400391,5100001453766,9,251,0.4215754867,48.9139480591,1685.7719726563,7.3665041924,0.0,302.88,871958,25060152,2024.08.11 11:22:20,2024.08.11 11:22:20,F188F73F-8757-EF11-8F78-0030646A8092,C6286F5F-8557-EF11-8F78-0030646A8092
47278147,2024.08.11 10:27:00,B102_396_801,24.0,801533.266,7513487.876,403.5354,403.5354,407.6736,4.1381835938,4.1381835938,5100001453761,9,251,0.6006859541,116.0567016602,2763.33984375,8.6005039215,0.0,151.15,871958,25060152,2024.08.11 11:22:20,2024.08.11 11:22:20,41B00630-8957-EF11-8F78-0030646A8092,CFAC7716-8957-EF11-8F78-0030646A8092
47278148,2024.08.11 10:27:00,B102_396_801,24.0,801533.266,7513487.876,403.5454,403.5354,407.6736,4.1281738281,4.1381835938,5100001453761,9,251,0.5251418948,115.7997512817,3009.9274902344,8.1424207687,0.0,151.15,871958,25060152,2024.08.11 11:22:20,2024.08.11 11:22:20,41B00630-8957-EF11-8F78-0030646A8092,1521A507-8957-EF11-8F78-0030646A8092
47278149,2024.08.11 10:27:00,B102_396_801,24.0,801533.266,7513487.876,403.8517,403.5354,407.6736,3.8218994141,4.1381835938,5100001453761,9,251,0.8000320792,116.0405349731,2898.5832519531,7.9677090645,0.0,151.15,871958,25060152,2024.08.11 11:22:20,2024.08.11 11:22:20,41B00630-8957-EF11-8F78-0030646A8092,8CFFF5F2-8857-EF11-8F78-0030646A8092
47278150,2024.08.11 10:27:00,B102_396_801,24.0,801533.266,7513487.876,404.1584,403.5354,407.6736,3.5152587891,4.1381835938,5100001453761,9,251,0.540799737,116.0597915649,2918.5014648438,7.9327483177,0.0,151.15,871958,25060152,2024.08.11 11:22:20,2024.08.11 11:22:20,41B00630-8957-EF11-8F78-0030646A8092,D9CAF2E4-8857-EF11-8F78-0030646A8092
47278151,2024.08.11 10:27:00,B102_396_801,24.0,801533.266,7513487.876,404.4648,403.5354,407.6736,3.2088623047,4.1381835938,5100001453761,9,251,1.0789142847,116.1577072144,2955.76171875,10.4705495834,0.0,151.15,871958,25060152,2024.08.11 11:22:20,2024.08.11 11:22:20,41B00630-8957-EF11-8F78-0030646A8092,21A610D1-8857-EF11-8F78-0030646A8092
47278152,2024.08.11 10:27:00,B102_396_801,24.0,801533.266,7513487.876,404.7704,403.5354,407.6736,2.9031982422,4.1381835938,5100001453761,9,251,0.6109398603,116.1699676514,2905.4775390625,11.9824037552,0.0,151.15,871958,25060152,2024.08.11 11:22:20,2024.08.11 11:22:20,41B00630-8957-EF11-8F78-0030646A8092,DC7CE8C6-8857-EF11-8F78-0030646A8092
47278153,2024.08.11 10:27:00,B102_396_801,24.0,801533.266,7513487.876,405.0758,403.5354,407.6736,2.5977783203,4.1381835938,5100001453761,9,251,0.4573143423,116.2956390381,2892.978515625,11.0371589661,0.0,151.15,871958,25060152,2024.08.11 11:22:20,2024.08.11 11:22:20,41B00630-8957-EF11-8F78-0030646A8092,DEFED2B4-8857-EF11-8F78-0030646A8092
47278154,2024.08.11 10:27:00,B102_396_801,24.0,801533.266,7513487.876,405.3806,403.5354,407.6736,2.29296875,4.1381835938,5100001453761,9,251,0.5725334883,107.6157455444,2748.4501953125,9.6875047684,0.0,151.15,871958,25060152,2024.08.11 11:22:20,2024.08.11 11:22:20,41B00630-8957-EF11-8F78-0030646A8092,187B099D-8857-EF11-8F78-0030646A8092
47278155,2024.08.11 10:27:00,B102_396_801,24.0,801533.266,7513487.876,405.6859,403.5354,407.6736,1.9876708984,4.1381835938,5100001453761,9,251,0.1927655041,60.4975547791,1790.3175048828,7.4430780411,0.0,151.15,871958,25060152,2024.08.11 11:22:20,2024.08.11 11:22:20,41B00630-8957-EF11-8F78-0030646A8092,FD19EF81-8857-EF11-8F78-0030646A8092
47278156,2024.08.11 10:27:00,B102_396_801,24.0,801533.266,7513487.876,405.991,403.5354,407.6736,1.6826171875,4.1381835938,5100001453761,9,251,0.5905265212,60.4904899597,1838.4140625,7.3893246651,0.0,151.15,871958,25060152,2024.08.11 11:22:20,2024.08.11 11:22:20,41B00630-8957-EF11-8F78-0030646A8092,D32F5B49-8857-EF11-8F78-0030646A8092
47278157,2024.08.11 10:27:00,B102_396_801,24.0,801533.266,7513487.876,406.2961,403.5354,407.6736,1.3775634766,4.1381835938,5100001453761,9,251,0.7962107658,60.636264801,1767.1893310547,7.4140725136,0.0,151.15,871958,25060152,2024.08.11 11:22:20,2024.08.11 11:22:20,41B00630-8957-EF11-8F78-0030646A8092,19B0B236-8857-EF11-8F78-0030646A8092
47278158,2024.08.11 10:27:00,B102_396_801,24.0,801533.266,7513487.876,406.6012,403.5354,407.6736,1.0723876953,4.1381835938,5100001453761,9,251,0.9163597822,60.4867668152,1849.5759277344,7.4555091858,0.0,151.15,871958,25060152,2024.08.11 11:22:20,2024.08.11 11:22:20,41B00630-8957-EF11-8F78-0030646A8092,33710029-8857-EF11-8F78-0030646A8092
47278159,2024.08.11 10:27:00,B102_396_801,24.0,801533.266,7513487.876,406.9066,403.5354,407.6736,0.7669677734,4.1381835938,5100001453761,9,251,1.4086036682,60.3305854797,2023.8104248047,7.3216571808,0.0,151.15,871958,25060152,2024.08.11 11:22:20,2024.08.11 11:22:20,41B00630-8957-EF11-8F78-0030646A8092,CF04DA1C-8857-EF11-8F78-0030646A8092
47278160,2024.08.11 10:27:00,B102_396_801,24.0,801533.266,7513487.876,407.2118,403.5354,407.6736,0.4617919922,4.1381835938,5100001453761,9,251,1.4102938175,56.695766449,2241.0341796875,7.0892601013,0.0,151.15,871958,25060152,2024.08.11 11:22:20,2024.08.11 11:22:20,41B00630-8957-EF11-8F78-0030646A8092,78586715-8857-EF11-8F78-0030646A8092
47278161,2024.08.11 10:27:00,B102_396_801,24.0,801533.266,7513487.876,407.5174,403.5354,407.6736,0.15625,4.1381835938,5100001453761,9,251,0.8523727655,49.9970054626,1250.8089599609,4.181137085,0.0,151.15,871958,25060152,2024.08.11 11:22:20,2024.08.11 11:22:20,41B00630-8957-EF11-8F78-0030646A8092,5A627B0D-8857-EF11-8F78-0030646A8092
47278253,2024.08.11 10:35:25,B102_396_801,25.0,801538.094,7513490.178,403.088,403.0881,407.673,4.5849609375,4.5849609375,5100001453885,9,251,1.3880394697,115.9349517822,2923.5932617188,7.4679470062,0.0,151.8,871982,25060649,2024.08.11 12:53:55,2024.08.11 12:53:55,86F1C75C-8A57-EF11-8F78-0030646A8092,7A05C150-8A57-EF11-8F78-0030646A8092
47278254,2024.08.11 10:35:25,B102_396_801,25.0,801538.094,7513490.178,403.2268,403.0881,407.673,4.4461669922,4.5849609375,5100001453885,9,251,1.4255056381,115.4377288818,3132.41796875,6.5969233513,0.0,151.8,871982,25060649,2024.08.11 12:53:55,2024.08.11 12:53:55,86F1C75C-8A57-EF11-8F78-0030646A8092,40F9A13D-8A57-EF11-8F78-0030646A8092
47278255,2024.08.11 10:35:25,B102_396_801,25.0,801538.094,7513490.178,403.5357,403.0881,407.673,4.1373291016,4.5849609375,5100001453885,9,251,0.5616234541,115.6225280762,3006.6865234375,7.2387857437,0.0,151.8,871982,25060649,2024.08.11 12:53:55,2024.08.11 12:53:55,86F1C75C-8A57-EF11-8F78-0030646A8092,101FBA35-8A57-EF11-8F78-0030646A8092
47278256,2024.08.11 10:35:25,B102_396_801,25.0,801538.094,7513490.178,403.8445,403.0881,407.673,3.8284912109,4.5849609375,5100001453885,9,251,0.9170922041,115.9801101685,2864.0986328125,7.4577965736,0.0,151.8,871982,25060649,2024.08.11 12:53:55,2024.08.11 12:53:55,86F1C75C-8A57-EF11-8F78-0030646A8092,4BFAD721-8A57-EF11-8F78-0030646A8092
47278257,2024.08.11 10:35:25,B102_396_801,25.0,801538.094,7513490.178,404.1502,403.0881,407.673,3.5228271484,4.5849609375,5100001453885,9,251,0.8804013729,115.5637283325,3204.0712890625,6.8732819557,0.0,151.8,871982,25060649,2024.08.11 12:53:55,2024.08.11 12:53:55,86F1C75C-8A57-EF11-8F78-0030646A8092,EA0E0916-8A57-EF11-8F78-0030646A8092
47278258,2024.08.11 10:35:25,B102_396_801,25.0,801538.094,7513490.178,404.4583,403.0881,407.673,3.2147216797,4.5849609375,5100001453885,9,251,0.7322289348,115.5354003906,3241.6535644531,6.0244274139,0.0,151.8,871982,25060649,2024.08.11 12:53:55,2024.08.11 12:53:55,86F1C75C-8A57-EF11-8F78-0030646A8092,820BA109-8A57-EF11-8F78-0030646A8092
47278259,2024.08.11 10:35:25,B102_396_801,25.0,801538.094,7513490.178,404.7633,403.0881,407.673,2.9096679688,4.5849609375,5100001453885,9,251,0.4831129014,115.890914917,2995.2678222656,8.3477020264,0.0,151.8,871982,25060649,2024.08.11 12:53:55,2024.08.11 12:53:55,86F1C75C-8A57-EF11-8F78-0030646A8092,1AB29EF8-8957-EF11-8F78-0030646A8092
47278260,2024.08.11 10:35:25,B102_396_801,25.0,801538.094,7513490.178,405.0692,403.0881,407.673,2.6037597656,4.5849609375,5100001453885,9,251,0.7997136116,116.1798095703,2959.8449707031,7.2245635986,0.0,151.8,871982,25060649,2024.08.11 12:53:55,2024.08.11 12:53:55,86F1C75C-8A57-EF11-8F78-0030646A8092,452D3DE4-8957-EF11-8F78-0030646A8092
47278261,2024.08.11 10:35:25,B102_396_801,25.0,801538.094,7513490.178,405.3758,403.0881,407.673,2.2972412109,4.5849609375,5100001453885,9,251,1.3147972822,109.8293380737,2778.146484375,7.1189346313,0.0,151.8,871982,25060649,2024.08.11 12:53:55,2024.08.11 12:53:55,86F1C75C-8A57-EF11-8F78-0030646A8092,E2C18CD6-8957-EF11-8F78-0030646A8092
47278262,2024.08.11 10:35:25,B102_396_801,25.0,801538.094,7513490.178,405.6825,403.0881,407.673,1.9904785156,4.5849609375,5100001453885,9,251,1.4086036682,60.8564071655,1940.7857666016,7.079908371,0.0,151.8,871982,25060649,2024.08.11 12:53:55,2024.08.11 12:53:55,86F1C75C-8A57-EF11-8F78-0030646A8092,DBA98BC5-8957-EF11-8F78-0030646A8092
47278263,2024.08.11 10:35:25,B102_396_801,25.0,801538.094,7513490.178,405.9877,403.0881,407.673,1.6853027344,4.5849609375,5100001453885,9,251,0.8000320792,60.9879379272,1719.3819580078,7.1122403145,0.0,151.8,871982,25060649,2024.08.11 12:53:55,2024.08.11 12:53:55,86F1C75C-8A57-EF11-8F78-0030646A8092,1EB23ABE-8957-EF11-8F78-0030646A8092
47278264,2024.08.11 10:35:25,B102_396_801,25.0,801538.094,7513490.178,406.2943,403.0881,407.673,1.3786621094,4.5849609375,5100001453885,9,251,0.6307405233,60.4337234497,1913.8741455078,7.099527359,0.0,151.8,871982,25060649,2024.08.11 12:53:55,2024.08.11 12:53:55,86F1C75C-8A57-EF11-8F78-0030646A8092,425323B0-8957-EF11-8F78-0030646A8092
47278265,2024.08.11 10:35:25,B102_396_801,25.0,801538.094,7513490.178,406.5992,403.0881,407.673,1.0738525391,4.5849609375,5100001453885,9,251,1.0214216709,60.2358551025,2072.2834472656,7.0764803886,0.0,151.8,871982,25060649,2024.08.11 12:53:55,2024.08.11 12:53:55,86F1C75C-8A57-EF11-8F78-0030646A8092,3141C89E-8957-EF11-8F78-0030646A8092
47278266,2024.08.11 10:35:25,B102_396_801,25.0,801538.094,7513490.178,406.9055,403.0881,407.673,0.7674560547,4.5849609375,5100001453885,9,251,1.3085193634,60.605091095,1759.3594970703,7.1660203934,0.0,151.8,871982,25060649,2024.08.11 12:53:55,2024.08.11 12:53:55,86F1C75C-8A57-EF11-8F78-0030646A8092,E3B72794-8957-EF11-8F78-0030646A8092
47278267,2024.08.11 10:35:25,B102_396_801,25.0,801538.094,7513490.178,407.2108,403.0881,407.673,0.4621582031,4.5849609375,5100001453885,9,251,2.2944114208,56.9165382385,1481.6706542969,6.5807476044,0.0,151.8,871982,25060649,2024.08.11 12:53:55,2024.08.11 12:53:55,86F1C75C-8A57-EF11-8F78-0030646A8092,D1F07187-8957-EF11-8F78-0030646A8092
47278268,2024.08.11 10:35:25,B102_396_801,25.0,801538.094,7513490.178,407.5168,403.0881,407.673,0.15625,4.5849609375,5100001453885,9,251,0.7813500166,46.3997993469,1135.9849853516,3.9889287949,0.0,151.8,871982,25060649,2024.08.11 12:53:55,2024.08.11 12:53:55,86F1C75C-8A57-EF11-8F78-0030646A8092,D0F07187-8957-EF11-8F78-0030646A8092
47278406,2024.08.11 10:45:31,B102_396_801,50.0,801542.952,7513491.81,402.7469,402.747,407.7368,4.9898681641,4.9898681641,5100001453927,9,251,0.5537567139,115.5351486206,3049.375,7.8944330215,0.0,148.3,871982,25060649,2024.08.11 12:53:55,2024.08.11 12:53:55,4394EEC5-8B57-EF11-8F78-0030646A8092,5CADE4B7-8B57-EF11-8F78-0030646A8092
47278407,2024.08.11 10:45:31,B102_396_801,50.0,801542.952,7513491.81,402.9961,402.747,407.7368,4.7407226563,4.9898681641,5100001453927,9,251,1.0767601728,115.8137435913,2911.5903320313,9.9363079071,0.0,148.3,871982,25060649,2024.08.11 12:53:55,2024.08.11 12:53:55,4394EEC5-8B57-EF11-8F78-0030646A8092,FE4C6897-8B57-EF11-8F78-0030646A8092
47278408,2024.08.11 10:45:31,B102_396_801,50.0,801542.952,7513491.81,403.3011,402.747,407.7368,4.4356689453,4.9898681641,5100001453927,9,251,0.9163597822,115.8690643311,2884.7661132813,10.1700544357,0.0,148.3,871982,25060649,2024.08.11 12:53:55,2024.08.11 12:53:55,4394EEC5-8B57-EF11-8F78-0030646A8092,D501148D-8B57-EF11-8F78-0030646A8092
47278409,2024.08.11 10:45:31,B102_396_801,50.0,801542.952,7513491.81,403.6065,402.747,407.7368,4.1302490234,4.9898681641,5100001453927,9,251,1.0214216709,115.8871536255,2922.4287109375,8.5695753098,0.0,148.3,871982,25060649,2024.08.11 12:53:55,2024.08.11 12:53:55,4394EEC5-8B57-EF11-8F78-0030646A8092,B2E93181-8B57-EF11-8F78-0030646A8092
47278410,2024.08.11 10:45:31,B102_396_801,50.0,801542.952,7513491.81,403.9129,402.747,407.7368,3.8238525391,4.9898681641,5100001453927,9,251,0.8347280025,115.7700805664,3004.0830078125,7.6252145767,0.0,148.3,871982,25060649,2024.08.11 12:53:55,2024.08.11 12:53:55,4394EEC5-8B57-EF11-8F78-0030646A8092,FB7B7976-8B57-EF11-8F78-0030646A8092
47278411,2024.08.11 10:45:31,B102_396_801,50.0,801542.952,7513491.81,404.219,402.747,407.7368,3.5178222656,4.9898681641,5100001453927,9,251,0.8387230635,115.8195877075,3021.0310058594,8.6759901047,0.0,148.3,871982,25060649,2024.08.11 12:53:55,2024.08.11 12:53:55,4394EEC5-8B57-EF11-8F78-0030646A8092,9F654C69-8B57-EF11-8F78-0030646A8092
47278412,2024.08.11 10:45:31,B102_396_801,50.0,801542.952,7513491.81,404.5265,402.747,407.7368,3.2103271484,4.9898681641,5100001453927,9,251,0.6545712352,116.0277709961,2913.8845214844,8.1762704849,0.0,148.3,871982,25060649,2024.08.11 12:53:55,2024.08.11 12:53:55,4394EEC5-8B57-EF11-8F78-0030646A8092,8701345C-8B57-EF11-8F78-0030646A8092
