geometry,rl,vertex_id,x,y
pit_shell_crest_from_block_model,200.0,68,444077.2730659425,6812937.251546264
pit_shell_crest_from_block_model,200.0,69,444080.35553857154,6812936.479427419
pit_shell_crest_from_block_model,200.0,70,444085.00314435735,6812935.749745628
pit_shell_crest_from_block_model,200.0,71,444091.2158833,6812935.062500892
pit_shell_crest_from_block_model,200.0,72,444098.9937553995,6812934.417693213
pit_shell_crest_from_block_model,200.0,73,444108.33676065586,6812933.815322585
pit_shell_crest_from_block_model,200.0,74,444124.6470822485,6812933.502062181
pit_shell_crest_from_block_model,200.0,75,444147.92472017754,6812933.477911998
pit_shell_crest_from_block_model,200.0,76,444178.16967444285,6812933.742872035
pit_shell_crest_from_block_model,200.0,77,444215.38194504456,6812934.296942293
pit_shell_crest_from_block_model,200.0,78,444244.28670629254,6812934.557152608
pit_shell_crest_from_block_model,200.0,79,444264.88395818666,6812934.523502981
pit_shell_crest_from_block_model,200.0,80,444277.1737007272,6812934.195993411
pit_shell_crest_from_block_model,200.0,81,444281.1559339139,6812933.574623898
pit_shell_crest_from_block_model,200.0,82,444286.4804438027,6812931.563758433
pit_shell_crest_from_block_model,200.0,83,444293.1472303937,6812928.163397016
pit_shell_crest_from_block_model,200.0,84,444301.1562936868,6812923.373539645
pit_shell_crest_from_block_model,200.0,85,444310.50763368217,6812917.194186322
pit_shell_crest_from_block_model,200.0,86,444319.76130826084,6812912.334748794
pit_shell_crest_from_block_model,200.0,87,444328.91731742304,6812908.79522706
pit_shell_crest_from_block_model,200.0,88,444337.97566116863,6812906.575621122
pit_shell_crest_from_block_model,200.0,89,444346.93633949757,6812905.675930977
pit_shell_crest_from_block_model,200.0,90,444354.52605531306,6812904.711171333
pit_shell_crest_from_block_model,200.0,91,444360.744808615,6812903.681342187
pit_shell_crest_from_block_model,200.0,92,444365.59259940335,6812902.586443542
pit_shell_crest_from_block_model,200.0,93,444369.06942767807,6812901.426475397
pit_shell_crest_from_block_model,200.0,94,444373.77618670923,6812898.763405274
pit_shell_crest_from_block_model,200.0,95,444379.71287649684,6812894.5972331725
pit_shell_crest_from_block_model,200.0,96,444386.8794970408,6812888.927959095
pit_shell_crest_from_block_model,200.0,97,444395.27604834124,6812881.755583038
pit_shell_crest_from_block_model,200.0,98,444403.57528162166,6812875.792186989
pit_shell_crest_from_block_model,200.0,99,444411.777196882,6812871.03777095
pit_shell_crest_from_block_model,200.0,100,444419.8817941224,6812867.492334918
pit_shell_crest_from_block_model,200.0,101,444427.88907334284,6812865.155878893
pit_shell_crest_from_block_model,200.0,102,444434.78898452537,6812862.866200491
pit_shell_crest_from_block_model,200.0,103,444440.5815276699,6812860.623299711
pit_shell_crest_from_block_model,200.0,104,444445.26670277666,6812858.427176553
pit_shell_crest_from_block_model,200.0,105,444448.8445098456,6812856.277831016
pit_shell_crest_from_block_model,200.0,106,444452.2166648303,6812853.826517507
pit_shell_crest_from_block_model,200.0,107,444455.38316773076,6812851.073236026
pit_shell_crest_from_block_model,200.0,108,444458.3440185471,6812848.017986571
pit_shell_crest_from_block_model,200.0,109,444461.0992172792,6812844.660769145
pit_shell_crest_from_block_model,200.0,110,444463.4928695735,6812841.286978677
pit_shell_crest_from_block_model,200.0,111,444465.5249754301,6812837.896615165
pit_shell_crest_from_block_model,200.0,112,444467.19553484884,6812834.489678614
pit_shell_crest_from_block_model,200.0,113,444468.50454782986,6812831.066169022
pit_shell_crest_from_block_model,200.0,114,444469.6927036564,6812825.250158576
pit_shell_crest_from_block_model,200.0,115,444470.76000232843,6812817.041647278
pit_shell_crest_from_block_model,200.0,116,444471.7064438461,6812806.440635128
pit_shell_crest_from_block_model,200.0,117,444472.5320282093,6812793.447122127
pit_shell_crest_from_block_model,200.0,118,444473.6298887673,6812782.841692652
pit_shell_crest_from_block_model,200.0,119,444475.0000255202,6812774.624346703
pit_shell_crest_from_block_model,200.0,120,444476.64243846806,6812768.795084283
pit_shell_crest_from_block_model,200.0,121,444478.5571276108,6812765.353905391
pit_shell_crest_from_block_model,200.0,122,444480.5584525467,6812762.267720244
pit_shell_crest_from_block_model,200.0,123,444482.6464132759,6812759.536528842
pit_shell_crest_from_block_model,200.0,124,444484.8210097984,6812757.160331186
pit_shell_crest_from_block_model,200.0,125,444487.0822421141,6812755.139127276
pit_shell_crest_from_block_model,200.0,126,444489.9609201281,6812753.201052246
pit_shell_crest_from_block_model,200.0,127,444493.4570438403,6812751.346106096
pit_shell_crest_from_block_model,200.0,128,444497.5706132507,6812749.574288826
pit_shell_crest_from_block_model,200.0,129,444502.3016283593,6812747.885600438
pit_shell_crest_from_block_model,200.0,130,444509.45808548277,6812746.449709257
pit_shell_crest_from_block_model,200.0,131,444519.03998462105,6812745.266615285
pit_shell_crest_from_block_model,200.0,132,444531.04732577415,6812744.336318521
pit_shell_crest_from_block_model,200.0,133,444545.480108942,6812743.658818962
pit_shell_crest_from_block_model,200.0,134,444557.36767244304,6812742.555403719
pit_shell_crest_from_block_model,200.0,135,444566.71001627715,6812741.026072789
pit_shell_crest_from_block_model,200.0,136,444573.50714044436,6812739.070826172
pit_shell_crest_from_block_model,200.0,137,444577.75904494466,6812736.689663867
pit_shell_crest_from_block_model,200.0,138,444581.64444152964,6812734.055143645
pit_shell_crest_from_block_model,200.0,139,444585.1633301993,6812731.167265505
pit_shell_crest_from_block_model,200.0,140,444588.31571095384,6812728.026029448
pit_shell_crest_from_block_model,200.0,141,444591.1015837932,6812724.631435474
pit_shell_crest_from_block_model,200.0,142,444593.57948069734,6812720.804802228
pit_shell_crest_from_block_model,200.0,143,444595.74940166634,6812716.54612971
pit_shell_crest_from_block_model,200.0,144,444597.6113467002,6812711.855417919
pit_shell_crest_from_block_model,200.0,145,444599.165315799,6812706.732666856
pit_shell_crest_from_block_model,200.0,146,444600.3307926231,6812699.900617276
pit_shell_crest_from_block_model,200.0,147,444601.1077771726,6812691.35926918
pit_shell_crest_from_block_model,200.0,148,444601.4962694473,6812681.108622568
pit_shell_crest_from_block_model,200.0,149,444601.49626944744,6812669.148677438
pit_shell_crest_from_block_model,200.0,150,444600.932092353,6812658.320790231
pit_shell_crest_from_block_model,200.0,151,444599.8037381641,6812648.6249609515
pit_shell_crest_from_block_model,200.0,152,444598.11120688065,6812640.061189594
pit_shell_crest_from_block_model,200.0,153,444595.8544985028,6812632.629476162
pit_shell_crest_from_block_model,200.0,154,444594.03688167955,6812625.358471672
pit_shell_crest_from_block_model,200.0,155,444592.65835641115,6812618.248176124
pit_shell_crest_from_block_model,200.0,156,444591.7189226974,6812611.298589519
pit_shell_crest_from_block_model,200.0,157,444591.2185805384,6812604.509711856
pit_shell_crest_from_block_model,200.0,158,444589.6842150567,6812595.2597532915
pit_shell_crest_from_block_model,200.0,159,444587.11582625244,6812583.548713826
pit_shell_crest_from_block_model,200.0,160,444583.5134141255,6812569.376593458
pit_shell_crest_from_block_model,200.0,161,444578.87697867583,6812552.743392187
pit_shell_crest_from_block_model,200.0,162,444575.3836668392,6812534.4462900795
pit_shell_crest_from_block_model,200.0,163,444573.0334786156,6812514.485287135
pit_shell_crest_from_block_model,200.0,164,444571.8264140049,6812492.860383351
pit_shell_crest_from_block_model,200.0,165,444571.76247300714,6812469.571578729
pit_shell_crest_from_block_model,200.0,166,444571.5606802664,6812451.170740545
pit_shell_crest_from_block_model,200.0,167,444571.2210357828,6812437.6578688
pit_shell_crest_from_block_model,200.0,168,444570.74353955605,6812429.032963491
pit_shell_crest_from_block_model,200.0,169,444570.1281915863,6812425.296024619
pit_shell_crest_from_block_model,200.0,170,444568.724913863,6812421.08386817
pit_shell_crest_from_block_model,200.0,171,444566.5337063861,6812416.3964941455
pit_shell_crest_from_block_model,200.0,172,444563.5545691556,6812411.233902542
pit_shell_crest_from_block_model,200.0,173,444559.78750217153,6812405.59609336
pit_shell_crest_from_block_model,200.0,174,444556.18565348134,6812400.881320026
pit_shell_crest_from_block_model,200.0,175,444552.7490230851,6812397.089582535
pit_shell_crest_from_block_model,200.0,176,444549.4776109828,6812394.220880891
pit_shell_crest_from_block_model,200.0,177,444546.3714171744,6812392.275215093
pit_shell_crest_from_block_model,200.0,178,444543.1635499109,6812390.576664945
pit_shell_crest_from_block_model,200.0,179,444539.8540091921,6812389.125230447
pit_shell_crest_from_block_model,200.0,180,444536.4427950181,6812387.920911601
pit_shell_crest_from_block_model,200.0,181,444532.92990738887,6812386.963708406
pit_shell_crest_from_block_model,200.0,182,444518.0778399846,6812386.220890304
pit_shell_crest_from_block_model,200.0,183,444491.88659280527,6812385.692457294
pit_shell_crest_from_block_model,200.0,184,444454.35616585077,6812385.378409378
pit_shell_crest_from_block_model,200.0,185,444405.48655912123,6812385.278746556
pit_shell_crest_from_block_model,200.0,186,444367.0759702028,6812385.416819322
pit_shell_crest_from_block_model,200.0,187,444339.1243990954,6812385.792627678
pit_shell_crest_from_block_model,200.0,188,444321.63184579916,6812386.406171625
pit_shell_crest_from_block_model,200.0,189,444314.598310314,6812387.257451161
pit_shell_crest_from_block_model,200.0,190,444306.08150376566,6812387.059596314
pit_shell_crest_from_block_model,200.0,191,444296.08142615424,6812385.812607085
pit_shell_crest_from_block_model,200.0,192,444284.5980774796,6812383.516483474
pit_shell_crest_from_block_model,200.0,193,444271.63145774184,6812380.171225478
pit_shell_crest_from_block_model,200.0,194,444248.5119753191,6812377.672473954
pit_shell_crest_from_block_model,200.0,195,444215.23963021144,6812376.0202289
pit_shell_crest_from_block_model,200.0,196,444171.8144224188,6812375.214490316
pit_shell_crest_from_block_model,200.0,197,444118.2363519412,6812375.255258203
pit_shell_crest_from_block_model,200.0,198,444077.1593513267,6812375.4892323045
pit_shell_crest_from_block_model,200.0,199,444048.58342057536,6812375.916412623
pit_shell_crest_from_block_model,200.0,200,444032.5085596871,6812376.536799157
pit_shell_crest_from_block_model,200.0,201,444028.934768662,6812377.350391909
pit_shell_crest_from_block_model,200.0,202,444024.05788933253,6812378.942030339
pit_shell_crest_from_block_model,200.0,203,444017.8779216989,6812381.311714448
pit_shell_crest_from_block_model,200.0,204,444010.3948657609,6812384.459444237
pit_shell_crest_from_block_model,200.0,205,444001.60872151854,6812388.385219703
pit_shell_crest_from_block_model,200.0,206,443992.38309528306,6812391.538354271
pit_shell_crest_from_block_model,200.0,207,443982.7179870545,6812393.918847939
pit_shell_crest_from_block_model,200.0,208,443972.6133968326,6812395.526700706
pit_shell_crest_from_block_model,200.0,209,443962.0693246174,6812396.361912574
pit_shell_crest_from_block_model,200.0,210,443951.9998427838,6812397.7221956
pit_shell_crest_from_block_model,200.0,211,443942.4049513318,6812399.607549787
pit_shell_crest_from_block_model,200.0,212,443933.2846502611,6812402.017975132
pit_shell_crest_from_block_model,200.0,213,443924.6389395719,6812404.953471636
pit_shell_crest_from_block_model,200.0,214,443917.37346130103,6812407.645518458
pit_shell_crest_from_block_model,200.0,215,443911.48821544833,6812410.094115596
pit_shell_crest_from_block_model,200.0,216,443906.9832020139,6812412.299263051
pit_shell_crest_from_block_model,200.0,217,443903.8584209977,6812414.260960823
pit_shell_crest_from_block_model,200.0,218,443900.29256827966,6812417.044120105
pit_shell_crest_from_block_model,200.0,219,443896.2856438599,6812420.648740897
pit_shell_crest_from_block_model,200.0,220,443891.8376477382,6812425.074823201
pit_shell_crest_from_block_model,200.0,221,443886.94857991475,6812430.322367014
pit_shell_crest_from_block_model,200.0,222,443882.4239886627,6812436.151327235
pit_shell_crest_from_block_model,200.0,223,443878.26387398207,6812442.561703864
pit_shell_crest_from_block_model,200.0,224,443874.4682358728,6812449.553496898
pit_shell_crest_from_block_model,200.0,225,443871.03707433504,6812457.126706339
pit_shell_crest_from_block_model,200.0,226,443867.66361790267,6812463.506233881
pit_shell_crest_from_block_model,200.0,227,443864.34786657576,6812468.692079522
pit_shell_crest_from_block_model,200.0,228,443861.08982035436,6812472.684243262
pit_shell_crest_from_block_model,200.0,229,443857.88947923837,6812475.4827251015
pit_shell_crest_from_block_model,200.0,230,443854.47728486697,6812477.906525928
pit_shell_crest_from_block_model,200.0,231,443850.85323724,6812479.955645741
pit_shell_crest_from_block_model,200.0,232,443847.01733635773,6812481.630084542
pit_shell_crest_from_block_model,200.0,233,443842.96958221996,6812482.92984233
pit_shell_crest_from_block_model,200.0,234,443838.11335466255,6812483.932420142
pit_shell_crest_from_block_model,200.0,235,443832.4486536856,6812484.637817978
pit_shell_crest_from_block_model,200.0,236,443825.9754792891,6812485.046035838
pit_shell_crest_from_block_model,200.0,237,443818.6938314729,6812485.157073724
pit_shell_crest_from_block_model,200.0,238,443812.3452657593,6812485.443299043
pit_shell_crest_from_block_model,200.0,239,443806.9297821481,6812485.904711795
pit_shell_crest_from_block_model,200.0,240,443802.4473806395,6812486.541311982
pit_shell_crest_from_block_model,200.0,241,443798.89806123346,6812487.353099604
pit_shell_crest_from_block_model,200.0,242,443793.33737635886,6812489.400509293
pit_shell_crest_from_block_model,200.0,243,443785.7653260158,6812492.683541051
pit_shell_crest_from_block_model,200.0,244,443776.18191020435,6812497.202194878
pit_shell_crest_from_block_model,200.0,245,443764.5871289244,6812502.956470774
pit_shell_crest_from_block_model,200.0,246,443755.04773187585,6812507.965622301
pit_shell_crest_from_block_model,200.0,247,443747.56371905864,6812512.229649461
pit_shell_crest_from_block_model,200.0,248,443742.1350904729,6812515.748552253
pit_shell_crest_from_block_model,200.0,249,443738.7618461185,6812518.522330674
pit_shell_crest_from_block_model,200.0,250,443735.63662185427,6812521.665641779
pit_shell_crest_from_block_model,200.0,251,443732.7594176803,6812525.178485566
pit_shell_crest_from_block_model,200.0,252,443730.13023359654,6812529.060862033
pit_shell_crest_from_block_model,200.0,253,443727.74906960304,6812533.312771182
pit_shell_crest_from_block_model,200.0,254,443725.5532024227,6812538.492091849
pit_shell_crest_from_block_model,200.0,255,443723.54263205564,6812544.598824037
pit_shell_crest_from_block_model,200.0,256,443721.7173585018,6812551.632967746
pit_shell_crest_from_block_model,200.0,257,443720.07738176116,6812559.594522975
pit_shell_crest_from_block_model,200.0,258,443717.63071595377,6812567.38415822
pit_shell_crest_from_block_model,200.0,259,443714.3773610796,6812575.001873482
pit_shell_crest_from_block_model,200.0,260,443710.31731713866,6812582.447668761
pit_shell_crest_from_block_model,200.0,261,443705.4505841309,6812589.721544058
pit_shell_crest_from_block_model,200.0,262,443701.471937228,6812596.038810713
pit_shell_crest_from_block_model,200.0,263,443698.38137643,6812601.3994687265
pit_shell_crest_from_block_model,200.0,264,443696.17890173686,6812605.803518099
pit_shell_crest_from_block_model,200.0,265,443694.86451314855,6812609.250958829
pit_shell_crest_from_block_model,200.0,266,443693.8153517607,6812615.869574128
pit_shell_crest_from_block_model,200.0,267,443693.03141757345,6812625.659363996
pit_shell_crest_from_block_model,200.0,268,443692.5127105866,6812638.620328432
pit_shell_crest_from_block_model,200.0,269,443692.25923080026,6812654.752467437
pit_shell_crest_from_block_model,200.0,270,443692.43752607226,6812668.099951413
pit_shell_crest_from_block_model,200.0,271,443693.0475964025,6812678.662780361
pit_shell_crest_from_block_model,200.0,272,443694.0894417912,6812686.440954282
pit_shell_crest_from_block_model,200.0,273,443695.5630622381,6812691.434473175
pit_shell_crest_from_block_model,200.0,274,443697.4847144483,6812697.646215053
pit_shell_crest_from_block_model,200.0,275,443699.8543984217,6812705.076179918
pit_shell_crest_from_block_model,200.0,276,443702.6721141584,6812713.7243677685
