geometry,rl,vertex_id,x,y
toe_line_floor,185.0,36,443791.524199228,6812919.195698246
toe_line_floor,185.0,37,443798.15592117916,6812919.6720056785
toe_line_floor,185.0,38,443804.9629119822,6812920.582528196
toe_line_floor,185.0,39,443811.56548271637,6812921.903042343
toe_line_floor,185.0,40,443817.95942933107,6812923.635784042
toe_line_floor,185.0,41,443823.77585850336,6812925.65575269
toe_line_floor,185.0,42,443829.44834106084,6812927.192979642
toe_line_floor,185.0,43,443835.3457703267,6812928.372465495
toe_line_floor,185.0,44,443841.47235035145,6812929.191974326
toe_line_floor,185.0,45,443848.15941665194,6812929.672256732
toe_line_floor,185.0,46,443855.09849289473,6812930.609508026
toe_line_floor,185.0,47,443861.9510320335,6812931.979713296
toe_line_floor,185.0,48,443868.71301115124,6812933.78211249
toe_line_floor,185.0,49,443874.7906958727,6812935.817628882
toe_line_floor,185.0,50,443884.558080118,6812937.367846459
toe_line_floor,185.0,51,443898.72908202314,6812938.52389891
toe_line_floor,185.0,52,443917.1060113636,6812939.227653999
toe_line_floor,185.0,53,443939.7584779216,6812939.467536756
toe_line_floor,185.0,54,443959.2900988152,6812940.269129792
toe_line_floor,185.0,55,443975.6008673404,6812941.64068915
toe_line_floor,185.0,56,443988.76978352893,6812943.610635362
toe_line_floor,185.0,57,443998.2603966806,6812946.090615571
toe_line_floor,185.0,58,444007.04054101335,6812947.741570798
toe_line_floor,185.0,59,444015.5647309183,6812948.688702696
toe_line_floor,185.0,60,444023.83713943383,6812948.939062987
toe_line_floor,185.0,61,444031.82947526244,6812948.500961733
toe_line_floor,185.0,62,444039.3562337163,6812947.314170604
toe_line_floor,185.0,63,444046.4571234504,6812945.386755152
toe_line_floor,185.0,64,444053.15416919556,6812942.721912006
toe_line_floor,185.0,65,444059.8192267924,6812939.12692485
toe_line_floor,185.0,66,444065.9198671731,6812936.065584827
toe_line_floor,185.0,67,444071.165243895,6812933.705536723
toe_line_floor,185.0,68,444075.6492088089,6812932.030076922
toe_line_floor,185.0,69,444079.26667507295,6812931.123949209
toe_line_floor,185.0,70,444084.2792422748,6812930.336967872
toe_line_floor,185.0,71,444090.6901181831,6812929.627805496
toe_line_floor,185.0,72,444098.59255718376,6812928.972670866
toe_line_floor,185.0,73,444108.1085931224,6812928.359144449
toe_line_floor,185.0,74,444124.59182642086,6812928.042563057
toe_line_floor,185.0,75,444147.945801796,6812928.0183336735
toe_line_floor,185.0,76,444178.23422862816,6812928.283674551
toe_line_floor,185.0,77,444215.4471591994,6812928.837754636
toe_line_floor,185.0,78,444244.3068206925,6812929.097558948
toe_line_floor,185.0,79,444264.80676643364,6812929.0640682895
toe_line_floor,185.0,80,444276.67809938104,6812928.747708925
toe_line_floor,185.0,81,444279.7557914909,6812928.267479877
toe_line_floor,185.0,82,444284.2689522151,6812926.563030223
toe_line_floor,185.0,83,444290.502832301,6812923.383470621
toe_line_floor,185.0,84,444298.24877678044,6812918.750972674
toe_line_floor,185.0,85,444307.7265410024,6812912.488078387
toe_line_floor,185.0,86,444317.5004469405,6812907.355448651
toe_line_floor,185.0,87,444327.2765881767,6812903.5761968205
toe_line_floor,185.0,88,444337.04873182223,6812901.181685343
toe_line_floor,185.0,89,444346.31929900823,6812900.250881041
toe_line_floor,185.0,90,444353.73557285225,6812899.308168312
toe_line_floor,185.0,91,444359.69656150363,6812898.3210251415
toe_line_floor,185.0,92,444364.12363333633,6812897.32114805
toe_line_floor,185.0,93,444366.8405949199,6812896.414692903
toe_line_floor,185.0,94,444370.85699987033,6812894.142223044
toe_line_floor,185.0,95,444376.448528904,6812890.218273319
toe_line_floor,185.0,96,444383.4116796064,6812884.709957435
toe_line_floor,185.0,97,444391.90422517015,6812877.455582599
toe_line_floor,185.0,98,444400.6062999406,6812871.202725673
toe_line_floor,185.0,99,444409.3062634459,6812866.15960529
toe_line_floor,185.0,100,444418.01540335134,6812862.349706104
toe_line_floor,185.0,101,444426.26414095,6812859.942794576
toe_line_floor,185.0,102,444432.9424505385,6812857.726652828
toe_line_floor,185.0,103,444438.4347213582,6812855.600018948
toe_line_floor,185.0,104,444442.6956121446,6812853.602774295
toe_line_floor,185.0,105,444445.8279082356,6812851.721066731
toe_line_floor,185.0,106,444448.8139829328,6812849.550405751
toe_line_floor,185.0,107,444451.62488525826,6812847.1063197795
toe_line_floor,185.0,108,444454.26665185846,6812844.380327669
toe_line_floor,185.0,109,444456.7573757421,6812841.345373591
toe_line_floor,185.0,110,444458.9183117139,6812838.29959071
toe_line_floor,185.0,111,444460.72410672926,6812835.286803994
toe_line_floor,185.0,112,444462.18450994947,6812832.308459701
toe_line_floor,185.0,113,444463.2451117214,6812829.534629042
toe_line_floor,185.0,114,444464.30415329756,6812824.350631513
toe_line_floor,185.0,115,444465.33185082994,6812816.446689508
toe_line_floor,185.0,116,444466.2623071362,6812806.024726372
toe_line_floor,185.0,117,444467.0903343682,6812792.992766121
toe_line_floor,185.0,118,444468.2168060161,6812782.110951004
toe_line_floor,185.0,119,444469.66398900363,6812773.431523032
toe_line_floor,185.0,120,444471.56084367656,6812766.699194431
toe_line_floor,185.0,121,444473.87604013644,6812762.538202963
toe_line_floor,185.0,122,444476.0927637633,6812759.119857741
toe_line_floor,185.0,123,444478.4558010605,6812756.028847905
toe_line_floor,185.0,124,444480.9783829266,6812753.272404099
toe_line_floor,185.0,125,444483.72282126645,6812750.819286183
toe_line_floor,185.0,126,444487.14928607666,6812748.512412731
toe_line_floor,185.0,127,444491.09387499944,6812746.419523395
toe_line_floor,185.0,128,444495.5710428732,6812744.491095169
toe_line_floor,185.0,129,444500.8393054639,6812742.610641682
toe_line_floor,185.0,130,444508.5853359959,6812741.056456875
toe_line_floor,185.0,131,444518.49432788877,6812739.832976184
toe_line_floor,185.0,132,444530.7083840421,6812738.886663693
toe_line_floor,185.0,133,444545.0996152955,6812738.211114652
toe_line_floor,185.0,134,444556.67354194925,6812737.136811487
toe_line_floor,185.0,135,444565.51022430434,6812735.6902567595
toe_line_floor,185.0,136,444571.39071574167,6812733.998686809
toe_line_floor,185.0,137,444574.8880240974,6812732.040115343
toe_line_floor,185.0,138,444578.3738893538,6812729.676500123
toe_line_floor,185.0,139,444581.4962416789,6812727.114051045
toe_line_floor,185.0,140,444584.2686447028,6812724.351449373
toe_line_floor,185.0,141,444586.6861259891,6812721.405741555
toe_line_floor,185.0,142,444588.843251286,6812718.074478109
toe_line_floor,185.0,143,444590.76910969627,6812714.294801152
toe_line_floor,185.0,144,444592.4529606503,6812710.052753519
toe_line_floor,185.0,145,444593.84122166527,6812705.476268956
toe_line_floor,185.0,146,444594.9130489264,6812699.1931950785
toe_line_floor,185.0,147,444595.65760401665,6812691.008342231
toe_line_floor,185.0,148,444596.03671593335,6812681.005203077
toe_line_floor,185.0,149,444596.0367159335,6812669.290813539
toe_line_floor,185.0,150,444595.4889994771,6812658.778844746
toe_line_floor,185.0,151,444594.4058098074,6812649.471109446
toe_line_floor,185.0,152,444592.80806071975,6812641.38691153
toe_line_floor,185.0,153,444590.5909387062,6812634.085562535
toe_line_floor,185.0,154,444588.7049137978,6812626.540905486
toe_line_floor,185.0,155,444587.26891106786,6812619.134146937
toe_line_floor,185.0,156,444586.2863385252,6812611.865435072
toe_line_floor,185.0,157,444585.7920278709,6812605.158395701
toe_line_floor,185.0,158,444584.3212742311,6812596.291922629
toe_line_floor,185.0,159,444581.8023292836,6812584.806331489
toe_line_floor,185.0,160,444578.23754598445,6812570.782245344
toe_line_floor,185.0,161,444573.5569020692,6812553.990446307
toe_line_floor,185.0,162,444569.9843827088,6812535.27847481
toe_line_floor,185.0,163,444567.591760326,6812514.9570631245
toe_line_floor,185.0,164,444566.3672784948,6812493.02012491
toe_line_floor,185.0,165,444566.3030016814,6812469.6090084035
toe_line_floor,185.0,166,444566.1018789994,6812451.26927074
toe_line_floor,185.0,167,444565.7652760105,6812437.877405901
toe_line_floor,185.0,168,444565.30863050325,6812429.629122378
toe_line_floor,185.0,169,444564.8115788049,6812426.61058343
toe_line_floor,185.0,170,444563.6451802411,6812423.10945664
toe_line_floor,185.0,171,444561.68746476364,6812418.921562625
toe_line_floor,185.0,172,444558.9154934274,6812414.117971908
toe_line_floor,185.0,173,444555.34411295445,6812408.773028028
toe_line_floor,185.0,174,444551.9864184463,6812404.377849359
toe_line_floor,185.0,175,444548.914040291,6812400.988002301
toe_line_floor,185.0,176,444546.2077908833,6812398.614891889
toe_line_floor,185.0,177,444543.64135424455,6812397.007320598
toe_line_floor,185.0,178,444540.7865694573,6812395.495725907
toe_line_floor,185.0,179,444537.84613010753,6812394.206164764
toe_line_floor,185.0,180,444534.81418427173,6812393.135745457
toe_line_floor,185.0,181,444532.0658518061,6812392.386870773
toe_line_floor,185.0,182,444517.8863750143,6812391.677691925
toe_line_floor,185.0,183,444491.8086840019,6812391.151550018
toe_line_floor,185.0,184,444454.3277570731,6812390.83791631
toe_line_floor,185.0,185,444405.49080475664,6812390.738320081
toe_line_floor,185.0,186,444367.12248233333,6812390.876240914
toe_line_floor,185.0,187,444339.25679995137,6812391.250894498
toe_line_floor,185.0,188,444322.0563013424,6812391.854194749
toe_line_floor,185.0,189,444314.86427726963,6812392.724656401
toe_line_floor,185.0,190,444305.6793021947,6812392.51127926
toe_line_floor,185.0,191,444295.2072403115,6812391.205434557
toe_line_floor,185.0,192,444283.379994674,6812388.840547908
toe_line_floor,185.0,193,444270.65107391437,6812385.556613867
toe_line_floor,185.0,194,444248.08289922605,6812383.117447632
toe_line_floor,185.0,195,444215.0535550496,6812381.477269569
toe_line_floor,185.0,196,444171.76585370576,6812380.674082367
toe_line_floor,185.0,197,444118.2539777298,6812380.714799885
toe_line_floor,185.0,198,444077.21570381697,6812380.9485534
toe_line_floor,185.0,199,444048.72951721086,6812381.374392137
toe_line_floor,185.0,200,444033.22591571504,6812381.9727317225
toe_line_floor,185.0,201,444030.3907039041,6812382.618182943
toe_line_floor,185.0,202,444025.88333466335,6812384.089226538
toe_line_floor,185.0,203,444019.9142228704,6812386.378058811
toe_line_floor,185.0,204,444012.5671699483,6812389.468579252
toe_line_floor,185.0,205,444003.6092887694,6812393.4710892495
toe_line_floor,185.0,206,443993.9217324966,6812396.782102267
toe_line_floor,185.0,207,443983.80167990236,6812399.274647674
toe_line_floor,185.0,208,443973.25891992054,6812400.952222463
toe_line_floor,185.0,209,443962.6507676565,6812401.792510208
toe_line_floor,185.0,210,443952.89240885345,6812403.110763725
toe_line_floor,185.0,211,443943.63005362905,6812404.930775998
toe_line_floor,185.0,212,443934.8616709519,6812407.248192022
toe_line_floor,185.0,213,443926.4653642809,6812410.0990078505
toe_line_floor,185.0,214,443919.37128262315,6812412.727547813
toe_line_floor,185.0,215,443913.7390382786,6812415.070881927
toe_line_floor,185.0,216,443909.6421193021,6812417.076272274
toe_line_floor,185.0,217,443906.997583346,6812418.736478306
toe_line_floor,185.0,218,443903.80209385505,6812421.230567923
toe_line_floor,185.0,219,443900.03916561726,6812424.615690262
toe_line_floor,185.0,220,443895.7617791122,6812428.872003487
toe_line_floor,185.0,221,443891.1106302801,6812433.864183625
toe_line_floor,185.0,222,443886.8781426263,6812439.316831343
toe_line_floor,185.0,223,443882.9599728905,6812445.354391755
toe_line_floor,185.0,224,443879.3601063368,6812451.985561843
toe_line_floor,185.0,225,443875.94127871265,6812459.53154805
toe_line_floor,185.0,226,443872.38465348695,6812466.257465233
toe_line_floor,185.0,227,443868.7773821973,6812471.899249024
toe_line_floor,185.0,228,443865.0292720335,6812476.491900102
toe_line_floor,185.0,229,443861.27582035674,6812479.7740397155
toe_line_floor,185.0,230,443857.4094578844,6812482.520452005
toe_line_floor,185.0,231,443853.29537099815,6812484.846651277
toe_line_floor,185.0,232,443848.9489060451,6812486.7439603545
toe_line_floor,185.0,233,443844.3600717581,6812488.217462177
toe_line_floor,185.0,234,443839.0040173926,6812489.323230226
toe_line_floor,185.0,235,443832.9582534437,6812490.076079992
toe_line_floor,185.0,236,443826.18902907526,6812490.502967655
toe_line_floor,185.0,237,443818.85843675316,6812490.614751895
toe_line_floor,185.0,238,443812.70009863545,6812490.8924007965
toe_line_floor,185.0,239,443807.5458475451,6812491.331555884
toe_line_floor,185.0,240,443803.44158942474,6812491.914451343
toe_line_floor,185.0,241,443800.456243498,6812492.597248971
toe_line_floor,185.0,242,443795.36805555207,6812494.470688221
toe_line_floor,185.0,243,443788.01595633617,6812497.658355249
toe_line_floor,185.0,244,443778.5598527047,6812502.116980409
toe_line_floor,185.0,245,443767.0700522122,6812507.819156279
toe_line_floor,185.0,246,443757.6689390173,6812512.75569475
toe_line_floor,185.0,247,443750.402208273,6812516.8959251335
toe_line_floor,185.0,248,443745.3639942289,6812520.161756491
toe_line_floor,185.0,249,443742.4406374093,6812522.565597783
toe_line_floor,185.0,250,443739.6936470526,6812525.328485998
toe_line_floor,185.0,251,443737.1405603335,6812528.445607439
toe_line_floor,185.0,252,443734.7805579906,6812531.930497529
toe_line_floor,185.0,253,443732.6587287832,6812535.719327296
toe_line_floor,185.0,254,443730.6680846651,6812540.414594986
toe_line_floor,185.0,255,443728.78315552656,6812546.139715395
toe_line_floor,185.0,256,443727.03669439285,6812552.870135923
toe_line_floor,185.0,257,443725.36889313615,6812560.966770154
toe_line_floor,185.0,258,443722.75809406966,6812569.278968887
toe_line_floor,185.0,259,443719.29563736625,6812577.386295107
toe_line_floor,185.0,260,443714.99229917454,6812585.278272549
toe_line_floor,185.0,261,443710.03009287245,6812592.694843332
toe_line_floor,185.0,262,443706.1484645202,6812598.8580646375
toe_line_floor,185.0,263,443703.1919833698,6812603.986158018
toe_line_floor,185.0,264,443701.1834367101,6812608.002430569
toe_line_floor,185.0,265,443700.16793679696,6812610.665931907
toe_line_floor,185.0,266,443699.2406327686,6812616.515812296
toe_line_floor,185.0,267,443698.4822473477,6812625.986548528
toe_line_floor,185.0,268,443697.9705485858,6812638.772398
toe_line_floor,185.0,269,443697.7193572363,6812654.758894698
toe_line_floor,185.0,270,443697.8949757961,6812667.905995497
toe_line_floor,185.0,271,443698.4861836542,6812678.1422374
toe_line_floor,185.0,272,443699.444818142,6812685.299178202
toe_line_floor,185.0,273,443700.78927598824,6812689.855015948
toe_line_floor,185.0,274,443702.69335997204,6812696.009968525
toe_line_floor,185.0,275,443705.0506437504,6812703.401053516
toe_line_floor,185.0,276,443707.85913478903,6812712.020928744
