pattern_id,pattern_type,surface,vertex_id,x,y,z_rl
2,Slot,bottom_toe_floor,14,363533.6355425435,6591665.936751605,190.0
2,Slot,bottom_toe_floor,15,363524.41301241296,6591667.093773218,190.0
2,Slot,bottom_toe_floor,16,363515.32492452924,6591668.614232812,190.0
2,Slot,bottom_toe_floor,17,363506.21799767856,6591670.127473444,190.0
2,Slot,bottom_toe_floor,18,363497.2149856985,6591671.850849434,190.0
2,Slot,bottom_toe_floor,19,363490.77423509734,6591672.817927419,190.0
2,Slot,bottom_toe_floor,20,363495.22879759717,6591702.485365343,190.0
2,Slot,top_crest,1,363493.7468941979,6591704.490908448,200.0
2,Slot,top_crest,2,363501.9488484049,6591703.259385936,200.0
2,Slot,top_crest,3,363503.1693925103,6591703.05102028,200.0
2,Slot,top_crest,4,363511.80797616014,6591701.397403948,200.0
2,Slot,top_crest,5,363520.5314393544,6591699.947881055,200.0
2,Slot,top_crest,6,363520.5651896113,6591699.942254047,200.0
2,Slot,top_crest,7,363529.0125050149,6591698.528997549,200.0
2,Slot,top_crest,8,363536.41106465575,6591697.600803952,200.0
2,Slot,top_crest,9,363544.77453435125,6591697.181780853,200.0
2,Slot,top_crest,10,363544.91819877806,6591697.174247528,200.0
2,Slot,top_crest,11,363553.6904133384,6591696.6937680105,200.0
2,Slot,top_crest,12,363551.8568163653,6591663.21740649,200.0
2,Slot,top_crest,13,363543.0907529575,6591663.697549092,200.0
2,Slot,top_crest,14,363533.4814653885,6591664.178989642,200.0
2,Slot,top_crest,15,363524.1576814405,6591665.348714152,200.0
2,Slot,top_crest,16,363515.03493249073,6591666.874972629,200.0
2,Slot,top_crest,17,363505.90768200404,6591668.391590311,200.0
2,Slot,top_crest,18,363496.9182015537,6591670.112376067,200.0
2,Slot,top_crest,19,363488.7686919939,6591671.336024019,200.0
2,Slot,top_crest,20,363493.7468941979,6591704.490908448,200.0
3,First production blast,bottom_toe_floor,1,363494.94033182744,6591702.528678446,190.0
3,First production blast,bottom_toe_floor,2,363494.65181151347,6591702.571999739,190.0
3,First production blast,bottom_toe_floor,3,363504.9893271667,6591781.895565629,190.0
3,First production blast,bottom_toe_floor,4,363564.40771248785,6591774.152110308,190.0
3,First production blast,bottom_toe_floor,5,363554.08035567595,6591694.90649695,190.0
3,First production blast,bottom_toe_floor,6,363552.95527568535,6591694.96812083,190.0
3,First production blast,bottom_toe_floor,7,363494.94033182744,6591702.528678446,190.0
3,First production blast,top_crest,1,363494.69546670746,6591700.7824094435,200.0
3,First production blast,top_crest,2,363492.67985140375,6591701.085053856,200.0
3,First production blast,top_crest,3,363503.46870659,6591783.871914254,200.0
3,First production blast,top_crest,4,363566.38406111265,6591775.6727308845,200.0
3,First production blast,top_crest,5,363555.61742872786,6591693.056394229,200.0
3,First production blast,top_crest,6,363552.7928988065,6591693.211101889,200.0
3,First production blast,top_crest,7,363494.69546670746,6591700.7824094435,200.0
4,Production,bottom_toe_floor,1,363597.88332574896,6591691.81470136,190.0
4,Production,bottom_toe_floor,2,363575.46801903774,6591695.016888033,190.0
4,Production,bottom_toe_floor,3,363554.6538056631,6591697.418528037,190.0
4,Production,bottom_toe_floor,4,363555.5855299663,6591706.456253777,190.0
4,Production,bottom_toe_floor,5,363564.4077124879,6591774.152110308,190.0
4,Production,bottom_toe_floor,6,363562.58891998086,6591774.38913692,190.0
4,Production,bottom_toe_floor,7,363562.65927234566,6591775.071554858,190.0
4,Production,bottom_toe_floor,8,363605.8887924315,6591771.869368185,190.0
4,Production,bottom_toe_floor,9,363597.88332574896,6591691.81470136,190.0
4,Production,top_crest,1,363599.45482286665,6591689.809030289,200.0
4,Production,top_crest,2,363575.2422392127,6591693.267970811,200.0
4,Production,top_crest,3,363552.7211930774,6591695.866553057,200.0
4,Production,top_crest,4,363553.8339848932,6591706.66063367,200.0
4,Production,top_crest,5,363562.4313638631,6591772.631489732,200.0
4,Production,top_crest,6,363560.6589171457,6591772.86247652,200.0
4,Production,top_crest,7,363561.0809881735,6591776.956565489,200.0
4,Production,top_crest,8,363607.8233367675,6591773.494169298,200.0
4,Production,top_crest,9,363599.45482286665,6591689.809030289,200.0
5,Production,bottom_toe_floor,1,363471.6218488556,6591708.391040434,190.0
5,Production,bottom_toe_floor,2,363471.4038244576,6591708.463023411,190.0
5,Production,bottom_toe_floor,3,363464.4686733692,6591710.647104735,190.0
5,Production,bottom_toe_floor,4,363458.4106345431,6591713.138381535,190.0
5,Production,bottom_toe_floor,5,363451.2302278874,6591716.216612219,190.0
5,Production,bottom_toe_floor,6,363450.1391336324,6591716.659222567,190.0
5,Production,bottom_toe_floor,7,363447.942738142,6591717.500398036,190.0
5,Production,bottom_toe_floor,8,363454.6225808048,6591790.978667326,190.0
5,Production,bottom_toe_floor,9,363503.3758729016,6591782.012544642,190.0
5,Production,bottom_toe_floor,10,363493.84936754935,6591703.558971153,190.0
5,Production,bottom_toe_floor,11,363471.6218488556,6591708.391040434,190.0
5,Production,top_crest,1,363471.15688175295,6591706.68766623,200.0
5,Production,top_crest,2,363470.8625632915,6591706.78483847,200.0
5,Production,top_crest,3,363463.8674436914,6591708.987805626,200.0
5,Production,top_crest,4,363457.72790396726,6591711.512598438,200.0
5,Production,top_crest,5,363450.55137098324,6591714.589168483,200.0
5,Production,top_crest,6,363449.49234464864,6591715.018770247,200.0
5,Production,top_crest,7,363446.0658912004,6591716.331033269,200.0
5,Production,top_crest,8,363453.0414598886,6591793.062288838,200.0
5,Production,top_crest,9,363505.3262417992,6591783.446696763,200.0
5,Production,top_crest,10,363495.36643044,6591701.424720863,200.0
5,Production,top_crest,11,363471.15688175295,6591706.68766623,200.0
6,Production,bottom_toe_floor,1,363422.54271613626,6591728.51263623,190.0
6,Production,bottom_toe_floor,2,363392.6743199437,6591747.453570401,190.0
6,Production,bottom_toe_floor,3,363400.6877920929,6591801.3623830415,190.0
6,Production,bottom_toe_floor,4,363453.8681072652,6591791.163418488,190.0
6,Production,bottom_toe_floor,5,363446.583132584,6591719.042169145,190.0
6,Production,bottom_toe_floor,6,363422.54271613626,6591728.51263623,190.0
6,Production,top_crest,1,363421.740211135,6591726.933617748,200.0
6,Production,top_crest,2,363390.7616100957,6591746.578584261,200.0
6,Production,top_crest,3,363399.21404555417,6591803.4404228,200.0
6,Production,top_crest,4,363455.78457799467,6591792.591279592,200.0
6,Production,top_crest,5,363448.10344873334,6591716.548099907,200.0
6,Production,top_crest,6,363421.740211135,6591726.933617748,200.0
7,Production,bottom_toe_floor,1,363644.0059464426,6591772.222484317,190.0
7,Production,bottom_toe_floor,2,363646.9199363151,6591695.001752697,190.0
7,Production,bottom_toe_floor,3,363610.49506290944,6591692.087762824,190.0
7,Production,bottom_toe_floor,4,363597.9801591387,6591692.783035257,190.0
7,Production,bottom_toe_floor,5,363605.8887924315,6591771.869368185,190.0
7,Production,bottom_toe_floor,6,363605.3638690538,6591771.908251398,190.0
7,Production,bottom_toe_floor,7,363605.3955806327,6591772.222484317,190.0
7,Production,bottom_toe_floor,8,363644.0059464426,6591772.222484317,190.0
7,Production,top_crest,1,363603.9542480955,6591770.244567073,200.0
7,Production,top_crest,2,363603.42768463853,6591770.283571773,200.0
7,Production,top_crest,3,363603.80129937147,6591773.985754124,200.0
7,Production,top_crest,4,363645.7039327629,6591773.985754124,200.0
7,Production,top_crest,5,363648.74570044474,6591693.3789105555,200.0
7,Production,top_crest,6,363610.5165630638,6591690.320579565,200.0
7,Production,top_crest,7,363596.0422621278,6591691.124707396,200.0
7,Production,top_crest,8,363603.9542480955,6591770.244567073,200.0
8,Production,bottom_toe_floor,1,363568.2422097589,6591829.04528683,190.0
8,Production,bottom_toe_floor,2,363561.68573254585,6591775.136474189,190.0
8,Production,bottom_toe_floor,3,363519.5310313601,6591780.000478173,190.0
8,Production,bottom_toe_floor,4,363504.9893271667,6591781.895565629,190.0
8,Production,bottom_toe_floor,5,363504.96144099406,6591781.681584753,190.0
8,Production,bottom_toe_floor,6,363504.86293003306,6591781.692951403,190.0
8,Production,bottom_toe_floor,7,363503.3757618736,6591782.011630294,190.0
8,Production,bottom_toe_floor,8,363503.3758729016,6591782.012544642,190.0
8,Production,bottom_toe_floor,9,363503.3449903477,6591782.018224193,190.0
8,Production,bottom_toe_floor,10,363453.8681072652,6591792.620413424,190.0
8,Production,bottom_toe_floor,11,363458.9675895419,6591841.429743788,190.0
8,Production,bottom_toe_floor,12,363568.2422097589,6591829.04528683,190.0
8,Production,top_crest,1,363506.5099477436,6591779.919217004,200.0
8,Production,top_crest,2,363506.4853899164,6591779.730775749,200.0
8,Production,top_crest,3,363504.57648281957,6591779.951034264,200.0
8,Production,top_crest,4,363503.0063055578,6591780.28750082,200.0
8,Production,top_crest,5,363502.9755340073,6591780.294094724,200.0
8,Production,top_crest,6,363451.9497832413,6591791.228184174,200.0
8,Production,top_crest,7,363457.3987007572,6591843.38210897,200.0
8,Production,top_crest,8,363570.2072121064,6591830.5971443495,200.0
8,Production,top_crest,9,363563.22452658566,6591773.183952291,200.0
8,Production,top_crest,10,363519.31603112846,6591778.250317152,200.0
8,Production,top_crest,11,363506.5099477436,6591779.919217004,200.0
9,Production,bottom_toe_floor,1,363695.7292666786,6591780.235956467,190.0
9,Production,bottom_toe_floor,2,363703.7427388279,6591704.472219783,190.0
9,Production,bottom_toe_floor,3,363689.2762732244,6591700.771496024,190.0
9,Production,bottom_toe_floor,4,363686.25580494094,6591700.060583529,190.0
9,Production,bottom_toe_floor,5,363685.5940206974,6591699.896864985,190.0
9,Production,bottom_toe_floor,6,363677.7790864924,6591697.869030148,190.0
9,Production,bottom_toe_floor,7,363670.75426121306,6591696.438905455,190.0
9,Production,bottom_toe_floor,8,363670.49835449393,6591696.405442267,190.0
9,Production,bottom_toe_floor,9,363646.8917118059,6591695.749702192,190.0
9,Production,bottom_toe_floor,10,363644.0059464426,6591772.222484317,190.0
9,Production,bottom_toe_floor,11,363643.304939445,6591772.222484317,190.0
9,Production,bottom_toe_floor,12,363643.2774489745,6591772.950981786,190.0
9,Production,bottom_toe_floor,13,363695.7292666786,6591780.235956467,190.0
9,Production,top_crest,1,363642.3079601223,6591770.459214509,200.0
9,Production,top_crest,2,363641.60695312463,6591770.459214509,200.0
9,Production,top_crest,3,363641.45529704785,6591774.4781005485,200.0
9,Production,top_crest,4,363697.2911379626,6591782.233078453,200.0
9,Production,top_crest,5,363705.6565665981,6591703.1417531725,200.0
9,Production,top_crest,6,363689.69679746556,6591699.0590215335,200.0
9,Production,top_crest,7,363686.6695296164,6591698.346508659,200.0
9,Production,top_crest,8,363686.0271943233,6591698.187601583,200.0
9,Production,top_crest,9,363678.1766781627,6591696.150533869,200.0
9,Production,top_crest,10,363671.04481447587,6591694.698618133,200.0
9,Production,top_crest,11,363670.63751060364,6591694.645357764,200.0
9,Production,top_crest,12,363645.1955291206,6591693.938636056,200.0
9,Production,top_crest,13,363642.3079601223,6591770.459214509,200.0
10,Production,bottom_toe_floor,1,363642.5489515064,6591828.316789362,190.0
10,Production,bottom_toe_floor,2,363642.5489515064,6591772.950981786,190.0
10,Production,bottom_toe_floor,3,363604.6670831645,6591772.950981786,190.0
10,Production,bottom_toe_floor,4,363562.414230014,6591775.864971657,190.0
10,Production,bottom_toe_floor,5,363564.6538675003,6591799.54113937,190.0
10,Production,bottom_toe_floor,6,363568.2422097589,6591829.04528683,190.0
10,Production,bottom_toe_floor,7,363567.4532584942,6591829.134701306,190.0
10,Production,bottom_toe_floor,8,363567.5137122908,6591829.773784298,190.0
10,Production,bottom_toe_floor,9,363642.5489515064,6591828.316789362,190.0
10,Production,top_crest,1,363566.27720741136,6591827.493429309,200.0
10,Production,top_crest,2,363565.5348207275,6591827.577566466,200.0
10,Production,top_crest,3,363565.91233967914,6591831.568481098,200.0
10,Production,top_crest,4,363644.3122213135,6591830.046153299,200.0
10,Production,top_crest,5,363644.3122213135,6591771.187711978,200.0
10,Production,top_crest,6,363604.6063528838,6591771.187711978,200.0
10,Production,top_crest,7,363560.4884600743,6591774.230325275,200.0
10,Production,top_crest,8,363562.90065219265,6591799.730641955,200.0
10,Production,top_crest,9,363566.27720741136,6591827.493429309,200.0
11,Production,bottom_toe_floor,1,363745.2670945103,6591793.348910892,190.0
11,Production,bottom_toe_floor,2,363763.4795312132,6591724.141651422,190.0
11,Production,bottom_toe_floor,3,363745.9955919784,6591715.399681805,190.0
11,Production,bottom_toe_floor,4,363722.68367299886,6591709.571702059,190.0
11,Production,bottom_toe_floor,5,363703.7427388279,6591705.200717251,190.0
11,Production,bottom_toe_floor,6,363702.9065504299,6591712.378001001,190.0
11,Production,bottom_toe_floor,7,363695.7292666786,6591780.235956467,190.0
11,Production,bottom_toe_floor,8,363695.0123694887,6591780.136387412,190.0
11,Production,bottom_toe_floor,9,363695.0007692105,6591780.235956467,190.0
11,Production,bottom_toe_floor,10,363745.2670945103,6591793.348910892,190.0
11,Production,top_crest,1,363694.16739539476,6591778.23883448,200.0
11,Production,top_crest,2,363693.4695395437,6591778.141910056,200.0
11,Production,top_crest,3,363693.07189201645,6591781.555051323,200.0
11,Production,top_crest,4,363746.5245273637,6591795.499217065,200.0
11,Production,top_crest,5,363765.5492862344,6591723.205133357,200.0
11,Production,top_crest,6,363746.61102661904,6591713.73600355,200.0
11,Production,top_crest,7,363723.09577893885,6591707.857191629,200.0
11,Production,top_crest,8,363702.21932913794,6591703.0395493675,200.0
11,Production,top_crest,9,363701.1540449928,6591712.18323828,200.0
11,Production,top_crest,10,363694.16739539476,6591778.23883448,200.0
12,Production,bottom_toe_floor,1,363457.5105946057,6591842.158241256,190.0
12,Production,bottom_toe_floor,2,363458.9675895419,6591886.59658681,190.0
12,Production,bottom_toe_floor,3,363491.5771103986,6591895.428332043,190.0
12,Production,bottom_toe_floor,4,363494.47715859866,6591895.955504877,190.0
12,Production,bottom_toe_floor,5,363495.8120036435,6591896.229610235,190.0
12,Production,bottom_toe_floor,6,363504.3135295856,6591898.177586816,190.0
12,Production,bottom_toe_floor,7,363512.89817383385,6591900.000258401,190.0
12,Production,bottom_toe_floor,8,363513.17484447535,6591900.060366239,190.0
12,Production,bottom_toe_floor,9,363520.8805283104,6591901.772574693,190.0
12,Production,bottom_toe_floor,10,363527.02311485406,6591902.683593136,190.0
12,Production,bottom_toe_floor,11,363552.810170185,6591905.999071679,190.0
12,Production,bottom_toe_floor,12,363555.5508192602,6591906.303075088,190.0
12,Production,bottom_toe_floor,13,363564.48862350825,6591907.185402615,190.0
12,Production,bottom_toe_floor,14,363571.840333547,6591907.767044616,190.0
12,Production,bottom_toe_floor,15,363566.7852148227,6591829.773784298,190.0
12,Production,bottom_toe_floor,16,363457.5105946057,6591842.158241256,190.0
12,Production,top_crest,1,363455.6949417791,6591840.589457457,200.0
12,Production,top_crest,2,363457.24799753586,6591887.957658039,200.0
12,Production,top_crest,3,363491.1882606888,6591897.149812644,200.0
12,Production,top_crest,4,363494.1420951923,6591897.68676279,200.0
12,Production,top_crest,5,363495.43770695024,6591897.952811743,200.0
12,Production,top_crest,6,363503.9334916939,6591899.899472828,200.0
12,Production,top_crest,7,363512.52789402637,6591901.7242162265,200.0
12,Production,top_crest,8,363512.7964340265,6591901.78255765,200.0
12,Production,top_crest,9,363520.5595413269,6591903.507525638,200.0
12,Production,top_crest,10,363526.7813224726,6591904.4302895805,200.0
12,Production,top_crest,11,363552.60052846855,6591907.74990178,200.0
12,Production,top_crest,12,363555.36700161063,6591908.056769694,200.0
12,Production,top_crest,13,363564.3324613548,6591908.9418273335,200.0
12,Production,top_crest,14,363573.7316448188,6591909.685458386,200.0
12,Production,top_crest,15,363568.4251206055,6591827.813370524,200.0
12,Production,top_crest,16,363455.6949417791,6591840.589457457,200.0
13,Production,bottom_toe_floor,1,363732.8826375524,6591839.972748851,190.0
13,Production,bottom_toe_floor,2,363744.5385970422,6591794.07740836,190.0
13,Production,bottom_toe_floor,3,363694.2722717424,6591780.964453935,190.0
13,Production,bottom_toe_floor,4,363642.5489515064,6591773.780659458,190.0
13,Production,bottom_toe_floor,5,363642.5489515064,6591828.316789362,190.0
13,Production,bottom_toe_floor,6,363641.8204540383,6591828.330934944,190.0
13,Production,bottom_toe_floor,7,363641.8204540383,6591829.04528683,190.0
13,Production,bottom_toe_floor,8,363732.8826375524,6591839.972748851,190.0
13,Production,top_crest,1,363640.7856816993,6591826.587425425,200.0
13,Production,top_crest,2,363640.0571842312,6591826.601571007,200.0
13,Production,top_crest,3,363640.0571842312,6591830.609614424,200.0
13,Production,top_crest,4,363734.21039198723,6591841.907999355,200.0
13,Production,top_crest,5,363746.67884783784,6591792.813454444,200.0
13,Production,top_crest,6,363694.61728369864,6591779.232176843,200.0
13,Production,top_crest,7,363640.7856816993,6591771.755565454,200.0
13,Production,top_crest,8,363640.7856816993,6591826.587425425,200.0
14,Production,bottom_toe_floor,1,363400.6877920929,6591858.185185554,190.0
14,Production,bottom_toe_floor,2,363408.7012642421,6591864.0131653,190.0
14,Production,bottom_toe_floor,3,363424.7282085407,6591872.026637449,190.0
14,Production,bottom_toe_floor,4,363458.2390920738,6591886.59658681,190.0
14,Production,bottom_toe_floor,5,363456.7820971376,6591842.886738724,190.0
14,Production,bottom_toe_floor,6,363452.4111123289,6591791.8919159565,190.0
14,Production,bottom_toe_floor,7,363399.9592946248,6591802.819377977,190.0
14,Production,bottom_toe_floor,8,363400.6877920929,6591858.185185554,190.0
14,Production,top_crest,1,363398.9362968079,6591859.0916491905,200.0
14,Production,top_crest,2,363407.78217986407,6591865.525018686,200.0
14,Production,top_crest,3,363423.98186422966,6591873.624860869,200.0
14,Production,top_crest,4,363460.09431925195,6591889.325928269,200.0
14,Production,top_crest,5,363458.54285508604,6591842.782003294,200.0
14,Production,top_crest,6,363453.9981256104,6591789.7601594115,200.0
14,Production,top_crest,7,363398.1770586391,6591801.389548363,200.0
14,Production,top_crest,8,363398.9362968079,6591859.0916491905,200.0
15,Production,bottom_toe_floor,1,363699.3717540192,6591873.483632385,190.0
15,Production,bottom_toe_floor,2,363699.3717540192,6591838.515753916,190.0
15,Production,bottom_toe_floor,3,363641.8204540383,6591829.04528683,190.0
15,Production,bottom_toe_floor,4,363567.5137122908,6591832.68777417,190.0
15,Production,bottom_toe_floor,5,363568.1759827164,6591851.231346087,190.0
15,Production,bottom_toe_floor,6,363569.618260532,6591873.483632385,190.0
15,Production,bottom_toe_floor,7,363699.3717540192,6591873.483632385,190.0
15,Production,top_crest,1,363701.13502382627,6591875.246902192,200.0
15,Production,top_crest,2,363701.13502382627,6591837.018928113,200.0
15,Production,top_crest,3,363641.9215751024,6591827.274942879,200.0
15,Production,top_crest,4,363565.68946248543,6591831.011811145,200.0
15,Production,top_crest,5,363566.4147497652,6591851.319854978,200.0
15,Production,top_crest,6,363567.9655768994,6591875.246902192,200.0
15,Production,top_crest,7,363701.13502382627,6591875.246902192,200.0
16,Production,bottom_toe_floor,1,363390.4888275393,6591748.910565337,190.0
16,Production,bottom_toe_floor,2,363368.86923452106,6591771.971464557,190.0
16,Production,bottom_toe_floor,3,363368.8083974326,6591772.086254208,190.0
16,Production,bottom_toe_floor,4,363367.4961818153,6591774.254130175,190.0
16,Production,bottom_toe_floor,5,363364.8865418478,6591778.9142015455,190.0
16,Production,bottom_toe_floor,6,363364.3531042138,6591780.1091885865,190.0
16,Production,bottom_toe_floor,7,363363.0027068264,6591782.933498045,190.0
16,Production,bottom_toe_floor,8,363362.0995496928,6591785.733114896,190.0
16,Production,bottom_toe_floor,9,363361.5160201311,6591787.376799389,190.0
16,Production,bottom_toe_floor,10,363359.7472533305,6591791.934275593,190.0
16,Production,bottom_toe_floor,11,363359.2777789833,6591793.205397866,190.0
16,Production,bottom_toe_floor,12,363359.08490305,6591794.61662612,190.0
16,Production,bottom_toe_floor,13,363359.0258751775,6591795.0273296805,190.0
16,Production,bottom_toe_floor,14,363358.2880706815,6591799.920282047,190.0
16,Production,bottom_toe_floor,15,363358.0541023053,6591801.263971235,190.0
16,Production,bottom_toe_floor,16,363357.7258034184,6591802.925032615,190.0
16,Production,bottom_toe_floor,17,363357.74447127903,6591804.523402616,190.0
16,Production,bottom_toe_floor,18,363357.7434417982,6591805.30330725,190.0
16,Production,bottom_toe_floor,19,363357.7209239007,6591806.875810903,190.0
16,Production,bottom_toe_floor,20,363357.842450005,6591807.49109064,190.0
16,Production,bottom_toe_floor,21,363358.8637572379,6591811.374853309,190.0
16,Production,bottom_toe_floor,22,363358.883370924,6591811.44983263,190.0
16,Production,bottom_toe_floor,23,363359.390639933,6591813.399305386,190.0
16,Production,bottom_toe_floor,24,363360.37107986433,6591815.470046767,190.0
16,Production,bottom_toe_floor,25,363360.7508131866,6591816.3048200365,190.0
16,Production,bottom_toe_floor,26,363362.22303993226,6591819.67706561,190.0
16,Production,bottom_toe_floor,27,363363.1681024342,6591821.372262286,190.0
16,Production,bottom_toe_floor,28,363363.7757987043,6591822.418850307,190.0
16,Production,bottom_toe_floor,29,363366.0595264609,6591825.964681347,190.0
16,Production,bottom_toe_floor,30,363366.9927944285,6591827.5144577725,190.0
16,Production,bottom_toe_floor,31,363368.4352928298,6591830.081983404,190.0
16,Production,bottom_toe_floor,32,363370.5122140313,6591832.711838084,190.0
16,Production,bottom_toe_floor,33,363372.0049579592,6591834.776552446,190.0
16,Production,bottom_toe_floor,34,363373.44909410446,6591836.964006654,190.0
16,Production,bottom_toe_floor,35,363375.0003256519,6591838.554471606,190.0
16,Production,bottom_toe_floor,36,363378.6337762911,6591841.889390646,190.0
16,Production,bottom_toe_floor,37,363382.6454828052,6591845.341659465,190.0
16,Production,bottom_toe_floor,38,363387.3558138001,6591849.076956576,190.0
16,Production,bottom_toe_floor,39,363388.58290878695,6591850.104533719,190.0
16,Production,bottom_toe_floor,40,363389.73293890303,6591851.120978255,190.0
16,Production,bottom_toe_floor,41,363392.7075087562,6591853.517159525,190.0
16,Production,bottom_toe_floor,42,363395.553019873,6591855.3813282205,190.0
16,Production,bottom_toe_floor,43,363398.4906025903,6591857.272811889,190.0
16,Production,bottom_toe_floor,44,363397.7738022205,6591801.3623830415,190.0
16,Production,bottom_toe_floor,45,363390.4888275393,6591748.910565337,190.0
16,Production,top_crest,1,363391.7274531788,6591745.011262926,200.0
16,Production,top_crest,2,363367.42163801944,6591770.937465763,200.0
16,Production,top_crest,3,363367.27393411816,6591771.216158905,200.0
