pattern_id,pattern_type,point_id,x,y
19,Production,1,363571.88469709945,6591907.723013386
19,Production,2,363574.1394491401,6591907.901020126
19,Production,3,363581.970084983,6591908.186596216
19,Production,4,363583.0715938139,6591908.2470636815
19,Production,5,363591.6990405224,6591908.87995944
19,Production,6,363600.1738152047,6591908.977216638
19,Production,7,363608.55070337007,6591908.972765949
19,Production,8,363634.5354793572,6591906.26601845
19,Production,9,363672.4681530952,6591902.938590929
19,Production,10,363680.3313846221,6591901.766307962
19,Production,11,363680.7467767216,6591901.707345805
19,Production,12,363682.1087383136,6591901.523730515
19,Production,13,363700.10025148734,6591898.252546301
19,Production,14,363699.3717540192,6591872.755134917
19,Production,15,363699.3717540192,6591873.483632385
19,Production,16,363569.618260532,6591873.483632385
19,Production,17,363571.7638562872,6591906.587109751
19,Production,18,363571.88469709945,6591907.723013386
20,Production,1,363761.2940388089,6591878.583114661
20,Production,2,363781.691967916,6591869.112647576
20,Production,3,363783.1489628522,6591850.171713405
20,Production,4,363731.4256426162,6591841.429743788
20,Production,5,363700.10025148734,6591838.515753916
20,Production,6,363700.10025148734,6591896.795551364
20,Production,7,363761.2940388089,6591878.583114661
21,Production,1,363782.0041811167,6591865.053875967
21,Production,2,363781.80915249535,6591867.589248044
21,Production,3,363803.5468919594,6591855.271195682
21,Production,4,363819.98944622936,6591844.520294813
21,Production,5,363821.1573089949,6591843.3663418535
21,Production,6,363824.1505865747,6591840.386732058
21,Production,7,363824.6380161241,6591839.768963233
21,Production,8,363836.8142282036,6591822.113455717
21,Production,9,363837.0954289002,6591821.539856353
21,Production,10,363837.1367906943,6591821.421675569
21,Production,11,363842.1572577694,6591799.905388106
21,Production,12,363837.05777549255,6591780.235956467
21,Production,13,363831.6226310131,6591771.038019655
21,Production,14,363831.1544429088,6591770.407969684
21,Production,15,363828.506372843,6591766.547986698
21,Production,16,363825.5073533859,6591762.731233076
21,Production,17,363825.4511898106,6591762.648002424
21,Production,18,363808.64637423615,6591750.367560274
21,Production,19,363797.6526851714,6591794.3423165325
21,Production,20,363785.3344552565,6591847.986221001
21,Production,21,363784.2778927036,6591847.841486405
21,Production,22,363783.8774603203,6591849.443215937
21,Production,23,363782.0041811167,6591865.053875967
