pattern_id,pattern_type,pattern_source,area_m2,bench_height_m,volume_m3,mean_density_tpm3,tonnes_est,blocks_in_pattern,ore_fraction,mean_au_gpt,mean_cu_pct,mean_ag_gpt,mean_au_eq_gpt,mean_RMR,mean_UCS_MPa,mean_fault_dist_m,mean_pf_target_kgpm3,mean_target_p80_mm
11,Production,legacy_bounds_fit,18129.645798377285,15.0,271944.6869756593,2.727912087912088,741841.19884437,182,0.9505494505494505,2.0368131868131862,0.15289175824175824,4.964890109890109,1.8667662156306664,52.41648351648351,129.94615384615383,65.23626373626374,1.0517032967032969,136.53846153846155
12,Production,legacy_bounds_fit,13206.70411336653,15.0,198100.56170049796,2.7680916030534353,548360.5014033173,131,0.7251908396946565,1.5652137404580153,0.15770458015267177,4.272137404580152,1.44442233783017,42.890839694656485,128.5114503816794,21.19236641221374,1.0237404580152674,141.94656488549617
13,Production,legacy_bounds_fit,10910.681797623674,15.0,163660.22696435513,2.5829629629629633,422728.3047590418,108,1.0,2.40412962962963,0.1162861111111111,5.104629629629629,2.1191043199172865,39.68333333333334,89.7638888888889,50.69444444444444,0.8566666666666666,156.80555555555554
14,Production,legacy_bounds_fit,13972.745049954356,15.0,209591.17574931533,2.8314685314685315,593450.8186076768,143,1.0,2.4431398601398597,0.23171188811188811,6.246153846153846,2.3077835596011425,60.22517482517482,157.10979020979022,58.26573426573427,1.1514685314685313,125.97902097902097
15,Production,legacy_bounds_fit,7169.021710045818,15.0,107535.32565068727,2.626388888888889,282429.5844520134,72,1.0,1.0722083333333332,0.06309305555555556,2.1629166666666664,0.9855071538140235,51.05972222222223,99.98194444444445,116.45833333333333,0.9398611111111111,145.55555555555554
16,Production,legacy_bounds_fit,14481.704105427994,15.0,217225.56158141993,2.7862237762237765,605239.0244817144,143,0.7622377622377622,1.3632097902097904,0.12066853146853147,3.3734965034965034,1.2886818264330933,53.54895104895104,143.7909090909091,56.35734265734266,1.122097902097902,131.2937062937063
17,Production,legacy_bounds_fit,10675.44213124127,15.0,160131.63196861907,2.7358,438088.118739748,100,1.0,1.6956799999999999,0.14642200000000002,4.3584,1.5632929264401998,46.288999999999994,123.09700000000001,25.609,1.0086,141.55
18,Production,legacy_bounds_fit,7724.430612229254,15.0,115866.45918343881,2.7368354430379753,317107.4321525482,79,0.4050632911392405,0.4965443037974685,0.044594936708860757,1.4912658227848101,0.4701985338285945,49.165822784810125,127.61012658227851,21.307594936708856,1.0627848101265829,137.27848101265823
19,Production,legacy_bounds_fit,7488.9134896294045,15.0,112333.70234444107,2.685072463768116,301624.13091818255,69,0.7971014492753623,0.7799130434782607,0.06640869565217393,1.8652173913043477,0.7296431625667215,42.814492753623185,110.32463768115942,25.32463768115942,0.9752173913043479,143.9855072463768
20,Trim,legacy_bounds_fit,1252.8988044272862,15.0,18793.482066409295,2.415384615384615,45393.48745271167,13,0.0,0.45915384615384613,0.01845384615384615,1.2615384615384615,0.39802794104966743,19.346153846153847,26.884615384615383,11.799999999999999,0.5069230769230769,188.84615384615384
21,Trim,legacy_bounds_fit,2406.0517748103425,15.0,36090.776622155136,2.728181818181818,98462.20058462505,22,0.0,0.3855,0.026463636363636366,1.0731818181818182,0.3736056847470241,63.52272727272728,135.85909090909092,83.97272727272728,1.1195454545454544,130.45454545454547
22,Trim,legacy_bounds_fit,747.8358636311731,15.0,11217.537954467596,2.5799999999999996,28941.247922526392,7,0.0,0.16485714285714287,0.014199999999999999,0.5728571428571428,0.14662231910006726,24.885714285714283,75.24285714285713,9.27142857142857,0.8185714285714285,163.57142857142858
