Feed_Ton_Dry,Feed_Grade_Au_ppm,Feed_Grade_Ag_ppm,Feed_Grade_Cu_ppm,Tail_Solid_Au_ppm,Tail_Solid_Ag_ppm,Tail_Solid_Cu_ppm,Tail_Solution_Au_ppm,Tail_Solution_Ag_ppm,Tail_Solution_Cu_ppm,Tailing_CN_ppm,Residence_Time_hr,NaCN_Added_Est_kg,Avg_Tank_CN_ppm,Avg_Tank_DO_ppm,Avg_Tank_Carbon_gpl
1094.139651955452,0.67,23.5,61.0,0.05963285990773163,17.00083290016005,55.281508658576364,0.009979492663502154,0.35000037502179615,2.200903404206856,130.0,8.315208170705397,328.2418955866356,283.3333333333333,7.425,13.49
1135.5384000000001,0.32,9.0,42.0,0.05024944083984184,12.463516859671053,50.676272017479874,0.010020051006761618,0.481490373498473,1.7192582017118212,200.0,8.012057517238285,283.88460000000003,266.6666666666667,8.7375,13.385
1140.5792999999999,0.5,14.5,43.0,0.08030603589067177,10.258429964153326,45.175731387147266,0.010009182841182691,0.46,1.7234514633681903,160.0,7.976647457859997,399.20275499999997,293.3333333333333,7.1875,12.913333333333334
1201.152,0.48,15.0,42.5,0.050039822242989654,10.201323018589052,43.422758410831314,0.01000292259586061,0.52100050533668,0.7408114016772563,170.0,7.574394392910086,420.4032,290.0,6.4625,14.738333333333335
1227.578,0.7,15.0,46.5,0.05002279806837106,12.228239106921503,45.16082321436759,0.010001746441610733,0.7215785516037693,0.8901200388895143,180.0,7.41134084663682,306.8945,246.66666666666666,6.78875,13.483333333333334
1526.631,0.68,12.0,49.0,0.05024330360693551,11.139660582580815,46.20121954185502,0.010018698497328693,1.0524448699177993,1.7334105600765168,220.0,5.959527203255229,534.32085,296.6666666666667,6.075,14.098333333333334
1049.3045999999997,0.52,15.5,54.5,0.059926474874951396,12.956915603881733,42.259114100768784,0.009996067866945626,0.9595476121933355,1.6539177814325379,190.0,8.670503277916382,262.3261499999999,266.6666666666667,5.875,13.393333333333333
181.4692,0.45,13.0,64.0,0.05998765660974212,12.991322366457519,41.30573911912611,0.00999933420700492,0.9599082255399921,1.6511491050461318,140.0,50.135223904842995,36.29384,210.0,5.5,13.878333333333336
943.8448,0.78,24.0,48.0,0.04997200970948193,11.142686043252903,45.48975403995536,0.009997841956248628,0.8817543634460104,2.2576307971269785,180.0,9.639295542903595,188.76896,200.0,6.15,14.905
1257.949,0.85,13.5,54.0,0.06977300066914259,10.840195306637645,36.22759245729947,0.00999024608099696,0.5491589487020504,2.331346315800059,110.0,7.232406857378744,251.58980000000003,203.33333333333334,6.362500000000001,14.22166666666667
593.989,0.99,24.0,58.0,0.0699411546603714,9.476279247076349,42.75801021476099,0.009997466100905943,0.4798721492075725,2.8070856271771407,130.0,15.316780233022387,118.7978,183.33333333333334,6.1875,15.110000000000001
1207.382,0.89,22.2236,51.0,0.05988572771943889,10.863591618367876,46.21735154228186,0.009992660633287902,0.6189983203725844,3.2925658346226614,90.0,7.53531108947519,241.47640000000004,160.0,6.466666666666666,14.515
1253.8829999999998,1.02,26.0,51.5,0.06983376883813687,11.855882247510202,47.19802981286159,0.009992855352743824,0.7388462829640338,2.4057443274539283,80.0,7.255859576876579,376.16489999999993,240.0,5.550000000000001,14.715000000000003
909.454,0.79,20.0,50.0,0.05,16.0,51.0,0.01,0.84,2.05,110.0,10.003803352157156,227.3635,250.0,5.9625,14.551666666666668
1607.2542,0.74,15.5,59.0,0.04985117458354121,15.171860069472833,48.740164818752476,0.009988552425625621,0.8356122642902465,2.049124029809375,120.0,5.6605849739467065,401.8135500000001,223.33333333333334,5.95,13.391666666666667
1428.0324999999998,0.85,17.5,63.0,0.07983444213668571,15.555539024640412,51.913378727364226,0.00999502056479716,0.56891532211673,4.977395222495214,100.0,6.371002742467511,428.4097499999999,253.33333333333334,5.95,13.938333333333333
1741.1127999999999,0.57,16.0,59.0,0.08469988487582857,15.410814754268788,50.705993522026624,0.009992680550838238,0.5686832766536329,4.956979833166008,120.0,5.225393193268544,348.22256,186.66666666666666,7.387499999999999,13.766666666666666
1173.5111,0.74,19.0,73.0,0.08466629819442198,15.44164590452192,51.867387474284776,0.009992205538478283,0.5598422590584456,4.224155003370415,80.0,7.752801804629487,234.70222,176.66666666666666,7.05,15.616666666666667
1698.6408000000001,0.7,16.0,57.0,0.029926428077254194,10.44990756171624,53.17570207453028,0.00998621441387057,0.6071475913371506,4.233050033800433,120.0,5.356046418897235,339.72816000000006,186.66666666666666,6.8999999999999995,14.533333333333333
1441.8582000000001,0.71,19.0,48.0,0.06984188674450918,14.715951380603036,47.26839634244201,0.00999405934168997,0.8284001019983834,4.724973401032024,110.0,6.309912426778676,288.37164,183.33333333333334,6.4750000000000005,15.183333333333332
1504.331953868517,0.8539054990297147,19.723477880224113,54.54117609032106,0.07206632138226904,19.425245986930264,26.356028863320276,0.01115347367798727,0.26356731550055335,0.4342513992132258,100.0,6.047866596489198,300.8663907737034,183.33333333333334,5.5,13.778333333333336
1584.939184894265,0.485180022571258,8.351138083159608,56.51986729361178,0.08144966898964473,9.52253065408355,49.57113502803385,0.011319877249725607,0.7677214391468863,1.3683045009348027,180.0,5.740282693837041,396.2347962235663,230.0,5.45,14.451666666666666
1963.33830675241,0.4059513290204669,11.698304703789724,41.72271819327003,0.06015253870934919,9.478682508223757,38.123726333281795,0.01,0.5285644204519822,0.17306105656482856,100.0,4.633943596242403,687.1684073633435,306.6666666666667,6.9625,14.6
569.1141091284283,0.6109587975030485,14.427118868509734,54.099572836778634,0.15195457647694624,8.905623755856226,26.191371352740116,0.02219025161989696,0.44444258389486907,4.7276917606917905,100.0,15.986247446519814,227.6456436513713,300.0,7.1125,12.1
2126.6493076597794,0.6262516194559146,13.68752423628664,45.70755611441937,0.08354910374478229,15.769058738032232,48.8628027898893,0.01,0.43895717618468083,0.009999166086175943,100.0,4.278090863906663,850.6597230639118,313.3333333333333,8.7,13.958333333333334
2135.7400000000002,1.0784593848365225,38.963179538122056,39.74855575041851,0.10492973794151157,14.27389794938956,55.33589825099549,0.009999999997054155,0.39328323420578976,0.4097280917650226,100.0,4.259881340347015,747.5090000000001,273.3333333333333,6.725,13.75
2005.0955914642886,1.1730244887246286,29.371382288340605,30.362770244280476,0.10637846981337976,30.333496842784708,18.82071207969255,0.010000950547436317,0.47720855499423054,0.18144011802923207,120.0,4.537439019148515,802.0382365857154,336.6666666666667,6.375,12.208333333333334
1943.3687649713547,0.9913473921690446,87.09428337835548,53.86421091062071,0.14122178272994831,38.0,34.15558892881411,0.01000635304640384,0.39540429718232,0.11514631883489797,100.0,4.681560771080336,680.1790677399741,313.3333333333333,5.925,13.791666666666666
62.31000000000002,0.9925105965703539,58.566339981037515,52.15007333674954,0.05992543247063755,38.336942399911216,56.70625783751748,0.010048179907824258,0.2512767936518795,0.5096357056643935,90.0,146.01185963461293,31.15500000000001,390.0,6.1499999999999995,13.791666666666666
1756.300023286099,0.8808398971155548,18.60091172733667,44.79151309875793,0.08,26.5,46.50200045190685,0.01000835738062021,0.315241155668366,0.7532901398044036,70.0,5.180207739683371,790.3350104787446,313.3333333333333,6.362500000000001,13.291666666666666
1836.8942662444515,0.5862637504308593,18.90478659750407,47.69923424336303,0.08,26.7032655464163,48.01735533046292,0.01,0.8693450556832715,0.5607945445280336,110.0,4.9529246952431745,918.4471331222258,366.6666666666667,6.171428571428572,13.541666666666666
1562.0342857588514,1.3630779151655876,33.62840386959136,42.28120548932655,0.09113983075633393,21.85541352086359,42.59040040706306,0.010145745219721032,0.5137562218097179,0.010000000000000004,130.0,5.824455363611202,859.1188571673683,525.0,6.1875,14.0
2297.2000000000003,0.9368051656520525,16.69119690742197,38.19499843885927,0.10292613483716256,18.333576193332284,37.32906228668921,0.010059047292190091,0.598286677389821,0.009999999999999998,160.0,3.9604731733557084,1493.1800000000003,496.6666666666667,6.075,12.291666666666666
1705.7299654306744,1.4455755656314613,19.47384344398949,46.200994715464965,0.06961560742951005,13.238967974079472,45.92400381140881,0.010190141204568457,0.7362089857625447,0.5066709194472295,150.0,5.333786213655226,938.1514809868709,433.3333333333333,5.5875,11.333333333333334
2214.2897696378827,0.8709297494020826,28.94118911001874,48.951546639162295,0.08063829973131148,20.582440432423585,47.94444478381193,0.010045011718051354,0.7708498001423992,0.21844397878951904,140.0,4.108766205120746,1107.1448848189414,390.0,5.7875,11.25
1993.0629235417155,1.071215082833413,44.1868574903526,82.59835691909804,0.12426189662271392,12.448637326713985,61.71442073061379,0.010013187019072048,1.0524772804807132,0.7986999663180672,140.0,4.564832783937095,996.5314617708577,390.0,5.7875,11.25
2070.1490345520424,0.9002754680951673,27.30151270771866,104.53714569245703,0.09592246303489077,33.194322588167815,100.68755969511739,0.010096382087116487,0.7663081860383044,0.49096962530119465,190.0,4.394852168603137,1138.5819690036233,420.0,6.612500000000001,11.875
2117.0533260822526,0.7306168912732531,19.421741613748672,65.89949576955455,0.11423831994897371,22.014647951107733,62.43291202817434,0.01,0.681613109538937,1.1870430760919635,150.0,4.297482194588449,1058.5266630411263,413.3333333333333,5.9624999999999995,12.583333333333334
1761.2757964654027,0.8676277440472372,20.453673503679894,55.1870045223465,0.08668346654566342,14.557887645104874,55.375492554138006,0.01,0.7628030616135416,0.4187130849300778,140.0,5.165573155601727,880.6378982327013,396.6666666666667,6.957142857142857,11.041666666666666
