Date,Time,Date Time,Pre_Leach_Density_pct_w_w,Leach_Tank_01_Density_pct_w_w,Leach_Tank_01_pH,Leach_Tank_01_CN_ppm,Leach_Tank_01_DO_ppm,Leach_Tank_02_Density_pct_w_w,Leach_Tank_02_pH,Leach_Tank_02_CN_ppm,Leach_Tank_02_DO_ppm,CIL_Tank_01_Density_pct_w_w,CIL_Tank_01_pH,CIL_Tank_01_CN_ppm,CIL_Tank_01_DO_ppm,CIL_Tank_01_Carbon_gpl,CIL_Tank_02_Density_pct_w_w,CIL_Tank_02_pH,CIL_Tank_02_CN_ppm,CIL_Tank_02_DO_ppm,CIL_Tank_02_Carbon_gpl,CIL_Tank_03_Density_pct_w_w,CIL_Tank_03_pH,CIL_Tank_03_CN_ppm,CIL_Tank_03_DO_ppm,CIL_Tank_03_Carbon_gpl,CIL_Tank_04_Density_pct_w_w,CIL_Tank_04_pH,CIL_Tank_04_CN_ppm,CIL_Tank_04_DO_ppm,CIL_Tank_04_Carbon_gpl,CIL_Tank_05_Density_pct_w_w,CIL_Tank_05_pH,CIL_Tank_05_CN_ppm,CIL_Tank_05_DO_ppm,CIL_Tank_05_Carbon_gpl,CIL_Tank_06_Density_pct_w_w,CIL_Tank_06_pH,CIL_Tank_06_CN_ppm,CIL_Tank_06_DO_ppm,CIL_Tank_06_Carbon_gpl,Tailing_Density_pct_w_w,Tailing_CN_ppm,DO_Purity_pct_w_w,DO_Flow
2025-01-02,1900-01-01 16:00:00,2025-01-02 16:00:00,38,39,11.8,200,0,37,11.9,450,0,39,10.7,0,0,16,37,10.6,0,0,14,36,10.4,0,0,15.2,38,10.5,0,0,15,37,10.5,0,0,13,37,10.3,220,0,7,29,180,61.1735038757324,368.62509689331057
2025-01-02,1900-01-01 18:00:00,2025-01-02 18:00:00,38,39,10.7,200,0,38,11.3,350,0,38,10.7,0,0,16.8,37,10.6,0,0,14.4,37,10.4,0,0,15.2,37,10.4,0,0,15,37,10.3,0,0,13.2,36,10.4,210,0,7.2,29,180,60.77880859375,373.3034332275391
2025-01-02,1900-01-01 20:00:00,2025-01-02 20:00:00,41,37,10.9,250,0,38,10.9,300,0,38,10.9,0,0,16,38,10.9,0,0,15,38,10.8,0,0,15.2,38,10.8,0,0,15,38,10.6,0,0,14,36,10.5,250,0,6,25,160,60.8927421569824,373.97400690714517
2025-01-02,1900-01-01 22:00:00,2025-01-02 22:00:00,37,40,10.9,300,0,37,10.9,350,0,38,10.8,0,0,15,38,10.8,0,0,15,37,10.8,0,0,16,37,10.8,0,0,15,37,10.7,0,0,13,37,10.5,260,0,9,27,160,60.85205078125,374.52654762268065
2025-01-02,1900-01-02 00:00:00,2025-01-03 00:00:00,38,39,10.8,300,0,40,10.8,350,0,39,10.9,0,0,16,39,10.8,0,0,15.2,38,10.8,0,0,15.2,38,10.7,0,0,15,38,10.7,0,0,14,37,10.6,250,0,8,25,150,61.03515625,373.9737653096517
2025-01-02,1900-01-02 02:00:00,2025-01-03 02:00:00,43,41,10.7,300,0,40,10.8,300,0,40,10.8,0,0,16.8,40,10.8,0,0,15,39,10.7,0,0,16,39,10.7,0,0,14.8,38,10.7,0,0,14.4,38,10.6,250,0,8,28,150,60.8194999694824,373.2622008005778
2025-01-02,1900-01-02 04:00:00,2025-01-03 04:00:00,43,40,10.6,350,0,40,10.7,350,0,39,10.7,0,0,16,39,10.8,0,0,15,40,10.7,0,0,15.6,38,10.7,0,0,15,39,10.7,0,0,14.8,39,10.6,240,0,12,27,140,61.0880546569824,371.92539545694984
2025-01-03,1900-01-02 06:00:00,2025-01-03 06:00:00,40,40,10.9,350,0,42,10.8,350,0,40,10.8,0,0,15,40,10.7,0,0,15.2,39,10.7,0,0,15.2,38,10.7,0,0,14.8,38,10.6,0,0,14,38,10.7,280,0,12,25,160,60.75439453125,371.3124519348145
2025-01-03,1900-01-02 08:00:00,2025-01-03 08:00:00,35,38,10.9,350,0,38,10.9,300,0,37,11,0,0,15,34,11,0,0,13.4,34,10.9,0,0,16.2,36,10.9,0,0,14.6,36,10.9,0,0,14.4,35,10.8,290,0,11,28,240,60.9903984069824,372.1490400950114
2025-01-03,1900-01-02 10:00:00,2025-01-03 10:00:00,38,39,10.9,350,0,38,11,300,0,37,11,0,0,15.2,35,11,0,0,14,35,10.9,0,0,16,36,10.8,0,0,14.8,36,10.9,0,0,14.8,35,10.8,290,0,11.2,0,0,60.7096366882324,372.06211433410647
2025-01-03,1900-01-02 12:00:00,2025-01-03 12:00:00,37,39,10.9,400,0,38,10.9,350,0,36,10.8,0,0,15,36,11,0,0,13.6,35,10.9,0,0,15.8,36,10.8,0,0,14.6,37,10.9,0,0,14.6,36,10.8,330,0,11.6,0,0,60.3963203430176,116.08398424784345
2025-01-03,1900-01-02 14:00:00,2025-01-03 14:00:00,-,38,10.8,400,0,38,10.9,350,0,36,10.9,0,0,15,36,10.9,0,0,14,36,10.9,0,0,16,36,10.9,0,0,14.6,36,10.8,0,0,14.4,37,10.8,300,0,11.4,0,0,60.43701171875,0
2025-01-03,1900-01-02 16:00:00,2025-01-03 16:00:00,-,39,10.9,400,0,38,10.9,350,0,37,10.9,0,0,15.2,36,11,0,0,13.8,36,10.9,0,0,15.4,36,10.9,0,0,14.6,36,10.9,0,0,14.4,35,10.8,300,0,11.8,0,0,60.77880859375,250.34215850830077
2025-01-03,1900-01-02 18:00:00,2025-01-03 18:00:00,34,37,10.8,300,0,38,10.7,300,0,38,10.9,0,0,14,36,10.9,0,0,16,37,10.9,0,0,17,36,10.9,0,0,14.6,35,10.8,0,0,15,36,10.7,250,0,12,28,210,60.8154296875,374.611545308431
2025-01-03,1900-01-02 20:00:00,2025-01-03 20:00:00,37,38,10.8,300,0,40,10.7,350,0,41,10.8,0,0,16,39,10.8,0,0,14,39,10.8,0,0,17,39,10.9,0,0,13,39,10.8,0,0,15,37,10.9,270,0,12,23,200,60.5265312194824,372.36569277445477
2025-01-03,1900-01-02 22:00:00,2025-01-03 22:00:00,37,39,10.7,350,0,40,10.8,350,0,40,10.8,0,0,16.4,38,10.8,0,0,14.8,38,10.7,0,0,16,39,10.8,0,0,14,38,10.8,0,0,15,38,10.8,310,0,12.4,24,210,60.77880859375,372.4422496795654
2025-01-03,1900-01-03 00:00:00,2025-01-04 00:00:00,38,39,10.6,350,0,39,10.7,350,0,39,10.7,0,0,16,37,10.7,0,0,15,38,10.7,0,0,16,38,10.7,0,0,13.6,38,10.8,0,0,14,37,10.8,290,0,12,23,200,60.8683280944824,372.68832041422525
2025-01-03,1900-01-03 02:00:00,2025-01-04 02:00:00,40,35,10.5,350,0,37,10.6,300,0,37,10.6,0,0,16,36,10.7,0,0,14,36,10.7,0,0,17,37,10.7,0,0,15,37,10.8,0,0,15,37,10.8,290,0,13,25,200,61.0148124694824,371.70187123616535
2025-01-03,1900-01-03 04:00:00,2025-01-04 04:00:00,42,38,10.6,300,0,37,10.6,300,0,37,10.7,0,0,16,37,10.7,0,0,14.4,36,10.6,0,0,16.4,36,10.6,0,0,14,37,10.7,0,0,14.8,37,10.7,290,0,13,25,190,61.3484687805176,372.48034884134927
2025-01-04,1900-01-03 06:00:00,2025-01-04 06:00:00,41,39,10.6,300,0,38,10.6,300,0,36,10.7,0,0,16,37,10.6,0,0,14.6,37,10.6,0,0,16.2,35,10.5,0,0,14.6,36,10.5,0,0,15,35,10.5,290,0,13,26,180,61.2955741882324,372.5651040395101
2025-01-04,1900-01-03 08:00:00,2025-01-04 08:00:00,37,36,11.2,350,0,37,11,350,0,36,10.9,0,0,14.4,36,10.8,0,0,12.6,37,10.8,0,0,18,37,10.9,0,0,15,36,10.8,0,0,14.6,34,10.8,230,0,12,28,180,61.4298515319824,369.86026624043785
2025-01-04,1900-01-03 10:00:00,2025-01-04 10:00:00,39,37,11.1,350,0,39,11.1,350,0,37,10.9,0,0,14.6,36,10.8,0,0,12.8,37,10.9,0,0,17.2,37,10.9,0,0,15,37,10.9,0,0,14.6,36,10.9,260,0,11.8,29,210,61.0677070617676,372.93776550292966
2025-01-04,1900-01-03 12:00:00,2025-01-04 12:00:00,36,36,11,300,0,38,10.9,350,0,38,10.9,0,0,15,36,10.8,0,0,12.8,36,10.8,0,0,17,36,10.8,0,0,15.2,34,10.8,0,0,14,33,10.8,200,0,12,26,160,60.8805351257324,372.10563774108886
2025-01-04,1900-01-03 14:00:00,2025-01-04 14:00:00,40,39,11,250,0,38,11.1,350,0,38,11,0,0,14.6,37,10.9,0,0,13,37,10.8,0,0,16.2,37,10.8,0,0,15,38,10.8,0,0,14.6,36,10.8,210,0,31,29,160,62.7685546875,314.10939871470134
2025-01-04,1900-01-03 16:00:00,2025-01-04 16:00:00,35,39,11.1,300,0,36,10.9,300,0,37,11.1,0,0,15.4,37,11,0,0,12.2,36,10.9,0,0,19,37,10.8,0,0,14.8,35,10.8,0,0,14,36,10.8,270,0,12.6,30,190,59.87548828125,229.8150552392006
2025-01-04,1900-01-03 18:00:00,2025-01-04 18:00:00,40,39,11.1,300,0,37,11,300,0,37,11.1,0,0,15.4,37,11,0,0,12.6,37,10.9,0,0,18.6,37,10.8,0,0,15,36,10.8,0,0,14.2,36,10.8,290,0,15,29,180,59.3912773132324,375.9155573527018
2025-01-04,1900-01-03 20:00:00,2025-01-04 20:00:00,36,35,10.7,250,0,34,10.8,300,0,33,10.9,0,0,16,33,10.9,0,0,14,35,10.9,0,0,17,34,10.7,0,0,15,34,10.7,0,0,14,33,10.7,260,0,17,23,180,59.3790702819824,377.5853583017985
2025-01-04,1900-01-03 22:00:00,2025-01-04 22:00:00,49,41,10.6,200,0,41,10.8,250,0,39,10.9,0,0,16,39,10.9,0,0,14.8,37,10.9,0,0,16,37,10.7,0,0,15.2,36,10.7,0,0,14,36,10.7,250,0,16.8,24,180,59.48486328125,377.49903513590493
2025-01-04,1900-01-04 00:00:00,2025-01-05 00:00:00,47,40,10.5,250,0,40,10.7,250,0,40,10.7,0,0,15.8,38,10.8,0,0,14,37,10.9,0,0,16.4,37,10.8,0,0,14,37,10.8,0,0,13.8,35,10.7,250,0,17,22,170,59.75341796875,376.7555221557617
2025-01-04,1900-01-04 02:00:00,2025-01-05 02:00:00,42,39,10.9,300,0,40,10.9,300,0,39,10.8,0,0,16,37,10.8,0,0,14,36,10.8,0,0,17,36,10.7,0,0,15,37,10.7,0,0,13.8,38,10.7,230,0,16,24,150,60.2132148742676,375.3938802083333
2025-01-04,1900-01-04 04:00:00,2025-01-05 04:00:00,42,40,10.8,300,0,41,10.8,350,0,38,10.7,0,0,16.4,39,10.7,0,0,13,38,10.7,0,0,16.8,38,10.8,0,0,14,38,10.8,0,0,14,38,10.8,240,0,16.8,23,150,60.3841133117676,373.2825757344564
2025-01-05,1900-01-04 06:00:00,2025-01-05 06:00:00,42,41,10.9,250,0,40,10.9,350,0,40,10.8,0,0,15.8,39,10.8,0,0,13,38,10.7,0,0,18,37,10.7,0,0,15,37,10.7,0,0,15,38,10.8,150,0,17,23,140,60.5916328430176,372.8309454600016
2025-01-05,1900-01-04 08:00:00,2025-01-05 08:00:00,43,41,11.3,350,0,39,11.3,300,0,38,11.2,0,0,15.6,37,11.1,0,0,14,36,11.2,0,0,14.6,36,11,0,0,19,36,10.9,0,0,11.4,34,10.8,200,0,15,25,210,60.7747383117676,371.4963114420573
2025-01-05,1900-01-04 10:00:00,2025-01-05 10:00:00,41,41,10.9,300,0,39,11.1,300,0,38,11.1,0,0,15.2,37,11.1,0,0,14,36,11.1,0,0,15,36,10.9,0,0,18.6,35,10.9,0,0,13.2,35,10.7,250,0,16,25,180,60.6038398742676,372.8894193013509
2025-01-05,1900-01-04 12:00:00,2025-01-05 12:00:00,41,40,10.7,250,0,43,11.2,300,0,38,11.4,0,0,15.6,36,11.7,0,0,14,37,11.1,0,0,15,37,11,0,0,18.6,36,10.9,0,0,12,35,10.9,220,0,15.6,25,180,59.8592109680176,212.47576675415038
2025-01-05,1900-01-04 14:00:00,2025-01-05 14:00:00,40,41,10.8,250,0,42,11.2,300,0,38,11.4,0,0,15.4,37,11.3,0,0,13.6,37,11.1,0,0,14.4,37,11,0,0,17.8,36,10.9,0,0,11.6,34,10.9,230,0,15.2,25,180,59.8388671875,186.91418317339074
2025-01-05,1900-01-04 16:00:00,2025-01-05 16:00:00,0,40,10.9,300,0,41,11.2,300,0,39,11.3,0,0,15.6,37,11.2,0,0,13.8,36,11.1,0,0,14.8,37,11,0,0,18.6,36,10.9,0,0,11.6,35,10.9,230,0,15,25,170,59.0128593444824,374.5563265482585
2025-01-05,1900-01-04 18:00:00,2025-01-05 18:00:00,0,41,10.3,250,0,40,10.8,250,0,38,11,0,0,15.6,37,10.9,0,0,14,36,10.8,0,0,15,36,11,0,0,19,36,10.8,0,0,13.8,35,10.8,210,0,16.2,0,0,59.6110038757324,379.7839505513509
2025-01-05,1900-01-04 20:00:00,2025-01-05 20:00:00,-,40,10.9,300,-,41,11.2,300,-,39,11.3,-,-,15.6,37,11.2,-,-,13.8,36,11.1,-,-,14.8,37,11,-,-,18.6,36,10.9,-,-,11.6,35,10.9,230,0,15,-,-,59.19189453125,382.77717514038085
2025-01-05,1900-01-04 22:00:00,2025-01-05 22:00:00,-,41,10.3,250,-,40,10.8,250,-,38,11,-,-,15.6,37,10.9,-,-,14,36,10.8,-,-,15,36,11,-,-,19,36,10.8,-,-,13.8,35,10.8,210,0,16.2,-,-,59.2936210632324,383.3082557678223
2025-01-05,1900-01-05 00:00:00,2025-01-06 00:00:00,0,41,10.8,250,0,40,10.8,250,0,43,11,0,0,15.8,43,10.7,0,0,11,42,10.8,0,0,19,40,10.7,0,0,15,41,10.7,0,0,15,38,10.8,170,0,16,27,130,59.4319648742676,382.048370107015
2025-01-05,1900-01-05 02:00:00,2025-01-06 02:00:00,-,40,10.7,250,0,40,10.7,250,0,39,10.8,0,0,15.8,40,10.7,0,0,12,41,10.7,0,0,18,39,10.7,0,0,15,39,10.7,0,0,14,38,10.8,180,0,15.8,24,130,70.8292617797852,345.2771745363871
2025-01-05,1900-01-05 04:00:00,2025-01-06 04:00:00,-,39,10.5,250,0,40,10.6,250,0,40,10.6,0,0,16,38,10.7,0,0,11,39,10.7,0,0,17,37,10.7,0,0,14.8,37,10.6,0,0,14,37,10.7,170,0,15.8,-,-,70.751953125,307.12938814225294
2025-01-06,1900-01-05 06:00:00,2025-01-06 06:00:00,-,40,10.5,250,0,40,10.5,250,0,40,10.6,0,0,16,39,10.7,0,0,13,37,10.6,0,0,17,39,10.7,0,0,15,38,10.6,0,0,15,36,10.6,0,0,16,-,-,70.3369140625,291.79820180851965
2025-01-06,1900-01-05 08:00:00,2025-01-06 08:00:00,38,38,10.6,250,0,38,10.5,250,0,37,10.7,0,0,14.6,38,10.8,0,0,13,38,10.9,0,0,15.6,35,10.8,0,0,15,35,10.7,0,0,13,34,10.8,170,0,17,0,0,70.6380157470703,306.9837478473162
2025-01-06,1900-01-05 10:00:00,2025-01-06 10:00:00,42,40,10.6,300,0,40,10.7,250,0,38,10.7,0,0,14.2,38,10.8,0,0,13.2,38,10.8,0,0,15.4,36,10.8,0,0,15,35,10.7,0,0,13.4,37,10.8,200,0,17.2,25,150,72.18017578125,303.54106348653636
2025-01-06,1900-01-05 12:00:00,2025-01-06 12:00:00,40,38,10.7,500,0,38,10.7,650,0,37,10.9,0,0,11,37,10.9,0,0,13,38,11,0,0,15.2,37,10.8,0,0,15.2,36,10.7,0,0,13.2,34,10.8,270,0,17,26,210,72.16796875,296.63520034744096
2025-01-06,1900-01-05 14:00:00,2025-01-06 14:00:00,40,38,10.1,350,0,38,10.7,600,0,37,10.8,0,0,11.2,37,10.9,0,0,13.4,38,10.9,0,0,15.6,37,10.9,0,0,15,36,10.8,0,0,13.2,34,10.8,250,0,16.2,26,210,69.4986953735352,247.7923653061812
2025-01-06,1900-01-05 16:00:00,2025-01-06 16:00:00,40,40,10.2,350,0,40,10.4,550,0,35,10.5,0,0,6,38,10.7,0,0,12,38,10.7,0,0,16,36,10.8,0,0,15,35,10.7,0,0,14.6,37,10.7,230,0,17,25,190,72.1720352172852,290.0874085551128
2025-01-06,1900-01-05 18:00:00,2025-01-06 18:00:00,40,40,10.2,250,0,38,10.4,300,0,35,10.4,0,0,3,37,10.7,0,0,12.8,38,10.7,0,0,16,36,10.8,0,0,15,36,10.7,0,0,14.8,35,10.7,220,0,17,25,210,71.2809219360352,294.83880742136387
2025-01-06,1900-01-05 20:00:00,2025-01-06 20:00:00,40,43,10.9,250,0,40,10.7,300,0,40,10.6,0,0,10,39,10.5,0,0,9,37,10.7,0,0,17,37,10.8,0,0,14.8,37,10.8,0,0,14.8,36,10.8,200,0,18,24,150,72.5748672485352,293.83451426823933
2025-01-06,1900-01-05 22:00:00,2025-01-06 22:00:00,41,41,10.9,250,0,37,10.8,350,0,39,10.7,0,0,14,37,10.6,0,0,5,37,10.7,0,0,17,38,10.7,0,0,14,37,10.8,0,0,14,37,10.8,230,0,17,25,160,71.0367813110352,290.32214423228675
2025-01-06,1900-01-06 00:00:00,2025-01-07 00:00:00,45,42,10.9,250,0,42,10.8,350,0,40,10.8,0,0,16,39,10.7,0,0,7,39,10.7,0,0,11,38,10.7,0,0,15,37,10.7,0,0,14,36,10.7,250,0,17,23,150,70.0846328735352,290.3755552609762
2025-01-06,1900-01-06 02:00:00,2025-01-07 02:00:00,41,42,10.9,250,0,41,10.9,300,0,41,10.9,0,0,17.8,40,10.8,0,0,11,39,10.8,0,0,7,37,10.7,0,0,14,36,10.7,0,0,15,36,10.8,250,0,17.2,24,170,73.4700469970703,297.7359431572879
2025-01-06,1900-01-06 04:00:00,2025-01-07 04:00:00,39,41,10.7,300,0,40,10.8,300,0,40,10.8,0,0,17,39,10.8,0,0,14,38,10.7,0,0,5,38,10.7,0,0,13.8,38,10.8,0,0,14.8,37,10.8,240,0,17,25,160,70.6746368408203,298.6359475294749
2025-01-07,1900-01-06 06:00:00,2025-01-07 06:00:00,37,40,10.6,350,0,40,10.7,300,0,39,10.7,0,0,17.8,38,10.7,0,0,15,38,10.6,0,0,7,37,10.7,0,0,10,37,10.7,0,0,15,37,10.8,250,0,17.2,24,170,70.52001953125,292.5846353848775
2025-01-07,1900-01-06 08:00:00,2025-01-07 08:00:00,34,39,11.6,300,0,41,11.2,300,0,38,10.9,0,0,18.18,37,10.8,0,0,15,38,10.7,0,0,8.8,37,10.7,0,0,6.6,38,10.6,0,0,13.8,37,10.6,270,0,13,29,220,65.9912109375,320.7454426874717
2025-01-07,1900-01-06 10:00:00,2025-01-07 10:00:00,0,39,11.7,350,0,41,11.2,300,0,38,11.1,0,0,18.8,37,10.9,0,0,14,38,10.8,0,0,14.4,38,10.8,0,0,7.6,37,10.7,0,0,10.2,35,10.7,230,0,17,27,180,70.849609375,315.90338009260597
2025-01-07,1900-01-06 12:00:00,2025-01-07 12:00:00,45,40,11.7,350,0,40,11.2,300,0,38,11,0,0,19.8,37,10.9,0,0,15,38,10.8,0,0,16,38,10.8,0,0,8,37,10.7,0,0,8,35,10.7,230,0,17,0,0,68.2942657470703,279.97480206377804
2025-01-07,1900-01-06 14:00:00,2025-01-07 14:00:00,40,39,11.3,300,0,38,11.2,300,0,39,11.2,0,0,19,37,11.1,0,0,12.6,38,10.9,0,0,16,37,10.8,0,0,10.4,37,10.7,0,0,5.6,37,10.7,270,0,17.4,28,200,67.9361953735352,320.17192319234215
2025-01-07,1900-01-06 16:00:00,2025-01-07 16:00:00,38,37,11.3,200,0,37,11.3,250,0,38,11.2,0,0,19,36,11.1,0,0,15,38,10.9,0,0,15,38,10.7,0,0,14,36,10.6,0,0,7,36,10.7,260,0,12,26,200,76.9327774047852,265.56737060546874
2025-01-07,1900-01-06 18:00:00,2025-01-07 18:00:00,38,38,11.3,250,0,37,11.3,250,0,38,11.2,0,0,19,37,11.1,0,0,15,38,10.8,0,0,15.4,37,10.7,0,0,16,36,10.6,0,0,8,35,10.7,250,0,8,25,200,68.9656524658203,268.7991896764686
2025-01-07,1900-01-06 20:00:00,2025-01-07 20:00:00,39,35,11,250,0,39,10.9,300,0,37,10.9,0,0,17,37,10.8,0,0,14,36,10.8,0,0,15,36,10.8,0,0,15,36,10.8,0,0,11,36,10.8,230,0,7,29,200,68.1437149047852,325.9388266169777
2025-01-07,1900-01-06 22:00:00,2025-01-07 22:00:00,40,38,10.9,300,0,39,10.9,300,0,39,10.8,0,0,17.2,38,10.8,0,0,14.8,38,10.8,0,0,15,37,10.8,0,0,14.8,37,10.8,0,0,12,36,10.8,250,0,10,27,200,67.96875,325.2870610078176
2025-01-07,1900-01-07 00:00:00,2025-01-08 00:00:00,43,41,10.9,200,0,35,10.9,300,0,37,10.9,0,0,17,37,10.8,0,0,15,37,10.8,0,0,15.8,36,10.7,0,0,14.8,36,10.7,0,0,13,36,10.8,210,0,11,25,190,64.7623748779297,331.8804246266683
2025-01-07,1900-01-07 02:00:00,2025-01-08 02:00:00,41,40,10.9,250,0,37,10.8,300,0,38,10.8,0,0,17.8,37,10.7,0,0,15,36,10.7,0,0,15,37,10.7,0,0,14,37,10.7,0,0,13,37,10.7,210,0,11.2,25,190,65.1896209716797,326.34042269388834
2025-01-07,1900-01-07 04:00:00,2025-01-08 04:00:00,42,39,10.8,250,0,38,10.8,300,0,38,10.7,0,0,17,38,10.6,0,0,14,37,10.6,0,0,15,37,10.6,0,0,16,37,10.7,0,0,13,38,10.7,200,0,12,24,170,64.63623046875,333.8811724344889
