pattern_number,hole_number,hole_id,deck,deck_type,design_x,design_y,design_collar_rl,design_toe_rl,design_bench_height,design_hole_length,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,design_explosive_column_m,design_explosive_kg
21,38,21-H-038,1,charge,363397.681,6591720.723,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.7,11.17,367.918
21,39,21-H-039,1,charge,363390.12,6591723.336,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.74,11.8,388.883
21,40,21-H-040,1,charge,363382.558,6591725.949,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.85,11.09,365.31
21,41,21-H-041,1,charge,363486.922,6591697.294,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.8,11.63,383.078
21,42,21-H-042,1,charge,363479.361,6591699.907,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.0,11.62,382.925
21,43,21-H-043,1,charge,363471.8,6591702.519,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.96,11.63,383.207
21,44,21-H-044,1,charge,363464.238,6591705.132,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.43,11.6,382.302
21,45,21-H-045,1,charge,363456.677,6591707.745,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.6,11.82,389.432
21,46,21-H-046,1,charge,363449.116,6591710.357,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.07,11.76,387.58
21,47,21-H-047,1,charge,363441.554,6591712.97,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.68,11.28,371.576
21,48,21-H-048,1,charge,363433.993,6591715.583,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.03,11.73,386.367
21,49,21-H-049,1,charge,363426.432,6591718.195,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.5,11.84,390.134
21,50,21-H-050,1,charge,363418.87,6591720.808,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.28,11.53,379.796
21,51,21-H-051,1,charge,363411.309,6591723.421,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.68,11.82,389.53
21,52,21-H-052,1,charge,363403.748,6591726.033,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.38,11.15,367.259
21,53,21-H-053,1,charge,363396.186,6591728.646,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.06,11.34,373.532
21,54,21-H-054,1,charge,363388.625,6591731.259,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.2,11.65,383.723
21,55,21-H-055,1,charge,363424.937,6591726.118,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.41,11.96,394.107
21,56,21-H-056,1,charge,363417.376,6591728.73,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.95,11.44,376.991
21,57,21-H-057,1,charge,363409.814,6591731.343,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.89,11.04,363.882
21,58,21-H-058,1,charge,363402.253,6591733.956,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.29,11.22,369.771
21,59,21-H-059,1,charge,363394.692,6591736.568,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.13,12.1,398.667
21,60,21-H-060,1,charge,363387.13,6591739.181,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.15,12.43,409.576
21,61,21-H-061,1,charge,363393.197,6591744.491,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.9,11.86,390.909
