pattern_number,hole_number,hole_id,deck,deck_type,design_x,design_y,design_collar_rl,design_toe_rl,design_bench_height,design_hole_length,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,design_explosive_column_m,design_explosive_kg
5,33,5-H-033,1,charge,363482.383,6591745.382,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.99,11.72,386.138
5,34,5-H-034,1,charge,363474.787,6591747.89,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.39,11.38,375.128
5,35,5-H-035,1,charge,363467.19,6591750.398,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.43,11.88,391.583
5,36,5-H-036,1,charge,363459.593,6591752.906,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.78,11.98,394.711
5,37,5-H-037,1,charge,363451.997,6591755.415,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.2,11.0,362.446
5,38,5-H-038,1,charge,363495.973,6591748.267,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.0,10.99,362.153
5,39,5-H-039,1,charge,363488.376,6591750.775,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.21,11.14,367.137
5,40,5-H-040,1,charge,363480.78,6591753.283,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.88,11.32,372.988
5,41,5-H-041,1,charge,363473.183,6591755.791,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.89,11.58,381.518
5,42,5-H-042,1,charge,363465.586,6591758.299,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.13,11.25,370.715
5,43,5-H-043,1,charge,363457.99,6591760.808,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.89,11.41,375.906
5,44,5-H-044,1,charge,363494.369,6591756.168,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.09,11.43,376.609
5,45,5-H-045,1,charge,363486.773,6591758.676,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.0,11.09,365.34
5,46,5-H-046,1,charge,363479.176,6591761.184,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.93,11.15,367.543
5,47,5-H-047,1,charge,363471.579,6591763.692,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.68,10.0,329.528
5,48,5-H-048,1,charge,363463.983,6591766.201,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.19,11.46,377.528
5,49,5-H-049,1,charge,363456.386,6591768.709,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.97,11.63,383.093
5,50,5-H-050,1,charge,363500.362,6591761.561,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.04,12.33,406.137
5,51,5-H-051,1,charge,363492.766,6591764.069,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.87,11.13,366.819
5,52,5-H-052,1,charge,363485.169,6591766.577,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.77,11.79,388.616
5,53,5-H-053,1,charge,363477.572,6591769.086,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.2,11.0,362.446
5,54,5-H-054,1,charge,363469.976,6591771.594,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.64,11.82,389.396
5,55,5-H-055,1,charge,363462.379,6591774.102,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.97,10.75,354.152
5,56,5-H-056,1,charge,363454.782,6591776.61,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.98,11.29,371.841
5,57,5-H-057,1,charge,363498.759,6591769.462,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.81,10.98,361.866
5,58,5-H-058,1,charge,363491.162,6591771.97,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.13,11.81,389.048
5,59,5-H-059,1,charge,363483.565,6591774.479,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.82,10.83,356.786
5,60,5-H-060,1,charge,363475.969,6591776.987,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.67,11.21,369.261
5,61,5-H-061,1,charge,363468.372,6591779.495,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.17,11.16,367.735
5,62,5-H-062,1,charge,363460.775,6591782.003,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.33,11.28,371.549
5,63,5-H-063,1,charge,363497.155,6591777.363,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.05,11.1,365.852
5,64,5-H-064,1,charge,363489.558,6591779.872,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.78,11.96,394.126
5,65,5-H-065,1,charge,363481.961,6591782.38,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.24,10.8,355.97
5,66,5-H-066,1,charge,363474.365,6591784.888,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.94,10.7,352.477
5,67,5-H-067,1,charge,363466.768,6591787.396,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.48,10.85,357.396
5,68,5-H-068,1,charge,363459.171,6591789.904,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.22,11.18,368.53
