pattern_number,hole_number,hole_id,deck,deck_type,design_x,design_y,design_collar_rl,design_toe_rl,design_bench_height,design_hole_length,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,design_explosive_column_m,design_explosive_kg
17,18,17-H-018,1,charge,363784.769,6591803.534,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.9,11.33,373.24
17,19,17-H-019,1,charge,363786.559,6591795.737,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.66,10.38,342.043
17,20,17-H-020,1,charge,363788.35,6591787.94,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.13,11.83,389.817
17,21,17-H-021,1,charge,363790.14,6591780.143,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.4,12.11,399.113
17,22,17-H-022,1,charge,363791.931,6591772.346,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.6,11.29,371.981
17,23,17-H-023,1,charge,363793.721,6591764.549,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.73,10.99,362.212
17,24,17-H-024,1,charge,363795.511,6591756.751,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.51,11.26,370.898
17,25,17-H-025,1,charge,363797.302,6591748.954,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.6,11.65,383.968
17,26,17-H-026,1,charge,363768.099,6591844.851,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.62,11.52,379.56
17,27,17-H-027,1,charge,363769.889,6591837.054,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.7,11.76,387.561
17,28,17-H-028,1,charge,363771.68,6591829.257,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.76,11.12,366.387
17,29,17-H-029,1,charge,363773.47,6591821.46,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.6,11.39,375.287
17,30,17-H-030,1,charge,363775.261,6591813.663,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.9,12.03,396.459
17,31,17-H-031,1,charge,363777.051,6591805.866,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.98,11.46,377.565
17,32,17-H-032,1,charge,363778.842,6591798.069,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.5,10.73,353.426
17,33,17-H-033,1,charge,363780.632,6591790.272,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.93,11.45,377.261
17,34,17-H-034,1,charge,363782.422,6591782.475,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.29,10.7,352.533
17,35,17-H-035,1,charge,363784.213,6591774.677,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.57,11.32,373.096
17,36,17-H-036,1,charge,363786.003,6591766.88,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.55,11.91,392.317
17,37,17-H-037,1,charge,363787.794,6591759.083,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.3,11.75,387.041
17,38,17-H-038,1,charge,363789.584,6591751.286,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.64,11.12,366.41
17,39,17-H-039,1,charge,363791.375,6591743.489,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.65,11.3,372.477
17,40,17-H-040,1,charge,363762.172,6591839.386,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.91,11.85,390.418
17,41,17-H-041,1,charge,363763.962,6591831.589,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.86,11.49,378.675
17,42,17-H-042,1,charge,363765.753,6591823.792,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.01,11.79,388.36
17,43,17-H-043,1,charge,363767.543,6591815.995,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.03,12.27,404.43
17,44,17-H-044,1,charge,363769.333,6591808.198,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.76,11.04,363.699
17,45,17-H-045,1,charge,363771.124,6591800.401,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.85,11.23,370.091
17,46,17-H-046,1,charge,363772.914,6591792.604,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.95,11.17,368.14
17,47,17-H-047,1,charge,363774.705,6591784.806,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.2,11.0,362.446
17,48,17-H-048,1,charge,363776.495,6591777.009,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.2,10.59,348.794
17,49,17-H-049,1,charge,363778.286,6591769.212,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.89,10.71,352.784
17,50,17-H-050,1,charge,363780.076,6591761.415,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.28,10.98,361.757
17,51,17-H-051,1,charge,363781.867,6591753.618,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.44,9.91,326.404
17,52,17-H-052,1,charge,363783.657,6591745.821,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.34,10.97,361.527
17,53,17-H-053,1,charge,363785.447,6591738.024,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.87,11.67,384.465
17,54,17-H-054,1,charge,363754.454,6591841.718,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.6,10.87,358.193
17,55,17-H-055,1,charge,363756.244,6591833.921,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.65,11.41,375.923
17,56,17-H-056,1,charge,363758.035,6591826.124,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.81,11.71,385.773
17,57,17-H-057,1,charge,363759.825,6591818.327,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.53,11.7,385.413
17,58,17-H-058,1,charge,363761.616,6591810.53,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.23,11.86,390.806
17,59,17-H-059,1,charge,363763.406,6591802.732,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.99,11.24,370.311
17,60,17-H-060,1,charge,363765.197,6591794.935,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.97,11.66,384.141
17,61,17-H-061,1,charge,363766.987,6591787.138,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.87,13.26,436.814
17,62,17-H-062,1,charge,363768.778,6591779.341,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.82,11.3,372.386
17,63,17-H-063,1,charge,363770.568,6591771.544,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.87,11.62,382.818
17,64,17-H-064,1,charge,363772.358,6591763.747,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.45,11.31,372.76
17,65,17-H-065,1,charge,363774.149,6591755.95,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.85,11.45,377.166
17,66,17-H-066,1,charge,363775.939,6591748.153,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.92,11.32,373.074
17,67,17-H-067,1,charge,363777.73,6591740.356,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.71,11.02,363.171
17,68,17-H-068,1,charge,363748.527,6591836.253,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.66,11.51,379.348
17,69,17-H-069,1,charge,363750.317,6591828.456,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.69,11.79,388.439
17,70,17-H-070,1,charge,363752.108,6591820.659,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.73,11.19,368.582
17,71,17-H-071,1,charge,363753.898,6591812.861,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.46,12.03,396.319
17,72,17-H-072,1,charge,363755.689,6591805.064,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.88,11.51,379.238
17,73,17-H-073,1,charge,363757.479,6591797.267,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.49,11.82,389.339
17,74,17-H-074,1,charge,363759.269,6591789.47,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.76,12.11,399.001
17,75,17-H-075,1,charge,363761.06,6591781.673,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.28,9.73,320.739
17,76,17-H-076,1,charge,363762.85,6591773.876,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.64,11.25,370.67
17,77,17-H-077,1,charge,363764.641,6591766.079,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.04,11.66,384.055
17,78,17-H-078,1,charge,363766.431,6591758.282,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.94,11.53,379.962
17,79,17-H-079,1,charge,363768.222,6591750.485,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.96,11.6,382.165
17,80,17-H-080,1,charge,363770.012,6591742.688,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.95,11.31,372.686
17,81,17-H-081,1,charge,363771.803,6591734.891,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.99,11.67,384.656
17,82,17-H-082,1,charge,363740.809,6591838.585,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.34,10.82,356.561
17,83,17-H-083,1,charge,363742.6,6591830.788,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.63,11.02,363.099
17,84,17-H-084,1,charge,363744.39,6591822.99,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.47,11.23,369.989
17,85,17-H-085,1,charge,363746.18,6591815.193,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.78,10.87,358.028
17,86,17-H-086,1,charge,363747.971,6591807.396,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.25,10.82,356.472
17,87,17-H-087,1,charge,363749.761,6591799.599,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.51,11.13,366.703
17,88,17-H-088,1,charge,363751.552,6591791.802,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.79,11.2,369.065
17,89,17-H-089,1,charge,363753.342,6591784.005,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.16,11.46,377.645
17,90,17-H-090,1,charge,363755.133,6591776.208,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.1,11.5,378.802
17,91,17-H-091,1,charge,363756.923,6591768.411,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.75,11.71,385.977
17,92,17-H-092,1,charge,363758.714,6591760.614,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.95,11.17,367.959
17,93,17-H-093,1,charge,363760.504,6591752.817,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.92,11.55,380.591
17,94,17-H-094,1,charge,363762.294,6591745.02,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.15,11.42,376.14
17,95,17-H-095,1,charge,363764.085,6591737.223,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.75,11.39,375.197
17,96,17-H-096,1,charge,363765.875,6591729.426,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.52,12.2,401.922
17,97,17-H-097,1,charge,363734.882,6591833.119,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.93,11.11,365.94
17,98,17-H-098,1,charge,363736.672,6591825.322,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.2,11.0,362.446
