pattern_number,hole_number,hole_id,deck,deck_type,design_x,design_y,design_collar_rl,design_toe_rl,design_bench_height,design_hole_length,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,design_explosive_column_m,design_explosive_kg
12,43,12-H-043,1,charge,363503.353,6591851.864,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.08,11.9,392.265
12,44,12-H-044,1,charge,363503.615,6591859.86,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.2,11.0,362.446
12,45,12-H-045,1,charge,363503.878,6591867.856,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.68,10.61,349.641
12,46,12-H-046,1,charge,363504.14,6591875.851,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.92,11.46,377.578
12,47,12-H-047,1,charge,363504.402,6591883.847,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.85,11.78,388.033
12,48,12-H-048,1,charge,363504.664,6591891.843,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.0,11.08,365.036
12,49,12-H-049,1,charge,363509.956,6591839.641,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.44,10.73,353.483
12,50,12-H-050,1,charge,363510.218,6591847.637,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.75,11.3,372.301
12,51,12-H-051,1,charge,363510.481,6591855.633,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.02,10.89,358.909
12,52,12-H-052,1,charge,363510.743,6591863.628,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.15,11.41,375.942
12,53,12-H-053,1,charge,363511.005,6591871.624,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.13,11.0,362.552
12,54,12-H-054,1,charge,363511.267,6591879.62,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.01,11.51,379.171
12,55,12-H-055,1,charge,363511.529,6591887.616,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.9,11.41,375.951
12,56,12-H-056,1,charge,363511.791,6591895.611,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.87,11.25,370.783
12,57,12-H-057,1,charge,363517.084,6591843.41,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.56,11.05,364.117
12,58,12-H-058,1,charge,363517.346,6591851.405,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.88,11.33,373.35
12,59,12-H-059,1,charge,363517.608,6591859.401,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.5,11.62,382.92
12,60,12-H-060,1,charge,363517.87,6591867.397,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.38,11.39,375.317
12,61,12-H-061,1,charge,363518.132,6591875.393,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.88,11.32,373.129
12,62,12-H-062,1,charge,363518.394,6591883.388,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.21,10.77,354.784
12,63,12-H-063,1,charge,363518.657,6591891.384,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.98,11.76,387.387
12,64,12-H-064,1,charge,363518.919,6591899.38,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.11,10.87,358.3
12,65,12-H-065,1,charge,363523.949,6591839.183,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.96,11.68,384.687
12,66,12-H-066,1,charge,363524.211,6591847.178,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.27,10.99,362.243
12,67,12-H-067,1,charge,363524.473,6591855.174,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.5,11.49,378.516
12,68,12-H-068,1,charge,363524.735,6591863.17,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.93,10.48,345.308
12,69,12-H-069,1,charge,363524.997,6591871.165,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.48,10.94,360.35
12,70,12-H-070,1,charge,363525.26,6591879.161,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.97,11.33,373.169
12,71,12-H-071,1,charge,363525.522,6591887.157,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.06,11.83,389.745
12,72,12-H-072,1,charge,363525.784,6591895.152,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.49,11.24,370.207
12,73,12-H-073,1,charge,363530.814,6591834.955,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.97,11.72,386.252
12,74,12-H-074,1,charge,363531.076,6591842.951,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.13,11.54,380.074
12,75,12-H-075,1,charge,363531.338,6591850.947,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.51,11.57,381.164
12,76,12-H-076,1,charge,363531.6,6591858.942,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.29,11.46,377.477
12,77,12-H-077,1,charge,363531.863,6591866.938,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.03,9.17,302.248
12,78,12-H-078,1,charge,363532.125,6591874.934,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.25,11.09,365.301
12,79,12-H-079,1,charge,363532.387,6591882.93,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.6,12.12,399.317
12,80,12-H-080,1,charge,363532.649,6591890.925,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.18,11.3,372.478
12,81,12-H-081,1,charge,363532.911,6591898.921,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.23,11.24,370.445
12,82,12-H-082,1,charge,363537.941,6591838.724,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.38,12.44,409.963
12,83,12-H-083,1,charge,363538.203,6591846.719,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.99,11.5,378.819
12,84,12-H-084,1,charge,363538.466,6591854.715,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.5,9.78,322.097
12,85,12-H-085,1,charge,363538.728,6591862.711,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.48,11.33,373.341
12,86,12-H-086,1,charge,363538.99,6591870.707,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.71,11.63,383.208
12,87,12-H-087,1,charge,363539.252,6591878.702,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.11,11.57,381.292
12,88,12-H-088,1,charge,363539.514,6591886.698,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.9,10.64,350.488
12,89,12-H-089,1,charge,363539.776,6591894.694,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.52,11.3,372.336
12,90,12-H-090,1,charge,363540.038,6591902.689,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.8,10.96,361.211
12,91,12-H-091,1,charge,363544.806,6591834.497,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.14,11.5,378.849
12,92,12-H-092,1,charge,363545.069,6591842.492,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.59,10.85,357.569
12,93,12-H-093,1,charge,363545.331,6591850.488,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.02,10.23,337.098
12,94,12-H-094,1,charge,363545.593,6591858.484,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.9,11.44,376.882
12,95,12-H-095,1,charge,363545.855,6591866.479,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.66,11.56,380.84
12,96,12-H-096,1,charge,363546.117,6591874.475,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.54,10.95,360.774
12,97,12-H-097,1,charge,363546.379,6591882.471,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.21,10.94,360.364
12,98,12-H-098,1,charge,363546.641,6591890.466,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.2,11.87,391.024
12,99,12-H-099,1,charge,363546.904,6591898.462,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.65,11.95,393.793
12,100,12-H-100,1,charge,363551.934,6591838.265,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.78,11.43,376.586
12,101,12-H-101,1,charge,363552.196,6591846.261,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.06,12.08,398.107
12,102,12-H-102,1,charge,363552.458,6591854.256,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.51,12.04,396.578
12,103,12-H-103,1,charge,363552.72,6591862.252,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.22,10.82,356.652
12,104,12-H-104,1,charge,363552.982,6591870.248,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.06,11.41,375.912
12,105,12-H-105,1,charge,363553.244,6591878.244,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.88,11.63,383.228
12,106,12-H-106,1,charge,363553.507,6591886.239,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.09,11.78,388.204
12,107,12-H-107,1,charge,363553.769,6591894.235,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.79,10.68,351.778
12,108,12-H-108,1,charge,363554.031,6591902.231,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.98,10.76,354.666
12,109,12-H-109,1,charge,363558.799,6591834.038,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.04,11.06,364.431
12,110,12-H-110,1,charge,363559.061,6591842.033,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.83,11.39,375.43
12,111,12-H-111,1,charge,363559.323,6591850.029,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.86,11.18,368.294
12,112,12-H-112,1,charge,363559.585,6591858.025,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.78,11.76,387.353
12,113,12-H-113,1,charge,363559.848,6591866.021,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.7,11.31,372.598
12,114,12-H-114,1,charge,363560.11,6591874.016,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.32,10.91,359.319
12,115,12-H-115,1,charge,363560.372,6591882.012,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.79,11.35,373.935
12,116,12-H-116,1,charge,363560.634,6591890.008,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.57,11.79,388.453
12,117,12-H-117,1,charge,363560.896,6591898.003,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.64,11.1,365.831
12,118,12-H-118,1,charge,363561.158,6591905.999,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.64,11.35,373.93
12,119,12-H-119,1,charge,363565.926,6591837.806,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.88,11.45,377.227
12,120,12-H-120,1,charge,363566.188,6591845.802,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.6,11.84,390.027
12,121,12-H-121,1,charge,363566.451,6591853.798,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.94,11.12,366.545
12,122,12-H-122,1,charge,363566.713,6591861.793,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,3.71,9.82,323.665
12,123,12-H-123,1,charge,363566.975,6591869.789,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.97,11.44,377.031
12,124,12-H-124,1,charge,363567.237,6591877.785,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.55,11.25,370.63
12,125,12-H-125,1,charge,363567.499,6591885.78,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.72,11.89,391.859
12,126,12-H-126,1,charge,363567.761,6591893.776,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.34,11.08,365.143
12,127,12-H-127,1,charge,363568.023,6591901.772,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.57,10.31,339.717
