pattern_number,hole_number,hole_id,deck,deck_type,design_x,design_y,design_collar_rl,design_toe_rl,design_bench_height,design_hole_length,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,design_explosive_column_m,design_explosive_kg
6,29,6-H-029,1,charge,363409.8,6591765.605,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.08,11.83,389.859
6,30,6-H-030,1,charge,363403.044,6591769.889,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.22,11.54,380.217
6,31,6-H-031,1,charge,363443.951,6591752.237,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.89,10.93,360.29
6,32,6-H-032,1,charge,363437.195,6591756.521,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.46,10.7,352.404
6,33,6-H-033,1,charge,363430.439,6591760.805,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.87,11.29,371.986
6,34,6-H-034,1,charge,363423.683,6591765.09,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.73,10.71,352.788
6,35,6-H-035,1,charge,363416.927,6591769.374,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.72,11.14,366.975
6,36,6-H-036,1,charge,363410.17,6591773.658,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.2,11.0,362.446
6,37,6-H-037,1,charge,363403.414,6591777.943,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.74,11.61,382.671
6,38,6-H-038,1,charge,363444.322,6591760.29,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.64,11.08,365.2
6,39,6-H-039,1,charge,363437.566,6591764.575,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.88,11.4,375.596
6,40,6-H-040,1,charge,363430.809,6591768.859,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.36,11.04,363.617
6,41,6-H-041,1,charge,363424.053,6591773.143,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.13,11.97,394.318
6,42,6-H-042,1,charge,363417.297,6591777.428,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.25,11.31,372.824
6,43,6-H-043,1,charge,363410.541,6591781.712,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.6,11.59,381.821
6,44,6-H-044,1,charge,363403.785,6591785.996,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.09,11.98,394.731
6,45,6-H-045,1,charge,363444.692,6591768.344,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.86,11.4,375.496
6,46,6-H-046,1,charge,363437.936,6591772.628,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.85,11.68,384.923
6,47,6-H-047,1,charge,363431.18,6591776.913,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.92,11.57,381.124
6,48,6-H-048,1,charge,363424.424,6591781.197,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.23,11.25,370.815
6,49,6-H-049,1,charge,363417.668,6591785.481,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.27,10.7,352.652
6,50,6-H-050,1,charge,363410.912,6591789.766,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.68,11.9,392.027
6,51,6-H-051,1,charge,363404.156,6591794.05,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.1,11.5,378.876
6,52,6-H-052,1,charge,363451.819,6591772.113,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.74,11.56,380.832
6,53,6-H-053,1,charge,363445.063,6591776.398,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.53,12.15,400.351
6,54,6-H-054,1,charge,363438.307,6591780.682,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.87,10.94,360.466
6,55,6-H-055,1,charge,363431.551,6591784.966,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.69,11.52,379.462
6,56,6-H-056,1,charge,363424.795,6591789.251,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.37,11.49,378.554
6,57,6-H-057,1,charge,363418.039,6591793.535,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.7,11.55,380.609
6,58,6-H-058,1,charge,363411.283,6591797.819,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.67,10.47,345.114
6,59,6-H-059,1,charge,363452.19,6591780.167,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.26,11.0,362.42
6,60,6-H-060,1,charge,363445.434,6591784.451,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.45,11.34,373.6
6,61,6-H-061,1,charge,363438.678,6591788.736,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.08,10.76,354.492
6,62,6-H-062,1,charge,363431.922,6591793.02,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.65,10.97,361.402
6,63,6-H-063,1,charge,363452.561,6591788.221,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.54,10.68,351.95
6,64,6-H-064,1,charge,363445.805,6591792.505,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.97,10.73,353.536
