pattern_number,hole_number,hole_id,deck,deck_type,design_x,design_y,design_collar_rl,design_toe_rl,design_bench_height,design_hole_length,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,design_explosive_column_m,design_explosive_kg
22,36,22-H-036,1,charge,363335.945,6591795.356,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.03,10.63,350.163
22,37,22-H-037,1,charge,363329.238,6591799.716,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.96,11.72,386.325
22,38,22-H-038,1,charge,363356.529,6591790.325,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.25,9.89,325.826
22,39,22-H-039,1,charge,363349.822,6591794.685,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.84,11.37,374.498
22,40,22-H-040,1,charge,363343.114,6591799.045,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.74,12.04,396.55
22,41,22-H-041,1,charge,363336.407,6591803.405,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.0,12.67,417.451
22,42,22-H-042,1,charge,363329.699,6591807.765,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.85,11.17,368.209
22,43,22-H-043,1,charge,363356.99,6591798.374,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.93,11.51,379.292
22,44,22-H-044,1,charge,363350.283,6591802.734,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.21,10.99,362.057
22,45,22-H-045,1,charge,363343.575,6591807.094,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.92,11.1,365.818
22,46,22-H-046,1,charge,363336.868,6591811.454,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.44,9.78,322.138
22,47,22-H-047,1,charge,363350.744,6591810.783,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.07,11.97,394.415
