pattern_number,hole_number,hole_id,deck,deck_type,design_x,design_y,design_collar_rl,design_toe_rl,design_bench_height,design_hole_length,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,design_explosive_column_m,design_explosive_kg
16,31,16-H-031,1,charge,363396.69,6591798.587,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.06,9.75,321.131
16,32,16-H-032,1,charge,363391.218,6591804.424,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.17,11.51,379.233
16,33,16-H-033,1,charge,363385.747,6591810.26,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.19,11.25,370.629
16,34,16-H-034,1,charge,363380.275,6591816.096,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.03,10.35,340.92
16,35,16-H-035,1,charge,363374.804,6591821.933,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.05,10.65,350.961
16,36,16-H-036,1,charge,363369.332,6591827.769,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.41,10.93,360.284
16,37,16-H-037,1,charge,363393.589,6591812.13,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.4,11.47,377.867
16,38,16-H-038,1,charge,363388.118,6591817.966,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.85,10.9,359.247
16,39,16-H-039,1,charge,363382.646,6591823.802,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.42,10.83,356.843
16,40,16-H-040,1,charge,363377.175,6591829.638,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.06,11.58,381.651
16,41,16-H-041,1,charge,363395.96,6591819.835,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.69,11.37,374.549
16,42,16-H-042,1,charge,363390.489,6591825.672,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.08,11.0,362.599
16,43,16-H-043,1,charge,363385.017,6591831.508,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.68,11.56,380.808
16,44,16-H-044,1,charge,363379.546,6591837.344,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.14,10.77,354.939
16,45,16-H-045,1,charge,363392.86,6591833.377,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.3,11.34,373.797
16,46,16-H-046,1,charge,363387.388,6591839.214,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.27,11.46,377.595
16,47,16-H-047,1,charge,363395.231,6591841.083,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.17,11.06,364.43
16,48,16-H-048,1,charge,363389.759,6591846.919,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.34,10.42,343.323
16,49,16-H-049,1,charge,363397.602,6591848.789,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.09,11.04,363.627
