pattern_number,hole_number,hole_id,deck,deck_type,design_x,design_y,design_collar_rl,design_toe_rl,design_bench_height,design_hole_length,explosive_product,explosive_density_gcc,hole_diameter_mm,design_stemming_m,design_explosive_column_m,design_explosive_kg
10,18,10-H-018,1,charge,363625.049,6591801.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.94,11.29,372.165
10,19,10-H-019,1,charge,363625.049,6591793.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.36,11.39,375.225
10,20,10-H-020,1,charge,363625.049,6591785.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.9,11.21,369.417
10,21,10-H-021,1,charge,363625.049,6591777.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.09,11.51,379.318
10,22,10-H-022,1,charge,363618.049,6591821.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.38,12.42,409.211
10,23,10-H-023,1,charge,363618.049,6591813.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.1,11.62,382.723
10,24,10-H-024,1,charge,363618.049,6591805.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.68,11.27,371.31
10,25,10-H-025,1,charge,363618.049,6591797.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.41,11.7,385.347
10,26,10-H-026,1,charge,363618.049,6591789.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.08,11.68,384.942
10,27,10-H-027,1,charge,363618.049,6591781.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.71,11.54,380.116
10,28,10-H-028,1,charge,363618.049,6591773.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.07,11.4,375.544
10,29,10-H-029,1,charge,363611.049,6591825.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.16,11.58,381.503
10,30,10-H-030,1,charge,363611.049,6591817.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.13,11.54,380.398
10,31,10-H-031,1,charge,363611.049,6591809.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.67,11.49,378.504
10,32,10-H-032,1,charge,363611.049,6591801.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.0,11.89,391.652
10,33,10-H-033,1,charge,363611.049,6591793.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.64,11.4,375.608
10,34,10-H-034,1,charge,363611.049,6591785.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.94,11.89,391.928
10,35,10-H-035,1,charge,363611.049,6591777.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.77,10.45,344.319
10,36,10-H-036,1,charge,363604.049,6591821.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.72,11.44,376.82
10,37,10-H-037,1,charge,363604.049,6591813.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.93,11.54,380.101
10,38,10-H-038,1,charge,363604.049,6591805.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.91,10.89,358.702
10,39,10-H-039,1,charge,363604.049,6591797.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.76,11.62,382.801
10,40,10-H-040,1,charge,363604.049,6591789.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.94,11.58,381.704
10,41,10-H-041,1,charge,363604.049,6591781.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.79,12.11,399.13
10,42,10-H-042,1,charge,363604.049,6591773.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.99,12.28,404.606
10,43,10-H-043,1,charge,363597.049,6591825.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.26,10.16,334.836
10,44,10-H-044,1,charge,363597.049,6591817.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.53,10.42,343.186
10,45,10-H-045,1,charge,363597.049,6591809.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.79,10.29,339.161
10,46,10-H-046,1,charge,363597.049,6591801.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.1,11.1,365.688
10,47,10-H-047,1,charge,363597.049,6591793.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.22,11.13,366.62
10,48,10-H-048,1,charge,363597.049,6591785.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.01,11.84,389.977
10,49,10-H-049,1,charge,363597.049,6591777.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.98,11.75,387.078
10,50,10-H-050,1,charge,363590.049,6591821.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.21,11.17,367.887
10,51,10-H-051,1,charge,363590.049,6591813.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.1,11.98,394.843
10,52,10-H-052,1,charge,363590.049,6591805.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.82,11.85,390.466
10,53,10-H-053,1,charge,363590.049,6591797.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.64,10.58,348.686
10,54,10-H-054,1,charge,363590.049,6591789.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.56,11.94,393.553
10,55,10-H-055,1,charge,363590.049,6591781.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.2,9.77,321.954
10,56,10-H-056,1,charge,363583.049,6591825.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.73,11.87,390.977
10,57,10-H-057,1,charge,363583.049,6591817.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.03,11.2,368.981
10,58,10-H-058,1,charge,363583.049,6591809.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.85,11.33,373.33
10,59,10-H-059,1,charge,363583.049,6591801.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.69,11.65,383.832
10,60,10-H-060,1,charge,363583.049,6591793.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.21,11.55,380.464
10,61,10-H-061,1,charge,363583.049,6591785.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.68,10.5,346.05
10,62,10-H-062,1,charge,363583.049,6591777.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.88,11.34,373.667
10,63,10-H-063,1,charge,363576.049,6591821.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.41,11.58,381.501
10,64,10-H-064,1,charge,363576.049,6591813.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.2,11.0,362.446
10,65,10-H-065,1,charge,363576.049,6591805.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.74,11.1,365.818
10,66,10-H-066,1,charge,363576.049,6591797.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.94,11.1,365.59
10,67,10-H-067,1,charge,363576.049,6591789.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.2,11.6,382.355
10,68,10-H-068,1,charge,363576.049,6591781.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.16,11.12,366.39
10,69,10-H-069,1,charge,363569.049,6591825.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.11,12.5,411.81
10,70,10-H-070,1,charge,363569.049,6591817.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.34,12.04,396.598
10,71,10-H-071,1,charge,363569.049,6591809.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.21,12.08,397.976
10,72,10-H-072,1,charge,363569.049,6591801.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.79,11.08,364.961
10,73,10-H-073,1,charge,363569.049,6591793.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.01,11.67,384.456
10,74,10-H-074,1,charge,363569.049,6591785.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,4.76,12.55,413.376
10,75,10-H-075,1,charge,363569.049,6591777.774,200.0,183.8,16.2,16.2,ANFO,0.8,229.0,5.04,11.1,365.706
